sid,r_d_name,r_s_name,res_1,delay_1,res_2,delay_2
203113,불 파라오드래곤,드래그 스킬,sfx_breath_laser,0.3,,
203114,빛 파라오드래곤,드래그 스킬,sfx_breath_laser,0.3,,
203115,어둠 파라오드래곤,드래그 스킬,sfx_breath_laser,0.3,,
203122,물 파라오드래곤,패시브 1,sfx_blackhole,0,,
203123,불 파라오드래곤,패시브 1,sfx_blackhole,0,,
203124,빛 파라오드래곤,패시브 1,sfx_blackhole,0,,
203125,어둠 파라오드래곤,패시브 1,sfx_blackhole,0,,
203132,물 파라오드래곤,패시브 2,,,,
203133,불 파라오드래곤,패시브 2,,,,
203134,빛 파라오드래곤,패시브 2,,,,
203135,어둠 파라오드래곤,패시브 2,,,,
203152,물 파라오드래곤,스탯 강화,,,,
203153,불 파라오드래곤,스탯 강화,,,,
203154,빛 파라오드래곤,스탯 강화,,,,
203155,어둠 파라오드래곤,스탯 강화,,,,
203211,땅 크레센트,드래그 스킬,sfx_heal,0.2,,
203212,물 크레센트,드래그 스킬,sfx_heal,0.2,,
203213,불 크레센트,드래그 스킬,sfx_heal,0.2,,
203214,빛 크레센트,드래그 스킬,sfx_heal,0.2,,
203215,어둠 크레센트,드래그 스킬,sfx_heal,0.2,,
203221,땅 크레센트,패시브 1,sfx_wind,0;0.15;0.3,,
203222,물 크레센트,패시브 1,sfx_wind,0;0.15;0.3,,
203223,불 크레센트,패시브 1,sfx_wind,0;0.15;0.3,,
203224,빛 크레센트,패시브 1,sfx_wind,0;0.15;0.3,,
203225,어둠 크레센트,패시브 1,sfx_wind,0;0.15;0.3,,
203231,땅 크레센트,패시브 2,sfx_heal,0.2,,
203232,물 크레센트,패시브 2,sfx_heal,0.2,,
203233,불 크레센트,패시브 2,sfx_heal,0.2,,
203234,빛 크레센트,패시브 2,sfx_heal,0.2,,
203235,어둠 크레센트,패시브 2,sfx_heal,0.2,,
203241,땅 크레센트,스탯 강화,,,,
203242,물 크레센트,스탯 강화,,,,
203243,불 크레센트,스탯 강화,,,,
203244,빛 크레센트,스탯 강화,,,,
203245,어둠 크레센트,스탯 강화,,,,
203311,땅 서펀트드래곤,드래그 스킬,sfx_claw,0,,
203312,물 서펀트드래곤,드래그 스킬,sfx_claw,0,,
203313,불 서펀트드래곤,드래그 스킬,sfx_claw,0,,
203314,빛 서펀트드래곤,드래그 스킬,sfx_claw,0,,
203315,어둠 서펀트드래곤,드래그 스킬,sfx_claw,0,,
203321,땅 서펀트드래곤,패시브 1,sfx_wind,0,,
203322,물 서펀트드래곤,패시브 1,sfx_wind,0,,
203323,불 서펀트드래곤,패시브 1,sfx_wind,0,,
203324,빛 서펀트드래곤,패시브 1,sfx_wind,0,,
203325,어둠 서펀트드래곤,패시브 1,sfx_wind,0,,
203331,땅 서펀트드래곤,패시브 2,,,,
203332,물 서펀트드래곤,패시브 2,,,,
203333,불 서펀트드래곤,패시브 2,,,,
203334,빛 서펀트드래곤,패시브 2,,,,
203335,어둠 서펀트드래곤,패시브 2,,,,
203341,땅 서펀트드래곤,드래그 강화,,,,
203342,물 서펀트드래곤,드래그 강화,,,,
203343,불 서펀트드래곤,드래그 강화,,,,
203344,빛 서펀트드래곤,드래그 강화,,,,
203345,어둠 서펀트드래곤,드래그 강화,sfx_claw,0,,
203355,어둠 서펀트드래곤,리더 스킬,,,,
203414,빛 다크닉스,드래그 스킬,sfx_breath_laser,0,sfx_explosion_small,1.3;1.45;1.6;1.75;1.9
203415,어둠 다크닉스,드래그 스킬,sfx_breath_laser,0,sfx_explosion_small,1.3;1.45;1.6;1.75;1.9
203424,빛 다크닉스,패시브 1,,,,
203425,어둠 다크닉스,패시브 1,,,,
203434,빛 다크닉스,패시브 2,,,,
203435,어둠 다크닉스,패시브 2,,,,
203444,빛 다크닉스,드래그 강화,sfx_breath_laser,0,sfx_explosion_small,1.3;1.45;1.6;1.75;1.9
203445,어둠 다크닉스,드래그 강화,sfx_breath_laser,0,sfx_explosion_small,1.3;1.45;1.6;1.75;1.9
203454,빛 다크닉스,리더 스킬,,,,
203455,어둠 다크닉스,리더 스킬,,,,
203511,땅 캣츠곤,드래그 스킬,sfx_claw,0;0.15;0.3;0.45;0.6,,
203512,물 캣츠곤,드래그 스킬,sfx_claw,0;0.15;0.3;0.45;0.6,,
203513,불 캣츠곤,드래그 스킬,sfx_claw,0;0.15;0.3;0.45;0.6,,
203514,빛 캣츠곤,드래그 스킬,sfx_claw,0;0.15;0.3;0.45;0.6,,
203515,어둠 캣츠곤,드래그 스킬,sfx_claw,0;0.15;0.3;0.45;0.6,,
203521,땅 캣츠곤,패시브 1,,,,
203522,물 캣츠곤,패시브 1,,,,
203523,불 캣츠곤,패시브 1,,,,
203524,빛 캣츠곤,패시브 1,,,,
203525,어둠 캣츠곤,패시브 1,sfx_wind,0;0.15;0.3,,
203531,땅 캣츠곤,패시브 2,sfx_wind,0;0.15;0.3,,
203532,물 캣츠곤,패시브 2,sfx_wind,0;0.15;0.3,,
203533,불 캣츠곤,패시브 2,sfx_wind,0;0.15;0.3,,
203534,빛 캣츠곤,패시브 2,sfx_wind,0;0.15;0.3,,
203535,어둠 캣츠곤,패시브 2,sfx_wind,0;0.15;0.3,,
203541,땅 캣츠곤,스탯 강화,sfx_claw,0;0.15;0.3;0.45;0.6,,
203542,물 캣츠곤,스탯 강화,,,,
203543,불 캣츠곤,스탯 강화,,,,
203544,빛 캣츠곤,스탯 강화,,,,
203545,어둠 캣츠곤,스탯 강화,,,,
203551,땅 캣츠곤,리더 스킬,,,,
203711,땅 레이디 드래곤,드래그 스킬,sfx_buff_get_2,0,sfx_shield,0.5
203712,물 레이디 드래곤,드래그 스킬,sfx_buff_get_2,0,sfx_shield,0.5
203713,불 레이디 드래곤,드래그 스킬,sfx_buff_get_2,0,sfx_shield,0.5
203714,빛 레이디 드래곤,드래그 스킬,sfx_buff_get_2,0,sfx_shield,0.5
203715,어둠 레이디 드래곤,드래그 스킬,sfx_buff_get_2,0,sfx_shield,0.5
203721,땅 레이디 드래곤,패시브 1,,,,
203722,물 레이디 드래곤,패시브 1,,,,
203723,불 레이디 드래곤,패시브 1,,,,
203724,빛 레이디 드래곤,패시브 1,,,,
203725,어둠 레이디 드래곤,패시브 1,,,,
203731,땅 레이디 드래곤,패시브 2,sfx_wind,0;0.15;0.3,,
203732,물 레이디 드래곤,패시브 2,sfx_wind,0;0.15;0.3,,
203733,불 레이디 드래곤,패시브 2,sfx_wind,0;0.15;0.3,,
203734,빛 레이디 드래곤,패시브 2,sfx_wind,0;0.15;0.3,,
203735,어둠 레이디 드래곤,패시브 2,sfx_heal,0.2,,
203741,땅 레이디 드래곤,드래그 강화,sfx_buff_get_2,0,sfx_shield,0.5
203742,물 레이디 드래곤,드래그 강화,sfx_buff_get_2,0,sfx_shield,0.5
203743,불 레이디 드래곤,드래그 강화,sfx_buff_get_2,0,sfx_shield,0.5
203744,빛 레이디 드래곤,드래그 강화,sfx_buff_get_2,0,sfx_shield,0.5
203745,어둠 레이디 드래곤,드래그 강화,sfx_buff_get_2,0,sfx_shield,0.5
203751,땅 레이디 드래곤,리더 스킬,,,,
203752,물 레이디 드래곤,리더 스킬,,,,
203753,불 레이디 드래곤,리더 스킬,,,,
203754,빛 레이디 드래곤,리더 스킬,,,,
203755,어둠 레이디 드래곤,리더 스킬,,,,
203811,땅 시타엘,드래그 스킬,sfx_wind,0,,
203813,불 시타엘,드래그 스킬,sfx_wind,0,,
203814,빛 시타엘,드래그 스킬,sfx_wind,0,,
203815,어둠 시타엘,드래그 스킬,sfx_wind,0,,
203821,땅 시타엘,패시브 1,,,,
203823,불 시타엘,패시브 1,sfx_wind,0,,
203824,빛 시타엘,패시브 1,,,,
203825,어둠 시타엘,패시브 1,sfx_wind,0,,
203831,땅 시타엘,패시브 2,sfx_wind,0,,
203833,불 시타엘,패시브 2,,,,
203834,빛 시타엘,패시브 2,,,,
203835,어둠 시타엘,패시브 2,,,,
203841,땅 시타엘,드래그 강화,sfx_wind,0,,
203843,불 시타엘,드래그 강화,sfx_wind,0,,
203844,빛 시타엘,드래그 강화,sfx_wind,0,,
203845,어둠 시타엘,드래그 강화,sfx_wind,0,,
203851,땅 시타엘,리더 스킬,,,,
203853,불 시타엘,리더 스킬,,,,
203854,빛 시타엘,리더 스킬,,,,
203855,어둠 시타엘,리더 스킬,,,,
203911,땅 원더드래곤,드래그 스킬,sfx_claw,0,,
203912,물 원더드래곤,드래그 스킬,sfx_claw,0,,
203913,불 원더드래곤,드래그 스킬,sfx_claw,0,,
203915,어둠 원더드래곤,드래그 스킬,sfx_claw,0,,
203921,땅 원더드래곤,패시브 1,,,,
203922,물 원더드래곤,패시브 1,sfx_blackhole,0,,
203923,불 원더드래곤,패시브 1,sfx_blackhole,0,,
203925,어둠 원더드래곤,패시브 1,,,,
203931,땅 원더드래곤,패시브 2,,,,
203932,물 원더드래곤,패시브 2,,,,
203933,불 원더드래곤,패시브 2,,,,
203935,어둠 원더드래곤,패시브 2,,,,
203941,땅 원더드래곤,드래그 강화,sfx_claw,0,,
203942,물 원더드래곤,드래그 강화,sfx_claw,0,,
203943,불 원더드래곤,드래그 강화,sfx_claw,0,,
203945,어둠 원더드래곤,드래그 강화,sfx_claw,0,,
203951,땅 원더드래곤,리더 스킬,,,,
203952,물 원더드래곤,리더 스킬,,,,
203953,불 원더드래곤,리더 스킬,,,,
203955,어둠 원더드래곤,리더 스킬,,,,
204012,물 흑룡,드래그 스킬,sfx_breath_thunderbolt,0;0.15;0.3,,
204014,빛 흑룡,드래그 스킬,sfx_breath_thunderbolt,0;0.15;0.3,,
204015,어둠 흑룡,드래그 스킬,sfx_breath_thunderbolt,0;0.15;0.3,,
204022,물 흑룡,패시브 1,,,,
204024,빛 흑룡,패시브 1,,,,
204025,어둠 흑룡,패시브 1,,,,
204032,물 흑룡,패시브 2,,,,
204034,빛 흑룡,패시브 2,,,,
204035,어둠 흑룡,패시브 2,,,,
204042,물 흑룡,스탯 강화,sfx_breath_thunderbolt,0;0.15;0.3,,
204044,빛 흑룡,스탯 강화,sfx_breath_thunderbolt,0;0.15;0.3,,
204045,어둠 흑룡,스탯 강화,sfx_breath_thunderbolt,0;0.15;0.3,,
204052,물 흑룡,리더 스킬,,,,
204054,빛 흑룡,리더 스킬,,,,
204055,어둠 흑룡,리더 스킬,,,,
204111,땅 옵타티오,드래그 스킬,sfx_breath_laser,0;0.3,,
204112,물 옵타티오,드래그 스킬,sfx_breath_laser,0;0.3,,
204113,불 옵타티오,드래그 스킬,sfx_breath_laser,0;0.3,,
204114,빛 옵타티오,드래그 스킬,sfx_breath_laser,0;0.3,,
204115,어둠 옵타티오,드래그 스킬,sfx_breath_laser,0;1.3;1.6;1.8,,
204121,땅 옵타티오,패시브 1,sfx_breath_laser,0,,
204122,물 옵타티오,패시브 1,sfx_breath_laser,0,,
204123,불 옵타티오,패시브 1,sfx_breath_laser,0,,
204124,빛 옵타티오,패시브 1,sfx_breath_laser,0,,
204125,어둠 옵타티오,패시브 1,sfx_breath_laser,0,,
204131,땅 옵타티오,패시브 2,sfx_breath_laser,0,,
204132,물 옵타티오,패시브 2,sfx_breath_laser,0,,
204133,불 옵타티오,패시브 2,sfx_breath_laser,0,,
204134,빛 옵타티오,패시브 2,sfx_breath_laser,0,,
204135,어둠 옵타티오,패시브 2,sfx_breath_laser,0,,
204141,땅 옵타티오,스탯 강화,,,,
204142,물 옵타티오,스탯 강화,,,,
204143,불 옵타티오,스탯 강화,,,,
204144,빛 옵타티오,스탯 강화,,,,
204145,어둠 옵타티오,스탯 강화,,,,
204211,땅 수라드래곤,드래그 스킬,efx_burn,0;1.3;1.6;1.8,,
204212,물 수라드래곤,드래그 스킬,efx_burn,0;1.3;1.6;1.8,,
204213,불 수라드래곤,드래그 스킬,efx_burn,0;1.3;1.6;1.8,,
204215,어둠 수라드래곤,드래그 스킬,efx_burn,0;1.3;1.6;1.8,,
204221,땅 수라드래곤,패시브 1,,,,
204222,물 수라드래곤,패시브 1,efx_burn,0,,
204223,불 수라드래곤,패시브 1,efx_burn,0,,
204225,어둠 수라드래곤,패시브 1,,,,
204231,땅 수라드래곤,패시브 2,efx_burn,0,,
204232,물 수라드래곤,패시브 2,efx_burn,0,,
204233,불 수라드래곤,패시브 2,efx_burn,0,,
204235,어둠 수라드래곤,패시브 2,efx_burn,0,,
204241,땅 수라드래곤,드래그 강화,efx_burn,0;1.3;1.6;1.8,,
204242,물 수라드래곤,드래그 강화,efx_burn,0;1.3;1.6;1.8,,
204243,불 수라드래곤,드래그 강화,efx_burn,0;1.3;1.6;1.8,,
204245,어둠 수라드래곤,드래그 강화,efx_burn,0;1.3;1.6;1.8,,
204311,땅 스마트 드래곤,드래그 스킬,sfx_heal,0.2,,
204312,물 스마트 드래곤,드래그 스킬,sfx_heal,0.2,,
204313,불 스마트 드래곤,드래그 스킬,sfx_heal,0.2,,
204314,빛 스마트 드래곤,드래그 스킬,sfx_heal,0.2,,
204315,어둠 스마트 드래곤,드래그 스킬,sfx_heal,0.2,,
204321,땅 스마트 드래곤,패시브 1,,,,
204322,물 스마트 드래곤,패시브 1,,,,
204323,불 스마트 드래곤,패시브 1,,,,
204324,빛 스마트 드래곤,패시브 1,,,,
204325,어둠 스마트 드래곤,패시브 1,,,,
204331,땅 스마트 드래곤,패시브 2,sfx_heal,0;0.15;0.3,,
204332,물 스마트 드래곤,패시브 2,sfx_heal,0;0.15;0.3,,
204333,불 스마트 드래곤,패시브 2,sfx_heal,0;0.15;0.3,,
204334,빛 스마트 드래곤,패시브 2,sfx_heal,0;0.15;0.3,,
204335,어둠 스마트 드래곤,패시브 2,sfx_heal,0;0.15;0.3,,
204341,땅 스마트 드래곤,드래그 강화,sfx_heal,0.2,,
204342,물 스마트 드래곤,드래그 강화,sfx_heal,0.2,,
204343,불 스마트 드래곤,드래그 강화,sfx_heal,0.2,,
204344,빛 스마트 드래곤,드래그 강화,sfx_heal,0.2,,
204345,어둠 스마트 드래곤,드래그 강화,sfx_heal,0.2,,
204351,땅 스마트 드래곤,리더 스킬,,,,
204352,물 스마트 드래곤,리더 스킬,,,,
204353,불 스마트 드래곤,리더 스킬,,,,
204413,불 아르주나,드래그 스킬,sfx_earthquake,0;1.5,,
204423,불 아르주나,패시브 1,,,,
204433,불 아르주나,패시브 2,,,,
204443,불 아르주나,드래그 강화,sfx_earthquake,0;1.5,,
204453,불 아르주나,리더 스킬,,,,
204414,빛 아르주나,드래그 스킬,sfx_earthquake,0;1.5,,
204424,빛 아르주나,패시브 1,,,,
204434,빛 아르주나,패시브 2,,,,
204444,빛 아르주나,드래그 강화,sfx_earthquake,0;1.5,,
204454,빛 아르주나,리더 스킬,,,,
204511,땅 카르나,드래그 스킬,sfx_earthquake,0;1.5,,
204521,땅 카르나,패시브 1,,,,
204531,땅 카르나,패시브 2,sfx_claw,0;0.15;0.3,,
204541,땅 카르나,드래그 강화,sfx_earthquake,0;1.5,,
204551,땅 카르나,리더 스킬,,,,
204514,빛 카르나,드래그 스킬,sfx_earthquake,0;1.5,,
204524,빛 카르나,패시브 1,,,,
204534,빛 카르나,패시브 2,sfx_claw,0;0.15;0.3,,
204544,빛 카르나,드래그 강화,sfx_earthquake,0;1.5,,
204554,빛 카르나,리더 스킬,,,,
204515,어둠 카르나,드래그 스킬,sfx_earthquake,0;1.5,,
204525,어둠 카르나,패시브 1,,,,
204535,어둠 카르나,패시브 2,sfx_claw,0;0.15;0.3,,
204545,어둠 카르나,드래그 강화,sfx_earthquake,0;1.5,,
204555,어둠 카르나,리더 스킬,,,,
204612,베루스,드래그 스킬,sfx_explosion_big,0,,
204622,베루스,패시브 1,,,,
204632,베루스,패시브 2,,,,
204642,베루스,드래그 강화,sfx_explosion_big,0,,
204652,베루스,리더 스킬,,,,
204613,베루스,드래그 스킬,sfx_explosion_big,0,,
204623,베루스,패시브 1,,,,
204633,베루스,패시브 2,,,,
204643,베루스,드래그 강화,sfx_explosion_big,0,,
204653,베루스,리더 스킬,,,,
204711,땅 바위드래곤,드래그 스킬,sfx_earthquake,0,,
204721,땅 바위드래곤,패시브 1,,,,
204731,땅 바위드래곤,패시브 2,,,,
204741,땅 바위드래곤,스탯 강화,,,,
204712,물 바위드래곤,드래그 스킬,sfx_earthquake,0,,
204722,물 바위드래곤,패시브 1,,,,
204732,물 바위드래곤,패시브 2,,,,
204742,물 바위드래곤,스탯 강화,,,,
204713,불 바위드래곤,드래그 스킬,sfx_earthquake,0,,
204723,불 바위드래곤,패시브 1,sfx_wind,0;0.15;0.3,,
204733,불 바위드래곤,패시브 2,,,,
204743,불 바위드래곤,스탯 강화,,,,
204714,빛 바위드래곤,드래그 스킬,sfx_earthquake,0,,
204724,빛 바위드래곤,패시브 1,,,,
204734,빛 바위드래곤,패시브 2,,,,
204744,빛 바위드래곤,스탯 강화,,,,
204715,어둠 바위드래곤,드래그 스킬,sfx_earthquake,0,,
204725,어둠 바위드래곤,패시브 1,sfx_wind,0;0.15;0.3,,
204735,어둠 바위드래곤,패시브 2,,,,
204745,어둠 바위드래곤,스탯 강화,,,,
204811,땅 불스드래곤,드래그 스킬,ui_summon,0,,
204821,땅 불스드래곤,패시브 1,,,,
204831,땅 불스드래곤,패시브 2,,,,
204841,땅 불스드래곤,스탯 강화,,,,
204812,물 불스드래곤,드래그 스킬,ui_summon,0,,
204822,물 불스드래곤,패시브 1,,,,
204832,물 불스드래곤,패시브 2,,,,
204842,물 불스드래곤,스탯 강화,,,,
204813,불 불스드래곤,드래그 스킬,ui_summon,0,,
204823,불 불스드래곤,패시브 1,,,,
204833,불 불스드래곤,패시브 2,,,,
204843,불 불스드래곤,스탯 강화,,,,
204814,빛 불스드래곤,드래그 스킬,ui_summon,0,,
204824,빛 불스드래곤,패시브 1,sfx_claw,0;0.15;0.3,,
204834,빛 불스드래곤,패시브 2,,,,
204844,빛 불스드래곤,스탯 강화,,,,
204815,어둠 불스드래곤,드래그 스킬,ui_summon,0,,
204825,어둠 불스드래곤,패시브 1,,,,
204835,어둠 불스드래곤,패시브 2,sfx_claw,0;0.15;0.3,,
204845,어둠 불스드래곤,스탯 강화,,,,
204911,땅 오미야콘,드래그 스킬,sfx_breath_ice,0,,
204912,물 오미야콘,드래그 스킬,sfx_breath_ice,0,,
204913,불 오미야콘,드래그 스킬,sfx_breath_ice,0,,
204914,빛 오미야콘,드래그 스킬,sfx_breath_ice,0,,
204915,어둠 오미야콘,드래그 스킬,sfx_breath_ice,0,,
204921,땅 오미야콘,패시브 1,sfx_claw,0;0.15;0.3,,
204922,물 오미야콘,패시브 1,sfx_claw,0;0.15;0.3,,
204923,불 오미야콘,패시브 1,sfx_claw,0;0.15;0.3,,
204924,빛 오미야콘,패시브 1,sfx_claw,0;0.15;0.3,,
204925,어둠 오미야콘,패시브 1,sfx_claw,0;0.15;0.3,,
204931,땅 오미야콘,패시브 2,,,,
204932,물 오미야콘,패시브 2,,,,
204933,불 오미야콘,패시브 2,,,,
204934,빛 오미야콘,패시브 2,,,,
204935,어둠 오미야콘,패시브 2,,,,
204941,땅 오미야콘,스탯 강화,,,,
204942,물 오미야콘,스탯 강화,,,,
204943,불 오미야콘,스탯 강화,,,,
204944,빛 오미야콘,스탯 강화,,,,
204945,어둠 오미야콘,스탯 강화,,,,
205011,땅 돌개바람드래곤,드래그 스킬,sfx_hurricane,0,,
205021,땅 돌개바람드래곤,패시브 1,,,,
205031,땅 돌개바람드래곤,패시브 2,sfx_wind,0;0.15;0.3,,
205041,땅 돌개바람드래곤,스탯 강화,,,,
205012,물 돌개바람드래곤,드래그 스킬,sfx_hurricane,0,,
205022,물 돌개바람드래곤,패시브 1,,,,
205032,물 돌개바람드래곤,패시브 2,sfx_wind,0;0.15;0.3,,
205042,물 돌개바람드래곤,스탯 강화,,,,
205013,불 돌개바람드래곤,드래그 스킬,sfx_hurricane,0,,
205023,불 돌개바람드래곤,패시브 1,,,,
205033,불 돌개바람드래곤,패시브 2,sfx_wind,0;0.15;0.3,,
205043,불 돌개바람드래곤,스탯 강화,,,,
205014,빛 돌개바람드래곤,드래그 스킬,sfx_hurricane,0,,
205024,빛 돌개바람드래곤,패시브 1,,,,
205034,빛 돌개바람드래곤,패시브 2,sfx_wind,0;0.15;0.3,,
205044,빛 돌개바람드래곤,스탯 강화,,,,
205015,어둠 돌개바람드래곤,드래그 스킬,sfx_hurricane,0,,
205025,어둠 돌개바람드래곤,패시브 1,,,,
205035,어둠 돌개바람드래곤,패시브 2,sfx_wind,0;0.15;0.3,,
205045,어둠 돌개바람드래곤,스탯 강화,,,,
205111,땅 테디드래곤,드래그 스킬,sfx_heal,0.2,,
205121,땅 테디드래곤,패시브 1,sfx_heal,0.2,,
205131,땅 테디드래곤,패시브 2,,,,
205141,땅 테디드래곤,드래그 강화,sfx_heal,0.2,,
205112,물 테디드래곤,드래그 스킬,sfx_heal,0.2,,
205122,물 테디드래곤,패시브 1,sfx_heal,0.2,,
205132,물 테디드래곤,패시브 2,,,,
205142,물 테디드래곤,드래그 강화,sfx_heal,0.2,,
205113,불 테디드래곤,드래그 스킬,sfx_heal,0.2,,
205123,불 테디드래곤,패시브 1,sfx_heal,0.2,,
205133,불 테디드래곤,패시브 2,,,,
205143,불 테디드래곤,드래그 강화,sfx_heal,0.2,,
205114,빛 테디드래곤,드래그 스킬,sfx_heal,0.2,,
205124,빛 테디드래곤,패시브 1,sfx_heal,0.2,,
205134,빛 테디드래곤,패시브 2,,,,
205144,빛 테디드래곤,드래그 강화,sfx_heal,0.2,,
205211,땅 헝그리드래곤,드래그 스킬,sfx_explosion_small,1,,
205221,땅 헝그리드래곤,패시브 1,sfx_shield,0,,
205231,땅 헝그리드래곤,패시브 2,sfx_heal,0.2,,
205241,땅 헝그리드래곤,스탯 강화,,,,
205212,물 헝그리드래곤,드래그 스킬,sfx_explosion_small,1,,
205222,물 헝그리드래곤,패시브 1,sfx_shield,0,,
205232,물 헝그리드래곤,패시브 2,,,,
205242,물 헝그리드래곤,스탯 강화,,,,
205213,불 헝그리드래곤,드래그 스킬,sfx_explosion_small,1,,
205223,불 헝그리드래곤,패시브 1,sfx_shield,0,,
205233,불 헝그리드래곤,패시브 2,sfx_wind,0;0.15;0.3,,
205243,불 헝그리드래곤,스탯 강화,,,,
205214,빛 헝그리드래곤,드래그 스킬,sfx_explosion_small,1,,
205224,빛 헝그리드래곤,패시브 1,sfx_shield,0,,
205234,빛 헝그리드래곤,패시브 2,sfx_wind,0;0.15;0.3,,
205244,빛 헝그리드래곤,스탯 강화,,,,
205215,어둠 헝그리드래곤,드래그 스킬,sfx_explosion_small,1,,
205225,어둠 헝그리드래곤,패시브 1,sfx_shield,0,,
205235,어둠 헝그리드래곤,패시브 2,sfx_wind,0;0.15;0.3,,
205245,어둠 헝그리드래곤,스탯 강화,,,,
205311,땅 순둥곤,드래그 스킬,sfx_heal,0.2,,
205321,땅 순둥곤,패시브 1,,,,
205331,땅 순둥곤,패시브 2,,,,
205341,땅 순둥곤,드래그 강화,sfx_heal,0.2,,
205312,물 순둥곤,드래그 스킬,sfx_heal,0.2,,
205322,물 순둥곤,패시브 1,,,,
205332,물 순둥곤,패시브 2,,,,
205342,물 순둥곤,드래그 강화,sfx_heal,0.2,,
205313,불 순둥곤,드래그 스킬,sfx_heal,0.2,,
205323,불 순둥곤,패시브 1,,,,
205333,불 순둥곤,패시브 2,,,,
205343,불 순둥곤,드래그 강화,sfx_heal,0.2,,
205314,빛 순둥곤,드래그 스킬,sfx_heal,0.2,,
205324,빛 순둥곤,패시브 1,sfx_heal,0.2,,
205334,빛 순둥곤,패시브 2,,,,
205344,빛 순둥곤,드래그 강화,sfx_heal,0.2,,
205411,땅 캥거레빗,드래그 스킬,sfx_wind,0;0.15;0.3;0.45;0.6,,
205421,땅 캥거레빗,패시브 1,sfx_wind,0,,
205431,땅 캥거레빗,스탯 강화,,,,
205441,땅 캥거레빗,드래그 강화,sfx_wind,0;0.15;0.3;0.45;0.6,,
205412,물 캥거레빗,드래그 스킬,sfx_wind,0;0.15;0.3;0.45;0.6,,
205422,물 캥거레빗,패시브 1,sfx_wind,0,,
205432,물 캥거레빗,스탯 강화,,,,
205442,물 캥거레빗,드래그 강화,sfx_wind,0;0.15;0.3;0.45;0.6,,
205413,불 캥거레빗,드래그 스킬,sfx_wind,0;0.15;0.3;0.45;0.6,,
205423,불 캥거레빗,패시브 1,sfx_wind,0,,
205433,불 캥거레빗,스탯 강화,,,,
205443,불 캥거레빗,드래그 강화,sfx_wind,0;0.15;0.3;0.45;0.6,,
205414,빛 캥거레빗,드래그 스킬,sfx_wind,0;0.15;0.3;0.45;0.6,,
205424,빛 캥거레빗,패시브 1,sfx_wind,0,,
205434,빛 캥거레빗,스탯 강화,,,,
205444,빛 캥거레빗,드래그 강화,sfx_wind,0;0.15;0.3;0.45;0.6,,
205415,어둠 캥거레빗,드래그 스킬,sfx_wind,0;0.15;0.3;0.45;0.6,,
205425,어둠 캥거레빗,패시브 1,sfx_wind,0,,
205435,어둠 캥거레빗,스탯 강화,,,,
205445,어둠 캥거레빗,드래그 강화,sfx_wind,0;0.15;0.3;0.45;0.6,,
205511,땅 섬머샤인,드래그 스킬,sfx_heal,0.2,,
205521,땅 섬머샤인,패시브 1,sfx_wind,0;0.15;0.3,,
205531,땅 섬머샤인,패시브 2,sfx_heal,0.2,,
205541,땅 섬머샤인,스탯 강화,,,,
205512,물 섬머샤인,드래그 스킬,sfx_heal,0.2,,
205522,물 섬머샤인,패시브 1,sfx_wind,0;0.15;0.3,,
205532,물 섬머샤인,패시브 2,sfx_heal,0.2,,
205542,물 섬머샤인,스탯 강화,,,,
205513,불 섬머샤인,드래그 스킬,sfx_heal,0.2,,
205523,불 섬머샤인,패시브 1,sfx_wind,0;0.15;0.3,,
205533,불 섬머샤인,패시브 2,sfx_heal,0.2,,
205543,불 섬머샤인,스탯 강화,,,,
205514,빛 섬머샤인,드래그 스킬,sfx_heal,0.2,,
205524,빛 섬머샤인,패시브 1,sfx_wind,0;0.15;0.3,,
205534,빛 섬머샤인,패시브 2,sfx_heal,0.2,,
205544,빛 섬머샤인,스탯 강화,,,,
205515,어둠 섬머샤인,드래그 스킬,sfx_heal,0.2,,
205525,어둠 섬머샤인,패시브 1,sfx_wind,0;0.15;0.3,,
205535,어둠 섬머샤인,패시브 2,sfx_heal,0.2,,
205545,어둠 섬머샤인,스탯 강화,,,,
205611,땅 위치드래곤,드래그 스킬,ui_summon,0,,
205621,땅 위치드래곤,패시브 1,,,,
205631,땅 위치드래곤,패시브 2,sfx_wind,0;0.15;0.3,,
205641,땅 위치드래곤,드래그 강화,,,,
205612,물 위치드래곤,드래그 스킬,ui_summon,0,,
205622,물 위치드래곤,패시브 1,,,,
205632,물 위치드래곤,패시브 2,sfx_wind,0;0.15;0.3,,
205642,물 위치드래곤,드래그 강화,,,,
205613,불 위치드래곤,드래그 스킬,ui_summon,0,,
205623,불 위치드래곤,패시브 1,sfx_wind,0;0.15;0.3,,
205633,불 위치드래곤,패시브 2,sfx_wind,0;0.15;0.3,,
205643,불 위치드래곤,드래그 강화,ui_summon,0,,
205614,빛 위치드래곤,드래그 스킬,ui_summon,0,,
205624,빛 위치드래곤,패시브 1,,,,
205634,빛 위치드래곤,패시브 2,sfx_wind,0;0.15;0.3,,
205644,빛 위치드래곤,드래그 강화,,,,
205615,어둠 위치드래곤,드래그 스킬,ui_summon,0,,
205625,어둠 위치드래곤,패시브 1,,,,
205635,어둠 위치드래곤,패시브 2,sfx_wind,0;0.15;0.3,,
205645,어둠 위치드래곤,드래그 강화,,,,
205712,물 클라우드드래곤,드래그 스킬,sfx_hurricane,0,,
205722,물 클라우드드래곤,패시브 1,,,,
