mid,t_name,type,res,dark_mode,scale,pattern,rarity,attr,role,size_type,icon,coin,skill_basic,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,atk_max,def_max,hp_max,r_스텟점수,aspd,cri_chance,cri_dmg,hit_rate,avoid,cri_avoid,accuracy,resistance,r_dps,r_ehp,r_적중/치회/회피 합
132043,정예 하피,harpy,res/character/monster/elite_harpy2_fire/elite_harpy2_fire.spine,0,1,ignore,elite,fire,dealer,m,res/ui/icons/mon/harpy2_@.png,4,231142,231143,231000,239001,,,,,,,6000,1500,561600,300,25,15,75,80,5,5,0,0,8344,1263600,90
132053,지니,ifrit,res/character/monster/elite_ifrit2_fire/elite_ifrit2_fire.spine,0,1,ignore,elite,fire,dealer,m,res/ui/icons/mon/ifrit2_@.png,10,231009,231151,231005,239001,,,,,,,6000,1500,561600,300,25,15,75,80,5,5,0,0,8344,1263600,90
132063,정예 서큐버스,succubus,res/character/monster/elite_succubus2_fire/elite_succubus2_fire.spine,0,1,ignore,elite,fire,dealer,m,res/ui/icons/mon/succubus2_@.png,10,231160,231161,231162,231003,239001,,,,,,6000,1500,561600,300,25,15,75,80,5,5,0,0,8344,1263600,90
132014,픽시퀸,pixie_queen,res/character/monster/elite_pixie_queen_light/elite_pixie_queen_light.spine,0,1,ignore,elite,light,dealer,m,res/ui/icons/mon/pixie_queen_@.png,4,231009,231171,231172,231000,239001,,,,,,6000,1500,561600,300,25,15,75,80,5,5,0,0,8344,1263600,90
132024,라이트 오브,light_orb,res/character/monster/elite_light_orb_light/elite_light_orb_light.spine,0,1,ignore,elite,light,dealer,m,res/ui/icons/mon/light_orb_@.png,4,231180,231181,231003,239001,,,,,,,6000,1500,561600,300,25,15,75,80,5,5,0,0,8344,1263600,90
132034,페어리퀸,pixie_queen,res/character/monster/elite_pixie_queen2_light/elite_pixie_queen2_light.spine,0,1,ignore,elite,light,dealer,m,res/ui/icons/mon/pixie_queen2_@.png,4,231009,231171,231172,231000,239001,,,,,,6000,1500,561600,300,25,15,75,80,5,5,0,0,8344,1263600,90
132044,다크 오브,light_orb,res/character/monster/elite_light_orb2_light/elite_light_orb2_light.spine,0,1,ignore,elite,light,dealer,m,res/ui/icons/mon/light_orb2_@.png,4,231180,231181,231003,239001,,,,,,,6000,1500,561600,300,25,15,75,80,5,5,0,0,8344,1263600,90
132015,샹들리에,chandelier,res/character/monster/elite_chandelier_dark/elite_chandelier_dark.spine,0,1,ignore,elite,dark,dealer,m,res/ui/icons/mon/chandelier_@.png,4,231190,231191,231002,239001,,,,,,,6000,2000,561600,305,0,0,50,80,5,20,0,0,6000,1497600,105
132025,정예 샹들리에,chandelier,res/character/monster/elite_chandelier2_dark/elite_chandelier2_dark.spine,0,1,ignore,elite,dark,dealer,m,res/ui/icons/mon/chandelier2_@.png,4,231190,231191,231002,239001,,,,,,,6000,2000,561600,305,0,0,50,80,5,20,0,0,6000,1497600,105
133011,여왕 버섯,mushqueen,res/character/monster/subboss_mushqueen_earth/subboss_mushqueen_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/mushqueen_@.png,8,231009,232011,232012,232013,239001,,,,,,7000,1000,720000,368,30,10,50,80,5,5,0,20,9555,1320000,90
133021,그리핀,griffin,res/character/monster/subboss_griffin_earth/subboss_griffin_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/griffin_@.png,8,232030,232031,232032,232033,239001,,,,,,6400,1500,720000,367,15,15,50,80,5,5,0,20,7912,1620000,90
133031,전차 풍뎅이(돌격),chariot_scarab_01,res/character/monster/subboss_chariot_scarab_01_earth/subboss_chariot_scarab_01_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/chariot_scarab_01_@.png,8,232040,232041,232042,232043,239001,,,,,,7800,1500,520000,301,0,15,50,80,5,5,0,20,8385,1170000,90
133041,정예 여왕 버섯,mushqueen,res/character/monster/subboss_mushqueen2_earth/subboss_mushqueen2_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/mushqueen2_@.png,8,231009,232011,232012,232013,239001,,,,,,7000,1000,720000,368,30,10,50,80,5,5,0,20,9555,1320000,90
133051,정예 그리핀,griffin,res/character/monster/subboss_griffin2_earth/subboss_griffin2_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/griffin2_@.png,8,232030,232031,232032,232033,239001,,,,,,6400,1500,720000,367,15,15,50,80,5,5,0,20,7912,1620000,90
133061,정예 전차 풍뎅이(돌격),chariot_scarab_01,res/character/monster/subboss_chariot_scarab2_01_earth/subboss_chariot_scarab2_01_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/chariot_scarab_012_@.png,8,232040,232041,232042,232043,239001,,,,,,7800,1500,520000,301,0,15,50,80,5,5,0,20,8385,1170000,90
133012,상어 제독,sharkadmiral,res/character/monster/subboss_sharkadmiral_water/subboss_sharkadmiral_water.spine,0,1,ignore,subboss,water,dealer,l,res/ui/icons/mon/sharkadmiral_@.png,8,231008,232021,232022,232023,239001,,,,,,5000,2000,720000,358,30,15,50,80,5,5,0,20,6988,1920000,90
133022,전차 풍뎅이(포격),chariot_scarab_02,res/character/monster/subboss_chariot_scarab_02_water/subboss_chariot_scarab_02_water.spine,0,1,ignore,subboss,water,dealer,l,res/ui/icons/mon/chariot_scarab_02_@.png,8,232050,232051,232052,232053,239001,,,,,,6000,1500,520000,283,30,15,50,80,5,5,0,20,8385,1170000,90
133032,심해 상어 제독,sharkadmiral,res/character/monster/subboss_sharkadmiral2_water/subboss_sharkadmiral2_water.spine,0,1,ignore,subboss,water,dealer,l,res/ui/icons/mon/sharkadmiral2_@.png,8,231008,232021,232022,232023,239001,,,,,,5000,2000,720000,358,30,15,50,80,5,5,0,20,6988,1920000,90
133042,정예 전차 풍뎅이(포격),chariot_scarab_02,res/character/monster/subboss_chariot_scarab2_02_water/subboss_chariot_scarab2_02_water.spine,0,1,ignore,subboss,water,dealer,l,res/ui/icons/mon/chariot_scarab_022_@.png,8,232050,232051,232052,232053,239001,,,,,,6000,1500,520000,283,30,15,50,80,5,5,0,20,8385,1170000,90
133014,타천사,fallen_angel,res/character/monster/subboss_fallen_angel_light/subboss_fallen_angel_light.spine,0,1,ignore,subboss,light,dealer,l,res/ui/icons/mon/fallen_angel_@.png,8,231009,232055,232056,232057,239001,,,,,,4000,2000,730000,352,35,30,75,80,5,5,0,20,6615,1946667,90
133024,정예 타천사,fallen_angel,res/character/monster/subboss_fallen_angel2_light/subboss_fallen_angel2_light.spine,0,1,ignore,subboss,light,dealer,l,res/ui/icons/mon/fallen_angel2_@.png,8,231009,232055,232056,232057,239001,,,,,,4000,2000,730000,352,35,30,75,80,5,5,0,20,6615,1946667,90
133015,듀라한,dullahan,res/character/monster/subboss_dullahan_dark/subboss_dullahan_dark.spine,0,0.8,ignore,subboss,dark,dealer,l,res/ui/icons/mon/dullahan_@.png,8,232070,232071,232072,232073,239001,,,,,,4400,2800,710000,356,15,15,50,80,5,5,0,20,5440,2366667,90
133025,정예 듀라한,dullahan,res/character/monster/subboss_dullahan2_dark/subboss_dullahan2_dark.spine,0,0.8,ignore,subboss,dark,dealer,l,res/ui/icons/mon/dullahan2_@.png,8,232070,232071,232072,232073,239001,,,,,,4400,2800,710000,356,15,15,50,80,5,5,0,20,5440,2366667,90
134011,퀸즈 스네이크,queenssnake,res/character/monster/boss_queenssnake_earth/boss_queenssnake_earth.spine,0,1,ignore,boss,earth,dealer,xl,res/ui/icons/mon/queenssnake_@.png,10,233100,233101,233102,233103,239001,,,,,,7000,2000,800000,410,10,20,50,80,10,10,0,30,8470,2133333,100
134021,퀸즈 라미아,queenssnake,res/character/monster/boss_queenssnake2_earth/boss_queenssnake2_earth.spine,0,1,ignore,boss,earth,dealer,xl,res/ui/icons/mon/queenssnake2_@.png,10,233100,233101,233102,233103,239001,,,,,,7000,2000,800000,410,10,20,50,80,10,10,0,30,8470,2133333,100
134012,드레이크,drake,res/character/monster/boss_drake_water/boss_drake_water.spine,0,1,ignore,boss,water,dealer,xl,res/ui/icons/mon/drake_@.png,10,231008,233201,233202,233203,233204,233205,239001,,,,7000,2500,790000,411,10,20,50,80,10,10,0,30,8470,2435833,100
134022,심연의 군주,drake,res/character/monster/boss_drake2_water/boss_drake2_water.spine,0,1,ignore,boss,water,dealer,xl,res/ui/icons/mon/drake2_@.png,10,231008,233201,233202,233203,233204,233205,239001,,,,7000,2500,790000,411,10,20,50,80,10,10,0,30,8470,2435833,100
134013,코카트리스,cockatrice,res/character/monster/boss_cockatrice_fire/boss_cockatrice_fire.spine,0,1,ignore,boss,fire,dealer,xl,res/ui/icons/mon/cockatrice_@.png,10,233300,233301,233302,233303,233304,233305,239001,,,,7000,1500,810000,409,30,30,50,80,10,10,0,30,10465,1822500,100
134023,용암거미 여왕,spider_queen,res/character/monster/boss_spider_queen_fire/boss_spider_queen_fire.spine,0,1,ignore,boss,fire,dealer,xl,res/ui/icons/mon/spider_queen_@.png,10,233400,233401,233402,233403,233404,233405,239001,,,,5000,3000,800000,400,20,20,50,80,10,10,0,30,6600,2800000,100
134033,밤사냥꾼,cockatrice,res/character/monster/boss_cockatrice2_fire/boss_cockatrice2_fire.spine,0,1,ignore,boss,fire,dealer,xl,res/ui/icons/mon/cockatrice2_@.png,10,233300,233301,233302,233303,233304,233305,239001,,,,7000,1500,810000,409,30,30,50,80,10,10,0,30,10465,1822500,100
134043,맹독거미여왕,spider_queen,res/character/monster/boss_spider_queen2_fire/boss_spider_queen2_fire.spine,0,1,ignore,boss,fire,dealer,xl,res/ui/icons/mon/spider_queen2_@.png,10,233400,233401,233402,233403,233404,233405,239001,,,,5000,3000,800000,400,20,20,50,80,10,10,0,30,6600,2800000,100
134014,질서 유지장치,world_order_machine,res/character/monster/boss_world_order_machine_light/boss_world_order_machine_light_1.spine,0,1,ignore,boss,light,dealer,xl,res/ui/icons/mon/world_order_machine_@.png,10,233500,233501,233502,233503,233504,233505,239001,,,,4400,3300,800000,397,10,20,50,80,10,30,0,30,5324,3000000,120
134024,종말예언장치,world_order_machine,res/character/monster/boss_world_order_machine2_light/boss_world_order_machine2_light_1.spine,0,1,ignore,boss,light,dealer,xl,res/ui/icons/mon/world_order_machine2_@.png,10,233500,233501,233502,233503,233504,233505,239001,,,,4400,3300,800000,397,10,20,50,80,10,30,0,30,5324,3000000,120
134015,다크닉스,darknix,res/character/monster/boss_darknix_dark/boss_darknix_dark.spine,0,1,ignore,boss,dark,dealer,xl,res/ui/icons/mon/darknix_@.png,10,233600,233601,233602,233603,233604,233605,,,,,7000,2000,800000,410,10,20,50,80,10,10,0,30,8470,2133333,100
134025,부활한 다크닉스,darknix,res/character/monster/boss_darknix2_dark/boss_darknix2_dark.spine,0,1,ignore,boss,dark,dealer,xl,res/ui/icons/mon/darknix2_@.png,10,233600,233601,233602,233603,233604,233605,,,,,7600,3300,788000,424,10,20,50,80,10,10,0,30,9196,2955000,100
135011,땅의 거대용,giantdragon,res/character/monster/boss_gdragon_@/boss_gdragon_head_@.spine,0,2,ignore,boss,earth,tanker,xl,res/ui/icons/mon/giantdragon_@.png,15,235000,235001,235002,235111,235112,239001,,,,,8000,2000,864000,446,0,20,50,80,10,10,0,40,8800,2304000,100
135012,물의 거대용,giantdragon,res/character/monster/boss_gdragon_@/boss_gdragon_head_@.spine,0,2,ignore,boss,water,healer,xl,res/ui/icons/mon/giantdragon_@.png,15,235000,235001,235002,235121,235122,239001,,,,,8000,2000,864000,446,0,20,50,80,10,10,0,40,8800,2304000,100
135013,불의 거대용,giantdragon,res/character/monster/boss_gdragon_@/boss_gdragon_head_@.spine,0,2,ignore,boss,fire,dealer,xl,res/ui/icons/mon/giantdragon_@.png,15,235000,235001,235002,235131,235132,239001,,,,,8000,2000,864000,446,0,20,50,80,10,10,0,40,8800,2304000,100
135014,빛의 거대용,giantdragon,res/character/monster/boss_gdragon_@/boss_gdragon_head_@.spine,0,2,ignore,boss,light,supporter,xl,res/ui/icons/mon/giantdragon_@.png,15,235000,235001,235002,235141,235142,239001,,,,,8000,2000,864000,446,0,20,50,80,10,10,0,40,8800,2304000,100
135015,어둠의 거대용,giantdragon,res/character/monster/boss_gdragon_@/boss_gdragon_head_@.spine,0,2,ignore,boss,dark,dealer,xl,res/ui/icons/mon/giantdragon_@.png,15,235000,235001,235002,235151,235152,239001,,,,,8000,2000,864000,446,0,20,50,80,10,10,0,40,8800,2304000,100
300011,땅 몬스터 수호병,swordman,res/character/monster/swordman_@/swordman_@.spine,0,0.8,ignore,common,earth,tanker,s,res/ui/icons/mon/swordman_@.png,2,230001,,,,,,,,,,1600,2400,14000,46,0,0,50,0,10,40,0,0,1600,42000,50
300012,물 몬스터 수호병,swordman,res/character/monster/swordman_@/swordman_@.spine,0,1,ignore,common,water,tanker,s,res/ui/icons/mon/swordman_@.png,2,230001,,,,,,,,,,1600,2400,14000,46,0,0,50,0,10,40,0,0,1600,42000,50
300013,불 몬스터 수호병,swordman,res/character/monster/swordman_@/swordman_@.spine,0,1,ignore,common,fire,tanker,s,res/ui/icons/mon/swordman_@.png,2,230001,,,,,,,,,,1600,2400,14000,46,0,0,50,0,10,40,0,0,1600,42000,50
300014,빛 몬스터 수호병,swordman,res/character/monster/swordman_@/swordman_@.spine,0,1,ignore,common,light,tanker,s,res/ui/icons/mon/swordman_@.png,2,230001,,,,,,,,,,1600,2400,14000,46,0,0,50,0,10,40,0,0,1600,42000,50
300015,어둠 몬스터 수호병,swordman,res/character/monster/swordman_@/swordman_@.spine,0,1,ignore,common,dark,tanker,s,res/ui/icons/mon/swordman_@.png,2,230001,,,,,,,,,,1600,2400,14000,46,0,0,50,0,10,40,0,0,1600,42000,50
300021,땅 몬스터 궁병,archer,res/character/monster/archer_@/archer_@.spine,0,0.75,ignore,common,earth,dealer,s,res/ui/icons/mon/archer_@.png,2,230000,,,,,,,,,,3520,2000,13000,60,50,10,50,50,0,0,0,0,5544,34667,50
300022,물 몬스터 궁병,archer,res/character/monster/archer_@/archer_@.spine,0,1,ignore,common,water,dealer,s,res/ui/icons/mon/archer_@.png,2,230000,,,,,,,,,,3520,2000,13000,60,50,10,50,50,0,0,0,0,5544,34667,50
300023,불 몬스터 궁병,archer,res/character/monster/archer_@/archer_@.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/archer_@.png,2,230000,,,,,,,,,,3520,2000,13000,60,50,10,50,50,0,0,0,0,5544,34667,50
300024,빛 몬스터 궁병,archer,res/character/monster/archer_@/archer_@.spine,0,1,ignore,common,light,dealer,s,res/ui/icons/mon/archer_@.png,2,230000,,,,,,,,,,3520,2000,13000,60,50,10,50,50,0,0,0,0,5544,34667,50
300025,어둠 몬스터 궁병,archer,res/character/monster/archer_@/archer_@.spine,0,1,ignore,common,dark,dealer,s,res/ui/icons/mon/archer_@.png,2,230000,,,,,,,,,,3520,2000,13000,60,50,10,50,50,0,0,0,0,5544,34667,50
300031,땅 몬스터 마법사,mage,res/character/monster/mage_@/mage_@.spine,0,0.75,ignore,common,earth,dealer,s,res/ui/icons/mon/mage_@.png,2,230000,230004,,,,,,,,,5520,1500,13000,75,0,30,75,30,0,0,0,0,6762,29250,30
300032,물 몬스터 마법사,mage,res/character/monster/mage_@/mage_@.spine,0,1,ignore,common,water,dealer,s,res/ui/icons/mon/mage_@.png,2,230000,230004,,,,,,,,,5520,1500,13000,75,0,30,75,30,0,0,0,0,6762,29250,30
300033,불 몬스터 마법사,mage,res/character/monster/mage_@/mage_@.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/mage_@.png,2,230000,230004,,,,,,,,,5520,1500,13000,75,0,30,75,30,0,0,0,0,6762,29250,30
300034,빛 몬스터 마법사,mage,res/character/monster/mage_@/mage_@.spine,0,1,ignore,common,light,dealer,s,res/ui/icons/mon/mage_@.png,2,230000,230004,,,,,,,,,5520,1500,13000,75,0,30,75,30,0,0,0,0,6762,29250,30
300035,어둠 몬스터 마법사,mage,res/character/monster/mage_@/mage_@.spine,0,1,ignore,common,dark,dealer,s,res/ui/icons/mon/mage_@.png,2,230000,230004,,,,,,,,,5520,1500,13000,75,0,30,75,30,0,0,0,0,6762,29250,30
300041,땅 몬스터 창병,spearman,res/character/monster/spearman_@/spearman_@.spine,0,0.75,ignore,common,earth,dealer,s,res/ui/icons/mon/spearman_@.png,2,230000,230006,,,,,,,,,4000,2100,15800,67,0,10,50,50,30,0,0,0,4200,43450,80
300042,물 몬스터 창병,spearman,res/character/monster/spearman_@/spearman_@.spine,0,1,ignore,common,water,dealer,s,res/ui/icons/mon/spearman_@.png,2,230000,230006,,,,,,,,,4000,2100,15800,67,0,10,50,50,30,0,0,0,4200,43450,80
300043,불 몬스터 창병,spearman,res/character/monster/spearman_@/spearman_@.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/spearman_@.png,2,230000,230006,,,,,,,,,4000,2100,15800,67,0,10,50,50,30,0,0,0,4200,43450,80
300044,빛 몬스터 창병,spearman,res/character/monster/spearman_@/spearman_@.spine,0,1,ignore,common,light,dealer,s,res/ui/icons/mon/spearman_@.png,2,230000,230006,,,,,,,,,4000,2100,15800,67,0,10,50,50,30,0,0,0,4200,43450,80
300045,어둠 몬스터 창병,spearman,res/character/monster/spearman_@/spearman_@.spine,0,1,ignore,common,dark,dealer,s,res/ui/icons/mon/spearman_@.png,2,230000,230006,,,,,,,,,4000,2100,15800,67,0,10,50,50,30,0,0,0,4200,43450,80
300051,땅 몬스터 치유사,priest,res/character/monster/priest_@/priest_@.spine,0,0.75,ignore,common,earth,healer,s,res/ui/icons/mon/priest_@.png,3,,230007,,,,,,,,,4000,1500,15000,61,20,10,50,10,10,0,0,0,5040,33750,20
300052,물 몬스터 치유사,priest,res/character/monster/priest_@/priest_@.spine,0,1,ignore,common,water,healer,s,res/ui/icons/mon/priest_@.png,3,,230007,,,,,,,,,4000,1500,15000,61,20,10,50,10,10,0,0,0,5040,33750,20
300053,불 몬스터 치유사,priest,res/character/monster/priest_@/priest_@.spine,0,1,ignore,common,fire,healer,s,res/ui/icons/mon/priest_@.png,3,,230007,,,,,,,,,4000,1500,15000,61,20,10,50,10,10,0,0,0,5040,33750,20
300054,빛 몬스터 치유사,priest,res/character/monster/priest_@/priest_@.spine,0,1,ignore,common,light,healer,s,res/ui/icons/mon/priest_@.png,3,,230007,,,,,,,,,4000,1500,15000,61,20,10,50,10,10,0,0,0,5040,33750,20
300055,어둠 몬스터 치유사,priest,res/character/monster/priest_@/priest_@.spine,0,1,ignore,common,dark,healer,s,res/ui/icons/mon/priest_@.png,3,,230007,,,,,,,,,4000,1500,15000,61,20,10,50,10,10,0,0,0,5040,33750,20
300061,땅 몬스터 포병,bomber,res/character/monster/bomber_@/bomber_@.spine,0,0.75,ignore,common,earth,dealer,s,res/ui/icons/mon/bomber_@.png,3,230008,,,,,,,,,,4400,1200,15000,62,0,10,150,0,0,30,0,0,5060,30000,30
300062,물 몬스터 포병,bomber,res/character/monster/bomber_@/bomber_@.spine,0,1,ignore,common,water,dealer,s,res/ui/icons/mon/bomber_@.png,3,230008,,,,,,,,,,4400,1200,15000,62,0,10,150,0,0,30,0,0,5060,30000,30
300063,불 몬스터 포병,bomber,res/character/monster/bomber_@/bomber_@.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/bomber_@.png,3,230008,,,,,,,,,,4400,1200,15000,62,0,10,150,0,0,30,0,0,5060,30000,30
300064,빛 몬스터 포병,bomber,res/character/monster/bomber_@/bomber_@.spine,0,1,ignore,common,light,dealer,s,res/ui/icons/mon/bomber_@.png,3,230008,,,,,,,,,,4400,1200,15000,62,0,10,150,0,0,30,0,0,5060,30000,30
300065,어둠 몬스터 포병,bomber,res/character/monster/bomber_@/bomber_@.spine,0,1,ignore,common,dark,dealer,s,res/ui/icons/mon/bomber_@.png,3,230008,,,,,,,,,,4400,1200,15000,62,0,10,150,0,0,30,0,0,5060,30000,30
301011,일벌,honeybee,res/character/monster/common_honeybee_earth/common_honeybee_earth.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/honeybee_@.png,2,230009,,,,,,,,,,1680,1000,18800,34,0,100,200,0,0,0,0,0,5040,34467,0
301021,괴물 식물,mushroom_attendant,res/character/monster/common_mushroom_attendant_earth/common_mushroom_attendant_earth.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/mushroom_attendant_@.png,2,230000,230029,,,,,,,,,4800,1300,17200,68,0,10,50,0,0,0,0,0,5040,35833,0
301031,부엉이,owl,res/character/monster/common_owl_earth/common_owl_earth.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/owl_@.png,2,230000,230014,,,,,,,,,4800,2000,7200,71,0,10,50,0,0,0,0,0,5040,19200,0
301041,버섯 노예,mushroom_slave,res/character/monster/mushroom_slave_1/mushroom_slave_1.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/mushroom_slave_@.png,0,230000,231001,,,,,,,,,4800,2000,7200,71,0,10,50,30,0,0,0,0,5040,19200,30
301051,버섯 노예,mushroom_slave,res/character/monster/mushroom_slave_2/mushroom_slave_2.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/mushroom_slave_@.png,0,230000,231001,,,,,,,,,4800,2000,7200,71,0,10,50,30,0,0,0,0,5040,19200,30
301061,다람쥐,squirrel,res/character/monster/common_squirrel_earth/common_squirrel_earth.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/squirrel_@.png,2,230000,230044,,,,,,,,,4800,1500,14400,69,30,10,50,50,10,5,0,0,6552,32400,65
301071,바위정령,elemental_earth,res/character/monster/common_elemental_earth/common_elemental_earth.spine,0,1,ignore,common,earth,tanker,s,res/ui/icons/mon/elemental_earth_@.png,2,230000,230043,,,,,,,,,1600,2400,15800,46,0,0,50,0,10,40,0,0,1600,47400,50
301081,도마뱀 인간 전사,lizard_man,res/character/monster/common_lizard_man_earth/common_lizard_man_earth.spine,0,1,ignore,common,earth,tanker,s,res/ui/icons/mon/lizard_man_@.png,2,230062,,,,,,,,,,3520,1600,18800,59,0,10,50,0,20,10,0,0,3696,43867,30
301091,도마뱀 인간1,lizard_man,res/character/monster/common_lizard_man_earth/common_lizard_man_earth.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/lizard_man_@.png,2,230001,,,,,,,,,,3520,1600,18800,59,0,10,50,0,10,0,0,0,3696,43867,10
301101,도마뱀 인간2,lizard_man_shaman,res/character/monster/elite_lizard_man_shaman_earth/elite_lizard_man_shaman_earth.spine,0,0.5,ignore,common,earth,dealer,s,res/ui/icons/mon/lizard_man_shaman_@.png,4,230000,,,,,,,,,,3520,1600,18800,59,0,10,50,0,0,30,0,0,3696,43867,30
301111,고대문자:A,ancient_word_a,res/character/monster/common_ancient_word_a_earth/common_ancient_word_a_earth.spine,0,1,ignore,common,earth,supporter,s,res/ui/icons/mon/ancient_word_a_@.png,2,230000,230049,,,,,,,,,3200,0,61200,56,0,10,50,50,0,80,0,0,3360,61200,130
301121,만드라고라:땅,mandragora,res/character/monster/common_mandragora_earth/common_mandragora_earth.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/mandragora_@.png,2,230053,230054,,,,,,,,,3200,2000,20400,60,0,10,50,0,10,10,0,0,3360,54400,20
301131,땅 와이번,wyvern,res/character/monster/common_wyvern_@/common_wyvern_@.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/wyvern_@.png,2,230000,230061,,,,,,,,,6000,650,31600,79,20,10,50,0,0,30,0,0,7560,48717,30
301141,버섯 노예1,mushroom_slave,res/character/monster/mushroom2_slave_1/mushroom2_slave_1.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/mushroom_slave_@.png,0,230000,231001,,,,,,,,,3040,1550,15600,52,10,0,0,0,10,10,0,0,3344,35750,20
301151,버섯 노예2,mushroom_slave,res/character/monster/mushroom2_slave_2/mushroom2_slave_2.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/mushroom_slave_earth.png,0,230000,231001,,,,,,,,,3040,1550,15600,52,10,0,0,0,10,10,0,0,3344,35750,20
301012,해골 생선,bonefish,res/character/monster/common_bonefish_water/common_bonefish_water.spine,0,1,ignore,common,water,dealer,s,res/ui/icons/mon/bonefish_@.png,2,230000,230020,,,,,,,,,4992,650,31600,69,20,20,50,0,0,0,0,0,6589,48717,0
301022,복상어,blowshark,res/character/monster/common_blowshark_water/common_blowshark_water.spine,0,1,ignore,common,water,tanker,s,res/ui/icons/mon/blowshark_@.png,2,230000,230012,,,,,,,,,3120,150,69000,60,15,0,0,0,0,50,0,0,3588,77625,50
301032,문어,octopus,res/character/monster/common_octopus_fire/common_octopus_fire.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/octopus_@.png,2,230000,230016,,,,,,,,,4640,1000,22400,65,20,10,75,0,5,5,0,0,5986,41067,10
301042,악마날개,evil_wing,res/character/monster/common_evil_wing_water/common_evil_wing_water.spine,0,1,ignore,common,water,dealer,s,res/ui/icons/mon/evil_wing_@.png,2,230000,230060,,,,,,,,,4800,900,18800,65,50,10,75,0,5,5,0,0,7740,32900,10
301052,고대문자:B,ancient_word_b,res/character/monster/common_ancient_word_b_water/common_ancient_word_b_water.spine,0,1,ignore,common,water,supporter,s,res/ui/icons/mon/ancient_word_b_@.png,2,230000,230050,,,,,,,,,3200,0,61200,56,0,10,50,50,0,80,0,0,3360,61200,130
301062,만드라고라:물,mandragora,res/character/monster/common_mandragora_earth/common_mandragora_earth.spine,0,1,ignore,common,water,dealer,s,res/ui/icons/mon/mandragora_@.png,2,230053,230054,,,,,,,,,3200,2000,20400,60,0,10,50,0,10,10,0,0,3360,54400,20
301072,물 와이번,wyvern,res/character/monster/common_wyvern_@/common_wyvern_@.spine,0,1,ignore,common,water,dealer,s,res/ui/icons/mon/wyvern_@.png,2,230000,230061,,,,,,,,,6000,650,31600,79,20,10,50,0,0,30,0,0,7560,48717,30
301013,하피 주니어,harpy_junior,res/character/monster/common_harpy_junior_fire/common_harpy_junior_fire.spine,0,1,ignore,common,fire,tanker,s,res/ui/icons/mon/harpy_junior_@.png,2,230001,230045,,,,,,,,,1920,1250,31000,44,10,15,50,0,30,0,0,0,2270,63292,30
301023,거미알,spider_egg,res/character/monster/spider_egg/spider_egg.spine,0,1,ignore,common,fire,supporter,s,res/ui/icons/mon/spider_egg_@.png,2,234002,,,,,,,,,,3200,1500,21600,56,20,100,30,20,0,0,0,0,4992,48600,20
301033,용암정령,elemental_lava,res/character/monster/common_elemental_lava_fire/common_elemental_lava_fire.spine,0,1,ignore,common,fire,tanker,s,res/ui/icons/mon/elemental_lava_@.png,2,230000,230047,,,,,,,,,1440,2000,22400,43,0,15,50,0,10,10,0,0,1548,59733,20
301043,고대문자:C,ancient_word_c,res/character/monster/common_ancient_word_c_fire/common_ancient_word_c_fire.spine,0,1,ignore,common,fire,supporter,s,res/ui/icons/mon/ancient_word_c_@.png,2,230000,230051,,,,,,,,,3200,0,61200,56,0,10,50,50,0,80,0,0,3360,61200,130
301053,기록 관리자,record_manager,res/character/monster/common_record_manager_fire/common_record_manager_fire.spine,0,1,ignore,common,fire,supporter,s,res/ui/icons/mon/record_manager_@.png,2,230000,230052,,,,,,,,,2560,1000,31600,48,10,30,50,10,0,0,0,0,3238,57933,10
301063,만드라고라:불,mandragora,res/character/monster/common_mandragora_earth/common_mandragora_earth.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/mandragora_@.png,2,230053,230054,,,,,,,,,3200,2000,20400,60,0,10,50,0,10,10,0,0,3360,54400,20
