stage,r_value,atk_multi,def_multi,hp_multi,drag_cool_add,atk_multi_debuff,def_multi_debuff,hp_multi_debuff,drag_cool_add_debuff
1500121,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500122,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500123,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500124,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500125,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500126,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500127,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500128,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500129,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500130,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500131,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500132,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500133,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500134,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500135,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500136,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500137,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500138,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500139,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500140,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500141,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500142,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500143,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500144,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500145,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500146,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500147,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500148,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500149,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500150,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500151,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500152,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500153,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500154,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500155,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500156,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500157,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500158,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500159,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500160,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500161,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500162,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500163,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500164,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500165,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500166,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500167,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500168,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500169,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500170,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500171,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500172,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500173,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500174,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500175,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500176,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500177,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
