name,category,type,t_name,r_comment,res,res_2,res_icon,sound,symbol,groggy,overlab,overlab_option,duration,atk,def,hp,aspd,cri_chance,cri_dmg,cri_avoid,hit_rate,avoid,hp_drain,heal_power,recovery_power,dmg_adj_rate,atk_dmg_adj_rate,attr_adj_rate,attr_weak_adj_rate,cri_dmg_adj_rate,reflex_normal,reflex_skill,debuff_time,target_debuff_time,accuracy,resistance,pierce,guard_rear,final_dmg_rate,dot_interval,abs_switch,direction,val_1,val_2,val_3,val_4,desc_1,desc_2,desc_3,desc_4,t_desc,erasable,show_icon,to_programmer
skill_iris_cooldown_decrease,good,skill_modify,스킬 재사용시간 감소,변신(아이리스 전용),,,,sfx_buff_get_1,x,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,208792;chance_value;-59;add,,,,x,x,x,x,,0,0,
attr_strengthen,good,buff,속성 강화,,,,,sfx_buff_get_1,o,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,10,x,x,x,,0,1,x
attr_strengthen_weak,good,buff,속성 강화 (역상성),,,,,sfx_buff_get_1,o,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,,0,,,,,,10,x,x,x,,0,1,x
cri_chance_up_over_80,good,conditional_buff,치명 확률 증가(체력80%이상시만 적용),,,,,,x,false,1,0,15,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,over_hp_rate,80,,,x,x,x,x,,0,1,퍼센트+퍼센트 (합연산)
cure,good,dispell,해로운 효과 해제,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_debuff_cure,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,category;bad,,,,x,x,x,x,,0,1,
cure_atk_down,good,dispell,해로운 효과 해제,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_debuff_cure,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,name;atk_down,,,,x,x,x,x,,0,1,
remove,bad,dispell,이로운 효과 해제,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_debuff_cure,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,category;good,,,,x,x,x,x,,0,1,
remove_aspd_def_up,good,dispell,공속증/방증제거,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_debuff_cure,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,name;aspd_up,name;def_up,,,x,x,x,x,,0,1,
remove_barrier,good,dispell,보호막/무적 제거,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_debuff_cure,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,name;barrier_protection,type;barrier_time,,,x,x,x,x,,0,1,
remove_immunity_debuff,good,dispell,면역 제거,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_debuff_cure,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,name;immunity_debuff,,,,x,x,x,x,,0,1,
remove_barrier_protection,good,dispell,보호막 제거,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_debuff_cure,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,name;barrier_protection,,,,x,x,x,x,,0,1,
remove_barrier_protection_time,good,dispell,무적 제거,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_debuff_cure,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,type;barrier_time,,,,x,x,x,x,,0,1,
remove_atk_up,good,dispell,공격력 증가 제거,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_debuff_cure,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,name;atk_up,,,,x,x,x,x,,0,1,
remove_def_up,good,dispell,방어력 증가 제거,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_debuff_cure,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,name;def_up,,,,x,x,x,x,,0,1,
remove_aspd_up,good,dispell,공격속도 증가 제거,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_debuff_cure,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,name;aspd_up,,,,x,x,x,x,,0,1,
remove_cri_chance_up,good,dispell,치명확률 증가 제거,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_debuff_cure,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,name;cri_chance_up,,,,x,x,x,x,,0,1,
remove_dot_damage,good,dispell,지속피해 효과 제거,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_debuff_cure,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,name;dot_damage,,,,x,x,x,x,,0,1,
reflect,good,buff,반사,,res/effect/effect_reflect_dmg_new/effect_reflect_dmg_new.vrp,,res/ui/icons/status_effect/m_resist.png,sfx_shield,x,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,1,1,
dmg_up_optatio_x180,good,buff,피해량 증가 (2배),,,,,,x,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,피해량 1.8배로 발동!,0,0,정수x퍼센트 (곱연산)
dmg_up_optatio_x250,good,buff,피해량 증가 (2.5배),,,,,,x,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,피해량 2.5배로 발동!,0,0,정수x퍼센트 (곱연산)
alive_dmg_down,good,conditional_buff,피해량 감소 (생존시만),생존시만 적용,,,,,x,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,alive,,,,x,x,x,x,,0,0,
alive_dmg_up_frosty,good,conditional_buff,피해량 증가 (생존시만),프로스티 전용(생존시만 적용 / 중첩불가),,,,,x,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,,alive,,,,x,x,x,x,,0,0,
alive_def_up,good,conditional_buff,방어력 증가 (생존시만),생존시만 적용,,,,,x,false,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,alive,,,,x,x,x,x,,0,0,
alive_cri_chance_up_illan,good,conditional_buff,치명 확률 증가,일란 전용(생존시만 적용 / 중첩불가),,,,,x,false,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,alive,,,,x,x,x,x,,0,0,
alive_cri_chance_up,good,conditional_buff,치명 확률 증가,생존시만 적용,,,,,x,false,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,alive,,,,x,x,x,x,,0,0,
alive_dmg_up_tanatos,good,conditional_buff,피해량 증가 (생존시만),타나토스 전용(생존시만 적용/중첩가능),,,,,x,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,,alive,,,,x,x,x,x,,0,0,
alive_cri_chance_down,none,conditional_buff,치명 확률 감소(생존시만),(생존시만 적용/중첩가능),,,,,x,false,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,alive,,,,x,x,x,x,,0,0,
alive_heal_power_down,none,conditional_buff,회복량 감소(생존시만),(생존시만 적용/중첩 불가),,,,,x,false,1,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,alive,,,,x,x,x,x,,0,0,
alive_resistance_down,none,conditional_buff,효과 저항 감소(생존시만),(생존시만 적용/중첩가능),,,,,x,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,,0,,alive,,,,x,x,x,x,,0,0,
alive_cri_avoid_down,none,conditional_buff,치명 회피 감소(생존시만),(생존시만 적용/중첩가능),,,,,x,false,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,alive,,,,x,x,x,x,,0,0,
alive_atk_down,none,conditional_buff,공격력 감소(생존시만),(생존시만 적용/중첩가능),,,,,x,false,1,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,alive,,,,x,x,x,x,,0,0,
alive_avoid_up,none,conditional_buff,회피율 증가(생존시만),(생존시만 적용/중첩가능),,,,,x,false,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,alive,,,,x,x,x,x,,0,0,
alive_avoid_down,none,conditional_buff,회피율 감소(생존시만),(생존시만 적용/중첩가능),,,,,x,false,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,alive,,,,x,x,x,x,,0,0,
dmg_add,bad,debuff,받는 피해 증가,,res/effect/effect_dmg_add/effect_dmg_add.json,,res/ui/icons/status_effect/dmg_add.png,sfx_debuff,x,false,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,10,x,x,x,,1,1,최종 데미지에서 곱연산
dmg_add_super,bad,debuff,받는 피해 증가,,res/effect/effect_dmg_add/effect_dmg_add.json,,res/ui/icons/status_effect/dmg_add_super.png,sfx_debuff,x,false,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,10,x,x,x,,0,1,최종 데미지에서 곱연산
cldg_dmg_add,bad,debuff,받는 피해 증가,,res/effect/effect_weak_point/effect_weak_point.vrp,,,sfx_debuff,x,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,10,x,x,x,,0,0,최종 데미지에서 곱연산
metamorphosis_buff,good,buff,변신,아이리스 변신 판별용 버프(기능없음),,,,,x,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
dmg_up_epit,none,buff,환상,"러스트, 레슬로 전용",,,res/ui/icons/status_effect/atk_up.png,sfx_buff_get_1,x,false,5,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,15,20,x,x,공격력 증가,0,1,정수x퍼센트 (곱연산)
dmg_down_bene,none,debuff,평화 선언,베네보렌티아 전용,,,res/ui/icons/status_effect/atk_down.png,sfx_debuff,x,false,5,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,15,20,x,x,공격력 감소,0,1,정수x퍼센트 (곱연산)
reflect_thorn,good,buff,가시 갑주,,res/effect/effect_reflect_dmg_new/effect_reflect_dmg_new.vrp,,res/ui/icons/status_effect/m_resist.png,sfx_shield,x,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,1,1,
atk_up_super,good,buff,공격력 각인,,,,res/ui/icons/status_effect/atk_up_super.png,sfx_buff_get_1,x,false,3,1,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,15,20,x,x,공격력 증가,0,1,정수x퍼센트 (곱연산)
aspd_up_super,good,buff,공격 속도 각인,,,,res/ui/icons/status_effect/aspd_up_super.png,sfx_buff_get_1,x,false,3,1,15,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,15,20,x,x,공격 속도 증가,0,1,퍼센트+퍼센트 (합연산)
def_up_super,good,buff,방어력 각인,,,,res/ui/icons/status_effect/def_up_super.png,sfx_buff_get_1,x,false,3,1,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,15,x,x,x,방어력 증가,0,1,정수x퍼센트 (곱연산)
slippery,bad,debuff,미끄러움,,,,res/ui/icons/status_effect/hit_rate_down.png,sfx_debuff,x,false,1,0,15,0,0,0,100,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,미끄러움,1,1,퍼센트+퍼센트 (합연산)
passive_atk_up,good,buff,공격력 증가,,,,,,x,false,0,0,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,barrier,15,100,,,x,x,x,x,,0,0,
passive_aspd_up,good,buff,공격 속도 증가,,,,,,x,false,0,0,15,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,
passive_cri_chance_up,good,buff,치명 확률 증가,,,,,,x,false,0,0,15,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,
passive_def_up,good,buff,방어력 증가,,,,,,x,false,0,0,15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,
passive_hp_up,good,buff,생명력 증가,,,,,,x,false,0,0,15,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,
passive_cri_avoid_up,good,buff,치명 방어율 증가,,,,,,x,false,0,0,15,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,
passive_avoid_up,good,buff,회피율 증가,,,,,,x,false,0,0,15,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,
passive_hit_rate_up,good,buff,적중률 증가,,,,,,x,false,0,0,15,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,
passive_cri_dmg_up,good,buff,치명 피해 증가,,,,,,x,false,0,0,15,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,
passive_atk_down,bad,debuff,공격력 감소,,,,,,x,false,0,0,15,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,15,x,x,x,,0,0,정수x퍼센트 (곱연산)
passive_aspd_down,bad,debuff,공격 속도 감소,,,,,,x,false,0,0,15,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,15,,x,x,,0,0,퍼센트+퍼센트 (합연산)
passive_cri_chance_down,bad,debuff,치명 확률 감소,,,,,,x,false,0,0,15,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,퍼센트+퍼센트 (합연산)
passive_def_down,bad,debuff,방어력 감소,,,,,,x,false,0,0,15,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,정수x퍼센트 (곱연산)
passive_hp_down,bad,debuff,생명력 감소,,,,,,x,false,0,0,15,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,정수x퍼센트 (곱연산)
passive_cri_avoid_down,bad,debuff,치명 방어율 감소,,,,,,x,false,0,0,15,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,퍼센트+퍼센트 (합연산)
passive_avoid_down,bad,debuff,회피율 감소,,,,,,x,false,0,0,15,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,퍼센트+퍼센트 (합연산)
passive_hit_rate_down,bad,debuff,적중률 감소,,,,,,x,false,0,0,15,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,퍼센트+퍼센트 (합연산)
passive_cri_dmg_down,bad,debuff,치명 피해 감소,,,,,,x,false,0,0,15,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,퍼센트+퍼센트 (합연산)
passive_accuracy_effect,good,buff,효과 적중,,,,,,x,false,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,
passive_resistance_effect,good,buff,효과 저항,,,,,,x,false,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,0,,,,,,x,x,x,x,,0,0,
passive_hp_drain,good,buff,공격시 생명력 흡수,,,,,,x,false,0,0,10,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,x,x,x,x,,0,0,
passive_fury,good,buff,광폭화,,,,res/ui/icons/status_effect/fury.png,,x,false,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,보스가 강력해집니다.,0,1,
passive_fury_normal,good,buff,광폭화,일반 몬스터용 광폭화,,,res/ui/icons/status_effect/fury.png,,x,false,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,몬스터가 강력해집니다.,0,1,
passive_fury_hit_rate_up,good,buff,광폭화 - 적중률 증가,,,,res/ui/icons/status_effect/fury_hit_rate_up.png,,x,false,0,1,-1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
passive_fury_avoid_up,good,buff,광폭화 - 회피 증가,,,,res/ui/icons/status_effect/fury_avoid_up.png,,x,false,0,1,-1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
passive_fury_cri_avoid_up,good,buff,광폭화 - 치명 회피,,,,res/ui/icons/status_effect/fury_cri_avoid_up.png,,x,false,0,1,-1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
passive_fury_resistance_up,good,buff,광폭화 - 효과 저항,,,,res/ui/icons/status_effect/fury_p_resist.png,,x,false,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,0,,,,,,x,x,x,x,,0,1,
passive_immun,good,buff,저항 증가,,,,,,x,false,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,0,,,,,,x,x,x,x,,0,0,
passive_dmg_up,good,buff,피해량 증가,,,,,,x,false,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,"(해제 되지 않고, 이펙트/사운드 없음)",0,0,최종 데미지에서 곱연산
passive_dmg_down,good,buff,피해량 감소,,,,,,x,false,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,
passive_electric_pulse,good,buff,일렉트릭 펄스,,res/effect/effect_pulse/effect_pulse.vrp,,,,x,false,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,
tamer_add_dmg,bad,add_dmg_one_time,추가 피해,,,res/effect/skill_tamer_lightning/skill_tamer_lightning_@.vrp,,,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,x,x,x,x,,0,0,
passive_guard_rear,good,buff,결의,후방에 있는 아군의 피해 대신받음,,,,,x,false,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,0,,,,,,x,x,x,x,,0,0,
passive_atk_up_jet,good,buff,공격력 증가,제트드래곤용(중첩가능),,,,,x,false,3,1,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,15,100,,,x,x,x,x,,0,0,
passive_aspd_up_jet,good,buff,공격 속도 증가,제트드래곤용(중첩가능),,,,,x,false,3,1,15,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,
passive_aspd_up_darknix,good,buff,공격 속도 증가,다크닉스용(4중첩),,,,,x,false,4,1,15,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,
passive_cri_chance_up_darknix,good,buff,치명 확률 증가,다크닉스용(4중첩),,,,,x,false,4,1,15,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,
passive_skill_active_cooldown_decrease_buff_3,good,skill_cool_reduce,스킬 재사용시간 감소,드래그-지속-3마나,,,,sfx_buff_get_1,x,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,req_mana_3,,,,x,x,x,x,,0,0,
cri_dmg_up,good,buff,치명 피해 증가,,res/effect/effect_tactics_up/effect_tactics_up.vrp,,res/ui/icons/status_effect/cri_dmg_up.png,sfx_buff_get_1,x,false,1,0,15,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,치명 피해 증가,1,1,퍼센트+퍼센트 (합연산)
cri_dmg_down,bad,debuff,치명 피해 감소,,,,res/ui/icons/status_effect/cri_dmg_down.png,sfx_debuff,x,false,1,0,15,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,치명 피해 감소,1,1,퍼센트+퍼센트 (합연산)
test_def_up,good,buff,자룡 패시브,,res/effect/effect_defense_up/effect_defense_up.vrp,,res/ui/icons/status_effect/def_up.png,sfx_buff_get_1,x,false,3,0,15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,1,1,정수x퍼센트 (곱연산)
hp_up,good,buff,생명력 증가,,res/effect/effect_defense_up/effect_defense_up.vrp,,res/ui/icons/status_effect/hp_up.png,sfx_buff_get_1,x,false,3,0,15,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,1,1,정수x퍼센트 (곱연산)
attr_weaken,bad,buff,속성 약화,,res/effect/effect_defense_up/effect_defense_up.vrp,,res/ui/icons/status_effect/def_down.png,sfx_buff_get_1,o,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,x
attr_change,good,buff,속성 변환,,res/effect/effect_wedjat/effect_wedjat.vrp,,res/ui/icons/status_effect/attr_change.png,sfx_buff_get_1,x,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,x,,,,x,x,x,x,,0,1,x
attr_change_earth,good,buff,속성 변환:땅,,,,,sfx_buff_get_1,x,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,earth,,,,x,x,x,x,,0,1,x
attr_change_water,good,buff,속성 변환:물,,,,,sfx_buff_get_1,x,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,water,,,,x,x,x,x,,0,1,x
attr_change_fire,good,buff,속성 변환:불,,,,,sfx_buff_get_1,x,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,fire,,,,x,x,x,x,,0,1,x
attr_change_light,good,buff,속성 변환:빛,,,,,sfx_buff_get_1,x,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,light,,,,x,x,x,x,,0,1,x
attr_change_dark,good,buff,속성 변환:어둠,,,,,sfx_buff_get_1,x,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,dark,,,,x,x,x,x,,0,1,x
def_up_overlab,good,buff,방어력 증가 오버랩,,res/effect/effect_defense_up/effect_defense_up.vrp,,res/ui/icons/status_effect/def_up.png,sfx_buff_get_1,x,false,20,0,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,1,1,정수x퍼센트 (곱연산)
atk_up_overlab,good,buff,공격력 증가 오버랩,,res/effect/effect_combat_up/effect_combat_up.vrp,,res/ui/icons/status_effect/atk_up.png,sfx_buff_get_1,x,false,20,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,1,1,정수x퍼센트 (곱연산)
