stage,t_name,r_difficult,mode,r_chapter_info,r_stage_info,attr,level,hp_ratio,boss_hp_ratio,r_boss_actural_ratio,r_real_hp,r_real_def,r_real_atk,buff_user,buff_enemy,val_1,t_help,r_value,r_value_2
1161002,모험,abyss_1,adv,10,2,earth,254,2,1,2,"1,307,519","2,094","6,875",,"all;0;atk_dmg_adj_rate_add;840,all;0;resistance_add;115,all;0;hit_rate_add;115,all;0;avoid_add;115,all;0;cri_avoid_add;95",,,10,65
1161003,모험,abyss_1,adv,10,3,earth,255,2,1,2,"1,390,400","1,856","5,918",,"all;0;atk_dmg_adj_rate_add;850,all;0;resistance_add;116,all;0;hit_rate_add;116,all;0;avoid_add;116,all;0;cri_avoid_add;96",,,10,66
1161004,모험,abyss_1,adv,10,4,earth,256,2,1,2,"1,787,231","1,246","8,659",,"all;0;atk_dmg_adj_rate_add;860,all;0;resistance_add;117,all;0;hit_rate_add;117,all;0;avoid_add;117,all;0;cri_avoid_add;97",,,10,67
1161005,모험,abyss_1,adv,10,5,fire,257,2,1,2,"1,401,200","1,871","7,452",,"all;0;atk_dmg_adj_rate_add;870,all;0;resistance_add;118,all;0;hit_rate_add;118,all;0;avoid_add;118,all;0;cri_avoid_add;98",,,10,68
1161006,모험,abyss_1,adv,10,6,fire,258,2,1,2,"1,372,731","1,504","7,481",,"all;0;atk_dmg_adj_rate_add;880,all;0;resistance_add;119,all;0;hit_rate_add;119,all;0;avoid_add;119,all;0;cri_avoid_add;99",,,10,69
1161007,모험,abyss_1,adv,10,7,earth,259,2,1,2,"2,008,000","2,510","8,760",,"all;0;atk_dmg_adj_rate_add;890,all;0;resistance_add;120,all;0;hit_rate_add;120,all;0;avoid_add;120,all;0;cri_avoid_add;100",,,10,70
1161101,모험,abyss_1,adv,11,1,light,260,2,1,2,"1,417,400","1,892","7,539",,"all;0;atk_dmg_adj_rate_add;900,all;0;resistance_add;121,all;0;hit_rate_add;121,all;0;avoid_add;121,all;0;cri_avoid_add;101",,,11,71
1161102,모험,abyss_1,adv,11,2,fire,261,2,1,2,"1,267,615","1,899","8,827",,"all;0;atk_dmg_adj_rate_add;910,all;0;resistance_add;122,all;0;hit_rate_add;122,all;0;avoid_add;122,all;0;cri_avoid_add;102",,,11,72
1161103,모험,abyss_1,adv,11,3,water,262,2,1,2,"1,428,200","1,907","6,838",,"all;0;atk_dmg_adj_rate_add;920,all;0;resistance_add;123,all;0;hit_rate_add;123,all;0;avoid_add;123,all;0;cri_avoid_add;103",,,11,73
1161104,모험,abyss_1,adv,11,4,light,263,2,1,2,"1,861,077","2,548","5,087",,"all;0;atk_dmg_adj_rate_add;930,all;0;resistance_add;124,all;0;hit_rate_add;124,all;0;avoid_add;124,all;0;cri_avoid_add;104",,,11,74
1161105,모험,abyss_1,adv,11,5,light,264,2,1,2,"1,439,000","1,921","7,654",,"all;0;atk_dmg_adj_rate_add;940,all;0;resistance_add;125,all;0;hit_rate_add;125,all;0;avoid_add;125,all;0;cri_avoid_add;105",,,11,75
1161106,모험,abyss_1,adv,11,6,light,265,2,1,2,"1,286,846","2,568","7,683",,"all;0;atk_dmg_adj_rate_add;950,all;0;resistance_add;126,all;0;hit_rate_add;126,all;0;avoid_add;126,all;0;cri_avoid_add;106",,,11,76
1161107,모험,abyss_1,adv,11,7,light,266,2,1,2,"2,061,846","4,246","5,658",,"all;0;atk_dmg_adj_rate_add;960,all;0;resistance_add;127,all;0;hit_rate_add;127,all;0;avoid_add;127,all;0;cri_avoid_add;107",,,11,77
1161201,모험,abyss_1,adv,12,1,dark,267,2,1,2,"1,455,200","2,587","7,741",,"all;0;atk_dmg_adj_rate_add;970,all;0;resistance_add;128,all;0;hit_rate_add;128,all;0;avoid_add;128,all;0;cri_avoid_add;108",,,12,78
1161202,모험,abyss_1,adv,12,2,earth,268,2,1,2,"1,223,673","3,890","6,476",,"all;0;atk_dmg_adj_rate_add;980,all;0;resistance_add;129,all;0;hit_rate_add;129,all;0;avoid_add;129,all;0;cri_avoid_add;109",,,12,79
1161203,모험,abyss_1,adv,12,3,water,269,2,1,2,"1,466,000","1,957","7,020",,"all;0;atk_dmg_adj_rate_add;990,all;0;resistance_add;130,all;0;hit_rate_add;130,all;0;avoid_add;130,all;0;cri_avoid_add;110",,,12,80
1161204,모험,abyss_1,adv,12,4,dark,270,2,1,2,"1,858,096","3,658","5,743",,"all;0;atk_dmg_adj_rate_add;1000,all;0;resistance_add;131,all;0;hit_rate_add;131,all;0;avoid_add;131,all;0;cri_avoid_add;111",,,12,81
1161205,모험,abyss_1,adv,12,5,fire,271,2,1,2,"1,476,800","1,972","7,856",,"all;0;atk_dmg_adj_rate_add;1010,all;0;resistance_add;132,all;0;hit_rate_add;132,all;0;avoid_add;132,all;0;cri_avoid_add;112",,,12,82
1161206,모험,abyss_1,adv,12,6,light,272,2,1,2,"1,478,000","3,291","3,948",,"all;0;atk_dmg_adj_rate_add;1020,all;0;resistance_add;133,all;0;hit_rate_add;133,all;0;avoid_add;133,all;0;cri_avoid_add;113",,,12,83
1161207,모험,abyss_1,adv,12,7,dark,273,2,1,2,"2,084,077","4,357","10,022",,"all;0;atk_dmg_adj_rate_add;1030,all;0;resistance_add;134,all;0;hit_rate_add;134,all;0;avoid_add;134,all;0;cri_avoid_add;114",,,12,84
1119801,모험,normal,adv,event,1,fire,40,1,1.5,1.5,"168,620",503,700,,,,,,
1129801,모험,hard,adv,event,1,dark,200,1.5,1,1.5,"803,236","2,426","3,392",,"all;0;atk_dmg_adj_rate_add;50,all;0;resistance_add;10,all;0;hit_rate_add;10,all;0;avoid_add;5,all;0;cri_avoid_add;5",,,,
1139801,모험,hell,adv,event,1,earth,500,1.5,1,1.5,"1,993,139","6,032","8,440",,"all;0;atk_dmg_adj_rate_add;100,all;0;resistance_add;20,all;0;hit_rate_add;20,all;0;avoid_add;10,all;0;cri_avoid_add;10",,,,
1149801,모험,hellfire,adv,event,1,dark,1000,1.5,1,1.5,"3,976,313","12,041","16,854",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;30,all;0;hit_rate_add;30,all;0;avoid_add;15,all;0;cri_avoid_add;15",,,,
1119901,모험,normal,adv,event,1,fire,30,1,1,1,"85,971",383,532,,,,,,
1119902,모험,normal,adv,event,2,fire,60,1,1,1,"165,298",743,"1,036",,,,,,
1119903,모험,normal,adv,event,3,dark,90,1,1,1,"244,625","1,104","1,541",,,,,,
1129901,모험,hard,adv,event,1,fire,150,1,1,1,"403,279","1,825","2,551",,,,,,
1129902,모험,hard,adv,event,2,fire,200,1,1,1,"535,490","2,426","3,392",,,,,,
1129903,모험,hard,adv,event,3,dark,250,1,1,1,"667,702","3,027","4,234",,,,,,
1139901,모험,hell,adv,event,1,fire,300,1.5,1,1.5,"1,199,870","3,628","5,075",,all;0;atk_dmg_adj_rate_add;100,,,,
1139902,모험,hell,adv,event,2,fire,350,1.5,1,1.5,"1,398,188","4,229","5,916",,all;0;atk_dmg_adj_rate_add;150,,,,
1139903,모험,hell,adv,event,3,dark,400,1.5,1,1.5,"1,596,505","4,830","6,758",,all;0;atk_dmg_adj_rate_add;150,,,,
1149901,모험,hellfire,adv,event,1,fire,500,2,1,2,"2,657,519","6,032","8,440",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1149902,모험,hellfire,adv,event,2,fire,550,2,1,2,"2,921,942","6,633","9,282",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1149903,모험,hellfire,adv,event,3,dark,650,2,1,2,"3,450,788","7,835","10,964",,"all;0;atk_dmg_adj_rate_add;150,all;0;resistance_add;75,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35",,,,
1210001,보석 거대용,nest,d_common,dragon,1,light,10,1,1,1,"49,692",116,370,,,,,,
1210002,보석 거대용,nest,d_common,dragon,2,light,20,1,1,1,"91,231",212,697,,,,,,
1210003,보석 거대용,nest,d_common,dragon,3,light,40,1,1,1,"174,308",404,"1,350",,,,,,
1210004,보석 거대용,nest,d_common,dragon,4,light,60,1,1,1,"257,385",597,"2,004",,,,,,
1210005,보석 거대용,nest,d_common,dragon,5,light,130,1,1,1,"548,154","1,270","4,293",,,,,,
1210006,보석 거대용,nest,d_common,dragon,6,light,160,1,1,1,"672,769","1,558","5,273",,,,,,
1210007,보석 거대용,nest,d_common,dragon,7,light,190,1,1,1,"797,385","1,847","6,254",,,,,,
1210008,보석 거대용,nest,d_common,dragon,8,light,220,1,1,1,"922,000","2,135","7,235",,,,,,
1210009,보석 거대용,nest,d_common,dragon,9,light,290,1,1,1,"1,212,769","2,808","9,523",,,,,,
1210010,보석 거대용,nest,d_common,dragon,10,light,360,1,1,1,"1,503,538","3,481","11,812",,,,,,
1210011,보석 거대용,nest,d_common,dragon,11,light,1300,1,1,1,"5,408,154","12,520","42,543",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210012,보석 거대용,nest,d_common,dragon,12,light,1700,1,1,1,"7,069,692","16,366","55,620",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210013,보석 거대용,nest,d_common,dragon,13,light,2100,1,1,1,"8,731,231","20,212","68,697",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210014,보석 거대용,nest,d_common,dragon,14,light,2500,1,1,1,"10,392,769","24,058","81,773",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210015,보석 거대용,nest,d_common,dragon,15,light,2900,1,1,1,"12,054,308","27,904","94,850",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210101,땅의 거대용,nest,d_earth,dragon,1,earth,10,1,1,1,"49,692",116,433,,,,,,
1210102,땅의 거대용,nest,d_earth,dragon,2,earth,20,1,1,1,"91,231",212,818,,,,,,
1210103,땅의 거대용,nest,d_earth,dragon,3,earth,40,1,1,1,"174,308",404,"1,587",,,,,,
1210104,땅의 거대용,nest,d_earth,dragon,4,earth,60,1,1,1,"257,385",597,"2,356",,,,,,
1210105,땅의 거대용,nest,d_earth,dragon,5,earth,130,1,1,1,"548,154","1,270","5,048",,,,,,
1210106,땅의 거대용,nest,d_earth,dragon,6,earth,160,1,1,1,"672,769","1,558","6,202",,,,,,
1210107,땅의 거대용,nest,d_earth,dragon,7,earth,190,1,1,1,"797,385","1,847","7,356",,,,,,
1210108,땅의 거대용,nest,d_earth,dragon,8,earth,220,1,1,1,"922,000","2,135","8,510",,,,,,
1210109,땅의 거대용,nest,d_earth,dragon,9,earth,290,1,1,1,"1,212,769","2,808","11,202",,,,,,
1210110,땅의 거대용,nest,d_earth,dragon,10,earth,360,1,1,1,"1,503,538","3,481","13,895",,,,,,
1210111,땅의 거대용,nest,d_earth,dragon,11,earth,1300,1,1,1,"5,408,154","12,520","50,048",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210112,땅의 거대용,nest,d_earth,dragon,12,earth,1700,1,1,1,"7,069,692","16,366","65,433",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210113,땅의 거대용,nest,d_earth,dragon,13,earth,2100,1,1,1,"8,731,231","20,212","80,818",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210114,땅의 거대용,nest,d_earth,dragon,14,earth,2500,1,1,1,"10,392,769","24,058","96,202",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210115,땅의 거대용,nest,d_earth,dragon,15,earth,2900,1,1,1,"12,054,308","27,904","111,587",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210201,물의 거대용,nest,d_water,dragon,1,water,10,1,1,1,"49,692",116,433,,,,,,
1210202,물의 거대용,nest,d_water,dragon,2,water,20,1,1,1,"91,231",212,818,,,,,,
1210203,물의 거대용,nest,d_water,dragon,3,water,40,1,1,1,"174,308",404,"1,587",,,,,,
1210204,물의 거대용,nest,d_water,dragon,4,water,60,1,1,1,"257,385",597,"2,356",,,,,,
1210205,물의 거대용,nest,d_water,dragon,5,water,130,1,1,1,"548,154","1,270","5,048",,,,,,
1210206,물의 거대용,nest,d_water,dragon,6,water,160,1,1,1,"672,769","1,558","6,202",,,,,,
1210207,물의 거대용,nest,d_water,dragon,7,water,190,1,1,1,"797,385","1,847","7,356",,,,,,
1210208,물의 거대용,nest,d_water,dragon,8,water,220,1,1,1,"922,000","2,135","8,510",,,,,,
1210209,물의 거대용,nest,d_water,dragon,9,water,290,1,1,1,"1,212,769","2,808","11,202",,,,,,
1210210,물의 거대용,nest,d_water,dragon,10,water,360,1,1,1,"1,503,538","3,481","13,895",,,,,,
1210211,물의 거대용,nest,d_water,dragon,11,water,1300,1,1,1,"5,408,154","12,520","50,048",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210212,물의 거대용,nest,d_water,dragon,12,water,1700,1,1,1,"7,069,692","16,366","65,433",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210213,물의 거대용,nest,d_water,dragon,13,water,2100,1,1,1,"8,731,231","20,212","80,818",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210214,물의 거대용,nest,d_water,dragon,14,water,2500,1,1,1,"10,392,769","24,058","96,202",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210215,물의 거대용,nest,d_water,dragon,15,water,2900,1,1,1,"12,054,308","27,904","111,587",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210301,불의 거대용,nest,d_fire,dragon,1,fire,10,1,1,1,"49,692",116,433,,,,,,
1210302,불의 거대용,nest,d_fire,dragon,2,fire,20,1,1,1,"91,231",212,818,,,,,,
1210303,불의 거대용,nest,d_fire,dragon,3,fire,40,1,1,1,"174,308",404,"1,587",,,,,,
1210304,불의 거대용,nest,d_fire,dragon,4,fire,60,1,1,1,"257,385",597,"2,356",,,,,,
1210305,불의 거대용,nest,d_fire,dragon,5,fire,130,1,1,1,"548,154","1,270","5,048",,,,,,
1210306,불의 거대용,nest,d_fire,dragon,6,fire,160,1,1,1,"672,769","1,558","6,202",,,,,,
1210307,불의 거대용,nest,d_fire,dragon,7,fire,190,1,1,1,"797,385","1,847","7,356",,,,,,
1210308,불의 거대용,nest,d_fire,dragon,8,fire,220,1,1,1,"922,000","2,135","8,510",,,,,,
1210309,불의 거대용,nest,d_fire,dragon,9,fire,290,1,1,1,"1,212,769","2,808","11,202",,,,,,
1210310,불의 거대용,nest,d_fire,dragon,10,fire,360,1,1,1,"1,503,538","3,481","13,895",,,,,,
1210311,불의 거대용,nest,d_fire,dragon,11,fire,1300,1,1,1,"5,408,154","12,520","50,048",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210312,불의 거대용,nest,d_fire,dragon,12,fire,1700,1,1,1,"7,069,692","16,366","65,433",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210313,불의 거대용,nest,d_fire,dragon,13,fire,2100,1,1,1,"8,731,231","20,212","80,818",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210314,불의 거대용,nest,d_fire,dragon,14,fire,2500,1,1,1,"10,392,769","24,058","96,202",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210315,불의 거대용,nest,d_fire,dragon,15,fire,2900,1,1,1,"12,054,308","27,904","111,587",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210401,빛의 거대용,nest,d_light,dragon,1,light,10,1,1,1,"49,692",116,433,,,,,,
1210402,빛의 거대용,nest,d_light,dragon,2,light,20,1,1,1,"91,231",212,818,,,,,,
1210403,빛의 거대용,nest,d_light,dragon,3,light,40,1,1,1,"174,308",404,"1,587",,,,,,
1210404,빛의 거대용,nest,d_light,dragon,4,light,60,1,1,1,"257,385",597,"2,356",,,,,,
1210405,빛의 거대용,nest,d_light,dragon,5,light,130,1,1,1,"548,154","1,270","5,048",,,,,,
1210406,빛의 거대용,nest,d_light,dragon,6,light,160,1,1,1,"672,769","1,558","6,202",,,,,,
1210407,빛의 거대용,nest,d_light,dragon,7,light,190,1,1,1,"797,385","1,847","7,356",,,,,,
1210408,빛의 거대용,nest,d_light,dragon,8,light,220,1,1,1,"922,000","2,135","8,510",,,,,,
1210409,빛의 거대용,nest,d_light,dragon,9,light,290,1,1,1,"1,212,769","2,808","11,202",,,,,,
1210410,빛의 거대용,nest,d_light,dragon,10,light,360,1,1,1,"1,503,538","3,481","13,895",,,,,,
1210411,빛의 거대용,nest,d_light,dragon,11,light,1300,1,1,1,"5,408,154","12,520","50,048",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210412,빛의 거대용,nest,d_light,dragon,12,light,1700,1,1,1,"7,069,692","16,366","65,433",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210413,빛의 거대용,nest,d_light,dragon,13,light,2100,1,1,1,"8,731,231","20,212","80,818",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210414,빛의 거대용,nest,d_light,dragon,14,light,2500,1,1,1,"10,392,769","24,058","96,202",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210415,빛의 거대용,nest,d_light,dragon,15,light,2900,1,1,1,"12,054,308","27,904","111,587",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210501,어둠의 거대용,nest,d_dark,dragon,1,dark,10,1,1,1,"49,692",116,433,,,,,,
1210502,어둠의 거대용,nest,d_dark,dragon,2,dark,20,1,1,1,"91,231",212,818,,,,,,
1210503,어둠의 거대용,nest,d_dark,dragon,3,dark,40,1,1,1,"174,308",404,"1,587",,,,,,
1210504,어둠의 거대용,nest,d_dark,dragon,4,dark,60,1,1,1,"257,385",597,"2,356",,,,,,
1210505,어둠의 거대용,nest,d_dark,dragon,5,dark,130,1,1,1,"548,154","1,270","5,048",,,,,,
1210506,어둠의 거대용,nest,d_dark,dragon,6,dark,160,1,1,1,"672,769","1,558","6,202",,,,,,
1210507,어둠의 거대용,nest,d_dark,dragon,7,dark,190,1,1,1,"797,385","1,847","7,356",,,,,,
1210508,어둠의 거대용,nest,d_dark,dragon,8,dark,220,1,1,1,"922,000","2,135","8,510",,,,,,
1210509,어둠의 거대용,nest,d_dark,dragon,9,dark,290,1,1,1,"1,212,769","2,808","11,202",,,,,,
1210510,어둠의 거대용,nest,d_dark,dragon,10,dark,360,1,1,1,"1,503,538","3,481","13,895",,,,,,
1210511,어둠의 거대용,nest,d_dark,dragon,11,dark,1300,1,1,1,"5,408,154","12,520","50,048",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210512,어둠의 거대용,nest,d_dark,dragon,12,dark,1700,1,1,1,"7,069,692","16,366","65,433",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210513,어둠의 거대용,nest,d_dark,dragon,13,dark,2100,1,1,1,"8,731,231","20,212","80,818",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210514,어둠의 거대용,nest,d_dark,dragon,14,dark,2500,1,1,1,"10,392,769","24,058","96,202",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1210515,어둠의 거대용,nest,d_dark,dragon,15,dark,2900,1,1,1,"12,054,308","27,904","111,587",,"all;0;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;35,all;0;cri_avoid_add;30",,,,
1220101,악몽,nest,nightmare,nightmare,1,light,5,1,1,1,"28,923",68,270,,,,,,
1220102,악몽,nest,nightmare,nightmare,2,fire,20,1,1,1,"91,231",212,515,,,,,,
1220103,악몽,nest,nightmare,nightmare,3,water,45,1,1,1,"357,846",231,"1,558",,,,,,
1220104,악몽,nest,nightmare,nightmare,4,earth,75,1,1,1,"285,346","1,325","2,568",,,,,,
1220105,악몽,nest,nightmare,nightmare,5,dark,125,1,1,1,"527,385","1,222","5,462",,,,,,
1220106,악몽,nest,nightmare,nightmare,6,light,175,1,1,1,"735,077","1,702","7,625",,,,,,
1220107,악몽,nest,nightmare,nightmare,7,fire,250,1,1,1,"1,046,615","2,423","6,044",,,,,,
1220108,악몽,nest,nightmare,nightmare,8,water,250,1,1,1,"1,934,769","1,217","8,457",,,,,,
1220109,악몽,nest,nightmare,nightmare,9,earth,250,1,1,1,"933,183","4,354","8,457",,,,,,
1220110,악몽,nest,nightmare,nightmare,10,dark,250,1,1,1,"1,046,615","2,423","10,871",,,,,,
1220111,악몽,nest,nightmare,nightmare,11,light,1200,1,1,1,"4,992,769","11,558","51,976",,,,,,
1220112,악몽,nest,nightmare,nightmare,12,fire,1600,1,1,1,"6,654,308","15,404","38,496",,,,,,
1220113,악몽,nest,nightmare,nightmare,13,water,2000,1,1,1,"15,396,308","9,630","67,351",,,,,,
1220114,악몽,nest,nightmare,nightmare,14,earth,2400,1,1,1,"8,892,317","41,566","80,813",,,,,,
1220115,악몽,nest,nightmare,nightmare,15,dark,2800,1,1,1,"11,638,923","26,943","121,207",,,,,,
1230101,땅의 거목,nest,t_earth,oldTree,1,earth,10,1,1,1,"49,692",116,423,,,,,,
1230102,땅의 거목,nest,t_earth,oldTree,2,earth,40,1,1,1,"174,308",404,"1,548",,,,,,
1230103,땅의 거목,nest,t_earth,oldTree,3,earth,70,1,1,1,"298,923",693,"2,673",,,,,,
1230104,땅의 거목,nest,t_earth,oldTree,4,earth,100,1,1,1,"423,538",981,"3,798",,,,,,
1230105,땅의 거목,nest,t_earth,oldTree,5,earth,130,1,1,1,"548,154","1,270","4,923",,,,,,
1230106,땅의 거목,nest,t_earth,oldTree,6,earth,160,1,1,1,"672,769","1,558","6,048",,,,,,
1230107,땅의 거목,nest,t_earth,oldTree,7,earth,190,1,1,1,"797,385","1,847","7,173",,,,,,
1230108,땅의 거목,nest,t_earth,oldTree,8,earth,220,1,1,1,"922,000","2,135","8,298",,,,,,
1230109,땅의 거목,nest,t_earth,oldTree,9,earth,290,1,1,1,"1,212,769","2,808","10,923",,,,,,
1230110,땅의 거목,nest,t_earth,oldTree,10,earth,360,1,1,1,"1,503,538","3,481","13,548",,,,,,
1230111,땅의 거목,nest,t_earth,oldTree,11,earth,1300,1,1,1,"5,408,154","12,520","48,798",,,,,,
1230112,땅의 거목,nest,t_earth,oldTree,12,earth,1700,1,1,1,"7,069,692","16,366","63,798",,,,,,
1230113,땅의 거목,nest,t_earth,oldTree,13,earth,2100,1,1,1,"8,731,231","20,212","78,798",,,,,,
1230114,땅의 거목,nest,t_earth,oldTree,14,earth,2500,1,1,1,"10,392,769","24,058","93,798",,,,,,
1230115,땅의 거목,nest,t_earth,oldTree,15,earth,2900,1,1,1,"12,054,308","27,904","108,798",,,,,,
1230201,물의 거목,nest,t_water,oldTree,1,water,10,1,1,1,"49,692",116,423,,,,,,
1230202,물의 거목,nest,t_water,oldTree,2,water,40,1,1,1,"174,308",404,"1,548",,,,,,
1230203,물의 거목,nest,t_water,oldTree,3,water,70,1,1,1,"298,923",693,"2,673",,,,,,
1230204,물의 거목,nest,t_water,oldTree,4,water,100,1,1,1,"423,538",981,"3,798",,,,,,
1230205,물의 거목,nest,t_water,oldTree,5,water,130,1,1,1,"548,154","1,270","4,923",,,,,,
1230206,물의 거목,nest,t_water,oldTree,6,water,160,1,1,1,"672,769","1,558","6,048",,,,,,
1230207,물의 거목,nest,t_water,oldTree,7,water,190,1,1,1,"797,385","1,847","7,173",,,,,,
1230208,물의 거목,nest,t_water,oldTree,8,water,220,1,1,1,"922,000","2,135","8,298",,,,,,
1230209,물의 거목,nest,t_water,oldTree,9,water,290,1,1,1,"1,212,769","2,808","10,923",,,,,,
1230210,물의 거목,nest,t_water,oldTree,10,water,360,1,1,1,"1,503,538","3,481","13,548",,,,,,
1230211,물의 거목,nest,t_water,oldTree,11,water,1300,1,1,1,"5,408,154","12,520","48,798",,,,,,
1230212,물의 거목,nest,t_water,oldTree,12,water,1700,1,1,1,"7,069,692","16,366","63,798",,,,,,
1230213,물의 거목,nest,t_water,oldTree,13,water,2100,1,1,1,"8,731,231","20,212","78,798",,,,,,
1230214,물의 거목,nest,t_water,oldTree,14,water,2500,1,1,1,"10,392,769","24,058","93,798",,,,,,
1230215,물의 거목,nest,t_water,oldTree,15,water,2900,1,1,1,"12,054,308","27,904","108,798",,,,,,
1230301,불의 거목,nest,t_fire,oldTree,1,fire,10,1,1,1,"49,692",116,423,,,,,,
1230302,불의 거목,nest,t_fire,oldTree,2,fire,40,1,1,1,"174,308",404,"1,548",,,,,,
1230303,불의 거목,nest,t_fire,oldTree,3,fire,70,1,1,1,"298,923",693,"2,673",,,,,,
1230304,불의 거목,nest,t_fire,oldTree,4,fire,100,1,1,1,"423,538",981,"3,798",,,,,,
1230305,불의 거목,nest,t_fire,oldTree,5,fire,130,1,1,1,"548,154","1,270","4,923",,,,,,
1230306,불의 거목,nest,t_fire,oldTree,6,fire,160,1,1,1,"672,769","1,558","6,048",,,,,,
