list_id,r_shop_num,ui_priority,tab_category,product_id,r_price,r_product,dependency,start_date,end_date,week_filter,
1900016,90,5,pass,110273,37000,레벨업 패키지,,,,,
1900017,90,111,package,121011,4400,단계별 패키지(1회차),,2021-11-05 00:00:00,2021-11-17 00:00:00,,
1900018,90,111,package,121012,12000,단계별 패키지(2회차),,2021-11-05 00:00:00,2021-11-17 00:00:00,,
1900019,90,111,package,121013,65000,단계별 패키지(3회차),,2021-11-05 00:00:00,2021-11-17 00:00:00,,
1900020,90,111,package,121014,65000,단계별 패키지(4회차),,2021-11-05 00:00:00,2021-11-17 00:00:00,,
1900021,90,109,etc,110311,6000,특별할인 다이아,110312,2023-11-28 00:00:00,2023-12-07 00:00:00,,
1900022,90,109,etc,110312,12000,특별할인 다이아,110313,2023-11-28 00:00:00,2023-12-07 00:00:00,,
1900023,90,109,etc,110313,37000,특별할인 다이아,110314,2023-11-28 00:00:00,2023-12-07 00:00:00,,
1900024,90,109,etc,110314,65000,특별할인 다이아,110315,2023-11-28 00:00:00,2023-12-07 00:00:00,,
1900025,90,109,etc,110315,119000,특별할인 다이아,,2023-11-28 00:00:00,2023-12-07 00:00:00,,
1900026,90,103,package,110351,37000,신화의 알 패키지,,2021-01-18 00:00:00,2021-01-25 00:00:00,,
1900027,90,103,package,110352,65000,신화의 알 패키지,,2021-01-18 00:00:00,2021-01-25 00:00:00,,
1900028,90,103,package,110353,119000,신화의 알 패키지,,2021-01-18 00:00:00,2021-01-25 00:00:00,,
1900029,90,103,package,120111,12000,30일 다이아 보급,,,,,
1900030,90,103,package,120121,4400,14일 자동 줍기,,,,sold_out,
1900031,90,103,package,120141,6000,14일 골드 보급,,2021-01-18 00:00:00,2021-06-08 00:00:00,always,
1900032,90,103,package,120151,6000,14일 날개 보급,,2021-01-18 00:00:00,2021-06-08 00:00:01,always,
1900033,90,103,package,120152,37000,30일 날개 보급,,,,,
1900034,90,103,package,120161,4400,7일 소탕,,,,,
1900035,90,103,package,120162,12000,30일 소탕,,,,,
1900036,90,103,package,120131,6000,14일 일일 퀘스트 보상 2배,,,,,
1900037,90,121,etc,120207,4400,초보자 혜택 선물,,,,,
1900038,90,122,etc,120204,37000,초보자 호화 선물,,,,,
1900039,90,123,etc,120206,119000,초보자 특급 선물,,,,,
1900040,90,109,etc,120701,1500,특별할인 골드,120702,2021-11-08 00:00:00,2021-11-15 00:00:00,,
1900041,90,109,etc,120702,4400,특별할인 골드,120703,2021-11-08 00:00:00,2021-11-15 00:00:00,,
1900042,90,109,etc,120703,6000,특별할인 골드,120704,2021-11-08 00:00:00,2021-11-15 00:00:00,,
1900043,90,109,etc,120704,12000,특별할인 골드,,2021-11-08 00:00:00,2021-11-15 00:00:00,,
1900044,90,110,package,122001,9900,다이아 랜덤 박스,,2024-01-17 00:00:00,2024-01-24 00:00:00,,
1900045,90,110,package,122011,9900,강화 포인트 랜덤 박스,,2024-01-10 00:00:00,2024-01-17 00:00:00,,
1900046,90,9,package,120901,37000,단계별 패키지(1회차),,2020-11-01 00:00:00,2023-02-15 01:00:00,,
1900047,90,9,package,120902,65000,단계별 패키지(2회차),,2020-11-01 00:00:00,2023-02-15 01:00:00,,
1900048,90,9,package,120903,119000,단계별 패키지(3회차),,2020-11-01 00:00:00,2023-02-15 01:00:00,,
1900049,90,9,package,120904,119000,단계별 패키지(4회차),,2020-11-01 00:00:00,2023-02-15 01:00:00,,
1900050,90,9,package,120905,119000,단계별 패키지(5회차),,2020-11-01 00:00:00,2023-02-15 01:00:00,,
1900051,90,3,package,110116,37000,승급 패키지,,,,,
1900052,90,5,package,121401,12000,룬 10개 뽑기,,2021-04-22 00:00:00,2021-04-22 00:00:00,,
1900053,90,5,package,121402,37000,룬 30개 뽑기,,2021-04-22 00:00:00,2021-04-22 00:00:00,,
1900054,90,5,package,121403,65000,룬 50개 뽑기,,2021-04-22 00:00:00,2021-04-22 00:00:00,,
1900055,90,5,package,121404,119000,룬 100개 뽑기,,2021-04-22 00:00:00,2021-04-22 00:00:00,,
1900056,90,110,package,121423,37000,드래곤 100회 뽑기,,2021-10-26 00:00:00,2021-10-31 00:00:00,,
1900057,90,110,package,121424,65000,드래곤 100회 뽑기,,2021-10-26 00:00:00,2021-10-31 00:00:00,,
1900058,90,109,etc,121501,6000,특별할인 육성 패키지,121502,2023-12-13 00:00:00,2023-12-20 00:00:00,,
1900059,90,109,etc,121502,12000,특별할인 육성 패키지,121503,2023-12-13 00:00:00,2023-12-20 00:00:00,,
1900060,90,109,etc,121503,37000,특별할인 육성 패키지,121504,2023-12-13 00:00:00,2023-12-20 00:00:00,,
1900061,90,109,etc,121504,65000,특별할인 육성 패키지,121505,2023-12-13 00:00:00,2023-12-20 00:00:00,,
1900062,90,109,etc,121505,119000,특별할인 육성 패키지,,2023-12-13 00:00:00,2023-12-20 00:00:00,,
1900063,90,110,package,121405,12000,룬 10개 뽑기 상자 1+1개,,2021-06-05 00:00:00,2021-06-10 00:00:00,sold_out,
1900064,90,110,package,121406,37000,룬 10개 뽑기 상자 3+3개,,2021-06-05 00:00:00,2021-06-10 00:00:00,sold_out,
1900065,90,110,package,121407,65000,룬 10개 뽑기 상자 5+5개,,2021-06-05 00:00:00,2021-06-10 00:00:00,sold_out,
1900066,90,110,package,121408,119000,룬 10개 뽑기 상자 10+10개,,2021-06-05 00:00:00,2021-06-10 00:00:00,sold_out,
1900067,90,109,package,122405,6000,눈꽃 축제 패키지,122406,2023-12-12 00:00:00,2024-01-03 00:00:00,,
1900068,90,109,package,122406,37000,눈꽃 축제 패키지,122407,2023-12-12 00:00:00,2024-01-03 00:00:00,,
1900069,90,109,package,122407,119000,눈꽃 축제 패키지,,2023-12-12 00:00:00,2024-01-03 00:00:00,,
1900070,90,110,pass,121703,37000,차원문 돌파 패키지,,2021-05-17 00:00:00,,,
1900071,90,2,package,90070,37000,진화 패키지(땅),,,,,
1900072,90,2,package,90071,37000,진화 패키지(물),,,,,
1900073,90,2,package,90072,37000,진화 패키지(불),,,,,
1900074,90,2,package,90073,37000,진화 패키지(빛),,,,,
1900075,90,2,package,90074,37000,진화 패키지(어둠),,,,,
1900076,90,2,package,122501,6000,월간 패키지(슬라임),,2023-11-01 00:00:00,2023-12-01 00:00:00,,
1900077,90,2,package,122502,6000,월간 패키지(연마석),,2023-12-01 00:00:00,2024-01-01 00:00:00,,
1900078,90,2,package,122503,6000,월간 패키지(특재),,2024-01-01 00:00:00,2024-02-01 00:00:00,,
1900079,90,2,package,122504,6000,월간 패키지(강포),,2024-02-01 00:00:00,2024-03-01 00:00:00,,
1900080,90,2,package,122601,12000,전설 강화 패키지,,,,,
1900081,90,2,package,122602,12000,전설 스킬 패키지,,,,,
1900082,90,2,package,122603,37000,전설 특성 패키지,,,,,
1900083,90,2,package,121901,6000,빙고 토큰 패키지,,2023-12-01 00:00:00,2023-12-20 00:00:00,,
1900084,90,2,package,121902,12000,빙고 토큰 패키지,,2023-12-01 00:00:00,2023-12-20 00:00:00,,
1900085,90,2,package,121903,37000,빙고 토큰 패키지,,2023-03-15 00:00:00,2023-03-15 00:00:00,,
1900086,90,2,package,121904,65000,빙고 토큰 패키지,,2023-03-15 00:00:00,2023-03-15 00:00:00,,
1900087,90,2,package,121905,37000,빙고 토큰 패키지,,2023-12-01 00:00:00,2023-12-20 00:00:00,,
1900088,90,2,package,121906,65000,빙고 토큰 패키지,,2023-12-01 00:00:00,2023-12-20 00:00:00,,
1900089,90,2,package,121105,12000,룬 연마석 꾸러미,,2023-12-28 00:00:00,2024-01-10 00:00:00,,
1900090,90,2,package,121106,37000,룬 연마석 꾸러미,,2023-12-28 00:00:00,2024-01-10 00:00:00,,
1900091,90,2,package,121107,65000,룬 연마석 꾸러미,,2023-12-28 00:00:00,2024-01-10 00:00:00,,
1900092,90,2,package,121108,119000,룬 연마석 꾸러미,,2023-12-28 00:00:00,2024-01-10 00:00:00,,
1900093,90,2,package,110173,119000,절대적인 전설의 알 패키지,,2021-08-24 00:00:00,2021-09-08 00:00:00,,
1900094,90,2,package,122701,0,일일 무료,,,,,
1900095,90,2,package,120801,6000,복주머니 패키지,,2023-09-06 00:00:00,2023-10-04 00:00:00,,
1900096,90,2,package,120802,12000,복주머니 패키지,,2023-09-06 00:00:00,2023-10-04 00:00:00,,
1900097,90,2,package,120803,65000,복주머니 패키지,,2023-09-06 00:00:00,2023-10-04 00:00:00,,
1900098,90,2,package,120804,119000,복주머니 패키지,,2023-09-06 00:00:00,2023-10-04 00:00:00,,
1900099,90,2,package,120301,25000,봄 맞이 초보자,,2023-02-28 00:00:00,2023-03-14 00:00:00,,
1900100,90,2,package,120302,37000,봄 맞이 중급자,,2023-02-28 00:00:00,2023-03-14 00:00:00,,
1900101,90,2,package,120306,65000,봄 맞이 상급자,,2023-02-28 00:00:00,2023-03-14 00:00:00,,
1900102,90,120,package,122905,4400,잭-오-랜턴 패키지,,2023-10-23 00:00:00,2023-11-09 00:00:00,,
1900103,90,120,package,122906,37000,잭-오-랜턴 패키지,,2023-10-23 00:00:00,2023-11-09 00:00:00,,
1900104,90,120,package,122907,119000,잭-오-랜턴 패키지,,2023-10-23 00:00:00,2023-11-09 00:00:00,,
1900105,90,120,package,123001,12000,대박 기원 알 패키지,,2023-04-26 00:00:00,2023-05-03 00:00:00,,
1900106,90,120,package,123002,119000,대박 기원 알 패키지,,2023-04-26 00:00:00,2023-05-03 00:00:00,,
1900107,90,120,package,122301,6000,돌림판 티켓 패키지,,2023-12-12 00:00:00,2024-01-03 00:00:00,,
1900108,90,120,package,122302,12000,돌림판 티켓 패키지,,2023-12-12 00:00:00,2024-01-03 00:00:00,,
1900109,90,120,package,122303,65000,돌림판 티켓 패키지,,2023-12-12 00:00:00,2024-01-03 00:00:00,,
1900110,90,120,package,122304,119000,돌림판 티켓 패키지,,2023-12-12 00:00:00,2024-01-03 00:00:00,,
1900111,90,120,package,123101,65000,새해 기념 패키지,,2023-01-01 00:00:00,2023-01-09 00:00:00,,
1900112,90,120,package,123102,119000,새해 기념 패키지,,2023-01-01 00:00:00,2023-01-09 00:00:00,,
1900113,90,119,package,122408,6000,새해맞이 패키지,122409,2023-09-06 00:00:00,2023-10-04 00:00:00,,
1900114,90,119,package,122409,37000,새해맞이 패키지,122410,2023-09-06 00:00:00,2023-10-04 00:00:00,,
1900115,90,119,package,122410,119000,새해맞이 패키지,,2023-09-06 00:00:00,2023-10-04 00:00:00,,
1900116,90,120,package,123201,119000,7등급 룬 뽑기 패키지(일반),,2023-06-27 00:00:00,2023-06-27 00:00:00,,
1900117,90,120,package,123202,119000,7등급 룬 뽑기 패키지(고대),,2023-06-27 00:00:00,2023-06-27 00:00:00,,
1900118,90,120,package,123301,65000,환영의 알 패키지,,2021-02-09 00:00:01,2021-02-09 00:00:01,,
1900119,90,120,package,123201,119000,7등급 룬 뽑기 패키지(일반),,2022-01-01 00:00:00,2022-01-02 00:00:00,,
1900120,90,120,package,123202,119000,7등급 룬 뽑기 패키지(고대),,2022-01-01 00:00:00,2022-01-02 00:00:00,,
1900121,90,120,package,120531,65000,특별 제안 패키지,,2021-02-09 00:00:01,2021-02-09 00:00:01,,
1900122,90,120,package,120532,119000,특별 제안 패키지,,2021-02-09 00:00:01,2021-02-09 00:00:01,,
1900123,90,120,package,121440,119000,단계별 패키지,,2022-02-23 00:00:00,2022-03-01 00:00:00,,
1900124,90,120,package,121441,119000,단계별 패키지,,2022-02-23 00:00:00,2022-03-01 00:00:00,,
1900125,90,120,package,121442,119000,단계별 패키지,,2022-02-23 00:00:00,2022-03-01 00:00:00,,
1900126,90,120,package,123311,65000,만우절 패키지,,2022-04-01 00:00:00,2022-04-11 00:00:00,,
1900127,90,120,package,123312,119000,만우절 패키지,,2022-04-01 00:00:00,2022-04-11 00:00:00,,
1900128,90,120,package,122401,6000,바이델 축제 패키지,122402,2022-04-29 00:00:00,2022-05-09 00:00:00,,
1900129,90,120,package,122402,65000,바이델 축제 패키지,,2022-04-29 00:00:00,2022-05-09 00:00:00,,
1900130,90,120,package,123003,37000,신화 기원의 알 패키지,,2023-12-01 00:00:00,2023-12-04 00:00:00,,
1900131,90,120,package,123004,119000,신화 기원의 알 패키지,,2023-12-01 00:00:00,2023-12-04 00:00:00,,
1900132,90,7,indiv_pass,121704,9900,고급 패스,,,,,
1900133,90,7,indiv_pass,121705,25000,프리미엄 패스,,,,,
1900134,90,129,package,90170,37000,한정 진화 패키지(땅),,2023-12-12 00:00:00,2023-12-27 00:00:00,,
1900135,90,129,package,90171,37000,한정 진화 패키지(물),,2023-12-12 00:00:00,2023-12-27 00:00:00,,
1900136,90,129,package,90172,37000,한정 진화 패키지(불),,2023-12-12 00:00:00,2023-12-27 00:00:00,,
1900137,90,129,package,90173,37000,한정 진화 패키지(빛),,2023-12-12 00:00:00,2023-12-27 00:00:00,,
1900138,90,129,package,90174,37000,한정 진화 패키지(어둠),,2023-12-12 00:00:00,2023-12-27 00:00:00,,
1900139,90,121,etc,120208,6000,초보자 혜택 선물,,,,,
1900140,90,122,etc,120209,12000,초보자 고급 선물,,,,,
1900141,90,123,etc,120210,37000,초보자 호화 선물,,,,,
1900142,90,124,etc,120206,119000,초보자 특급 선물,,,,,
1900143,90,130,package,123401,6000,구글 피처드 선정 기념 패키지,,2022-06-04 00:00:00,2022-06-16 00:00:00,,
1900144,90,131,package,123402,37000,구글 피처드 선정 기념 패키지,,2022-06-04 00:00:00,2022-06-16 00:00:00,,
1900145,90,132,package,123403,119000,구글 피처드 선정 기념 패키지,,2022-06-04 00:00:00,2022-06-16 00:00:00,,
1900146,90,131,package,122411,6000,달빛축제 패키지,122412,2022-09-07 00:00:00,2022-09-21 00:00:00,,
1900147,90,132,package,122412,65000,달빛축제 패키지,,2022-09-07 00:00:00,2022-09-21 00:00:00,,
1900148,90,132,package,123414,37000,5주년 기념 단계별 패키지,,2022-08-29 00:00:00,2022-09-05 00:00:00,,
1900149,90,132,package,123415,119000,5주년 기념 단계별 패키지,,2022-08-29 00:00:00,2022-09-05 00:00:00,,
1900150,90,132,package,123416,119000,5주년 기념 단계별 패키지,,2022-08-29 00:00:00,2022-09-05 00:00:00,,
1900151,90,133,package,123421,6000,5주년 기념 연속 패키지,123422,2022-08-25 00:00:00,2022-09-01 00:00:00,,
1900152,90,133,package,123422,6000,5주년 기념 연속 패키지,123423,2022-08-25 00:00:00,2022-09-01 00:00:00,,
1900153,90,133,package,123423,6000,5주년 기념 연속 패키지,123424,2022-08-25 00:00:00,2022-09-01 00:00:00,,
1900154,90,133,package,123424,6000,5주년 기념 연속 패키지,123425,2022-08-25 00:00:00,2022-09-01 00:00:00,,
1900155,90,133,package,123425,6000,5주년 기념 연속 패키지,,2022-08-25 00:00:00,2022-09-01 00:00:00,,
1900156,90,120,package,123203,12000,옵션고정 피해 룬 특가 패키지,,2022-12-16 00:00:00,2022-12-21 00:00:00,,
1900157,90,120,package,123204,37000,옵션고정 피해 룬 특가 패키지 플러스,,2022-12-16 00:00:00,2022-12-21 00:00:00,,
1900158,90,120,package,123205,119000,옵션고정 피해 룬 특가 패키지 프리미엄,,2022-12-16 00:00:00,2022-12-21 00:00:00,,
1900159,90,120,package,120705,9900,골드 묻고 더블로 가! 특가 패키지 3,,2024-01-10 00:00:00,2024-01-17 00:00:00,,
1900160,90,120,package,120706,25000,골드 묻고 더블로 가! 특가 패키지 2,,2024-01-10 00:00:00,2024-01-17 00:00:00,,
1900161,90,120,package,120707,65000,골드 묻고 더블로 가! 특가 패키지 1,,2024-01-10 00:00:00,2024-01-17 00:00:00,,
1900162,90,120,package,120603,9900,만원의 행복 패키지,,2023-05-21 00:00:00,2023-05-28 00:00:00,,
1900163,90,100,package,120708,9900,특성 강화 재료 랜덤박스,,2022-11-19 00:00:00,2022-11-25 00:00:00,,
1900164,90,110,package,120709,12000,노려라! 속성 전설알 랜덤박스,,2022-11-21 00:00:00,2022-11-28 00:00:00,,
1900165,90,120,package,120710,6000,축구 축제 승리기원 알 패키지 1,,2022-11-21 00:00:00,2022-11-28 00:00:00,,
1900166,90,120,package,120711,65000,축구 축제 승리기원 알 패키지 2,,2022-11-21 00:00:00,2022-11-28 00:00:00,,
1900167,90,2,etc,130302,4400,초보자 특가 다이아 보급소,,,,,
1900168,90,3,etc,130303,6000,초보자 혜택 선물,,,,,
1900169,90,4,etc,130304,12000,초보자 고급 선물,,,,,
1900170,90,5,etc,130305,37000,초보자 호화 선물,,,,,
1900171,90,6,etc,130306,119000,초보자 특급 선물,,,,,
1900172,90,110,package,120712,119000,절대적인 전설의 알 랜덤박스,,2023-06-14 00:00:00,2023-06-21 00:00:00,,
1900173,90,110,package,120713,9900,전설룬 만원의 행복 랜덤박스,,2022-09-07 00:00:00,2022-09-21 00:00:00,,
1900174,90,1,etc,130301,1500,초보자 특가 뽑기권,,,,,
1900175,90,130,package,123404,6000,구글 피처드 선정 기념,,2022-12-09 00:00:00,2022-12-16 00:00:00,,
1900176,90,131,package,123405,37000,구글 피처드 선정 기념,,2022-12-09 00:00:00,2022-12-16 00:00:00,,
1900177,90,132,package,123406,65000,구글 피처드 선정 기념,,2022-12-09 00:00:00,2022-12-16 00:00:00,,
1900178,90,3,etc,130311,1500,벼룩 시장1,,2024-01-13 00:00:00,2024-01-15 00:00:00,,
1900179,90,4,etc,130312,3000,벼룩 시장2,,2024-01-13 00:00:00,2024-01-15 00:00:00,,
1900180,90,5,etc,130313,4400,벼룩 시장3,,2024-01-13 00:00:00,2024-01-15 00:00:00,,
1900181,90,6,etc,130314,6000,벼룩 시장4,,2024-01-13 00:00:00,2024-01-15 00:00:00,,
1900182,90,110,pass,130401,12000,클랜 던전 패키지(땅),,2023-01-10 00:00:00,,,
1900183,90,110,pass,130402,12000,클랜 던전 패키지(물),,2023-01-10 00:00:00,,,
1900184,90,110,pass,130403,12000,클랜 던전 패키지(불),,2023-01-10 00:00:00,,,
1900185,90,110,pass,130404,12000,클랜 던전 패키지(빛),,2023-01-10 00:00:00,,,
1900186,90,110,pass,130405,12000,클랜 던전 패키지(어둠),,2023-01-10 00:00:00,,,
1900187,90,9,package,120906,12000,단계별 패키지(1회차),,2023-02-15 00:00:00,,,
1900188,90,9,package,120907,25000,단계별 패키지(2회차),,2023-02-15 00:00:00,,,
1900189,90,9,package,120908,37000,단계별 패키지(3회차),,2023-02-15 00:00:00,,,
1900190,90,9,package,120909,65000,단계별 패키지(4회차),,2023-02-15 00:00:00,,,
1900191,90,9,package,120910,119000,단계별 패키지(5회차),,2023-02-15 00:00:00,,,
1900192,90,119,package,123501,37000,2000일 기념 특별 패키지1,123502,2023-02-17 00:00:00,2023-03-03 00:00:00,,
1900193,90,119,package,123502,65000,2000일 기념 특별 패키지2,123503,2023-02-17 00:00:00,2023-03-03 00:00:00,,
1900194,90,119,package,123503,119000,2000일 기념 특별 패키지3,,2023-02-17 00:00:00,2023-03-03 00:00:00,,
1900195,90,110,package,122413,25000,초보자 스타터 패키지,,2023-03-09 00:00:00,,,
1900196,90,110,package,121801,37000,코스튬 패키지,,2023-05-31 00:00:00,2023-06-07 00:00:00,,
1900197,90,110,package,122414,119000,전설 드래곤 점핑 패키지(땅),,2023-08-30 00:00:00,2023-09-15 00:00:00,,
1900198,90,110,package,122415,119000,전설 드래곤 점핑 패키지(물),,2023-08-30 00:00:00,2023-09-15 00:00:00,,
1900199,90,110,package,122416,119000,전설 드래곤 점핑 패키지(불),,2023-08-30 00:00:00,2023-09-15 00:00:00,,
1900200,90,119,package,122425,6000,바이델 축제 패키지,122426,2023-04-28 00:00:00,2023-05-12 00:00:00,,
1900201,90,119,package,122426,37000,바이델 축제 패키지,122427,2023-04-28 00:00:00,2023-05-12 00:00:00,,
1900202,90,119,package,122427,119000,바이델 축제 패키지,,2023-04-28 00:00:00,2023-05-12 00:00:00,,
1900203,90,119,package,122428,6000,바이델 축제 패키지,122429,2023-04-28 00:00:00,2023-05-12 00:00:00,,
1900204,90,119,package,122429,37000,바이델 축제 패키지,122430,2023-04-28 00:00:00,2023-05-12 00:00:00,,
1900205,90,119,package,122430,119000,바이델 축제 패키지,,2023-04-28 00:00:00,2023-05-12 00:00:00,,
1900206,90,1,package,122417,3000,태초의 빛 소환권 1+1개,122421,2023-04-04 00:00:00,2023-04-26 00:00:00,,
1900207,90,1,package,122418,12000,태초의 빛 소환권 4+4개,122422,2023-04-04 00:00:00,2023-04-26 00:00:00,,
1900208,90,1,package,122419,37000,태초의 빛 소환권 15+15개,122423,2023-04-04 00:00:00,2023-04-26 00:00:00,,
1900209,90,1,package,122420,119000,태초의 빛 소환권 50+50개,122424,2023-04-04 00:00:00,2023-04-26 00:00:00,,
1900210,90,1,package,122421,3000,태초의 빛 소환권 1개,,2023-04-04 00:00:00,2023-04-26 00:00:00,,
1900211,90,1,package,122422,12000,태초의 빛 소환권 4개,,2023-04-04 00:00:00,2023-04-26 00:00:00,,
1900212,90,1,package,122423,37000,태초의 빛 소환권 15개,,2023-04-04 00:00:00,2023-04-26 00:00:00,,
1900213,90,1,package,122424,119000,태초의 빛 소환권 50개,,2023-04-04 00:00:00,2023-04-26 00:00:00,,
1900214,90,1,package,122439,3000,파멸의 어둠 소환권 1+1개,122443,2023-04-26 00:00:00,2023-08-09 00:00:00,,
1900215,90,1,package,122440,12000,파멸의 어둠 소환권 4+4개,122444,2023-04-26 00:00:00,2023-08-09 00:00:00,,
1900216,90,1,package,122441,37000,파멸의 어둠 소환권 15+15개,122445,2023-04-26 00:00:00,2023-08-09 00:00:00,,
1900217,90,1,package,122442,119000,파멸의 어둠 소환권 50+50개,122446,2023-04-26 00:00:00,2023-08-09 00:00:00,,
1900218,90,1,package,122443,3000,파멸의 어둠 소환권 1개,,2023-04-26 00:00:00,2023-08-09 00:00:00,,
1900219,90,1,package,122444,12000,파멸의 어둠 소환권 4개,,2023-04-26 00:00:00,2023-08-09 00:00:00,,
1900220,90,1,package,122445,37000,파멸의 어둠 소환권 15개,,2023-04-26 00:00:00,2023-08-09 00:00:00,,
1900221,90,1,package,122446,119000,파멸의 어둠 소환권 50개,,2023-04-26 00:00:00,2023-08-09 00:00:00,,
1900222,90,119,package,122447,25000,6주년 기념 특별 패키지1,122448,2023-08-18 00:00:00,2023-09-06 00:00:00,,
1900223,90,119,package,122448,65000,6주년 기념 특별 패키지2,122449,2023-08-18 00:00:00,2023-09-06 00:00:00,,
1900224,90,119,package,122449,119000,6주년 기념 특별 패키지3,,2023-08-18 00:00:00,2023-09-06 00:00:00,,
1900225,90,1,package,122450,3000,전율의 번개 소환권 1+1개,122454,2023-09-27 00:00:00,2023-11-02 00:00:00,,
1900226,90,1,package,122451,12000,전율의 번개 소환권 4+4개,122455,2023-09-27 00:00:00,2023-11-02 00:00:00,,
1900227,90,1,package,122452,37000,전율의 번개 소환권 15+15개,122456,2023-09-27 00:00:00,2023-11-02 00:00:00,,
1900228,90,1,package,122453,119000,전율의 번개 소환권 50+50개,122457,2023-09-27 00:00:00,2023-11-02 00:00:00,,
1900229,90,1,package,122454,3000,전율의 번개 소환권 1개,,2023-09-27 00:00:00,2023-11-02 00:00:00,,
1900230,90,1,package,122455,12000,전율의 번개 소환권 4개,,2023-09-27 00:00:00,2023-11-02 00:00:00,,
1900231,90,1,package,122456,37000,전율의 번개 소환권 15개,,2023-09-27 00:00:00,2023-11-02 00:00:00,,
1900232,90,1,package,122457,119000,전율의 번개 소환권 50개,,2023-09-27 00:00:00,2023-11-02 00:00:00,,
1900233,90,119,package,122460,37000,새해 기념 특별 패키지1,122461,2024-01-01 00:00:00,2024-01-15 00:00:00,,
1900234,90,119,package,122461,65000,새해 기념 특별 패키지2,122462,2024-01-01 00:00:00,2024-01-15 00:00:00,,
1900235,90,119,package,122462,119000,새해 기념 특별 패키지3,,2024-01-01 00:00:00,2024-01-15 00:00:00,,
1910001,91,1,dragon_skin,150001,20000,인스트리아 스킨 (정상가) 현금,,2023-03-06 00:00:00,,,731001
1910002,91,1,dragon_skin,150002,10000,인스트리아 스킨 (할인가) 현금,,2023-03-06 00:00:00,2023-03-21 00:00:00,,731001
1910003,91,1,dragon_skin,150101,20000,엔비 스킨 (정상가) 현금,,2023-03-06 00:00:00,,,731011
1910004,91,1,dragon_skin,150102,10000,엔비 스킨 (할인가) 현금,,2023-03-06 00:00:00,2023-03-21 00:00:00,,731011
1910005,91,1,dragon_skin,150301,20000,데스락 스킨 (정상가) 현금,,2023-03-06 00:00:00,,,731021
1910006,91,1,dragon_skin,150302,10000,데스락 스킨 (할인가) 현금,,2023-03-06 00:00:00,2023-03-21 00:00:00,,731021
1910007,91,1,dragon_skin,150401,20000,오베론 스킨 (정상가) 현금,,2023-03-18 00:00:00,,,731031
1910008,91,1,dragon_skin,150402,10000,오베론 스킨 (할인가) 현금,,2023-03-18 00:00:00,2023-04-01 00:00:00,,731031
1910009,91,1,dragon_skin,150501,20000,라루스 스킨 (정상가) 현금,,2023-04-01 00:00:00,,,731041
1910010,91,1,dragon_skin,150502,10000,라루스 스킨 (할인가) 현금,,2023-04-01 00:00:00,2023-04-15 00:00:00,,731041
1910011,91,1,dragon_skin,150601,20000,카스티타스 스킨 (정상가) 현금,,2023-04-15 00:00:00,,,731051
1910012,91,1,dragon_skin,150602,10000,카스티타스 스킨 (할인가) 현금,,2023-04-15 00:00:00,2023-04-29 00:00:00,,731051
1910013,91,1,dragon_skin,150701,20000,밀라타스 스킨 (정상가) 현금,,2023-04-29 00:00:00,,,731061
1910014,91,1,dragon_skin,150702,10000,밀라타스 스킨 (할인가) 현금,,2023-04-29 00:00:00,2023-05-13 00:00:00,,731061
1910015,91,1,dragon_skin,150801,20000,프라이드 스킨 (정상가) 현금,,2023-05-13 00:00:00,,,731071
1910016,91,1,dragon_skin,150802,10000,프라이드 스킨 (할인가) 현금,,2023-05-13 00:00:00,2023-05-27 00:00:00,,731071
1920001,92,1,dragon_skin,211001,86000,인스트리아 스킨 (정상가) 다이아,,2023-03-06 00:00:00,,,731001
1920002,92,1,dragon_skin,211002,41280,인스트리아 스킨 (할인가) 다이아,,2023-03-06 00:00:00,2023-03-21 00:00:00,,731001
1920003,92,1,dragon_skin,211003,86000,엔비 스킨 (정상가) 다이아,,2023-03-06 00:00:00,,,731011
1920004,92,1,dragon_skin,211004,41280,엔비 스킨 (할인가) 다이아,,2023-03-06 00:00:00,2023-03-21 00:00:00,,731011
1920005,92,1,dragon_skin,211005,86000,데스락 스킨 (정상가) 다이아,,2023-03-06 00:00:00,,,731021
1920006,92,1,dragon_skin,211006,41280,데스락 스킨 (할인가) 다이아,,2023-03-06 00:00:00,2023-03-21 00:00:00,,731021
1920007,92,1,dragon_skin,211007,86000,오베론 스킨 (정상가) 다이아,,2023-03-18 00:00:00,,,731031
1920008,92,1,dragon_skin,211008,41280,오베론 스킨 (할인가) 다이아,,2023-03-18 00:00:00,2023-04-01 00:00:00,,731031
1920009,92,1,dragon_skin,211009,20000,라루스 스킨 (정상가) 현금,,2023-04-01 00:00:00,,,731041
1920010,92,1,dragon_skin,211010,10000,라루스 스킨 (할인가) 현금,,2023-04-01 00:00:00,2023-04-15 00:00:00,,731041
1920011,92,1,dragon_skin,211011,20000,카스티타스 스킨 (정상가) 현금,,2023-04-15 00:00:00,,,731051
1920012,92,1,dragon_skin,211012,10000,카스티타스 스킨 (할인가) 현금,,2023-04-15 00:00:00,2023-04-29 00:00:00,,731051
1920013,92,1,dragon_skin,211013,20000,밀라타스 스킨 (정상가) 현금,,2023-04-29 00:00:00,,,731061
1920014,92,1,dragon_skin,211014,10000,밀라타스 스킨 (할인가) 현금,,2023-04-29 00:00:00,2023-05-13 00:00:00,,731061
1920015,92,1,dragon_skin,211015,20000,프라이드 스킨 (정상가) 현금,,2023-05-13 00:00:00,,,731071
