order,did,구분 설명아이디,구분명,드래곤 구분,성급,직군,속성,속성,덱 컨셉,,스킬 구분,스킬 이름,설명,소모마나,진화시 획득,우선순위,비고,,,,,,,,,,,,,,,,
162,120581,1205812,땅 블랙찡또,블랙찡또,4,공격,땅,,크리티컬덱_4,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
163,120581,1205813,땅 블랙찡또,블랙찡또,4,공격,땅,,크리티컬덱_4,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
164,120581,1205814,땅 블랙찡또,블랙찡또,4,공격,땅,,크리티컬덱_4,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
165,120582,1205821,물 블랙찡또,블랙찡또,4,공격,물,,버프,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
166,120582,1205822,물 블랙찡또,블랙찡또,4,공격,물,,버프,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
167,120582,1205823,물 블랙찡또,블랙찡또,4,공격,물,,버프,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
168,120582,1205824,물 블랙찡또,블랙찡또,4,공격,물,,버프,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
169,120584,1205841,빛 블랙찡또,블랙찡또,4,공격,빛,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
170,120584,1205842,빛 블랙찡또,블랙찡또,4,공격,빛,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
171,120584,1205843,빛 블랙찡또,블랙찡또,4,공격,빛,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
172,120584,1205846,빛 블랙찡또,블랙찡또,4,공격,빛,,특수,,6.리더 스킬,#N/A,#N/A,,성룡,2순위,,,,,,,,,,,,,,,,,
173,120585,1205851,어둠 블랙찡또,블랙찡또,4,공격,어둠,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
174,120585,1205852,어둠 블랙찡또,블랙찡또,4,공격,어둠,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
175,120585,1205853,어둠 블랙찡또,블랙찡또,4,공격,어둠,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
176,120585,1205856,어둠 블랙찡또,블랙찡또,4,공격,어둠,,특수,,6.리더 스킬,#N/A,#N/A,,성룡,2순위,,,,,,,,,,,,,,,,,
177,120301,1203011,땅 삐에로드래곤,삐에로드래곤,4,공격,땅,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
178,120301,1203012,땅 삐에로드래곤,삐에로드래곤,4,공격,땅,,특수,,2.패시브 1,#N/A,#N/A,,,1순위,,,,,,,,,,,,,,,,,
179,120301,1203013,땅 삐에로드래곤,삐에로드래곤,4,공격,땅,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
180,120301,1203016,땅 삐에로드래곤,삐에로드래곤,4,공격,땅,,특수,,6.리더 스킬,#N/A,#N/A,,성룡,2순위,,,,,,,,,,,,,,,,,
181,120302,1203021,물 삐에로드래곤,삐에로드래곤,4,공격,물,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,1순위,,,,,,,,,,,,,,,,,
182,120302,1203022,물 삐에로드래곤,삐에로드래곤,4,공격,물,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
183,120302,1203023,물 삐에로드래곤,삐에로드래곤,4,공격,물,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
184,120302,1203025,물 삐에로드래곤,삐에로드래곤,4,공격,물,,상태이상,,5.드래그 강화,#N/A,#N/A,2,성룡,1순위,,,,,,,,,,,,,,,,,
185,120303,1203031,불 삐에로드래곤,삐에로드래곤,4,공격,불,,공속덱_4,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
186,120303,1203032,불 삐에로드래곤,삐에로드래곤,4,공격,불,,공속덱_4,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
187,120303,1203033,불 삐에로드래곤,삐에로드래곤,4,공격,불,,공속덱_4,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
188,120303,1203035,불 삐에로드래곤,삐에로드래곤,4,공격,불,,공속덱_4,,5.드래그 강화,#N/A,#N/A,2,성룡,2순위,,,,,,,,,,,,,,,,,
189,120304,1203041,빛 삐에로드래곤,삐에로드래곤,4,공격,빛,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,1순위,,,,,,,,,,,,,,,,,
190,120304,1203042,빛 삐에로드래곤,삐에로드래곤,4,공격,빛,,상태이상,,2.패시브 1,#N/A,#N/A,,,1순위,,,,,,,,,,,,,,,,,
191,120304,1203043,빛 삐에로드래곤,삐에로드래곤,4,공격,빛,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
192,120304,1203045,빛 삐에로드래곤,삐에로드래곤,4,공격,빛,,상태이상,,5.드래그 강화,#N/A,#N/A,2,성룡,1순위,,,,,,,,,,,,,,,,,
193,120305,1203051,어둠 삐에로드래곤,삐에로드래곤,4,공격,어둠,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
194,120305,1203052,어둠 삐에로드래곤,삐에로드래곤,4,공격,어둠,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
195,120305,1203053,어둠 삐에로드래곤,삐에로드래곤,4,공격,어둠,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
196,120305,1203056,어둠 삐에로드래곤,삐에로드래곤,4,공격,어둠,,특수,,6.리더 스킬,#N/A,#N/A,,성룡,2순위,,,,,,,,,,,,,,,,,
197,120122,1201221,물 사이커드래곤,사이커드래곤,4,방어,물,,방어력덱_4,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
198,120122,1201222,물 사이커드래곤,사이커드래곤,4,방어,물,,방어력덱_4,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
199,120122,1201223,물 사이커드래곤,사이커드래곤,4,방어,물,,방어력덱_4,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
200,120122,1201224,물 사이커드래곤,사이커드래곤,4,방어,물,,방어력덱_4,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
201,120123,1201231,불 사이커드래곤,사이커드래곤,4,방어,불,,CC,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
202,120123,1201232,불 사이커드래곤,사이커드래곤,4,방어,불,,CC,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
203,120123,1201233,불 사이커드래곤,사이커드래곤,4,방어,불,,CC,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
204,120123,1201234,불 사이커드래곤,사이커드래곤,4,방어,불,,CC,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
205,120124,1201241,빛 사이커드래곤,사이커드래곤,4,방어,빛,,HP덱_4,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
206,120124,1201242,빛 사이커드래곤,사이커드래곤,4,방어,빛,,HP덱_4,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
207,120124,1201243,빛 사이커드래곤,사이커드래곤,4,방어,빛,,HP덱_4,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
208,120124,1201244,빛 사이커드래곤,사이커드래곤,4,방어,빛,,HP덱_4,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
209,120125,1201251,어둠 사이커드래곤,사이커드래곤,4,방어,어둠,,CC,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
210,120125,1201252,어둠 사이커드래곤,사이커드래곤,4,방어,어둠,,CC,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
211,120125,1201253,어둠 사이커드래곤,사이커드래곤,4,방어,어둠,,CC,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
212,120125,1201254,어둠 사이커드래곤,사이커드래곤,4,방어,어둠,,CC,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
213,120421,1204211,땅 수라드래곤,수라드래곤,4,공격,땅,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
214,120421,1204212,땅 수라드래곤,수라드래곤,4,공격,땅,,특수,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
215,120421,1204213,땅 수라드래곤,수라드래곤,4,공격,땅,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
216,120421,1204215,땅 수라드래곤,수라드래곤,4,공격,땅,,특수,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
217,120422,1204221,물 수라드래곤,수라드래곤,4,공격,물,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
218,120422,1204222,물 수라드래곤,수라드래곤,4,공격,물,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
219,120422,1204223,물 수라드래곤,수라드래곤,4,공격,물,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
220,120422,1204225,물 수라드래곤,수라드래곤,4,공격,물,,해제,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
221,120423,1204231,불 수라드래곤,수라드래곤,4,공격,불,,도트덱_4,,1.드래그 스킬,#N/A,#N/A,2,,2순위,,,,,,,,,,,,,,,,,
222,120423,1204232,불 수라드래곤,수라드래곤,4,공격,불,,도트덱_4,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
223,120423,1204233,불 수라드래곤,수라드래곤,4,공격,불,,도트덱_4,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
224,120423,1204235,불 수라드래곤,수라드래곤,4,공격,불,,도트덱_4,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
225,120425,1204251,어둠 수라드래곤,수라드래곤,4,공격,어둠,,방어력덱_5,,1.드래그 스킬,#N/A,#N/A,2,,픽업테스트,,,,,,,,,,,,,,,,,
226,120425,1204252,어둠 수라드래곤,수라드래곤,4,공격,어둠,,방어력덱_5,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
227,120425,1204253,어둠 수라드래곤,수라드래곤,4,공격,어둠,,방어력덱_5,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
228,120425,1204255,어둠 수라드래곤,수라드래곤,4,공격,어둠,,방어력덱_5,,5.드래그 강화,#N/A,#N/A,2,성룡,픽업테스트,,,,,,,,,,,,,,,,,
229,120531,1205311,땅 순둥곤,순둥곤,4,회복,땅,,방어력덱_5,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
230,120531,1205312,땅 순둥곤,순둥곤,4,회복,땅,,방어력덱_5,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
231,120531,1205313,땅 순둥곤,순둥곤,4,회복,땅,,방어력덱_5,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
232,120531,1205315,땅 순둥곤,순둥곤,4,회복,땅,,방어력덱_5,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
233,120532,1205321,물 순둥곤,순둥곤,4,회복,물,,CC,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
234,120532,1205322,물 순둥곤,순둥곤,4,회복,물,,CC,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
235,120532,1205323,물 순둥곤,순둥곤,4,회복,물,,CC,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
236,120532,1205325,물 순둥곤,순둥곤,4,회복,물,,CC,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
237,120533,1205331,불 순둥곤,순둥곤,4,회복,불,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
238,120533,1205332,불 순둥곤,순둥곤,4,회복,불,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
239,120533,1205333,불 순둥곤,순둥곤,4,회복,불,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
240,120533,1205335,불 순둥곤,순둥곤,4,회복,불,,해제,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
241,120534,1205341,빛 순둥곤,순둥곤,4,회복,빛,,특수,,1.드래그 스킬,#N/A,#N/A,3,,2순위,,,,,,,,,,,,,,,,,
242,120534,1205342,빛 순둥곤,순둥곤,4,회복,빛,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
243,120534,1205343,빛 순둥곤,순둥곤,4,회복,빛,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
244,120534,1205345,빛 순둥곤,순둥곤,4,회복,빛,,특수,,5.드래그 강화,#N/A,#N/A,3,성룡,3순위,,,,,,,,,,,,,,,,,
245,120381,1203811,땅 시타엘,시타엘,4,방어,땅,,방어력덱_4,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
246,120381,1203812,땅 시타엘,시타엘,4,방어,땅,,방어력덱_4,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
247,120381,1203813,땅 시타엘,시타엘,4,방어,땅,,방어력덱_4,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
248,120381,1203815,땅 시타엘,시타엘,4,방어,땅,,방어력덱_4,,5.드래그 강화,#N/A,#N/A,1,성룡,3순위,,,,,,,,,,,,,,,,,
249,120381,1203816,땅 시타엘,시타엘,4,방어,땅,,방어력덱_4,,6.리더 스킬,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
250,120383,1203831,불 시타엘,시타엘,4,방어,불,,특수,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
251,120383,1203832,불 시타엘,시타엘,4,방어,불,,특수,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
252,120383,1203833,불 시타엘,시타엘,4,방어,불,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
253,120383,1203835,불 시타엘,시타엘,4,방어,불,,특수,,5.드래그 강화,#N/A,#N/A,1,성룡,3순위,,,,,,,,,,,,,,,,,
254,120383,1203836,불 시타엘,시타엘,4,방어,불,,특수,,6.리더 스킬,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
255,120384,1203841,빛 시타엘,시타엘,4,방어,빛,,해제,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
256,120384,1203842,빛 시타엘,시타엘,4,방어,빛,,해제,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
257,120384,1203843,빛 시타엘,시타엘,4,방어,빛,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
258,120384,1203845,빛 시타엘,시타엘,4,방어,빛,,해제,,5.드래그 강화,#N/A,#N/A,1,성룡,3순위,,,,,,,,,,,,,,,,,
259,120384,1203846,빛 시타엘,시타엘,4,방어,빛,,해제,,6.리더 스킬,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
260,120385,1203851,어둠 시타엘,시타엘,4,방어,어둠,,CC,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
261,120385,1203852,어둠 시타엘,시타엘,4,방어,어둠,,CC,,2.패시브 1,#N/A,#N/A,,,픽업테스트,,,,,,,,,,,,,,,,,
262,120385,1203853,어둠 시타엘,시타엘,4,방어,어둠,,CC,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
263,120385,1203855,어둠 시타엘,시타엘,4,방어,어둠,,CC,,5.드래그 강화,#N/A,#N/A,1,성룡,3순위,,,,,,,,,,,,,,,,,
264,120385,1203856,어둠 시타엘,시타엘,4,방어,어둠,,CC,,6.리더 스킬,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
265,120443,1204435,불 아르주나,아르주나,4,공격,불,,특수,,5.드래그 강화,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
266,120443,1204431,불 아르주나,아르주나,4,공격,불,,특수,,1.드래그 스킬,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
267,120443,1204436,불 아르주나,아르주나,4,공격,불,,특수,,6.리더 스킬,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
268,120443,1204432,불 아르주나,아르주나,4,공격,불,,특수,,2.패시브 1,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
269,120443,1204433,불 아르주나,아르주나,4,공격,불,,특수,,3.패시브 2,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
270,120172,1201721,물 에일리언드래곤,에일리언드래곤,4,지원,물,에일리언드래곤 물,상태이상덱_5,,1.드래그 스킬,#N/A,#N/A,2,,1순위,,,,,,,,,,,,,,,,,
271,120172,1201722,물 에일리언드래곤,에일리언드래곤,4,지원,물,에일리언드래곤 물,상태이상덱_5,,2.패시브 1,#N/A,#N/A,,,3순위,8/17 수정,,,,,,,,,,,,,,,,
272,120172,1201723,물 에일리언드래곤,에일리언드래곤,4,지원,물,에일리언드래곤 물,상태이상덱_5,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
273,120172,1201725,물 에일리언드래곤,에일리언드래곤,4,지원,물,에일리언드래곤 물,상태이상덱_5,,5.드래그 강화,#N/A,#N/A,2,성룡,1순위,,,,,,,,,,,,,,,,,
274,120173,1201731,불 에일리언드래곤,에일리언드래곤,4,지원,불,에일리언드래곤 불,도트덱_4,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
275,120173,1201732,불 에일리언드래곤,에일리언드래곤,4,지원,불,에일리언드래곤 불,도트덱_4,,2.패시브 1,#N/A,#N/A,,,3순위,8/17 수정,,,,,,,,,,,,,,,,
276,120173,1201733,불 에일리언드래곤,에일리언드래곤,4,지원,불,에일리언드래곤 불,도트덱_4,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
277,120173,1201735,불 에일리언드래곤,에일리언드래곤,4,지원,불,에일리언드래곤 불,도트덱_4,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
278,120174,1201741,빛 에일리언드래곤,에일리언드래곤,4,지원,빛,에일리언드래곤 빛,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
279,120174,1201742,빛 에일리언드래곤,에일리언드래곤,4,지원,빛,에일리언드래곤 빛,해제,,2.패시브 1,#N/A,#N/A,,,3순위,8/17 수정,,,,,,,,,,,,,,,,
280,120174,1201743,빛 에일리언드래곤,에일리언드래곤,4,지원,빛,에일리언드래곤 빛,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
281,120174,1201745,빛 에일리언드래곤,에일리언드래곤,4,지원,빛,에일리언드래곤 빛,해제,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
282,120175,1201751,어둠 에일리언드래곤,에일리언드래곤,4,지원,어둠,에일리언드래곤 어둠,CC,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
283,120175,1201752,어둠 에일리언드래곤,에일리언드래곤,4,지원,어둠,에일리언드래곤 어둠,CC,,2.패시브 1,#N/A,#N/A,,,3순위,8/17 수정,,,,,,,,,,,,,,,,
284,120175,1201753,어둠 에일리언드래곤,에일리언드래곤,4,지원,어둠,에일리언드래곤 어둠,CC,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
285,120175,1201755,어둠 에일리언드래곤,에일리언드래곤,4,지원,어둠,에일리언드래곤 어둠,CC,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
286,120041,1200411,땅 오르페우스,오르페우스,4,공격,땅,,공격력덱_4,,1.드래그 스킬,#N/A,#N/A,2,,픽업테스트,,,,,,,,,,,,,,,,,
287,120041,1200412,땅 오르페우스,오르페우스,4,공격,땅,,공격력덱_4,,2.패시브 1,#N/A,#N/A,,,1순위,,,,,,,,,,,,,,,,,
288,120041,1200413,땅 오르페우스,오르페우스,4,공격,땅,,공격력덱_4,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
289,120041,1200415,땅 오르페우스,오르페우스,4,공격,땅,,공격력덱_4,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
290,120042,1200421,물 오르페우스,오르페우스,4,공격,물,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
291,120042,1200422,물 오르페우스,오르페우스,4,공격,물,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
292,120042,1200424,물 오르페우스,오르페우스,4,공격,물,,상태이상,,4.스탯 강화,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
293,120042,1200425,물 오르페우스,오르페우스,4,공격,물,,상태이상,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
294,120043,1200431,불 오르페우스,오르페우스,4,공격,불,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
295,120043,1200432,불 오르페우스,오르페우스,4,공격,불,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
296,120043,1200433,불 오르페우스,오르페우스,4,공격,불,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
297,120043,1200434,불 오르페우스,오르페우스,4,공격,불,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
298,120045,1200451,어둠 오르페우스,오르페우스,4,공격,어둠,,CC,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
299,120045,1200452,어둠 오르페우스,오르페우스,4,공격,어둠,,CC,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
300,120045,1200453,어둠 오르페우스,오르페우스,4,공격,어둠,,CC,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
301,120045,1200455,어둠 오르페우스,오르페우스,4,공격,어둠,,CC,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
302,120391,1203911,땅 원더드래곤,원더드래곤,4,공격,땅,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
303,120391,1203912,땅 원더드래곤,원더드래곤,4,공격,땅,,해제,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
304,120391,1203913,땅 원더드래곤,원더드래곤,4,공격,땅,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
305,120391,1203915,땅 원더드래곤,원더드래곤,4,공격,땅,,해제,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
306,120391,1203916,땅 원더드래곤,원더드래곤,4,공격,땅,,해제,,6.리더 스킬,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
307,120392,1203921,물 원더드래곤,원더드래곤,4,공격,물,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
308,120392,1203922,물 원더드래곤,원더드래곤,4,공격,물,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
309,120392,1203923,물 원더드래곤,원더드래곤,4,공격,물,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
310,120392,1203925,물 원더드래곤,원더드래곤,4,공격,물,,해제,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
311,120392,1203926,물 원더드래곤,원더드래곤,4,공격,물,,해제,,6.리더 스킬,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
312,120393,1203931,불 원더드래곤,원더드래곤,4,공격,불,,크리티컬덱_4 / 크리티컬덱_5,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
313,120393,1203932,불 원더드래곤,원더드래곤,4,공격,불,,크리티컬덱_4 / 크리티컬덱_5,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
314,120393,1203933,불 원더드래곤,원더드래곤,4,공격,불,,크리티컬덱_4 / 크리티컬덱_5,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
315,120393,1203935,불 원더드래곤,원더드래곤,4,공격,불,,크리티컬덱_4 / 크리티컬덱_5,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
316,120393,1203936,불 원더드래곤,원더드래곤,4,공격,불,,크리티컬덱_4 / 크리티컬덱_5,,6.리더 스킬,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
317,120395,1203951,어둠 원더드래곤,원더드래곤,4,공격,어둠,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
318,120395,1203952,어둠 원더드래곤,원더드래곤,4,공격,어둠,,특수,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
319,120395,1203953,어둠 원더드래곤,원더드래곤,4,공격,어둠,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
320,120395,1203955,어둠 원더드래곤,원더드래곤,4,공격,어둠,,특수,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
321,120395,1203956,어둠 원더드래곤,원더드래곤,4,공격,어둠,,특수,,6.리더 스킬,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
322,120511,1205111,땅 테디드래곤,테디드래곤,4,회복,땅,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
323,120511,1205112,땅 테디드래곤,테디드래곤,4,회복,땅,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
