day,r_date,r_day,start_date,end_date,hidden_open_date,noti,r_start,r_end,r_1번 드래곤,r_2번 드래곤,r_3번 드래곤,r_1번 드래곤,r_2번 드래곤,r_3번 드래곤,r_확률업_1,r_확률업_2,first_1,first_2,first_3,second_1,second_2,second_3,chance_up_1,chance_up_1_pos,chance_up_2,chance_up_2_pos,t_first_name,t_second_name,badge_first,badge_second,badge_first_1,badge_first_2,badge_first_3,badge_second_1,badge_second_2,badge_second_3
20220715,2022/07/15,금,2022-07-07 0:00:00,2022-07-21 0:00:00,,,0,0,어둠 가이안,어둠 가이안,어둠 가이안,빛 미스틱티니,빛 파라오드래곤,빛 스트라,,,771455,771455,771455,771174,770314,771534,,-10;10;0.7,,0;0;1,가이안,,,,,,,,,
20220716,2022/07/16,토,2022-07-07 0:00:00,2022-07-21 0:00:00,20220716,global_anniversary,0,0,절대적인 전설의 알,절대적인 전설의 알,빛나는 전설의 알,땅 헬가스트,물 가루다,빛 파이거,,,703025,703025,703001,770671,770212,770244,,-10;10;0.7,,0;0;1,이벤트,,,,event,event,event,,,
20220717,2022/07/17,일,2022-07-07 0:00:00,2022-07-21 0:00:00,20220716,global_anniversary,0,0,절대적인 전설의 알,절대적인 전설의 알,빛나는 전설의 알,땅 헬가스트,물 가루다,빛 파이거,,,703025,703025,703001,770671,770212,770244,,-10;10;0.7,,0;0;1,이벤트,,,,event,event,event,,,
20220718,2022/07/18,월,2022-07-07 0:00:00,2022-07-21 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20220719,2022/07/19,화,2022-07-07 0:00:00,2022-07-21 0:00:00,,,0,0,빛 다르누스,빛 다르누스,빛 다르누스,불 미스틱티니,불 뱃도치드래곤,불 미이라곤,,,771714,771714,771714,771173,771113,771143,,-10;10;0.7,,0;0;1,다르누스,,,,,,,,,
20220720,2022/07/20,수,2022-07-07 0:00:00,2022-07-21 0:00:00,,,0,0,빛 다르누스,빛 다르누스,빛 다르누스,불 미스틱티니,불 뱃도치드래곤,불 미이라곤,,,771714,771714,771714,771173,771113,771143,,-10;10;0.7,,0;0;1,다르누스,,,,,,,,,
20220721,2022/07/21,목,2022-07-07 0:00:00,2022-08-04 0:00:00,,,0,14,어둠 일란,어둠 일란,어둠 일란,빛 페어리드래곤,빛 가루다,빛 사이커드래곤,,,771415,771415,771415,770114,770214,770124,,-10;10;0.7,,0;0;1,일란,,,,,,,,,
20220722,2022/07/22,금,2022-07-07 0:00:00,2022-08-04 0:00:00,,,0,0,어둠 일란,어둠 일란,어둠 일란,빛 페어리드래곤,빛 가루다,빛 사이커드래곤,,,771415,771415,771415,770114,770214,770124,,-10;10;0.7,,0;0;1,일란,,,,,,,,,
20220723,2022/07/23,토,2022-07-21 0:00:00,2022-08-04 0:00:00,,,14,0,빛 아프로디테,빛 아프로디테,빛 아프로디테,빛 블랙찡또,물 파라오드래곤,불 와일드드래곤,,,770714,770714,770714,770584,770312,770703,,-10;10;0.7,,0;0;1,아프로디테,,,,,,,,,
20220724,2022/07/24,일,2022-07-21 0:00:00,2022-08-04 0:00:00,,,0,0,빛 아프로디테,빛 아프로디테,빛 아프로디테,빛 블랙찡또,물 파라오드래곤,불 와일드드래곤,,,770714,770714,770714,770584,770312,770703,,-10;10;0.7,,0;0;1,아프로디테,,,,,,,,,
20220725,2022/07/25,월,2022-07-21 0:00:00,2022-08-04 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20220726,2022/07/26,화,2022-07-21 0:00:00,2022-08-04 0:00:00,,,0,0,어둠 토템드래곤,어둠 토템드래곤,어둠 토템드래곤,땅 삐에로드래곤,땅 테디드래곤,땅 말덱,,,770655,770655,770655,770301,770511,770641,,-10;10;0.7,,0;0;1,토템드래곤,,,,,,,,,
20220727,2022/07/27,수,2022-07-21 0:00:00,2022-08-04 0:00:00,,,0,0,어둠 토템드래곤,어둠 토템드래곤,어둠 토템드래곤,땅 삐에로드래곤,땅 테디드래곤,땅 말덱,,,770655,770655,770655,770301,770511,770641,,-10;10;0.7,,0;0;1,토템드래곤,,,,,,,,,
20220728,2022/07/28,목,2022-07-21 0:00:00,2022-08-04 0:00:00,,,0,0,빛 블랙아머,빛 블랙아머,빛 블랙아머,물 미스틱티니,물 뱃도치드래곤,물 미이라곤,,,770684,770684,770684,771172,771112,771142,,-10;10;0.7,,0;0;1,블랙아머,,,,,,,,,
20220729,2022/07/29,금,2022-07-21 0:00:00,2022-08-04 0:00:00,,,0,0,빛 블랙아머,빛 블랙아머,빛 블랙아머,물 미스틱티니,물 뱃도치드래곤,물 미이라곤,,,770684,770684,770684,771172,771112,771142,,-10;10;0.7,,0;0;1,블랙아머,,,,,,,,,
20220730,2022/07/30,토,2022-07-21 0:00:00,2022-08-04 0:00:00,,,0,0,어둠 멜로우드래곤,어둠 멜로우드래곤,어둠 멜로우드래곤,땅 미스틱티니,땅 뱃도치드래곤,땅 미이라곤,,,771025,771025,771025,771171,771111,771141,,-10;10;0.7,,0;0;1,멜로우드래곤,,,,,,,,,
20220731,2022/07/31,일,2022-07-21 0:00:00,2022-08-04 0:00:00,,,0,0,어둠 멜로우드래곤,어둠 멜로우드래곤,어둠 멜로우드래곤,땅 미스틱티니,땅 뱃도치드래곤,땅 미이라곤,,,771025,771025,771025,771171,771111,771141,,-10;10;0.7,,0;0;1,멜로우드래곤,,,,,,,,,
20220801,2022/08/01,월,2022-07-21 0:00:00,2022-08-04 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20220802,2022/08/02,화,2022-07-21 0:00:00,2022-08-04 0:00:00,,,0,0,빛 트로페우스,빛 트로페우스,빛 트로페우스,땅 테디드래곤,땅 원더드래곤,땅 순둥곤,,,771164,771164,771164,770511,770391,770531,,-10;10;0.7,,0;0;1,트로페우스,,,,,,,,,
20220803,2022/08/03,수,2022-07-21 0:00:00,2022-08-04 0:00:00,,,0,0,빛 트로페우스,빛 트로페우스,빛 트로페우스,땅 테디드래곤,땅 원더드래곤,땅 순둥곤,,,771164,771164,771164,770511,770391,770531,,-10;10;0.7,,0;0;1,트로페우스,,,,,,,,,
20220804,2022/08/04,목,2022-07-21 0:00:00,2022-08-18 0:00:00,,,0,14,어둠 포포모,어둠 포포모,어둠 포포모,어둠 미이라곤,어둠 페어리드래곤,빛 테디드래곤,,,771575,771575,771575,771145,770115,770514,,-10;10;0.7,,0;0;1,포포모,,,,,,,,,
20220805,2022/08/05,금,2022-07-21 0:00:00,2022-08-18 0:00:00,,,0,0,어둠 포포모,어둠 포포모,어둠 포포모,어둠 미이라곤,어둠 페어리드래곤,빛 테디드래곤,,,771575,771575,771575,771145,770115,770514,,-10;10;0.7,,0;0;1,포포모,,,,,,,,,
20220806,2022/08/06,토,2022-08-04 0:00:00,2022-08-18 0:00:00,,,14,0,빛 발록,빛 발록,빛 발록,빛 시타엘,빛 시타엘,빛 시타엘,,,771544,771544,771544,770384,770384,770384,,-10;10;0.7,,0;0;1,발록,,,,,,,,,
20220807,2022/08/07,일,2022-08-04 0:00:00,2022-08-18 0:00:00,,,0,0,빛 발록,빛 발록,빛 발록,빛 시타엘,빛 시타엘,빛 시타엘,,,771544,771544,771544,770384,770384,770384,,-10;10;0.7,,0;0;1,발록,,,,,,,,,
20220808,2022/08/08,월,2022-08-04 0:00:00,2022-08-18 0:00:00,,,0,0,빛나는 전설의 알,빛나는 전설의 알,빛나는 전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703001,703001,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20220809,2022/08/09,화,2022-08-04 0:00:00,2022-08-18 0:00:00,,,0,0,어둠 타로스,어둠 타로스,어둠 타로스,땅 테디드래곤,땅 테디드래곤,땅 테디드래곤,,,770845,770845,770845,770511,770511,770511,,-10;10;0.7,,0;0;1,타로스,,,,,,,,,
20220810,2022/08/10,수,2022-08-04 0:00:00,2022-08-18 0:00:00,,,0,0,어둠 타로스,어둠 타로스,어둠 타로스,땅 테디드래곤,땅 테디드래곤,땅 테디드래곤,,,770845,770845,770845,770511,770511,770511,,-10;10;0.7,,0;0;1,타로스,,,,,,,,,
20220811,2022/08/11,목,2022-08-04 0:00:00,2022-08-18 0:00:00,,,0,0,빛 혼,빛 혼,빛 혼,물 미이라곤,물 미이라곤,물 미이라곤,,,771524,771524,771524,771142,771142,771142,,-10;10;0.7,,0;0;1,혼,,,,,,,,,
20220812,2022/08/12,금,2022-08-04 0:00:00,2022-08-18 0:00:00,,,0,0,빛 혼,빛 혼,빛 혼,물 미이라곤,물 미이라곤,물 미이라곤,,,771524,771524,771524,771142,771142,771142,,-10;10;0.7,,0;0;1,혼,,,,,,,,,
20220813,2022/08/13,토,2022-08-04 0:00:00,2022-08-18 0:00:00,,,0,0,어둠 스마트드래곤,어둠 스마트드래곤,어둠 스마트드래곤,불 뱃도치드래곤,불 뱃도치드래곤,불 뱃도치드래곤,,,770435,770435,770435,771113,771113,771113,,-10;10;0.7,,0;0;1,스마트드래곤,,,,,,,,,
20220814,2022/08/14,일,2022-08-04 0:00:00,2022-08-18 0:00:00,,,0,0,어둠 스마트드래곤,어둠 스마트드래곤,어둠 스마트드래곤,불 뱃도치드래곤,불 뱃도치드래곤,불 뱃도치드래곤,,,770435,770435,770435,771113,771113,771113,,-10;10;0.7,,0;0;1,스마트드래곤,,,,,,,,,
20220815,2022/08/15,월,2022-08-04 0:00:00,2022-08-18 0:00:00,,,0,0,빛나는 전설의 알,빛나는 전설의 알,빛나는 전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703001,703001,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20220816,2022/08/16,화,2022-08-04 0:00:00,2022-08-18 0:00:00,,,0,0,빛 디멘션드래곤,빛 디멘션드래곤,빛 디멘션드래곤,빛 스트라,빛 스트라,빛 스트라,,,771404,771404,771404,771534,771534,771534,,-10;10;0.7,,0;0;1,디멘션드래곤,,,,,,,,,
20220817,2022/08/17,수,2022-08-04 0:00:00,2022-08-18 0:00:00,,,0,0,빛 디멘션드래곤,빛 디멘션드래곤,빛 디멘션드래곤,빛 스트라,빛 스트라,빛 스트라,,,771404,771404,771404,771534,771534,771534,,-10;10;0.7,,0;0;1,디멘션드래곤,,,,,,,,,
20220818,2022/08/18,목,2022-08-04 0:00:00,2022-09-01 0:00:00,,,0,14,어둠 아프로디테,어둠 아프로디테,어둠 아프로디테,어둠 삐에로드래곤,어둠 삐에로드래곤,어둠 삐에로드래곤,,,770715,770715,770715,770305,770305,770305,,-10;10;0.7,,0;0;1,아프로디테,,,,,,,,,
20220819,2022/08/19,금,2022-08-04 0:00:00,2022-09-01 0:00:00,,,0,0,어둠 아프로디테,어둠 아프로디테,어둠 아프로디테,어둠 삐에로드래곤,어둠 삐에로드래곤,어둠 삐에로드래곤,,,770715,770715,770715,770305,770305,770305,,-10;10;0.7,,0;0;1,아프로디테,,,,,,,,,
20220820,2022/08/20,토,2022-08-18 0:00:00,2022-09-01 0:00:00,20220820,global_anniversary,14,0,절대적인 전설의 알,절대적인 전설의 알,절대적인 전설의 알,땅 카멜레용,땅 카멜레용,땅 카멜레용,,,703025,703025,703025,770851,770851,770851,,-10;10;0.7,,0;0;1,이벤트,,,,,,,,,
20220821,2022/08/21,일,2022-08-18 0:00:00,2022-09-01 0:00:00,20220820,global_anniversary,0,0,절대적인 전설의 알,절대적인 전설의 알,절대적인 전설의 알,땅 카멜레용,땅 카멜레용,땅 카멜레용,,,703025,703025,703025,770851,770851,770851,,-10;10;0.7,,0;0;1,이벤트,,,,,,,,,
20220822,2022/08/22,월,2022-08-18 0:00:00,2022-09-01 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20220823,2022/08/23,화,2022-08-18 0:00:00,2022-09-01 0:00:00,,,0,0,빛 코스모,빛 코스모,빛 코스모,물 블랙찡또,물 블랙찡또,물 블랙찡또,,,771484,771484,771484,770582,770582,770582,,-10;10;0.7,,0;0;1,코스모,,,,,,,,,
20220824,2022/08/24,수,2022-08-18 0:00:00,2022-09-01 0:00:00,,,0,0,빛 코스모,빛 코스모,빛 코스모,물 블랙찡또,물 블랙찡또,물 블랙찡또,,,771484,771484,771484,770582,770582,770582,,-10;10;0.7,,0;0;1,코스모,,,,,,,,,
20220825,2022/08/25,목,2022-08-18 0:00:00,2022-09-01 0:00:00,,,0,0,어둠 블랙퀸,어둠 블랙퀸,어둠 블랙퀸,불 와일드드래곤,불 와일드드래곤,불 와일드드래곤,,,770625,770625,770625,770703,770703,770703,,-10;10;0.7,,0;0;1,블랙퀸,,,,,,,,,
20220826,2022/08/26,금,2022-08-18 0:00:00,2022-09-01 0:00:00,,,0,0,어둠 블랙퀸,어둠 블랙퀸,어둠 블랙퀸,불 와일드드래곤,불 와일드드래곤,불 와일드드래곤,,,770625,770625,770625,770703,770703,770703,,-10;10;0.7,,0;0;1,블랙퀸,,,,,,,,,
20220827,2022/08/27,토,2022-08-18 0:00:00,2022-09-01 0:00:00,20220827,global_anniversary,0,0,미중복 절대적인 전설의 알,절대적인 전설의 알,빛나는 전설의 알,빛 파라오드래곤,빛 파라오드래곤,빛 파라오드래곤,,,703038,703025,703001,770314,770314,770314,,-10;10;0.7,,0;0;1,미중복 절대적인 전설의 알,,,,event,event,event,,,
20220828,2022/08/28,일,2022-08-18 0:00:00,2022-09-01 0:00:00,20220827,global_anniversary,0,0,미중복 절대적인 전설의 알,절대적인 전설의 알,빛나는 전설의 알,빛 파라오드래곤,빛 파라오드래곤,빛 파라오드래곤,,,703038,703025,703001,770314,770314,770314,,-10;10;0.7,,0;0;1,미중복 절대적인 전설의 알,,,,event,event,event,,,
20220829,2022/08/29,월,2022-08-18 0:00:00,2022-09-01 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20220830,2022/08/30,화,2022-08-18 0:00:00,2022-09-01 0:00:00,,,0,0,어둠 게일드래곤,어둠 게일드래곤,어둠 게일드래곤,어둠 원더드래곤,어둠 원더드래곤,어둠 원더드래곤,,,771045,771045,771045,770395,770395,770395,,-10;10;0.7,,0;0;1,게일드래곤,,,,,,,,,
20220831,2022/08/31,수,2022-08-18 0:00:00,2022-09-01 0:00:00,,,0,0,어둠 게일드래곤,어둠 게일드래곤,어둠 게일드래곤,어둠 원더드래곤,어둠 원더드래곤,어둠 원더드래곤,,,771045,771045,771045,770395,770395,770395,,-10;10;0.7,,0;0;1,게일드래곤,,,,,,,,,
20220901,2022/09/01,목,2022-08-18 0:00:00,2022-09-15 0:00:00,,,0,14,빛 슈팅스타,빛 슈팅스타,빛 슈팅스타,땅 카멜레용,땅 카멜레용,땅 카멜레용,,,770904,770904,770904,770851,770851,770851,,-10;10;0.7,,0;0;1,슈팅스타,,,,,,,,,
20220902,2022/09/02,금,2022-08-18 0:00:00,2022-09-15 0:00:00,,,0,0,빛 슈팅스타,빛 슈팅스타,빛 슈팅스타,땅 카멜레용,땅 카멜레용,땅 카멜레용,,,770904,770904,770904,770851,770851,770851,,-10;10;0.7,,0;0;1,슈팅스타,,,,,,,,,
20220903,2022/09/03,토,2022-09-01 0:00:00,2022-09-15 0:00:00,,,14,0,어둠 타이탄,어둠 타이탄,어둠 타이탄,물 파이거,물 파이거,물 파이거,,,770775,770775,770775,770242,770242,770242,,-10;10;0.7,,0;0;1,타이탄,,,,,,,,,
20220904,2022/09/04,일,2022-09-01 0:00:00,2022-09-15 0:00:00,,,0,0,어둠 타이탄,어둠 타이탄,어둠 타이탄,물 파이거,물 파이거,물 파이거,,,770775,770775,770775,770242,770242,770242,,-10;10;0.7,,0;0;1,타이탄,,,,,,,,,
20220905,2022/09/05,월,2022-09-01 0:00:00,2022-09-15 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20220906,2022/09/06,화,2022-09-01 0:00:00,2022-09-15 0:00:00,,,0,0,빛 멜로우드래곤,빛 멜로우드래곤,빛 멜로우드래곤,불 순둥곤,불 순둥곤,불 순둥곤,,,771024,771024,771024,770533,770533,770533,,-10;10;0.7,,0;0;1,멜로우드래곤,,,,,,,,,
20220907,2022/09/07,수,2022-09-01 0:00:00,2022-09-15 0:00:00,,,0,0,빛 멜로우드래곤,빛 멜로우드래곤,빛 멜로우드래곤,불 순둥곤,불 순둥곤,불 순둥곤,,,771024,771024,771024,770533,770533,770533,,-10;10;0.7,,0;0;1,멜로우드래곤,,,,,,,,,
20220908,2022/09/08,목,2022-09-01 0:00:00,2022-09-15 0:00:00,,,0,0,어둠 마룡,어둠 마룡,어둠 마룡,빛 에일리언드래곤,빛 에일리언드래곤,빛 에일리언드래곤,,,771185,771185,771185,770174,770174,770174,,-10;10;0.7,,0;0;1,마룡,,,,,,,,,
20220909,2022/09/09,금,2022-09-01 0:00:00,2022-09-15 0:00:00,,,0,0,어둠 마룡,어둠 마룡,어둠 마룡,빛 에일리언드래곤,빛 에일리언드래곤,빛 에일리언드래곤,,,771185,771185,771185,770174,770174,770174,,-10;10;0.7,,0;0;1,마룡,,,,,,,,,
20220910,2022/09/10,토,2022-09-01 0:00:00,2022-09-15 0:00:00,,,0,0,빛 바그마,빛 바그마,빛 바그마,어둠 헬가스트,어둠 헬가스트,어둠 헬가스트,,,770824,770824,770824,770675,770675,770675,,-10;10;0.7,,0;0;1,바그마,,,,,,,,,
20220911,2022/09/11,일,2022-09-01 0:00:00,2022-09-15 0:00:00,,,0,0,빛 바그마,빛 바그마,빛 바그마,어둠 헬가스트,어둠 헬가스트,어둠 헬가스트,,,770824,770824,770824,770675,770675,770675,,-10;10;0.7,,0;0;1,바그마,,,,,,,,,
20220912,2022/09/12,월,2022-09-01 0:00:00,2022-09-15 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20220913,2022/09/13,화,2022-09-01 0:00:00,2022-09-15 0:00:00,,,0,0,어둠 포세이돈,어둠 포세이돈,어둠 포세이돈,땅 페어리드래곤,땅 페어리드래곤,땅 페어리드래곤,,,771565,771565,771565,770111,770111,770111,,-10;10;0.7,,0;0;1,포세이돈,,,,,,,,,
20220914,2022/09/14,수,2022-09-01 0:00:00,2022-09-15 0:00:00,,,0,0,어둠 포세이돈,어둠 포세이돈,어둠 포세이돈,땅 페어리드래곤,땅 페어리드래곤,땅 페어리드래곤,,,771565,771565,771565,770111,770111,770111,,-10;10;0.7,,0;0;1,포세이돈,,,,,,,,,
20220915,2022/09/15,목,2022-09-01 0:00:00,2022-09-29 0:00:00,,,0,14,빛 제노스,빛 제노스,빛 제노스,물 사이커드래곤,물 사이커드래곤,물 사이커드래곤,,,771304,771304,771304,770122,770122,770122,,-10;10;0.7,,0;0;1,제노스,,,,,,,,,
20220916,2022/09/16,금,2022-09-01 0:00:00,2022-09-29 0:00:00,,,0,0,빛 제노스,빛 제노스,빛 제노스,물 사이커드래곤,물 사이커드래곤,물 사이커드래곤,,,771304,771304,771304,770122,770122,770122,,-10;10;0.7,,0;0;1,제노스,,,,,,,,,
20220917,2022/09/17,토,2022-09-15 0:00:00,2022-09-29 0:00:00,,,14,0,어둠 포포모,어둠 포포모,어둠 포포모,불 미스틱티니,불 미스틱티니,불 미스틱티니,,,771575,771575,771575,771173,771173,771173,,-10;10;0.7,,0;0;1,포포모,,,,,,,,,
20220918,2022/09/18,일,2022-09-15 0:00:00,2022-09-29 0:00:00,,,0,0,어둠 포포모,어둠 포포모,어둠 포포모,불 미스틱티니,불 미스틱티니,불 미스틱티니,,,771575,771575,771575,771173,771173,771173,,-10;10;0.7,,0;0;1,포포모,,,,,,,,,
20220919,2022/09/19,월,2022-09-15 0:00:00,2022-09-29 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20220920,2022/09/20,화,2022-09-15 0:00:00,2022-09-29 0:00:00,,,0,0,빛 틸키,빛 틸키,빛 틸키,물 원더드래곤,물 원더드래곤,물 원더드래곤,,,771504,771504,771504,770392,770392,770392,,-10;10;0.7,,0;0;1,틸키,,,,,,,,,
20220921,2022/09/21,수,2022-09-15 0:00:00,2022-09-29 0:00:00,,,0,0,빛 틸키,빛 틸키,빛 틸키,물 원더드래곤,물 원더드래곤,물 원더드래곤,,,771504,771504,771504,770392,770392,770392,,-10;10;0.7,,0;0;1,틸키,,,,,,,,,
20220922,2022/09/22,목,2022-09-15 0:00:00,2022-09-29 0:00:00,,,0,0,어둠 토템드래곤,어둠 토템드래곤,어둠 토템드래곤,땅 미이라곤,땅 미이라곤,땅 미이라곤,,,770655,770655,770655,771141,771141,771141,,-10;10;0.7,,0;0;1,토템드래곤,,,,,,,,,
20220923,2022/09/23,금,2022-09-15 0:00:00,2022-09-29 0:00:00,,,0,0,어둠 토템드래곤,어둠 토템드래곤,어둠 토템드래곤,땅 미이라곤,땅 미이라곤,땅 미이라곤,,,770655,770655,770655,771141,771141,771141,,-10;10;0.7,,0;0;1,토템드래곤,,,,,,,,,
20220924,2022/09/24,토,2022-09-15 0:00:00,2022-09-29 0:00:00,20220924,global_anniversary,0,0,어둠 마누스,절대적인 전설의 알,빛나는 전설의 알,빛 시타엘,빛 시타엘,빛 시타엘,,,771065,703025,703001,770384,770384,770384,,-10;10;0.7,,0;0;1,마누스,,,,event,event,event,,,
20220925,2022/09/25,일,2022-09-15 0:00:00,2022-09-29 0:00:00,20220924,global_anniversary,0,0,어둠 마누스,절대적인 전설의 알,빛나는 전설의 알,빛 시타엘,빛 시타엘,빛 시타엘,,,771065,703025,703001,770384,770384,770384,,-10;10;0.7,,0;0;1,마누스,,,,event,event,event,,,
20220926,2022/09/26,월,2022-09-15 0:00:00,2022-09-29 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20220927,2022/09/27,화,2022-09-15 0:00:00,2022-09-29 0:00:00,,,0,0,빛 가디언,빛 가디언,빛 가디언,어둠 뱃도치드래곤,어둠 뱃도치드래곤,어둠 뱃도치드래곤,,,771094,771094,771094,771115,771115,771115,,-10;10;0.7,,0;0;1,가디언,,,,,,,,,
20220928,2022/09/28,수,2022-09-15 0:00:00,2022-09-29 0:00:00,,,0,0,빛 가디언,빛 가디언,빛 가디언,어둠 뱃도치드래곤,어둠 뱃도치드래곤,어둠 뱃도치드래곤,,,771094,771094,771094,771115,771115,771115,,-10;10;0.7,,0;0;1,가디언,,,,,,,,,
20220929,2022/09/29,목,2022-09-15 0:00:00,2022-10-13 0:00:00,,,0,14,어둠 아프로디테,어둠 아프로디테,어둠 아프로디테,불 허리케인,불 허리케인,불 허리케인,,,770715,770715,770715,770203,770203,770203,,-10;10;0.7,,0;0;1,아프로디테,,,,,,,,,
20220930,2022/09/30,금,2022-09-15 0:00:00,2022-10-13 0:00:00,,,0,0,어둠 아프로디테,어둠 아프로디테,어둠 아프로디테,불 허리케인,불 허리케인,불 허리케인,,,770715,770715,770715,770203,770203,770203,,-10;10;0.7,,0;0;1,아프로디테,,,,,,,,,
20221001,2022/10/01,토,2022-09-29 0:00:00,2022-10-13 0:00:00,,,14,0,빛 다르누스,빛 다르누스,빛 다르누스,빛 에일리언드래곤,물 파이거,불 파라오드래곤,,,771714,771714,771714,770174,770242,770313,,-10;10;0.7,,0;0;1,다르누스,,,,,,,,,
20221002,2022/10/02,일,2022-09-29 0:00:00,2022-10-13 0:00:00,,,0,0,빛 다르누스,빛 다르누스,빛 다르누스,빛 에일리언드래곤,물 파이거,불 파라오드래곤,,,771714,771714,771714,770174,770242,770313,,-10;10;0.7,,0;0;1,다르누스,,,,,,,,,
20221003,2022/10/03,월,2022-09-29 0:00:00,2022-10-13 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설의 알,,,,,,,,,
20221004,2022/10/04,화,2022-09-29 0:00:00,2022-10-13 0:00:00,,,0,0,어둠 아르테미스드래곤,어둠 아르테미스드래곤,어둠 아르테미스드래곤,어둠 파라오드래곤,어둠 뱃도치드래곤,어둠 미이라곤,,,771705,771705,771705,770315,771115,771145,,-10;10;0.7,,0;0;1,아르테미스드래곤,,,,,,,,,
20221005,2022/10/05,수,2022-09-29 0:00:00,2022-10-13 0:00:00,,,0,0,어둠 아르테미스드래곤,어둠 아르테미스드래곤,어둠 아르테미스드래곤,어둠 파라오드래곤,어둠 뱃도치드래곤,어둠 미이라곤,,,771705,771705,771705,770315,771115,771145,,-10;10;0.7,,0;0;1,아르테미스드래곤,,,,,,,,,
20221006,2022/10/06,목,2022-09-29 0:00:00,2022-10-13 0:00:00,,,0,0,빛 제트드래곤,빛 제트드래곤,빛 제트드래곤,어둠 원더드래곤,어둠 헬가스트,어둠 파라오드래곤,,,770814,770814,770814,770395,770675,770315,,-10;10;0.7,,0;0;1,제트드래곤,,,,,,,,,
20221007,2022/10/07,금,2022-09-29 0:00:00,2022-10-13 0:00:00,,,0,0,빛 제트드래곤,빛 제트드래곤,빛 제트드래곤,어둠 원더드래곤,어둠 헬가스트,어둠 파라오드래곤,,,770814,770814,770814,770395,770675,770315,,-10;10;0.7,,0;0;1,제트드래곤,,,,,,,,,
20221008,2022/10/08,토,2022-09-29 0:00:00,2022-10-13 0:00:00,,,0,0,어둠 아가레스,어둠 아가레스,어둠 아가레스,빛 허리케인,빛 삐에로드래곤,빛 순둥곤,,,771075,771075,771075,770204,770304,770534,,-10;10;0.7,,0;0;1,아가레스,,,,,,,,,
20221009,2022/10/09,일,2022-09-29 0:00:00,2022-10-13 0:00:00,,,0,0,어둠 아가레스,어둠 아가레스,어둠 아가레스,빛 허리케인,빛 삐에로드래곤,빛 순둥곤,,,771075,771075,771075,770204,770304,770534,,-10;10;0.7,,0;0;1,아가레스,,,,,,,,,
20221010,2022/10/10,월,2022-09-29 0:00:00,2022-10-13 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설의 알,,,,,,,,,
20221011,2022/10/11,화,2022-09-29 0:00:00,2022-10-13 0:00:00,,,0,0,빛 트로페우스,빛 트로페우스,빛 트로페우스,땅 테디드래곤,땅 원더드래곤,땅 순둥곤,,,771164,771164,771164,770511,770391,770531,,-10;10;0.7,,0;0;1,트로페우스,,,,,,,,,
20221012,2022/10/12,수,2022-09-29 0:00:00,2022-10-13 0:00:00,,,0,0,빛 트로페우스,빛 트로페우스,빛 트로페우스,땅 테디드래곤,땅 원더드래곤,땅 순둥곤,,,771164,771164,771164,770511,770391,770531,,-10;10;0.7,,0;0;1,트로페우스,,,,,,,,,
