lid,season_id,r_season_id,type,r_value_2,rate,key,option_level,r_desc,key_value
10240039,102,아모르의 보호,4,39,0.008,resistance_add,19,resistance +d% (효과 저항 d% 추가),19
10240040,102,아모르의 보호,4,40,0.0075,resistance_add,20,resistance +d% (효과 저항 d% 추가),20
10250001,102,아모르의 보호,5,1,13,hit_rate_add,1,hit_rate +d% (명중률 d% 추가),1
10250002,102,아모르의 보호,5,2,11,hit_rate_add,2,hit_rate +d% (명중률 d% 추가),2
10250003,102,아모르의 보호,5,3,10,hit_rate_add,3,hit_rate +d% (명중률 d% 추가),3
10250004,102,아모르의 보호,5,4,6.3475,hit_rate_add,4,hit_rate +d% (명중률 d% 추가),4
10250005,102,아모르의 보호,5,5,4,hit_rate_add,5,hit_rate +d% (명중률 d% 추가),5
10250006,102,아모르의 보호,5,6,2.6,hit_rate_add,6,hit_rate +d% (명중률 d% 추가),6
10250007,102,아모르의 보호,5,7,1.5,hit_rate_add,7,hit_rate +d% (명중률 d% 추가),7
10250008,102,아모르의 보호,5,8,0.8,hit_rate_add,8,hit_rate +d% (명중률 d% 추가),8
10250009,102,아모르의 보호,5,9,0.3,hit_rate_add,9,hit_rate +d% (명중률 d% 추가),9
10250010,102,아모르의 보호,5,10,0.2,hit_rate_add,10,hit_rate +d% (명중률 d% 추가),10
10250011,102,아모르의 보호,5,11,0.1,hit_rate_add,11,hit_rate +d% (명중률 d% 추가),11
10250012,102,아모르의 보호,5,12,0.05,hit_rate_add,12,hit_rate +d% (명중률 d% 추가),12
10250013,102,아모르의 보호,5,13,0.03,hit_rate_add,13,hit_rate +d% (명중률 d% 추가),13
10250014,102,아모르의 보호,5,14,0.02,hit_rate_add,14,hit_rate +d% (명중률 d% 추가),14
10250015,102,아모르의 보호,5,15,0.01,hit_rate_add,15,hit_rate +d% (명중률 d% 추가),15
10250016,102,아모르의 보호,5,16,0.0095,hit_rate_add,16,hit_rate +d% (명중률 d% 추가),16
10250017,102,아모르의 보호,5,17,0.009,hit_rate_add,17,hit_rate +d% (명중률 d% 추가),17
10250018,102,아모르의 보호,5,18,0.0085,hit_rate_add,18,hit_rate +d% (명중률 d% 추가),18
10250019,102,아모르의 보호,5,19,0.008,hit_rate_add,19,hit_rate +d% (명중률 d% 추가),19
10250020,102,아모르의 보호,5,20,0.0075,hit_rate_add,20,hit_rate +d% (명중률 d% 추가),20
10250021,102,아모르의 보호,5,21,13,avoid_add,1,avoid +d% (회피율 d% 추가),1
10250022,102,아모르의 보호,5,22,11,avoid_add,2,avoid +d% (회피율 d% 추가),2
10250023,102,아모르의 보호,5,23,10,avoid_add,3,avoid +d% (회피율 d% 추가),3
10250024,102,아모르의 보호,5,24,6.3475,avoid_add,4,avoid +d% (회피율 d% 추가),4
10250025,102,아모르의 보호,5,25,4,avoid_add,5,avoid +d% (회피율 d% 추가),5
10250026,102,아모르의 보호,5,26,2.6,avoid_add,6,avoid +d% (회피율 d% 추가),6
10250027,102,아모르의 보호,5,27,1.5,avoid_add,7,avoid +d% (회피율 d% 추가),7
10250028,102,아모르의 보호,5,28,0.8,avoid_add,8,avoid +d% (회피율 d% 추가),8
10250029,102,아모르의 보호,5,29,0.3,avoid_add,9,avoid +d% (회피율 d% 추가),9
10250030,102,아모르의 보호,5,30,0.2,avoid_add,10,avoid +d% (회피율 d% 추가),10
10250031,102,아모르의 보호,5,31,0.1,avoid_add,11,avoid +d% (회피율 d% 추가),11
10250032,102,아모르의 보호,5,32,0.05,avoid_add,12,avoid +d% (회피율 d% 추가),12
10250033,102,아모르의 보호,5,33,0.03,avoid_add,13,avoid +d% (회피율 d% 추가),13
10250034,102,아모르의 보호,5,34,0.02,avoid_add,14,avoid +d% (회피율 d% 추가),14
10250035,102,아모르의 보호,5,35,0.01,avoid_add,15,avoid +d% (회피율 d% 추가),15
10250036,102,아모르의 보호,5,36,0.0095,avoid_add,16,avoid +d% (회피율 d% 추가),16
10250037,102,아모르의 보호,5,37,0.009,avoid_add,17,avoid +d% (회피율 d% 추가),17
10250038,102,아모르의 보호,5,38,0.0085,avoid_add,18,avoid +d% (회피율 d% 추가),18
10250039,102,아모르의 보호,5,39,0.008,avoid_add,19,avoid +d% (회피율 d% 추가),19
10250040,102,아모르의 보호,5,40,0.0075,avoid_add,20,avoid +d% (회피율 d% 추가),20
10310001,103,아모르의 지혜,1,1,10,atk_multi,1,atk +d% (공격력 d% 추가),1
10310002,103,아모르의 지혜,1,2,10,atk_multi,2,atk +d% (공격력 d% 추가),2
10310003,103,아모르의 지혜,1,3,10,atk_multi,3,atk +d% (공격력 d% 추가),3
10310004,103,아모르의 지혜,1,4,4,atk_multi,4,atk +d% (공격력 d% 추가),4
10310005,103,아모르의 지혜,1,5,4,atk_multi,5,atk +d% (공격력 d% 추가),5
10310006,103,아모르의 지혜,1,6,4,atk_multi,6,atk +d% (공격력 d% 추가),6
10310007,103,아모르의 지혜,1,7,2,atk_multi,7,atk +d% (공격력 d% 추가),7
10310008,103,아모르의 지혜,1,8,2,atk_multi,8,atk +d% (공격력 d% 추가),8
10310009,103,아모르의 지혜,1,9,1,atk_multi,9,atk +d% (공격력 d% 추가),9
10310010,103,아모르의 지혜,1,10,1,atk_multi,10,atk +d% (공격력 d% 추가),10
10310011,103,아모르의 지혜,1,11,0.3,atk_multi,11,atk +d% (공격력 d% 추가),11
10310012,103,아모르의 지혜,1,12,0.3,atk_multi,12,atk +d% (공격력 d% 추가),12
10310013,103,아모르의 지혜,1,13,0.25,atk_multi,13,atk +d% (공격력 d% 추가),13
10310014,103,아모르의 지혜,1,14,0.25,atk_multi,14,atk +d% (공격력 d% 추가),14
10310015,103,아모르의 지혜,1,15,0.2,atk_multi,15,atk +d% (공격력 d% 추가),15
10310016,103,아모르의 지혜,1,16,0.2,atk_multi,16,atk +d% (공격력 d% 추가),16
10310017,103,아모르의 지혜,1,17,0.15,atk_multi,17,atk +d% (공격력 d% 추가),17
10310018,103,아모르의 지혜,1,18,0.15,atk_multi,18,atk +d% (공격력 d% 추가),18
10310019,103,아모르의 지혜,1,19,0.1,atk_multi,19,atk +d% (공격력 d% 추가),19
10310020,103,아모르의 지혜,1,20,0.1,atk_multi,20,atk +d% (공격력 d% 추가),20
10310021,103,아모르의 지혜,1,21,10,cri_dmg_add,1,cri_dmg +d% (치명 피해 d% 추가),1
10310022,103,아모르의 지혜,1,22,10,cri_dmg_add,2,cri_dmg +d% (치명 피해 d% 추가),2
10310023,103,아모르의 지혜,1,23,10,cri_dmg_add,3,cri_dmg +d% (치명 피해 d% 추가),3
10310024,103,아모르의 지혜,1,24,4,cri_dmg_add,4,cri_dmg +d% (치명 피해 d% 추가),4
10310025,103,아모르의 지혜,1,25,4,cri_dmg_add,5,cri_dmg +d% (치명 피해 d% 추가),5
10310026,103,아모르의 지혜,1,26,4,cri_dmg_add,6,cri_dmg +d% (치명 피해 d% 추가),6
10310027,103,아모르의 지혜,1,27,2,cri_dmg_add,7,cri_dmg +d% (치명 피해 d% 추가),7
10310028,103,아모르의 지혜,1,28,2,cri_dmg_add,8,cri_dmg +d% (치명 피해 d% 추가),8
10310029,103,아모르의 지혜,1,29,1,cri_dmg_add,9,cri_dmg +d% (치명 피해 d% 추가),9
10310030,103,아모르의 지혜,1,30,1,cri_dmg_add,10,cri_dmg +d% (치명 피해 d% 추가),10
10310031,103,아모르의 지혜,1,31,0.3,cri_dmg_add,11,cri_dmg +d% (치명 피해 d% 추가),11
10310032,103,아모르의 지혜,1,32,0.3,cri_dmg_add,12,cri_dmg +d% (치명 피해 d% 추가),12
10310033,103,아모르의 지혜,1,33,0.25,cri_dmg_add,13,cri_dmg +d% (치명 피해 d% 추가),13
10310034,103,아모르의 지혜,1,34,0.25,cri_dmg_add,14,cri_dmg +d% (치명 피해 d% 추가),14
10310035,103,아모르의 지혜,1,35,0.2,cri_dmg_add,15,cri_dmg +d% (치명 피해 d% 추가),15
10310036,103,아모르의 지혜,1,36,0.2,cri_dmg_add,16,cri_dmg +d% (치명 피해 d% 추가),16
10310037,103,아모르의 지혜,1,37,0.15,cri_dmg_add,17,cri_dmg +d% (치명 피해 d% 추가),17
10310038,103,아모르의 지혜,1,38,0.15,cri_dmg_add,18,cri_dmg +d% (치명 피해 d% 추가),18
10310039,103,아모르의 지혜,1,39,0.1,cri_dmg_add,19,cri_dmg +d% (치명 피해 d% 추가),19
10310040,103,아모르의 지혜,1,40,0.1,cri_dmg_add,20,cri_dmg +d% (치명 피해 d% 추가),20
10320001,103,아모르의 지혜,2,1,10,def_multi,1,def +d% (방어력 d% 추가),1
10320002,103,아모르의 지혜,2,2,10,def_multi,2,def +d% (방어력 d% 추가),2
10320003,103,아모르의 지혜,2,3,10,def_multi,3,def +d% (방어력 d% 추가),3
10320004,103,아모르의 지혜,2,4,4,def_multi,4,def +d% (방어력 d% 추가),4
10320005,103,아모르의 지혜,2,5,4,def_multi,5,def +d% (방어력 d% 추가),5
10320006,103,아모르의 지혜,2,6,4,def_multi,6,def +d% (방어력 d% 추가),6
10320007,103,아모르의 지혜,2,7,2,def_multi,7,def +d% (방어력 d% 추가),7
10320008,103,아모르의 지혜,2,8,2,def_multi,8,def +d% (방어력 d% 추가),8
10320009,103,아모르의 지혜,2,9,1,def_multi,9,def +d% (방어력 d% 추가),9
10320010,103,아모르의 지혜,2,10,1,def_multi,10,def +d% (방어력 d% 추가),10
10320011,103,아모르의 지혜,2,11,0.3,def_multi,11,def +d% (방어력 d% 추가),11
10320012,103,아모르의 지혜,2,12,0.3,def_multi,12,def +d% (방어력 d% 추가),12
10320013,103,아모르의 지혜,2,13,0.25,def_multi,13,def +d% (방어력 d% 추가),13
10320014,103,아모르의 지혜,2,14,0.25,def_multi,14,def +d% (방어력 d% 추가),14
10320015,103,아모르의 지혜,2,15,0.2,def_multi,15,def +d% (방어력 d% 추가),15
10320016,103,아모르의 지혜,2,16,0.2,def_multi,16,def +d% (방어력 d% 추가),16
10320017,103,아모르의 지혜,2,17,0.15,def_multi,17,def +d% (방어력 d% 추가),17
10320018,103,아모르의 지혜,2,18,0.15,def_multi,18,def +d% (방어력 d% 추가),18
10320019,103,아모르의 지혜,2,19,0.1,def_multi,19,def +d% (방어력 d% 추가),19
10320020,103,아모르의 지혜,2,20,0.1,def_multi,20,def +d% (방어력 d% 추가),20
10320031,103,아모르의 지혜,2,31,10,hp_multi,1,hp +d% (체력 d% 추가),1
10320032,103,아모르의 지혜,2,32,10,hp_multi,2,hp +d% (체력 d% 추가),2
10320033,103,아모르의 지혜,2,33,10,hp_multi,3,hp +d% (체력 d% 추가),3
10320034,103,아모르의 지혜,2,34,4,hp_multi,4,hp +d% (체력 d% 추가),4
10320035,103,아모르의 지혜,2,35,4,hp_multi,5,hp +d% (체력 d% 추가),5
10320036,103,아모르의 지혜,2,36,4,hp_multi,6,hp +d% (체력 d% 추가),6
10320037,103,아모르의 지혜,2,37,2,hp_multi,7,hp +d% (체력 d% 추가),7
10320038,103,아모르의 지혜,2,38,2,hp_multi,8,hp +d% (체력 d% 추가),8
10320039,103,아모르의 지혜,2,39,1,hp_multi,9,hp +d% (체력 d% 추가),9
10320040,103,아모르의 지혜,2,40,1,hp_multi,10,hp +d% (체력 d% 추가),10
10320041,103,아모르의 지혜,2,41,0.3,hp_multi,11,hp +d% (체력 d% 추가),11
10320042,103,아모르의 지혜,2,42,0.3,hp_multi,12,hp +d% (체력 d% 추가),12
10320043,103,아모르의 지혜,2,43,0.25,hp_multi,13,hp +d% (체력 d% 추가),13
10320044,103,아모르의 지혜,2,44,0.25,hp_multi,14,hp +d% (체력 d% 추가),14
10320045,103,아모르의 지혜,2,45,0.2,hp_multi,15,hp +d% (체력 d% 추가),15
10320046,103,아모르의 지혜,2,46,0.2,hp_multi,16,hp +d% (체력 d% 추가),16
10320047,103,아모르의 지혜,2,47,0.15,hp_multi,17,hp +d% (체력 d% 추가),17
10320048,103,아모르의 지혜,2,48,0.15,hp_multi,18,hp +d% (체력 d% 추가),18
10320049,103,아모르의 지혜,2,49,0.1,hp_multi,19,hp +d% (체력 d% 추가),19
10320050,103,아모르의 지혜,2,50,0.1,hp_multi,20,hp +d% (체력 d% 추가),20
10330001,103,아모르의 지혜,3,1,10,cri_chance_add,1,cri_chance +d% (치명 확률 d% 추가),1
10330002,103,아모르의 지혜,3,2,9,cri_chance_add,2,cri_chance +d% (치명 확률 d% 추가),2
10330003,103,아모르의 지혜,3,3,9,cri_chance_add,3,cri_chance +d% (치명 확률 d% 추가),3
10330004,103,아모르의 지혜,3,4,4,cri_chance_add,4,cri_chance +d% (치명 확률 d% 추가),4
10330005,103,아모르의 지혜,3,5,4,cri_chance_add,5,cri_chance +d% (치명 확률 d% 추가),5
10330006,103,아모르의 지혜,3,6,4,cri_chance_add,6,cri_chance +d% (치명 확률 d% 추가),6
10330007,103,아모르의 지혜,3,7,2,cri_chance_add,7,cri_chance +d% (치명 확률 d% 추가),7
10330008,103,아모르의 지혜,3,8,2,cri_chance_add,8,cri_chance +d% (치명 확률 d% 추가),8
10330009,103,아모르의 지혜,3,9,1,cri_chance_add,9,cri_chance +d% (치명 확률 d% 추가),9
10330010,103,아모르의 지혜,3,10,1,cri_chance_add,10,cri_chance +d% (치명 확률 d% 추가),10
10330011,103,아모르의 지혜,3,11,0.3,cri_chance_add,11,cri_chance +d% (치명 확률 d% 추가),11
10330012,103,아모르의 지혜,3,12,0.3,cri_chance_add,12,cri_chance +d% (치명 확률 d% 추가),12
10330013,103,아모르의 지혜,3,13,0.3,cri_chance_add,13,cri_chance +d% (치명 확률 d% 추가),13
10330014,103,아모르의 지혜,3,14,0.3,cri_chance_add,14,cri_chance +d% (치명 확률 d% 추가),14
10330015,103,아모르의 지혜,3,15,0.25,cri_chance_add,15,cri_chance +d% (치명 확률 d% 추가),15
10330016,103,아모르의 지혜,3,16,0.25,cri_chance_add,16,cri_chance +d% (치명 확률 d% 추가),16
10330017,103,아모르의 지혜,3,17,0.25,cri_chance_add,17,cri_chance +d% (치명 확률 d% 추가),17
10330018,103,아모르의 지혜,3,18,0.2,cri_chance_add,18,cri_chance +d% (치명 확률 d% 추가),18
10330019,103,아모르의 지혜,3,19,0.2,cri_chance_add,19,cri_chance +d% (치명 확률 d% 추가),19
10330020,103,아모르의 지혜,3,20,0.2,cri_chance_add,20,cri_chance +d% (치명 확률 d% 추가),20
10330021,103,아모르의 지혜,3,21,0.19,cri_chance_add,21,cri_chance +d% (치명 확률 d% 추가),21
10330022,103,아모르의 지혜,3,22,0.18,cri_chance_add,22,cri_chance +d% (치명 확률 d% 추가),22
10330023,103,아모르의 지혜,3,23,0.17,cri_chance_add,23,cri_chance +d% (치명 확률 d% 추가),23
10330024,103,아모르의 지혜,3,24,0.16,cri_chance_add,24,cri_chance +d% (치명 확률 d% 추가),24
10330025,103,아모르의 지혜,3,25,0.15,cri_chance_add,25,cri_chance +d% (치명 확률 d% 추가),25
10330026,103,아모르의 지혜,3,26,0.14,cri_chance_add,26,cri_chance +d% (치명 확률 d% 추가),26
10330027,103,아모르의 지혜,3,27,0.13,cri_chance_add,27,cri_chance +d% (치명 확률 d% 추가),27
10330028,103,아모르의 지혜,3,28,0.12,cri_chance_add,28,cri_chance +d% (치명 확률 d% 추가),28
10330029,103,아모르의 지혜,3,29,0.11,cri_chance_add,29,cri_chance +d% (치명 확률 d% 추가),29
10330030,103,아모르의 지혜,3,30,0.1,cri_chance_add,30,cri_chance +d% (치명 확률 d% 추가),30
10330031,103,아모르의 지혜,3,31,10,cri_avoid_add,1,cri_avoid +d% (치명 회피 d%추가),1
10330032,103,아모르의 지혜,3,32,9,cri_avoid_add,2,cri_avoid +d% (치명 회피 d%추가),2
10330033,103,아모르의 지혜,3,33,9,cri_avoid_add,3,cri_avoid +d% (치명 회피 d%추가),3
10330034,103,아모르의 지혜,3,34,4,cri_avoid_add,4,cri_avoid +d% (치명 회피 d%추가),4
10330035,103,아모르의 지혜,3,35,4,cri_avoid_add,5,cri_avoid +d% (치명 회피 d%추가),5
10330036,103,아모르의 지혜,3,36,4,cri_avoid_add,6,cri_avoid +d% (치명 회피 d%추가),6
10330037,103,아모르의 지혜,3,37,2,cri_avoid_add,7,cri_avoid +d% (치명 회피 d%추가),7
10330038,103,아모르의 지혜,3,38,2,cri_avoid_add,8,cri_avoid +d% (치명 회피 d%추가),8
10330039,103,아모르의 지혜,3,39,1,cri_avoid_add,9,cri_avoid +d% (치명 회피 d%추가),9
10330040,103,아모르의 지혜,3,40,1,cri_avoid_add,10,cri_avoid +d% (치명 회피 d%추가),10
10330041,103,아모르의 지혜,3,41,0.3,cri_avoid_add,11,cri_avoid +d% (치명 회피 d%추가),11
10330042,103,아모르의 지혜,3,42,0.3,cri_avoid_add,12,cri_avoid +d% (치명 회피 d%추가),12
10330043,103,아모르의 지혜,3,43,0.3,cri_avoid_add,13,cri_avoid +d% (치명 회피 d%추가),13
10330044,103,아모르의 지혜,3,44,0.3,cri_avoid_add,14,cri_avoid +d% (치명 회피 d%추가),14
10330045,103,아모르의 지혜,3,45,0.25,cri_avoid_add,15,cri_avoid +d% (치명 회피 d%추가),15
10330046,103,아모르의 지혜,3,46,0.25,cri_avoid_add,16,cri_avoid +d% (치명 회피 d%추가),16
10330047,103,아모르의 지혜,3,47,0.25,cri_avoid_add,17,cri_avoid +d% (치명 회피 d%추가),17
10330048,103,아모르의 지혜,3,48,0.2,cri_avoid_add,18,cri_avoid +d% (치명 회피 d%추가),18
10330049,103,아모르의 지혜,3,49,0.2,cri_avoid_add,19,cri_avoid +d% (치명 회피 d%추가),19
10330050,103,아모르의 지혜,3,50,0.2,cri_avoid_add,20,cri_avoid +d% (치명 회피 d%추가),20
10330051,103,아모르의 지혜,3,51,0.19,cri_avoid_add,21,cri_avoid +d% (치명 회피 d%추가),21
10330052,103,아모르의 지혜,3,52,0.18,cri_avoid_add,22,cri_avoid +d% (치명 회피 d%추가),22
10330053,103,아모르의 지혜,3,53,0.17,cri_avoid_add,23,cri_avoid +d% (치명 회피 d%추가),23
10330054,103,아모르의 지혜,3,54,0.16,cri_avoid_add,24,cri_avoid +d% (치명 회피 d%추가),24
10330055,103,아모르의 지혜,3,55,0.15,cri_avoid_add,25,cri_avoid +d% (치명 회피 d%추가),25
10330056,103,아모르의 지혜,3,56,0.14,cri_avoid_add,26,cri_avoid +d% (치명 회피 d%추가),26
10330057,103,아모르의 지혜,3,57,0.13,cri_avoid_add,27,cri_avoid +d% (치명 회피 d%추가),27
10330058,103,아모르의 지혜,3,58,0.12,cri_avoid_add,28,cri_avoid +d% (치명 회피 d%추가),28
10330059,103,아모르의 지혜,3,59,0.11,cri_avoid_add,29,cri_avoid +d% (치명 회피 d%추가),29
10330060,103,아모르의 지혜,3,60,0.1,cri_avoid_add,30,cri_avoid +d% (치명 회피 d%추가),30
10340001,103,아모르의 지혜,4,1,10,accuracy_add,1,accuracy +d% (효과 적중 d% 추가),1
10340002,103,아모르의 지혜,4,2,10,accuracy_add,2,accuracy +d% (효과 적중 d% 추가),2
10340003,103,아모르의 지혜,4,3,10,accuracy_add,3,accuracy +d% (효과 적중 d% 추가),3
10340004,103,아모르의 지혜,4,4,4,accuracy_add,4,accuracy +d% (효과 적중 d% 추가),4
10340005,103,아모르의 지혜,4,5,4,accuracy_add,5,accuracy +d% (효과 적중 d% 추가),5
10340006,103,아모르의 지혜,4,6,4,accuracy_add,6,accuracy +d% (효과 적중 d% 추가),6
10340007,103,아모르의 지혜,4,7,2,accuracy_add,7,accuracy +d% (효과 적중 d% 추가),7
10340008,103,아모르의 지혜,4,8,2,accuracy_add,8,accuracy +d% (효과 적중 d% 추가),8
10340009,103,아모르의 지혜,4,9,1,accuracy_add,9,accuracy +d% (효과 적중 d% 추가),9
10340010,103,아모르의 지혜,4,10,1,accuracy_add,10,accuracy +d% (효과 적중 d% 추가),10
10340011,103,아모르의 지혜,4,11,0.3,accuracy_add,11,accuracy +d% (효과 적중 d% 추가),11
10340012,103,아모르의 지혜,4,12,0.3,accuracy_add,12,accuracy +d% (효과 적중 d% 추가),12
10340013,103,아모르의 지혜,4,13,0.25,accuracy_add,13,accuracy +d% (효과 적중 d% 추가),13
10340014,103,아모르의 지혜,4,14,0.25,accuracy_add,14,accuracy +d% (효과 적중 d% 추가),14
10340015,103,아모르의 지혜,4,15,0.2,accuracy_add,15,accuracy +d% (효과 적중 d% 추가),15
10340016,103,아모르의 지혜,4,16,0.2,accuracy_add,16,accuracy +d% (효과 적중 d% 추가),16
10340017,103,아모르의 지혜,4,17,0.15,accuracy_add,17,accuracy +d% (효과 적중 d% 추가),17
10340018,103,아모르의 지혜,4,18,0.15,accuracy_add,18,accuracy +d% (효과 적중 d% 추가),18
10340019,103,아모르의 지혜,4,19,0.1,accuracy_add,19,accuracy +d% (효과 적중 d% 추가),19
10340020,103,아모르의 지혜,4,20,0.1,accuracy_add,20,accuracy +d% (효과 적중 d% 추가),20
10340021,103,아모르의 지혜,4,21,10,resistance_add,1,resistance +d% (효과 저항 d% 추가),1
10340022,103,아모르의 지혜,4,22,10,resistance_add,2,resistance +d% (효과 저항 d% 추가),2
10340023,103,아모르의 지혜,4,23,10,resistance_add,3,resistance +d% (효과 저항 d% 추가),3
10340024,103,아모르의 지혜,4,24,4,resistance_add,4,resistance +d% (효과 저항 d% 추가),4
10340025,103,아모르의 지혜,4,25,4,resistance_add,5,resistance +d% (효과 저항 d% 추가),5
10340026,103,아모르의 지혜,4,26,4,resistance_add,6,resistance +d% (효과 저항 d% 추가),6
10340027,103,아모르의 지혜,4,27,2,resistance_add,7,resistance +d% (효과 저항 d% 추가),7
10340028,103,아모르의 지혜,4,28,2,resistance_add,8,resistance +d% (효과 저항 d% 추가),8
10340029,103,아모르의 지혜,4,29,1,resistance_add,9,resistance +d% (효과 저항 d% 추가),9
10340030,103,아모르의 지혜,4,30,1,resistance_add,10,resistance +d% (효과 저항 d% 추가),10
10340031,103,아모르의 지혜,4,31,0.3,resistance_add,11,resistance +d% (효과 저항 d% 추가),11
10340032,103,아모르의 지혜,4,32,0.3,resistance_add,12,resistance +d% (효과 저항 d% 추가),12
10340033,103,아모르의 지혜,4,33,0.25,resistance_add,13,resistance +d% (효과 저항 d% 추가),13
10340034,103,아모르의 지혜,4,34,0.25,resistance_add,14,resistance +d% (효과 저항 d% 추가),14
10340035,103,아모르의 지혜,4,35,0.2,resistance_add,15,resistance +d% (효과 저항 d% 추가),15
10340036,103,아모르의 지혜,4,36,0.2,resistance_add,16,resistance +d% (효과 저항 d% 추가),16
10340037,103,아모르의 지혜,4,37,0.15,resistance_add,17,resistance +d% (효과 저항 d% 추가),17
10340038,103,아모르의 지혜,4,38,0.15,resistance_add,18,resistance +d% (효과 저항 d% 추가),18
10340039,103,아모르의 지혜,4,39,0.1,resistance_add,19,resistance +d% (효과 저항 d% 추가),19
10340040,103,아모르의 지혜,4,40,0.1,resistance_add,20,resistance +d% (효과 저항 d% 추가),20
10350001,103,아모르의 지혜,5,1,10,hit_rate_add,1,hit_rate +d% (명중률 d% 추가),1
10350002,103,아모르의 지혜,5,2,10,hit_rate_add,2,hit_rate +d% (명중률 d% 추가),2
10350003,103,아모르의 지혜,5,3,10,hit_rate_add,3,hit_rate +d% (명중률 d% 추가),3
10350004,103,아모르의 지혜,5,4,4,hit_rate_add,4,hit_rate +d% (명중률 d% 추가),4
10350005,103,아모르의 지혜,5,5,4,hit_rate_add,5,hit_rate +d% (명중률 d% 추가),5
10350006,103,아모르의 지혜,5,6,4,hit_rate_add,6,hit_rate +d% (명중률 d% 추가),6
10350007,103,아모르의 지혜,5,7,2,hit_rate_add,7,hit_rate +d% (명중률 d% 추가),7
10350008,103,아모르의 지혜,5,8,2,hit_rate_add,8,hit_rate +d% (명중률 d% 추가),8
10350009,103,아모르의 지혜,5,9,1,hit_rate_add,9,hit_rate +d% (명중률 d% 추가),9
10350010,103,아모르의 지혜,5,10,1,hit_rate_add,10,hit_rate +d% (명중률 d% 추가),10
10350011,103,아모르의 지혜,5,11,0.3,hit_rate_add,11,hit_rate +d% (명중률 d% 추가),11
10350012,103,아모르의 지혜,5,12,0.3,hit_rate_add,12,hit_rate +d% (명중률 d% 추가),12
10350013,103,아모르의 지혜,5,13,0.25,hit_rate_add,13,hit_rate +d% (명중률 d% 추가),13
10350014,103,아모르의 지혜,5,14,0.25,hit_rate_add,14,hit_rate +d% (명중률 d% 추가),14
10350015,103,아모르의 지혜,5,15,0.2,hit_rate_add,15,hit_rate +d% (명중률 d% 추가),15
10350016,103,아모르의 지혜,5,16,0.2,hit_rate_add,16,hit_rate +d% (명중률 d% 추가),16
10350017,103,아모르의 지혜,5,17,0.15,hit_rate_add,17,hit_rate +d% (명중률 d% 추가),17
10350018,103,아모르의 지혜,5,18,0.15,hit_rate_add,18,hit_rate +d% (명중률 d% 추가),18
10350019,103,아모르의 지혜,5,19,0.1,hit_rate_add,19,hit_rate +d% (명중률 d% 추가),19
10350020,103,아모르의 지혜,5,20,0.1,hit_rate_add,20,hit_rate +d% (명중률 d% 추가),20
10350021,103,아모르의 지혜,5,21,10,avoid_add,1,avoid +d% (회피율 d% 추가),1
10350022,103,아모르의 지혜,5,22,10,avoid_add,2,avoid +d% (회피율 d% 추가),2
10350023,103,아모르의 지혜,5,23,10,avoid_add,3,avoid +d% (회피율 d% 추가),3
10350024,103,아모르의 지혜,5,24,4,avoid_add,4,avoid +d% (회피율 d% 추가),4
10350025,103,아모르의 지혜,5,25,4,avoid_add,5,avoid +d% (회피율 d% 추가),5
10350026,103,아모르의 지혜,5,26,4,avoid_add,6,avoid +d% (회피율 d% 추가),6
10350027,103,아모르의 지혜,5,27,2,avoid_add,7,avoid +d% (회피율 d% 추가),7
10350028,103,아모르의 지혜,5,28,2,avoid_add,8,avoid +d% (회피율 d% 추가),8
10350029,103,아모르의 지혜,5,29,1,avoid_add,9,avoid +d% (회피율 d% 추가),9
10350030,103,아모르의 지혜,5,30,1,avoid_add,10,avoid +d% (회피율 d% 추가),10
10350031,103,아모르의 지혜,5,31,0.3,avoid_add,11,avoid +d% (회피율 d% 추가),11
10350032,103,아모르의 지혜,5,32,0.3,avoid_add,12,avoid +d% (회피율 d% 추가),12
10350033,103,아모르의 지혜,5,33,0.25,avoid_add,13,avoid +d% (회피율 d% 추가),13
10350034,103,아모르의 지혜,5,34,0.25,avoid_add,14,avoid +d% (회피율 d% 추가),14
10350035,103,아모르의 지혜,5,35,0.2,avoid_add,15,avoid +d% (회피율 d% 추가),15
10350036,103,아모르의 지혜,5,36,0.2,avoid_add,16,avoid +d% (회피율 d% 추가),16
10350037,103,아모르의 지혜,5,37,0.15,avoid_add,17,avoid +d% (회피율 d% 추가),17
10350038,103,아모르의 지혜,5,38,0.15,avoid_add,18,avoid +d% (회피율 d% 추가),18
10350039,103,아모르의 지혜,5,39,0.1,avoid_add,19,avoid +d% (회피율 d% 추가),19
10350040,103,아모르의 지혜,5,40,0.1,avoid_add,20,avoid +d% (회피율 d% 추가),20
