stage,t_name,season_id,r_difficult,single_reward,mode,r_chapter_info,r_stage_info,attr,cost_type,cost_value,time_limit,wave,tamer_exp,dragon_exp,r_dragon_exp,r_cost_per_exp,gold_min,gold_max,r_gold_aver,mission_01,mission_02,mission_03,item_1_id,item_1_min,item_1_max,item_1_rate,item_2_id,item_2_min,item_2_max,item_2_rate,item_3_id,item_3_min,item_3_max,item_3_rate,item_4_id,item_4_min,item_4_max,item_4_rate,item_5_id,item_5_min,item_5_max,item_5_rate,item_6_id,item_6_min,item_6_max,item_6_rate
1141006,모험,,hellfire,0,adv,10,6,earth,st,22,120,3,2660,0,0,400,3782,5673,215,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710665,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705045,1,2,0.4,705091,196,196,1
1141007,모험,,hellfire,0,adv,10,7,earth,st,22,120,3,2660,0,0,400,3782,5673,215,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,720615,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705082,1,2,0.4,705091,197,197,1
1141101,모험,,hellfire,0,adv,11,1,light,st,22,120,3,2660,0,0,400,3782,5673,215,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710415,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705041,1,2,0.6,705091,201,201,1
1141102,모험,,hellfire,0,adv,11,2,light,st,22,120,3,2660,0,0,400,3782,5673,215,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710425,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705042,1,2,0.6,705091,202,202,1
1141103,모험,,hellfire,0,adv,11,3,light,st,22,120,3,2660,0,0,400,3782,5673,215,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710435,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705043,1,2,0.6,705091,203,203,1
1141104,모험,,hellfire,0,adv,11,4,light,st,22,120,3,2660,0,0,400,3782,5673,215,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710445,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705081,1,2,0.6,705091,204,204,1
1141105,모험,,hellfire,0,adv,11,5,light,st,22,120,3,2660,0,0,400,3782,5673,215,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710455,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705044,1,2,0.6,705091,205,205,1
1141106,모험,,hellfire,0,adv,11,6,light,st,22,120,3,2660,0,0,400,3782,5673,215,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710465,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705045,1,2,0.6,705091,206,206,1
1141107,모험,,hellfire,0,adv,11,7,light,st,22,120,3,2660,0,0,400,3782,5673,215,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,720415,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705082,1,2,0.6,705091,207,207,1
1141201,모험,,hellfire,0,adv,12,1,dark,st,22,120,3,2660,0,0,400,3782,5673,215,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710815,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705041,1,2,0.8,705091,211,211,1
1141202,모험,,hellfire,0,adv,12,2,dark,st,22,120,3,2660,0,0,400,3782,5673,215,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710825,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705042,1,2,0.8,705091,212,212,1
1141203,모험,,hellfire,0,adv,12,3,dark,st,22,120,3,2660,0,0,400,3782,5673,215,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710835,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705043,1,2,0.8,705091,213,213,1
1141204,모험,,hellfire,0,adv,12,4,dark,st,22,120,3,2660,0,0,400,3782,5673,215,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710845,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705081,1,2,0.8,705091,214,214,1
1141205,모험,,hellfire,0,adv,12,5,dark,st,22,120,3,2660,0,0,400,3782,5673,215,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710855,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705044,1,2,0.8,705091,215,215,1
1141206,모험,,hellfire,0,adv,12,6,dark,st,22,120,3,2660,0,0,400,3782,5673,215,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710865,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705045,1,2,0.8,705091,216,216,1
1141207,모험,,hellfire,0,adv,12,7,dark,st,22,120,3,2660,0,0,400,3782,5673,215,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,720815,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705082,1,2,0.8,705091,217,217,1
1150101,모험,,abyss_0,0,adv,1,1,earth,st,22,120,3,2750,0,0,400,3800,5690,216,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710115,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705011,1,2,0.4,705091,221,221,1
1150102,모험,,abyss_0,0,adv,1,2,earth,st,22,120,3,2750,0,0,400,3810,5700,216,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710125,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705012,1,2,0.4,705091,222,222,1
1150103,모험,,abyss_0,0,adv,1,3,earth,st,22,120,3,2750,0,0,400,3820,5710,217,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710135,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705013,1,2,0.4,705091,223,223,1
1150104,모험,,abyss_0,0,adv,1,4,earth,st,22,120,3,2750,0,0,400,3830,5720,217,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710145,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705051,1,2,0.4,705091,224,224,1
1150105,모험,,abyss_0,0,adv,1,5,earth,st,22,120,3,2750,0,0,400,3840,5730,218,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710155,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705014,1,2,0.4,705091,225,225,1
1150106,모험,,abyss_0,0,adv,1,6,earth,st,22,120,3,2750,0,0,400,3850,5740,218,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710165,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705015,1,2,0.4,705091,226,226,1
1150107,모험,,abyss_0,0,adv,1,7,earth,st,22,120,3,2750,0,0,400,3860,5750,218,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,720115,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705052,1,2,0.4,705091,227,227,1
1150201,모험,,abyss_0,0,adv,2,1,water,st,22,120,3,2750,0,0,400,3840,5730,218,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710215,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705011,1,2,0.6,705091,231,231,1
1150202,모험,,abyss_0,0,adv,2,2,water,st,22,120,3,2750,0,0,400,3850,5740,218,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710225,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705012,1,2,0.6,705091,232,232,1
1150203,모험,,abyss_0,0,adv,2,3,water,st,22,120,3,2750,0,0,400,3860,5750,218,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710235,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705013,1,2,0.6,705091,233,233,1
1150204,모험,,abyss_0,0,adv,2,4,water,st,22,120,3,2750,0,0,400,3870,5760,219,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710245,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705051,1,2,0.6,705091,234,234,1
1150205,모험,,abyss_0,0,adv,2,5,water,st,22,120,3,2750,0,0,400,3880,5770,219,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710255,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705014,1,2,0.6,705091,235,235,1
1150206,모험,,abyss_0,0,adv,2,6,water,st,22,120,3,2750,0,0,400,3890,5780,220,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710265,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705015,1,2,0.6,705091,236,236,1
1150207,모험,,abyss_0,0,adv,2,7,water,st,22,120,3,2750,0,0,400,3900,5790,220,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,720215,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705052,1,2,0.6,705091,237,237,1
1150301,모험,,abyss_0,0,adv,3,1,earth,st,22,120,3,2750,0,0,400,3880,5770,219,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710715,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705011,1,2,0.8,705091,241,241,1
1150302,모험,,abyss_0,0,adv,3,2,earth,st,22,120,3,2750,0,0,400,3890,5780,220,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710725,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705012,1,2,0.8,705091,242,242,1
1150303,모험,,abyss_0,0,adv,3,3,earth,st,22,120,3,2750,0,0,400,3900,5790,220,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710735,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705013,1,2,0.8,705091,243,243,1
1150304,모험,,abyss_0,0,adv,3,4,earth,st,22,120,3,2750,0,0,400,3910,5800,221,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710745,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705051,1,2,0.8,705091,244,244,1
1150305,모험,,abyss_0,0,adv,3,5,earth,st,22,120,3,2750,0,0,400,3920,5810,221,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710755,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705014,1,2,0.8,705091,245,245,1
1150306,모험,,abyss_0,0,adv,3,6,earth,st,22,120,3,2750,0,0,400,3930,5820,222,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710765,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705015,1,2,0.8,705091,246,246,1
1150307,모험,,abyss_0,0,adv,3,7,earth,st,22,120,3,2750,0,0,400,3940,5830,222,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,720715,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705052,1,2,0.8,705091,247,247,1
1150401,모험,,abyss_0,0,adv,4,1,fire,st,22,120,3,2750,0,0,400,3920,5810,221,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710615,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705021,1,2,0.4,705091,251,251,1
1150402,모험,,abyss_0,0,adv,4,2,fire,st,22,120,3,2750,0,0,400,3930,5820,222,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710625,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705022,1,2,0.4,705091,252,252,1
1150403,모험,,abyss_0,0,adv,4,3,fire,st,22,120,3,2750,0,0,400,3940,5830,222,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710635,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705023,1,2,0.4,705091,253,253,1
1150404,모험,,abyss_0,0,adv,4,4,fire,st,22,120,3,2750,0,0,400,3950,5840,223,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710645,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705061,1,2,0.4,705091,254,254,1
1150405,모험,,abyss_0,0,adv,4,5,fire,st,22,120,3,2750,0,0,400,3960,5850,223,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710655,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705024,1,2,0.4,705091,255,255,1
1150406,모험,,abyss_0,0,adv,4,6,fire,st,22,120,3,2750,0,0,400,3970,5860,223,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710665,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705025,1,2,0.4,705091,256,256,1
1150407,모험,,abyss_0,0,adv,4,7,fire,st,22,120,3,2750,0,0,400,3980,5870,224,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,720615,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705062,1,2,0.4,705091,257,257,1
1150501,모험,,abyss_0,0,adv,5,1,light,st,22,120,3,2750,0,0,400,3960,5850,223,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710415,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705021,1,2,0.6,705091,261,261,1
1150502,모험,,abyss_0,0,adv,5,2,light,st,22,120,3,2750,0,0,400,3970,5860,223,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710425,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705022,1,2,0.6,705091,262,262,1
1150503,모험,,abyss_0,0,adv,5,3,light,st,22,120,3,2750,0,0,400,3980,5870,224,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710435,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705023,1,2,0.6,705091,263,263,1
1150504,모험,,abyss_0,0,adv,5,4,light,st,22,120,3,2750,0,0,400,3990,5880,224,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710445,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705061,1,2,0.6,705091,264,264,1
1150505,모험,,abyss_0,0,adv,5,5,light,st,22,120,3,2750,0,0,400,4000,5890,225,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710455,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705024,1,2,0.6,705091,265,265,1
1150506,모험,,abyss_0,0,adv,5,6,light,st,22,120,3,2750,0,0,400,4010,5900,225,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710465,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705025,1,2,0.6,705091,266,266,1
1150507,모험,,abyss_0,0,adv,5,7,light,st,22,120,3,2750,0,0,400,4020,5910,226,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,720415,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705062,1,2,0.6,705091,267,267,1
1150601,모험,,abyss_0,0,adv,6,1,dark,st,22,120,3,2750,0,0,400,4000,5890,225,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710815,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705021,1,2,0.8,705091,271,271,1
1150602,모험,,abyss_0,0,adv,6,2,dark,st,22,120,3,2750,0,0,400,4010,5900,225,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710825,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705022,1,2,0.8,705091,272,272,1
1150603,모험,,abyss_0,0,adv,6,3,dark,st,22,120,3,2750,0,0,400,4020,5910,226,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710835,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705023,1,2,0.8,705091,273,273,1
1150604,모험,,abyss_0,0,adv,6,4,dark,st,22,120,3,2750,0,0,400,4030,5920,226,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710845,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705061,1,2,0.8,705091,274,274,1
1150605,모험,,abyss_0,0,adv,6,5,dark,st,22,120,3,2750,0,0,400,4040,5930,227,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710855,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705024,1,2,0.8,705091,275,275,1
1150606,모험,,abyss_0,0,adv,6,6,dark,st,22,120,3,2750,0,0,400,4050,5940,227,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710865,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705025,1,2,0.8,705091,276,276,1
1150607,모험,,abyss_0,0,adv,6,7,dark,st,22,120,3,2750,0,0,400,4060,5950,228,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,720815,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705062,1,2,0.8,705091,277,277,1
1150701,모험,,abyss_0,0,adv,7,1,earth,st,22,120,3,2750,0,0,400,4040,5930,227,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710115,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705031,1,2,0.4,705091,281,281,1
1150702,모험,,abyss_0,0,adv,7,2,earth,st,22,120,3,2750,0,0,400,4050,5940,227,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710125,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705032,1,2,0.4,705091,282,282,1
1150703,모험,,abyss_0,0,adv,7,3,earth,st,22,120,3,2750,0,0,400,4060,5950,228,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710135,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705033,1,2,0.4,705091,283,283,1
1150704,모험,,abyss_0,0,adv,7,4,earth,st,22,120,3,2750,0,0,400,4070,5960,228,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710145,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705071,1,2,0.4,705091,284,284,1
1150705,모험,,abyss_0,0,adv,7,5,earth,st,22,120,3,2750,0,0,400,4080,5970,228,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710155,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705034,1,2,0.4,705091,285,285,1
1150706,모험,,abyss_0,0,adv,7,6,earth,st,22,120,3,2750,0,0,400,4090,5980,229,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710165,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705035,1,2,0.4,705091,286,286,1
1150707,모험,,abyss_0,0,adv,7,7,earth,st,22,120,3,2750,0,0,400,4100,5990,229,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,720115,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705072,1,2,0.4,705091,287,287,1
1150801,모험,,abyss_0,0,adv,8,1,fire,st,22,120,3,2750,0,0,400,4080,5970,228,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710215,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705031,1,2,0.6,705091,291,291,1
1150802,모험,,abyss_0,0,adv,8,2,fire,st,22,120,3,2750,0,0,400,4090,5980,229,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710225,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705032,1,2,0.6,705091,292,292,1
1150803,모험,,abyss_0,0,adv,8,3,fire,st,22,120,3,2750,0,0,400,4100,5990,229,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710235,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705033,1,2,0.6,705091,293,293,1
1150804,모험,,abyss_0,0,adv,8,4,fire,st,22,120,3,2750,0,0,400,4110,6000,230,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710245,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705071,1,2,0.6,705091,294,294,1
1150805,모험,,abyss_0,0,adv,8,5,fire,st,22,120,3,2750,0,0,400,4120,6010,230,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710255,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705034,1,2,0.6,705091,295,295,1
1150806,모험,,abyss_0,0,adv,8,6,fire,st,22,120,3,2750,0,0,400,4130,6020,231,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710265,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705035,1,2,0.6,705091,296,296,1
1150807,모험,,abyss_0,0,adv,8,7,fire,st,22,120,3,2750,0,0,400,4140,6030,231,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,720215,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705072,1,2,0.6,705091,297,297,1
1150901,모험,,abyss_0,0,adv,9,1,water,st,22,120,3,2750,0,0,400,4120,6010,230,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710715,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705031,1,2,0.8,705091,301,301,1
1150902,모험,,abyss_0,0,adv,9,2,water,st,22,120,3,2750,0,0,400,4130,6020,231,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710725,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705032,1,2,0.8,705091,302,302,1
1150903,모험,,abyss_0,0,adv,9,3,water,st,22,120,3,2750,0,0,400,4140,6030,231,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710735,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705033,1,2,0.8,705091,303,303,1
1150904,모험,,abyss_0,0,adv,9,4,water,st,22,120,3,2750,0,0,400,4150,6040,232,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710745,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705071,1,2,0.8,705091,304,304,1
1150905,모험,,abyss_0,0,adv,9,5,water,st,22,120,3,2750,0,0,400,4160,6050,232,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710755,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705034,1,2,0.8,705091,305,305,1
1150906,모험,,abyss_0,0,adv,9,6,water,st,22,120,3,2750,0,0,400,4170,6060,233,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710765,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705035,1,2,0.8,705091,306,306,1
1150907,모험,,abyss_0,0,adv,9,7,water,st,22,120,3,2750,0,0,400,4180,6070,233,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,720715,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705072,1,2,0.8,705091,307,307,1
1151001,모험,,abyss_0,0,adv,10,1,earth,st,22,120,3,2750,0,0,400,4160,6050,232,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710615,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705041,1,2,0.4,705091,311,311,1
1151002,모험,,abyss_0,0,adv,10,2,earth,st,22,120,3,2750,0,0,400,4170,6060,233,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710625,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705042,1,2,0.4,705091,312,312,1
1151003,모험,,abyss_0,0,adv,10,3,earth,st,22,120,3,2750,0,0,400,4180,6070,233,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710635,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705043,1,2,0.4,705091,313,313,1
1151004,모험,,abyss_0,0,adv,10,4,earth,st,22,120,3,2750,0,0,400,4190,6080,233,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710645,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705081,1,2,0.4,705091,314,314,1
1151005,모험,,abyss_0,0,adv,10,5,earth,st,22,120,3,2750,0,0,400,4200,6090,234,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710655,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705044,1,2,0.4,705091,315,315,1
1151006,모험,,abyss_0,0,adv,10,6,earth,st,22,120,3,2750,0,0,400,4210,6100,234,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710665,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705045,1,2,0.4,705091,316,316,1
1151007,모험,,abyss_0,0,adv,10,7,earth,st,22,120,3,2750,0,0,400,4220,6110,235,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,720615,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705082,1,2,0.4,705091,317,317,1
1151101,모험,,abyss_0,0,adv,11,1,light,st,22,120,3,2750,0,0,400,4200,6090,234,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710415,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705041,1,2,0.6,705091,321,321,1
1151102,모험,,abyss_0,0,adv,11,2,light,st,22,120,3,2750,0,0,400,4210,6100,234,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710425,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705042,1,2,0.6,705091,322,322,1
1151103,모험,,abyss_0,0,adv,11,3,light,st,22,120,3,2750,0,0,400,4220,6110,235,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710435,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705043,1,2,0.6,705091,323,323,1
1151104,모험,,abyss_0,0,adv,11,4,light,st,22,120,3,2750,0,0,400,4230,6120,235,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710445,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705081,1,2,0.6,705091,324,324,1
1151105,모험,,abyss_0,0,adv,11,5,light,st,22,120,3,2750,0,0,400,4240,6130,236,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710455,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705044,1,2,0.6,705091,325,325,1
1151106,모험,,abyss_0,0,adv,11,6,light,st,22,120,3,2750,0,0,400,4250,6140,236,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710465,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705045,1,2,0.6,705091,326,326,1
1151107,모험,,abyss_0,0,adv,11,7,light,st,22,120,3,2750,0,0,400,4260,6150,237,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,720415,1,1,0.5,703016,1,1,0.01,700201,1,1,0.4,705082,1,2,0.6,705091,327,327,1
1151201,모험,,abyss_0,0,adv,12,1,dark,st,22,120,3,2750,0,0,400,4240,6130,236,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710815,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705041,1,2,0.8,705091,331,331,1
1151202,모험,,abyss_0,0,adv,12,2,dark,st,22,120,3,2750,0,0,400,4250,6140,236,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710825,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705042,1,2,0.8,705091,332,332,1
1151203,모험,,abyss_0,0,adv,12,3,dark,st,22,120,3,2750,0,0,400,4260,6150,237,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710835,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705043,1,2,0.8,705091,333,333,1
1151204,모험,,abyss_0,0,adv,12,4,dark,st,22,120,3,2750,0,0,400,4270,6160,237,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710845,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705081,1,2,0.8,705091,334,334,1
1151205,모험,,abyss_0,0,adv,12,5,dark,st,22,120,3,2750,0,0,400,4280,6170,238,"clear_cnt,1","death_cnt,0","lap_time,120",700017,8800,8800,1,710855,1,1,0.5,703017,1,1,0.1,700201,1,1,0.4,705044,1,2,0.8,705091,335,335,1
