rune_id,t_name,slot,grade,set_id,ancient,ex_get,ignore_row
711451,앙심 5번 룬,5,1,14,1,0,1
711452,앙심 5번 룬,5,2,14,1,0,1
711453,앙심 5번 룬,5,3,14,1,0,1
711454,앙심 5번 룬,5,4,14,1,0,1
711455,앙심 5번 룬,5,5,14,1,0,1
711456,앙심 5번 룬,5,6,14,1,0,1
711457,앙심 5번 룬,5,7,14,1,0,1
711461,앙심 6번 룬,6,1,14,1,0,1
711462,앙심 6번 룬,6,2,14,1,0,1
711463,앙심 6번 룬,6,3,14,1,0,1
711464,앙심 6번 룬,6,4,14,1,0,1
711465,앙심 6번 룬,6,5,14,1,0,1
711466,앙심 6번 룬,6,6,14,1,0,1
711467,앙심 6번 룬,6,7,14,1,0,1
755616,강렬 1번 사탕,1,6,6,,1,0
755226,기회 2번 사탕,2,6,2,,1,0
755636,강렬 3번 사탕,3,6,6,,1,0
755646,강렬 4번 사탕,4,6,6,,1,0
755256,기회 5번 사탕,5,6,2,,1,0
755666,강렬 6번 사탕,6,6,6,,1,0
750027,빛의 검 2번 룬,2,7,0,,1,0
750037,승리의 3번 훈장,3,7,4,,1,0
750047,역습의 4번 훈장,4,7,7,,1,0
750147,아오라의 목걸이 4번 룬,4,7,0,,1,0
750167,테일러의 암즈 6번 룬,6,7,0,,1,0
750327,생명의 근원 2번 룬,2,7,0,,1,0
751016,피해 1번 수박,1,6,7,,1,0
751026,피해 2번 수박,2,6,7,,1,0
751036,피해 3번 수박,3,6,7,,1,0
751046,피해 4번 수박,4,6,7,,1,0
751056,피해 5번 수박,5,6,7,,1,0
751066,피해 6번 수박,6,6,7,,1,0
751116,견고 1번 펌프킨,1,6,4,,1,0
751126,견고 2번 펌프킨,2,6,4,,1,0
751136,견고 3번 펌프킨,3,6,4,,1,0
751146,견고 4번 펌프킨,4,6,4,,1,0
751156,견고 5번 펌프킨,5,6,4,,1,0
751166,견고 6번 펌프킨,6,6,4,,1,0
