idx,nickname,msg,type
238,조만장자,드래곤빌리지M 3주년을 축하합니다,3rd_anniversary
239,GA라미,드빌 벌써 3주년이네 3주년 축하해!,3rd_anniversary
240,LUV2YUN,LUV2YUN 3주년축하합니다!!!!,3rd_anniversary
241,l금달lCODE-1,드' 디어 3주년인가요? '래' 전드 게임이 되길 응원합니다. '곤' 란한 일이나 쓰러져도 금달 클랜은 달님께 '빌' 고 빌겁니다. '리' 바운드 해서 '지' 구 최고의 게임이 되길.. 3주년 3행시 지어봤어요. 축하합니다.,3rd_anniversary
242,I하랑I Hong sam,"3주년 축하합니다! 제가 이겜 한지 한 1년 조금 안됐네요, 저가 겜하나 하면 1년을 못넘는 게임이 수두룩 했는데 듭m은 뭔가 중독성 있고 계속하게 되네요 (재미있다는 뜻) 친구한테 이겜 소개시켜 주니 같이 즐겜 하고있습니다, 이런겜 만들어 주셔서 감사하고, 앞으로도 잘부탁 드립니다~♡^^ 앞으로도 파이팅! 응원합니다!",3rd_anniversary
243,니트페쩔더라,드 빌 m3주년 축하해요,3rd_anniversary
244,안젤라꼬봉,드빌 막 시작했는데 벌써 3년주년 기념 이벤트를 하네요 ㅎㅎ 너무 재미있습니다 감사합니다! 축하해요~,3rd_anniversary
245,봄슬레이,출시한지 벌써3년째가 돼가네여 만수무강 하시길 3주년 축하드립니다!,3rd_anniversary
246,Cristy,미리 30주년 추카합니다~,3rd_anniversary
247,섬뢰,"시작하지 얼마안된 유저층에 속하지만, 다양한 이벤트와 보상을주는 재미에 푹 빠져서 열심히하고 있습니다. 항상 응원합니다!",3rd_anniversary
248,릴췡,드래곤빌리지M 모바일게임을 빨리질려하는 저를 6개월씩이나 매일접속하게 만드는 마성의게임! 항상 애정하고 좋은 게임이라 3주년이 더 뜻깊게 다가오네요! 축하합니당!!!,3rd_anniversary
249,셔청,재밌게 잘하고있습니다! 플레이타임 이제 1년 가꺼이 되는데 혼자 한 시간이 길다보니 아직도 제대로 깬 컨텐츠가 없어 드빌 하기 바쁘네요! 3주년 축하드리고 앞으로의 발전과 재미에 기대하고 있습니다! 축하한다골!!,3rd_anniversary
250,마성의알렌워커,3주년 축하드리고 항상 꽃길만 걸어요 우리^_^,3rd_anniversary
251,소민이아빠,이제 갓 시작한지 100일이 안됬지만 3년이라는 시간동안 열심히 달려와주신 운영진분들 및 기존 유저분들 모두 축하드립니다!!,3rd_anniversary
252,꺄를로스,"드빌M 3주년을 축하합니다~5주년, 7주년 때도 함께해요~~",3rd_anniversary
253,위고마스터,드빌m 3주년축하드립니다~ 이벤트기대하고있어용,3rd_anniversary
254,Merona,드래곤빌리지M 3주년 축하합니다~!,3rd_anniversary
255,URㅡ레이더스,드빌 3주년 추카하고 앞으로도 번창하자고요!,3rd_anniversary
256,시간이없어요,3주년 축하하고 앞으로도 쭉 롱런합시다!!!,3rd_anniversary
257,라쿠라꾸씨,오! 드디어 3주년♡! 우리우리 오래가요오~! 화이팅! 드빌!,3rd_anniversary
258,청중작가의문학공간,3주년 축하합니다. 신규용 내주는 것도 좋긴 하지만 앞으로는 스토리랑 신규 컨텐츠들도 많이 내 주세요.,3rd_anniversary
259,솔라꼬리뒷광고시청중,내가 이겜을 3년이나 했다니... 축하.. 해야하나...요? 3주년기념 솔라 버프 가즈아~~!,3rd_anniversary
260,일병임태영,드래곤빌리지m 3주년 축하합니다!!!,3rd_anniversary
261,청량한사이다,"3주년 축하하드려요! 개인적으로 드빌 1,2보다 M이 용들 퀄리티도 좋고 컨텐츠 많아서 좋아서 지금까지 플레이하고 있네요^^ 앞으로도 기대하겠습니다!",3rd_anniversary
262,l풍뢰lSPY,"드빌 이벤트는 많이 해봤었는데, 역시 주년 이벤트만한게 없죠. 3주년 정말 축하드립니다 !",3rd_anniversary
263,ol슈퍼lo,드빌 3주년 축하드립니돠ㅏㅏㅏ,3rd_anniversary
264,그렉님,드빌M 3주년을 진심으로 축하합니다 정말 재밌는 게임인만큼 더욱 발전하여 오래오래 가길 바랍니다!,3rd_anniversary
265,개댕댕이,3주년 축하한다 드빌아 올해 입문했지만 오래가자~,3rd_anniversary
266,아이우에오으즈어,드빌m 3주년 축하하골!,3rd_anniversary
267,할머니21호,3주년 축하드립니다! 할아버지 27호를 만나게 해주세요~,3rd_anniversary
268,빛의웅,유저들과 소통되는 드빌이바라며 드빌3주년을 축하드립니다 드빌4주년때 또뵈면 좋겠내요,3rd_anniversary
269,빛의웅3,드빌3주년 축하드립니다 2년정도를 함께한거같은데 더욱 잼있는 드빌이되었으면 좋겠내요 ACE클랜 화이팅,3rd_anniversary
270,고소한소금,와따매... 3주년 축하드려요 전 올해 시작한놈이긴 한디... 어쨋든 앞으로도 잘 부탁드려요잉,3rd_anniversary
271,독도는한국땅,3살된 드M 3주년 축하드립니다,3rd_anniversary
272,dlaaudwls,DLAAUDWLS: 3주년 추카드려요!! 만드라고라님 계실때부터 했었는데 벌써3주년이네요!(3년하면서 불바그도 못먹었지만..) 골라님 너무 수고많으셨고 골라님 처음에 카페활동 열심히하시던 초심되찾으시면 좋겠어요..!! 3주년 추카드리고 4주년때 보겠습니다...!!!,3rd_anniversary
273,Ace비니,드빌m 3살을 축하축하합니다~~!!,3rd_anniversary
274,일단박고설득,축하해요 앞으로도 승승 장구 하면 좋겠습니다. 그리고 나도 뽑기운 대박 나기를 ~~~,3rd_anniversary
275,靑雷히이로,드빌 2년차에 시작을 했는데 이제 3년차라니 정말 축하드립니다. 항상 즐겁게 게임하고 있고 그로인해 일상속의 스트레스도 풀어내고 있습니다. 이때까지 접했던 모바일 게임중 최고라 저는 생각해요 ~앞으로 10년더 부탁드립니다 ^^,3rd_anniversary
276,무명영웅,10주년까지 같이갑시다~♡ 3주년 축하해요!!!,3rd_anniversary
277,레이다오,레이다오 / 3주년 축하 드립니다,3rd_anniversary
278,토끼부대,드빌M 3주년된고 진심으로 축하합니다 초반엔 이게임 쪼금하다말줄알았는데 지금까지 하게될줄은 몰랐네요 ㅎㅎ,3rd_anniversary
279,권선징악ADOFAI,이대로 쭈욱 30주년 까지 갑시다^^! 그 때까지 게임 개발에 저의 사비를 보태겠..읍,3rd_anniversary
280,마성의닥삼구,드빌3주년 축하합니다,3rd_anniversary
281,광견주의,3주년 기점으로 날아오릅시다,3rd_anniversary
282,CoffeeNap,시작한지 얼마 안됬지만 오래된 게임이였군요? 앞으로도 응원합니다!!,3rd_anniversary
283,오시도,아들과함께 할수 있어서 좋은게임이에요 3주년 축하드립니다,3rd_anniversary
284,선비영혼,선비영혼 드빌 3주년 축하합니다~~~~,3rd_anniversary
285,STRONGSNOW,드빌 3주년 축하드립니다...,3rd_anniversary
286,마스가,드빌 3살 먹은거 축하해요! 그리고 더 열심히 해주세요..!,3rd_anniversary
287,l풍뢰lVAPE,3주년 축하합니다 유저의 의견을 적극 수렴해주는 드빌이 되길 바랍니당^^,3rd_anniversary
288,쪼쪼용,10주년 가즈아!!!,3rd_anniversary
289,1과2분의1,드빌 3주년 축하해요! 오래오래 운영해주세요!,3rd_anniversary
290,그냥hm,한지는 얼마 안됐지만 3주년 축하해요!,3rd_anniversary
291,라교수,3주년이구려~ 추카합니다잉~ 신규용 그만내고 컨텐츠부터 좀 보안합시당~,3rd_anniversary
292,융훈,"3주년을 기점으로 다시 반등할 수 있으면 좋겠습니다, 축하드려요.",3rd_anniversary
293,LuciaShade,3주년 축하드리고 섭종까지 계속하려는 유저들도 있으니 힘내셔유~^^,3rd_anniversary
294,EVOREDON,"듭엠 2주년,3주년도 함께하며 4주년까지도 달려보겠습니다 3주년 축하합니다!!",3rd_anniversary
295,솔리야,3주년 축하해요~ 시간 너무 빠르다 ㅎㅎ,3rd_anniversary
296,ItzelShade,듭m 3주년 축하드려요! 앞으로도 좋은운영 기대해보겠습니다!,3rd_anniversary
297,색별빛,우효~ 3주년이다! 듭엠 운영진분들 고생하셧고! 앞으로도 고생해주세요(?)늘 응원합니다!,3rd_anniversary
298,FCㅡ고등어,드빌 3주년 진심으로 축하드립니다!,3rd_anniversary
299,盛夏새벽,드빌M이 벌써!!!3주년이라니 정말정말 축하드려요~~,3rd_anniversary
300,왕쟈에요,듭엠 3주년 축하드린다골!! 아직도 뉴비이지만 정말 재밌게 하고있는 게임이다골♡ 사실.내가하는 처음이자 마지막 게임이다골...심심할때 나를 즐겁게 해주는 듭엠 3주년 정말 축하드린다골!,3rd_anniversary
301,dvm1684428,간만에 오래할 게임 찾았는데 오래가면 좋겠습니다 3주년 ㅊㅋㅊㅋ,3rd_anniversary
302,광용사,"3주년 축하합니다 최초접속은 3년전 하지만 핸드폰이 안 좋아서 삭제했었는데요, 오늘 확인해보니 누적102일 연속접속일100일로 재미있게 플레이하고 있습니다",3rd_anniversary
303,PLIE,3주년 축하하고 앞으로 더 재밌게 드빌m 만들어주세요~,3rd_anniversary
304,MOON77,3주년까지 운영진 유저여러분 모두 정말 고생많으셨습니다 앞으로도 계속 함께하고 싶어요 ㅜㅜ!,3rd_anniversary
305,하시모토 아리나,축하해용~~~~♡☆♡☆♡☆♡☆♡,3rd_anniversary
306,gaiaet6308,드빌M 3주년 정말 축하드리고 앞으로도 많고 풀성한 이벤트 부탁드려요~~^&^,3rd_anniversary
307,바다산호,드래곤빌리지m 3년전쯤 한창 사전예약할때 하고싶었지만 어려서 어떻게 해야하는지 햇갈렸던 기억이 났네요.. 출시하자마자 깔아서 시타엘얻고..즐기다 계정잃어버리고 다시 파서 찡또 각각 속성 다모았었죠ㅋㅋ 그것에 매달려서..딴용을 못키우고..ㅎ 이제야 다른용도 키우게 되었네요.진입장벽도 생각보다 낮고 용도 키우기 쉬워서 좋았던것 같아요!(갓겜인것 같기도하고..ㅎㅎ)벌써 3년이 지나고..신규용도 생기고많이 성장한 게임 같아요!골드님 포함해 많은 직원운들께 감사드리고.이런 재미있는 게임을 만들어 주셔서 감사합니다!드래곤빌리지 m 3주년 정말 축하하고 화이팅!,3rd_anniversary
308,제제00,게임 시작 이제 7개월 이지만 드빌M의 3주년을 진심으로 축하드립니다아ㅏㅏㅏ,3rd_anniversary
309,세젤귀파뎅뎅,"골라님 드빌3주년 저알축하하골!! 10일차 뉴늅이지만 정말재밋게하고잇다골 이겜 일러가 이뻐서 시작햇지만 다른컨텐츠, 시스템 부분에서도 너무재밋다골 겜 앞으로도 오래오래하면좋겟골 초면쯤되지만 이제 앞으로 잘지내보자골! 앞으로도 좋은개편 기대하겟다골!!",3rd_anniversary
310,알로호모ㄹr,3주년이네요~감회가 새롭습니다. 꾸준히 운영해주세요.,3rd_anniversary
311,적운대협,축하합니다^^건강하세요,3rd_anniversary
312,l풍뢰l워니,드빌 3주년 축하합니다~ 오래오래 흥하길 기원합니다,3rd_anniversary
313,한국꼬부기,꼬북꼬북꼬뷰기!(드빌M3주년 정말축하한다 꼬북!),3rd_anniversary
314,아쿠아래곤,드빌M의 3주년을 축하해요!,3rd_anniversary
315,靑雷빠우,드빌 3주년 축하드려요 앞으로도 계속 잘 부탁드려요~~~!!!!!,3rd_anniversary
316,빵빵봉봉,3주년 축하드립니다. 더 재미있게 할께요.,3rd_anniversary
317,노세,드빌3주년 축하축하!! 드린이지만 매일매일 열심히 커가고있어요 너무재밌게 하고있네요,3rd_anniversary
318,구서주지,"3주년 축하드립니다. 저에게는 1주년이네요. 시작한지 엊그제 같은데 벌써 시간이 이렇게 빨리 지나갔네요 새로 시작하는 마음으로 드빌M에도 새로운 유저들이 많이 찾을 수 있도록 개발진,운영진분들 더욱 더 힘써주세요 축하드려요",3rd_anniversary
319,Ruel,3주년 축하!!! 앞으로 5주년 10주년 쭉~~~~~ 달립시다!,3rd_anniversary
320,ㅣ수사불패ㅣ냐쀼,드빌 시작한지 갓 2달된 유저입니다! 처음엔 드래곤을 좋아하기 때문에 시작했는데 인생게임을 만난거 같아요. 3주년 축하드려요! 앞으로도 많이 보자구욧,3rd_anniversary
321,암흑룡떳다으헿헿,따랑하는 드빌m 3주년 축하~~~~ 앞으로도 더 재밌게 발전하고 유저들과 소통하면서 4주년 5주년 쭈욱 이어나갔으면 좋겠어요!!,3rd_anniversary
322,리코타드빌,3주년 너무 축하해요 이제 시작한지 한달 넘었는데 갓겜의 향을 맡고 시작했어요 ㅋㅋ,3rd_anniversary
323,노밍키,3주년 너무 축하드립니다? 하다보니 푹 빠져서 시간가는 줄 모르네요! 앞으로도 좋은 업뎃과 함께 같이 즐겜하는 게임 만들어주게요!! 응원할게요 ㅎㅎ,3rd_anniversary
324,손빵이,3주년 정말 축하드려요! 듭M 재밌게하고 있습니당,3rd_anniversary
325,메이드쿠카,사랑하는 골라님♡ 여차저차 3주년 진심으로 축하드려요. 매력가득한 드빌M이 더욱 성장하고 발전하길 응원합니다! ^^,3rd_anniversary
326,못자요,드래곤빌리지m 3주년을 축하합니다.,3rd_anniversary
327,용용아짖어,드빌 3주년 추카합니다,3rd_anniversary
328,블루리온,3주년 축하드립니다. 유저 접근성이나 편의성 개선 기대합니다.,3rd_anniversary
329,백룡꼬리에들어갈래요,"드빌 초창기때 시작해서 중간에 2번정도 끊었다가 다시 복귀한 유저입니다. 초창기때가 엊그제같은데 벌써 3주년이네요 1,2주년때도 엄청 즐겼었던 게임이기도 하고요 그래서 이번 3주년도 매우 기대하고 있습니다 하지만 한편으로는 이번 3주년은 좀 크게 그리고 재미있게 하는 3주년이 되었으면 하는 마음입니다 벌써 이 게임이 나온지 3년이나 되었다는건데 그만큼 유저들이 감동할만한 이벤트...그리고 다른 컨텐츠같은걸 해주시면 너무너무 감사하겠습니다 3주년 너무 축하드립니다 (\^-^/) 드빌M에게, 이 게임 시작한지 벌써 3년이 지났고 스펙은 3년 했는데도 낮은 스펙이더라 3주년때는 게임 제작자분들이 크게 뿌려주실 것이라고 생각하는데 울 집 래곤이들도 키워야하구 아무튼 머... 3주년 축하해 드빌M! 앞으로도 같이 계속 함께하자!",3rd_anniversary
330,탐라국,드빌 30주년까지 가즈아!,3rd_anniversary
331,두파ㅋ,드래곤 빌리지 3주년 축하합니다!! 이런 류의 게임은 처음인데 콘텐츠도 많고 너무 재밌어서 오랫동안 하고 있네요!! 앞으로도 지금처럼 잘 운영 부탁 드려요!!!,3rd_anniversary
332,와니와니짱짱,드빌M 너무 재밌고여 꾸준한 업데이트와 신캐 감사하고 3주년 정말~~~~축하하며 앞으로도 좋은운영 부탁하며 다시한번3주년 축하합니다,3rd_anniversary
333,파란사슬,드빌 3주년 축하합니다 물타이탄 화이팅,3rd_anniversary
334,소르베타,드빌 3쨜 츄카츄카!!!,3rd_anniversary
335,★드래곤민트★,벌써 3주년이라니 저의 소중한 추억이 되어줘서 감사합니다! 드빌M 3주년 축하해!,3rd_anniversary
336,다이아해파리,2017년 처음 했던 때가 생각납니다... 제가 제 계정으로 최초로 한 게임이자 가장 많이 플레이한 게임! 그 게임이 벌써 3주년이라니... 정말정말 축하합니다! ...,3rd_anniversary
337,네오시스,3주년 축하해요~^^,3rd_anniversary
338,꼬순내,3주년 축하합니다~~ 오래오래 번창 해 주세용,3rd_anniversary
339,레이미아,레이미아 / 3주년 축하드려요~ 앞으로도 많은 변화 기대해요^^,3rd_anniversary
340,소후아,얼른 4주년 되서 봐요~ ㅊㅋㅊㅋ,3rd_anniversary
341,dvm1677911,3주년 축하합니다 평생갑시다!,3rd_anniversary
342,태양X구사,3주년 축하드려요~~~ 쭉쭉 갑시다!!,3rd_anniversary
343,잭휠러,3주년 정말 축하드립니다~!,3rd_anniversary
344,체크체크,3주년 축하드립니다. 오래갔으면 좋겠습니다 ㅎ,3rd_anniversary
345,차차입니당,벌써 3주년이라니 오래오래 장수게임으로 남아서 나랑 쭉 같이가자 축하드리골~!!,3rd_anniversary
346,클래미너,듭엠 3주년 너무 축하드립니다! 앞으로도 좋은 운영과 이벤트 기대하는 마음으로 열심히 즐엠 하겠습니다~ 3주년 축하드려요,3rd_anniversary
347,유즈셀리,축하합니다!!! 제가 처음 시작하고 좋아했던 게임이 3주년이라니!! 축하합니다~~,3rd_anniversary
348,포이poit,드빌M 3주년 너무너무 축하합니다~앞으로도 계속 이어나가기를~~,3rd_anniversary
349,순환,날아간 계정 날짜로 하면 2017 9월에 접했던 드빌.. 재밌어서 내 인생의 한 부분이 되었고 전계정은 날아갔지만 새 계정으로 다시 열심히 하고 있어요. 2주년때도 해왔고 이제 3주년을 맞이하네요. 드빌M 3주년 축하드리고 점점 더 좋고 유저와 더 소통하는 게임이 되길 바랍니다!,3rd_anniversary
350,스카이다운ㅣ카니ㅣ,드래곤빌리지M 3주년 축하합니다~ 10주년까지 가즈아,3rd_anniversary
351,좃밥,이벤트를 하니 다시 시작해야겟군 저하늘색 드레곤은 유리온인가요?,3rd_anniversary
352,야심작,3주년 축하합니다. 10주년까지 갈 수 있도록 좋은 조건 만들어 주세요.,3rd_anniversary
353,V혜푸V,\드빌 3주년을 축하합니다/ ((앞으로 계속 함께해용-!♡,3rd_anniversary
354,dbtlswkdrnss,드빌 3주년 축하드립니다!~,3rd_anniversary
355,한성연,3주년 축하해요!,3rd_anniversary
356,냥냥민트,벌써 3주년이군요!  앞으로도 오래가는게임이 되주세요~ 3주년 축하해요!!,3rd_anniversary
357,ninjago,드빌 3주년 진심으로 축하드립니다.,3rd_anniversary
358,늘찬,3주년 축하드립니다! 드빌을 하고있지 않는도중에도 마음에드는 모바일게임은 없더라구요 ㅜ 드빌은 제가 열심히한 처음이자 마지막게임일겁니다  이러나 저러나 저에겐 의미가 깊은 게임이네요 3주년 기념으로 복귀하려구요 ㅎㅎ 는게임 만들어주셔서 감사합니다 30주년까지 가즈아?,3rd_anniversary
359,리디머,시작한지 일주일된 뉴비지만 3주년 축하하골@@@,3rd_anniversary
360,l한국l미트라좋아,드빌m이 벌써 3살이라니! 축하해요!!!,3rd_anniversary
361,l흑달lkm38,"드빌M 3주년 축하해요 연속출석 1,093일째 입니다.",3rd_anniversary
362,Felspaide,"Happy Anniversary DVM. I haven't been playing for very long, since 2•22•20 actually, but it has been quite an experience. I have made so many friends, even a small family, and it has really helped in these dark times. This game really keeps me on my toes whether its pulling dragons in a summon, or worrying if I'm going to make my 1 hour mark just before daily reset. Either way, I wish that I had listened to all those ads saying to play this game sooner because it is just a delightful game. Thank you for allowing me to be a part of this great game and great community",3rd_anniversary
363,真龙星君,"Happy anniversary dragon Village M Hope we can joined it and wishing Manus can come to us, so get fun together",3rd_anniversary
364,ninfy,"Happy 3rd Anniversary, DVM! You have been keeping me busy (in a good way!) during this dull year and I hope you'd keep improving the game! This is such a great game to get my hands on so I'm really hoping this game would last! Happy 3rd Anniversary once again, DVM!",3rd_anniversary
365,Weiser,"Happy Anniversary, definitely a game to keep playing and to last for a while to come!! Keep up the excellent work, looking forward to playing for a long while yet!",3rd_anniversary
366,TrickyZ,Thank you DVM for such a great game! Almost 2 yrs in and still playing daily!,3rd_anniversary
367,Satyress,Happy anniversary! One of the best games I've played. Hope to get more surprises from you uwu,3rd_anniversary
368,Ashekeroth,"Happy anniversary! I just hit the 3-month mark yesterday, so I was pleasantly surprised to find you're hitting your 3rd year ahaha I'm not too sure what to write as I'm still quite new to the game, but here's to congratulating everyone on the board of staff for those intricate designs and smooth graphics! The new dragons are looking pretty nice, and the release of L Spirit is a good move by developers to give non-whales a chance to stand on par with whales that have Thunderbolt. I really admire how the game is balanced that way, such as having Tropheus as a regular drawable dragon, so even if we spend money on the game, it's not a guaranteed win; it encourages everyone to be more competitive and doesn't bore the big spenders too soon. Also, the update allowing dungeons to be open all the time has really encouraged more newbies to stick around and play long-term instead of getting frustrated that they can't evolve their dragons immediately and fight at more advanced stages, so kudos to the member of staff who  thought of that! Congrats on making it this far once again!",3rd_anniversary
369,Chickboy,Happy 3rd anniversary Dragon Village M (DVM) this is really the best free to play game. I am playing this game in 2months and i really really enjoy the game. Hoping for new fun events. Congratulations to developers and staff i hope we'll see your faces in livestreams. This game is the best you made it. Happy Anniversary Congratulation,3rd_anniversary
370,Ikarus24,Happy 3rd anniversary! It has been an amazing ride and looking forward to the next year! Keep up the creativity. And thanks for all the events. Cheers!,3rd_anniversary
371,Dillus,Happy birthday DVM. Congratulations for working hard on the game. Keep on updating to make the game better and better (and give players a chance to get topaz with affordable price too),3rd_anniversary
372,quickDuck,"Happy anniversary dragon village M, You’re literally the game that i wanted to play, dragon and gatcha so perfect",3rd_anniversary
373,Klynt,"Its been months ive been playing this game and this has been the greatest Collecting game ive ever played even if it was the first one And Im happy this is still running untill today and Im wishing this a very happy aniversary of dragon village M and Congrats to the developers who have been working hard for the game, updating it throught out the years I hope itll continue on the future!",3rd_anniversary
374,Azuria,"Happy 3rd Anniversary, DVM! I have been playing for 6 months and till now it isn't boring. Keep up the good work to the staff and developers of the game. Once again, congratulations.",3rd_anniversary
375,dsRoar,Wish you a happy anniversary dragon village m. May this last for many years to come ,3rd_anniversary
376,Kelvintage,Happy Anni Dragon Village M! Hope you guys having Fun Tonight! Lets get the party started with social distancing!,3rd_anniversary
377,Tropheus of clan Severity,happy 3rd Anniversary DVM from: Tropheus of clan Severity. Happy to be apart of this fine game.,3rd_anniversary
378,WheelFreed,Happy 3rd Anniversary Dragon Village M Just want to thank the devs for making a gatcha game that is not totally pay to win. Keep up the good work ,3rd_anniversary
379,csheaff3,Happy 3rd DVM! Been playing for over 2 years now and I hope for many more! You are all doing a great job with the game! Keep it up!,3rd_anniversary
380,Jabes583Bv,"Dragon village m, one of the best RPGs I've ever played in my entire life. Since I met this game, I fell in love with it instantly. It is well crafted. Very entertaining, but needs more. This game is already very good with what it has, but you can be even better, adding more functions such as exchanges or making more entertaining events with greater rewards and also interacting more with the dragons, also start making some announcements so that more interest arrives to the people because this game is very good that it deserves to have a bigger community, Currently the game is fine, but it can be much better if they add more things. Personally had a wonderful experience during my gameplays. That aside, happy 3rd anniversary to all of you both the developers and the players of this beautiful game, may the community grow and the game is the best of the best.",3rd_anniversary
381,Venosaur,Happy Happy 3rd Year Anniversary DVM! More power and more dragons to come! Its been a month for me to play this game and I found it cute and lovely,3rd_anniversary
382,Tail,"Happy Birthday Dragon Village M! I started play this game 1 half year agò, and never leaved It, because i love this game and want continue to play! You are awsome ",3rd_anniversary
383,Pooftada,"Happy anniversary dragon village M, thank you for the wonderful game, one of the best out there",3rd_anniversary
384,VEnd,Happy 3rd Anniversary DVM! Please give new game content and fix pvp meta.,3rd_anniversary
385,Lale95,Happy 3rd Anniversary DVM Uno de los mejores juegos que e jugado... desde el primer día me encantó... espero que puedan seguir actualizando eventos... Gracias por éste increíble juego...,3rd_anniversary
386,Mystraven,Happy birthday Dragon Village M !! This is the best game turn RPG!,3rd_anniversary
387,zeruel,Happy 3rd Anniversary Dragon Village M. Keep roaring,3rd_anniversary
388,CafeDragon,Happy 3rd Anniversary DVM.,3rd_anniversary
389,音韵,Happy birthday dVM entering 3rd year,3rd_anniversary
390,空Mino,Happy Aniversary Dragon Village M This game is amzing and perfect for me i cant believe i play it for 5 years now BEST GAME EVER!!!!,3rd_anniversary
391,Felspaide,"Happy Anniversary DVM. I haven't been playing for very long, since 2•22•20 actually, but it has been quite an experience. I have made so many friends, even a small family, and it has really helped in these dark times. This game really keeps me on my toes whether its pulling dragons in a summon, or worrying if I'm going to make my 1 hour mark just before daily reset. Either way, I wish that I had listened to all those ads saying to play this game sooner because it is just a delightful game. Thank you for allowing me to be a part of this great game and great community",3rd_anniversary
392,真龙星君,"Happy anniversary dragon Village M Hope we can joined it and wishing Manus can come to us, so get fun together",3rd_anniversary
393,TㄷTrickyZ,Thank you DVM for such a great game! Almost 2 yrs in and still playing daily!,3rd_anniversary
394,Weiser,"Happy Anniversary, definitely a game to keep playing and to last for a while to come!! Keep up the excellent work, looking forward to playing for a long while yet!",3rd_anniversary
395,ninfy,"Happy 3rd Anniversary, DVM! You have been keeping me busy (in a good way!) during this dull year and I hope you'd keep improving the game! This is such a great game to get my hands on so I'm really hoping this game would last! Happy 3rd Anniversary once again, DVM!",3rd_anniversary
396,Tatsumoto,"Happy 3rd Anniversary, DVM! It has already been 3 months since I was start playing this game and until now I'm still active for this game because it doesn't make me feel bored and disappointed. I would say congrats to Developer and Staff who have been working very hard for this game. I wonder the future the game and I hope it's for the best to improve further in the future. Once Again, Happy Anniversary Day, DVM!",3rd_anniversary
397,T Satyress,Happy anniversary! One of the best games I've played. Hope to get more surprises from you uwu,3rd_anniversary
398,NTD,Happy anniversary dragon village m. I wish our team full of happiness and love. May all your dreams turn come true and may lady luck visit you everyday.,3rd_anniversary
399,Ashekeroth,"Happy anniversary! I just hit the 3-month mark yesterday, so I was pleasantly surprised to find you're hitting your 3rd year ahaha",3rd_anniversary
400,MunniSky,"Happy anniversary DVM although i'm new to this game and hasnt able to play it much but i have already love it so much and able to play with my friend and so who will roll a legend dragon first, hoping you will bring us more delight dragon and top update.",3rd_anniversary
401,Chickboy,"Happy 3rd anniversary Dragon Village M (DVM) this is really the best free to play game. I am playing this game in 2months and i really really enjoy the game. Hoping for new fun events. Congratulations to developers and staff i hope we'll see your faces in livestreams. This game is the best you made it.
Happy Anniversary Congratulation",3rd_anniversary
402,Ikarus24,Happy 3rd anniversary! It has been an amazing ride and looking forward to the next year! Keep up the creativity. And thanks for all the events. Cheers!,3rd_anniversary
403,Valfor,Congratulation on Dragon Village M 3rd Anniversary! I hope DVM will develop more in the future since this is such a great game that brings me joyfulness. Keep up the good work!,3rd_anniversary
404,Dillus,Happy birthday DVM. Congratulations for working hard on the game. Keep on updating to make the game better and better (and give players a chance to get topaz with affordable price too),3rd_anniversary
405,Klynt,"Its been months ive been playing this game and this has been the greatest Collecting game ive ever played even if it was the first one
And Im happy this is still running untill today and Im wishing this a very happy aniversary of dragon village M and Congrats to the developers who have been working hard for the game, updating it throught out the years I hope itll continue on the future!",3rd_anniversary
406,quickDuck,"Happy anniversary dragon village M,
You’re literally the game that i wanted to play, dragon and gatcha so perfect",3rd_anniversary
407,Azuria,"Happy 3rd Anniversary, DVM! I have been playing for 6 months and till now it isn't boring. Keep up the good work to the staff and developers of the game. Once again, congratulations.",3rd_anniversary
408,HiYoutube,"Happy 3rd Anniversary, Congratulations for 3 years awesome game!! keep good work and dont get bored",3rd_anniversary
409,dsRoar,Wish you a happy anniversary dragon village m. May this last for many years to come ,3rd_anniversary
410,KopiSusu,"Happy aniversary dragon village m has been playing this game for Two years now, and not get bored yet... keep good work",3rd_anniversary
411,Kelvintage,Happy Anni Dragon Village M! Hope you guys having Fun Tonight! Lets get the party started with social distancing!,3rd_anniversary
412,WheelFreed,"Happy 3rd Anniversary Dragon Village M
Just want to thank the devs for making a gatcha game that is not totally pay to win. Keep up the good work",3rd_anniversary
413,Venosaur,Happy Happy 3rd Year Anniversary DVM! More power and more dragons to come! Its been a month for me to play this game and I found it cute and lovely,3rd_anniversary
414,csheaff3,Happy 3rd DVM! Been playing for over 2 years now and I hope for many more! You are all doing a great job with the game! Keep it up!,3rd_anniversary
415,Tail,"Happy Birthday Dragon Village M!
I started play this game 1 half year agò, and never leaved It, because i love this game and want continue to play!
You are awsome ",3rd_anniversary
416,Jabes583Bv,"Dragon village m, one of the best RPGs I've ever played in my entire life. Since I met this game, I fell in love with it instantly. It is well crafted. Very entertaining, but needs more. This game is already very good with what it has, but you can be even better, adding more functions such as exchanges or making more entertaining events with greater rewards and also interacting more with the dragons, also start making some announcements so that more interest arrives to the people because this game is very good that it deserves to have a bigger community, Currently the game is fine, but it can be much better if they add more things. Personally had a wonderful experience during my gameplays. That aside, happy 3rd anniversary to all of you both the developers and the players of this beautiful game, may the community grow and the game is the best of the best.",3rd_anniversary
417,Mystraven,"Happy birthday Dragon Village M !!
This is the best game turn RPG!",3rd_anniversary
418,Pooftada,"Happy anniversary dragon village M, thank you for the wonderful game, one of the best out there
",3rd_anniversary
