item,category,t_name,t_desc,icon,type,full_type,attr,role,color,rarity,grade,evolution,did,count,sale_price,get_region,package,tool_name,inbox_icon
741122,stack,희귀 특성 재료(물),특성 레벨업 시 물 속성 희귀 등급 드래곤을 대신해 사용할 수 있는 재료,res/ui/icons/item/mastery_material_02.png,mastery_material,mastery_material_rare_water,water,,,,,,,1,100,,,희귀 특성 재료(물),
741132,stack,영웅 특성 재료(물),특성 레벨업 시 물 속성 영웅 등급 드래곤을 대신해 사용할 수 있는 재료,res/ui/icons/item/mastery_material_03.png,mastery_material,mastery_material_hero_water,water,,,,,,,1,100,,,영웅 특성 재료(물),
741142,stack,전설 특성 재료(물),특성 레벨업 시 물 속성 전설 등급 드래곤을 대신해 사용할 수 있는 재료,res/ui/icons/item/mastery_material_04.png,mastery_material,mastery_material_legend_water,water,,,,,,,1,100,,,전설 특성 재료(물),
741123,stack,희귀 특성 재료(불),특성 레벨업 시 불 속성 희귀 등급 드래곤을 대신해 사용할 수 있는 재료,res/ui/icons/item/mastery_material_02.png,mastery_material,mastery_material_rare_fire,fire,,,,,,,1,100,,,희귀 특성 재료(불),
741133,stack,영웅 특성 재료(불),특성 레벨업 시 불 속성 영웅 등급 드래곤을 대신해 사용할 수 있는 재료,res/ui/icons/item/mastery_material_03.png,mastery_material,mastery_material_hero_fire,fire,,,,,,,1,100,,,영웅 특성 재료(불),
741143,stack,전설 특성 재료(불),특성 레벨업 시 불 속성 전설 등급 드래곤을 대신해 사용할 수 있는 재료,res/ui/icons/item/mastery_material_04.png,mastery_material,mastery_material_legend_fire,fire,,,,,,,1,100,,,전설 특성 재료(불),
741124,stack,희귀 특성 재료(빛),특성 레벨업 시 빛 속성 희귀 등급 드래곤을 대신해 사용할 수 있는 재료,res/ui/icons/item/mastery_material_02.png,mastery_material,mastery_material_rare_light,light,,,,,,,1,100,,,희귀 특성 재료(빛),
741134,stack,영웅 특성 재료(빛),특성 레벨업 시 빛 속성 영웅 등급 드래곤을 대신해 사용할 수 있는 재료,res/ui/icons/item/mastery_material_03.png,mastery_material,mastery_material_hero_light,light,,,,,,,1,100,,,영웅 특성 재료(빛),
741144,stack,전설 특성 재료(빛),특성 레벨업 시 빛 속성 전설 등급 드래곤을 대신해 사용할 수 있는 재료,res/ui/icons/item/mastery_material_04.png,mastery_material,mastery_material_legend_light,light,,,,,,,1,100,,,전설 특성 재료(빛),
741125,stack,희귀 특성 재료(어둠),특성 레벨업 시 어둠 속성 희귀 등급 드래곤을 대신해 사용할 수 있는 재료,res/ui/icons/item/mastery_material_02.png,mastery_material,mastery_material_rare_dark,dark,,,,,,,1,100,,,희귀 특성 재료(어둠),
741135,stack,영웅 특성 재료(어둠),특성 레벨업 시 어둠 속성 영웅 등급 드래곤을 대신해 사용할 수 있는 재료,res/ui/icons/item/mastery_material_03.png,mastery_material,mastery_material_hero_dark,dark,,,,,,,1,100,,,영웅 특성 재료(어둠),
741145,stack,전설 특성 재료(어둠),특성 레벨업 시 어둠 속성 전설 등급 드래곤을 대신해 사용할 수 있는 재료,res/ui/icons/item/mastery_material_04.png,mastery_material,mastery_material_legend_dark,dark,,,,,,,1,100,,,전설 특성 재료(어둠),
760001,stack,1등급 강화 포인트,1성 드래곤 강화에 사용할 수 있는 강화 포인트.,,reinforce_point,reinforce_point_01,,,,,1,,,1,10000,,,1등급 강화 포인트,
760002,stack,2등급 강화 포인트,2성 드래곤 강화에 사용할 수 있는 강화 포인트.,,reinforce_point,reinforce_point_02,,,,,2,,,1,20000,,,2등급 강화 포인트,
760003,stack,희귀 강화 포인트,희귀 드래곤 강화에 사용할 수 있는 강화 포인트.,,reinforce_point,reinforce_point_03,,,,,3,,,1,30000,,,희귀 강화 포인트,
760004,stack,영웅 강화 포인트,영웅 드래곤 강화에 사용할 수 있는 강화 포인트.,,reinforce_point,reinforce_point_04,,,,,4,,,1,40000,,,영웅 강화 포인트,
760005,stack,전설 강화 포인트,전설 드래곤 강화에 사용할 수 있는 강화 포인트.,,reinforce_point,reinforce_point_05,,,,,5,,,1,50000,,,전설 강화 포인트,
760011,object,파워드래곤(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,5,,120011,1,300,,,파워드래곤(땅) 인연 포인트,
760012,object,파워드래곤(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,5,,120012,1,300,,,파워드래곤(물) 인연 포인트,
760014,object,파워드래곤(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,5,,120014,1,300,,,파워드래곤(빛) 인연 포인트,
760015,object,파워드래곤(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,5,,120015,1,300,,,파워드래곤(어둠) 인연 포인트,
760021,object,램곤(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120021,1,300,,,램곤(땅) 인연 포인트,
760022,object,램곤(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120022,1,300,,,램곤(물) 인연 포인트,
760023,object,램곤(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120023,1,300,,,램곤(불) 인연 포인트,
760024,object,램곤(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120024,1,300,,,램곤(빛) 인연 포인트,
760025,object,램곤(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120025,1,300,,,램곤(어둠) 인연 포인트,
760051,object,애플칙(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,2,,120051,1,300,,,애플칙(땅) 인연 포인트,
760052,object,애플칙(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,2,,120052,1,300,,,애플칙(물) 인연 포인트,
760053,object,애플칙(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,2,,120053,1,300,,,애플칙(불) 인연 포인트,
760054,object,애플칙(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,2,,120054,1,300,,,애플칙(빛) 인연 포인트,
760055,object,애플칙(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,2,,120055,1,300,,,애플칙(어둠) 인연 포인트,
760071,object,스파인(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120071,1,300,,,스파인(땅) 인연 포인트,
760072,object,스파인(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120072,1,300,,,스파인(물) 인연 포인트,
760073,object,스파인(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120073,1,300,,,스파인(불) 인연 포인트,
760074,object,스파인(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120074,1,300,,,스파인(빛) 인연 포인트,
760075,object,스파인(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120075,1,300,,,스파인(어둠) 인연 포인트,
760081,object,리프드래곤(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120081,1,300,,,리프드래곤(땅) 인연 포인트,
760082,object,리프드래곤(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120082,1,300,,,리프드래곤(물) 인연 포인트,
760083,object,리프드래곤(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120083,1,300,,,리프드래곤(불) 인연 포인트,
760084,object,리프드래곤(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120084,1,300,,,리프드래곤(빛) 인연 포인트,
760085,object,리프드래곤(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120085,1,300,,,리프드래곤(어둠) 인연 포인트,
760091,object,테일드래곤(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120091,1,300,,,테일드래곤(땅) 인연 포인트,
760092,object,테일드래곤(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120092,1,300,,,테일드래곤(물) 인연 포인트,
760093,object,테일드래곤(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120093,1,300,,,테일드래곤(불) 인연 포인트,
760094,object,테일드래곤(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120094,1,300,,,테일드래곤(빛) 인연 포인트,
760095,object,테일드래곤(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120095,1,300,,,테일드래곤(어둠) 인연 포인트,
760111,object,페어리드래곤(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120111,1,300,,,페어리드래곤(땅) 인연 포인트,
760112,object,페어리드래곤(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120112,1,300,,,페어리드래곤(물) 인연 포인트,
760113,object,페어리드래곤(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120113,1,300,,,페어리드래곤(불) 인연 포인트,
760114,object,페어리드래곤(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120114,1,300,,,페어리드래곤(빛) 인연 포인트,
760115,object,페어리드래곤(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120115,1,300,,,페어리드래곤(어둠) 인연 포인트,
760122,object,사이커드래곤(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120122,1,300,,,사이커드래곤(물) 인연 포인트,
760123,object,사이커드래곤(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120123,1,300,,,사이커드래곤(불) 인연 포인트,
760124,object,사이커드래곤(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120124,1,300,,,사이커드래곤(빛) 인연 포인트,
760125,object,사이커드래곤(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120125,1,300,,,사이커드래곤(어둠) 인연 포인트,
760141,object,퍼플립스드래곤(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,2,,120141,1,300,,,퍼플립스드래곤(땅) 인연 포인트,
760142,object,퍼플립스드래곤(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,2,,120142,1,300,,,퍼플립스드래곤(물) 인연 포인트,
760143,object,퍼플립스드래곤(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,2,,120143,1,300,,,퍼플립스드래곤(불) 인연 포인트,
760144,object,퍼플립스드래곤(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,2,,120144,1,300,,,퍼플립스드래곤(빛) 인연 포인트,
760145,object,퍼플립스드래곤(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,2,,120145,1,300,,,퍼플립스드래곤(어둠) 인연 포인트,
760151,object,변종 에그드래곤(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120151,1,300,,,변종 에그드래곤(땅) 인연 포인트,
760152,object,변종 에그드래곤(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120152,1,300,,,변종 에그드래곤(물) 인연 포인트,
760153,object,변종 에그드래곤(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120153,1,300,,,변종 에그드래곤(불) 인연 포인트,
760154,object,변종 에그드래곤(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120154,1,300,,,변종 에그드래곤(빛) 인연 포인트,
760155,object,변종 에그드래곤(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120155,1,300,,,변종 에그드래곤(어둠) 인연 포인트,
760161,object,핑크벨(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120161,1,300,,,핑크벨(땅) 인연 포인트,
760162,object,핑크벨(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120162,1,300,,,핑크벨(물) 인연 포인트,
760163,object,핑크벨(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120163,1,300,,,핑크벨(불) 인연 포인트,
760164,object,핑크벨(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120164,1,300,,,핑크벨(빛) 인연 포인트,
760165,object,핑크벨(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120165,1,300,,,핑크벨(어둠) 인연 포인트,
760172,object,에일리언드래곤(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120172,1,300,,,에일리언드래곤(물) 인연 포인트,
760173,object,에일리언드래곤(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120173,1,300,,,에일리언드래곤(불) 인연 포인트,
760174,object,에일리언드래곤(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120174,1,300,,,에일리언드래곤(빛) 인연 포인트,
760175,object,에일리언드래곤(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120175,1,300,,,에일리언드래곤(어둠) 인연 포인트,
760181,object,블루드래곤(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,2,,120181,1,300,,,블루드래곤(땅) 인연 포인트,
760182,object,블루드래곤(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,2,,120182,1,300,,,블루드래곤(물) 인연 포인트,
760183,object,블루드래곤(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,2,,120183,1,300,,,블루드래곤(불) 인연 포인트,
760184,object,블루드래곤(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,2,,120184,1,300,,,블루드래곤(빛) 인연 포인트,
760185,object,블루드래곤(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,2,,120185,1,300,,,블루드래곤(어둠) 인연 포인트,
760191,object,리티오(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120191,1,300,,,리티오(땅) 인연 포인트,
760192,object,리티오(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120192,1,300,,,리티오(물) 인연 포인트,
760193,object,리티오(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120193,1,300,,,리티오(불) 인연 포인트,
760194,object,리티오(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120194,1,300,,,리티오(빛) 인연 포인트,
760195,object,리티오(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120195,1,300,,,리티오(어둠) 인연 포인트,
760201,object,허리케인(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120201,1,300,,,허리케인(땅) 인연 포인트,
760202,object,허리케인(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120202,1,300,,,허리케인(물) 인연 포인트,
760203,object,허리케인(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120203,1,300,,,허리케인(불) 인연 포인트,
760204,object,허리케인(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120204,1,300,,,허리케인(빛) 인연 포인트,
760212,object,가루다(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120212,1,300,,,가루다(물) 인연 포인트,
760213,object,가루다(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120213,1,300,,,가루다(불) 인연 포인트,
760214,object,가루다(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120214,1,300,,,가루다(빛) 인연 포인트,
760215,object,가루다(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120215,1,300,,,가루다(어둠) 인연 포인트,
760221,object,번개고룡(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,5,,120221,1,300,,,번개고룡(땅) 인연 포인트,
760223,object,번개고룡(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,5,,120223,1,300,,,번개고룡(불) 인연 포인트,
760224,object,번개고룡(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,5,,120224,1,300,,,번개고룡(빛) 인연 포인트,
760225,object,번개고룡(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,5,,120225,1,300,,,번개고룡(어둠) 인연 포인트,
760231,object,자룡(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120231,1,300,,,자룡(땅) 인연 포인트,
760232,object,자룡(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120232,1,300,,,자룡(물) 인연 포인트,
760233,object,자룡(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120233,1,300,,,자룡(불) 인연 포인트,
760234,object,자룡(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120234,1,300,,,자룡(빛) 인연 포인트,
760235,object,자룡(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120235,1,300,,,자룡(어둠) 인연 포인트,
760271,object,붐버(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120271,1,300,,,붐버(땅) 인연 포인트,
760272,object,붐버(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120272,1,300,,,붐버(물) 인연 포인트,
760273,object,붐버(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120273,1,300,,,붐버(불) 인연 포인트,
760274,object,붐버(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120274,1,300,,,붐버(빛) 인연 포인트,
760275,object,붐버(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120275,1,300,,,붐버(어둠) 인연 포인트,
760294,object,고대신룡(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,5,,120294,1,300,,,고대신룡(빛) 인연 포인트,
760295,object,고대신룡(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,5,,120295,1,300,,,고대신룡(어둠) 인연 포인트,
760301,object,삐에로드래곤(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120301,1,300,,,삐에로드래곤(땅) 인연 포인트,
760302,object,삐에로드래곤(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120302,1,300,,,삐에로드래곤(물) 인연 포인트,
760303,object,삐에로드래곤(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120303,1,300,,,삐에로드래곤(불) 인연 포인트,
760304,object,삐에로드래곤(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120304,1,300,,,삐에로드래곤(빛) 인연 포인트,
760305,object,삐에로드래곤(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120305,1,300,,,삐에로드래곤(어둠) 인연 포인트,
760312,object,파라오드래곤(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120312,1,300,,,파라오드래곤(물) 인연 포인트,
760313,object,파라오드래곤(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120313,1,300,,,파라오드래곤(불) 인연 포인트,
760314,object,파라오드래곤(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120314,1,300,,,파라오드래곤(빛) 인연 포인트,
760315,object,파라오드래곤(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,4,,120315,1,300,,,파라오드래곤(어둠) 인연 포인트,
760321,object,크레센트(땅) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120321,1,300,,,크레센트(땅) 인연 포인트,
760322,object,크레센트(물) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120322,1,300,,,크레센트(물) 인연 포인트,
760323,object,크레센트(불) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120323,1,300,,,크레센트(불) 인연 포인트,
760324,object,크레센트(빛) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120324,1,300,,,크레센트(빛) 인연 포인트,
760325,object,크레센트(어둠) 인연 포인트,"드래곤과의 인연의 깊이를 나타내는 포인트. 드래곤 소환, 강화에 사용할 수 있다.",,relation_point,,,,,,3,,120325,1,300,,,크레센트(어둠) 인연 포인트,
