did,t_name,c_name,type,c_appearance,res,test,lair,underling,scale,scale_1,scale_2,scale_3,icon,summon_add,mg_weight,fp_weight,pick_weight,sl_weight,lm_weight,rd_weight,c_coupon,category,rarity,birthgrade,role,rune,attr,skill_basic,skill_active,skill_metamorphosis,skill_1,skill_2,skill_3,skill_3_type,skill_leader,skill_leader_type,atk_max,def_max,hp_max,aspd,cri_chance,cri_dmg,cri_avoid,hit_rate,avoid,accuracy,resistance,relation_point,t_desc,r_limited
121055,제피로스,어둠 제피로스,zephyrous,1,res/character/dragon/zephyrous_all_#/zephyrous_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/zephyrous_@_#.png,,10,0,10,0,0,10,0,none,legend,5,dealer,red,dark,200000,210515,,210525,210535,210545,skill_active,210555,hatch,2723,1506,108400,0,10,50,0,0,0,0,0,160,창공 너머 사람들의 손길이 닿지 않는 곳에 서식하는 희귀한 드래곤. 추운 것을 싫어하기 때문에 겨울에는 그 모습을 찾아보기가 어렵다,0
121064,마누스,빛 마누스,manus,1,res/character/dragon/manus_all_#/manus_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/manus_@_#.png,,10,0,0,0,10,0,0,limited,legend,5,healer,blue,light,200000,210614,,210624,210634,210644,new,210654,hatch,2194,2277,119616,0,10,50,0,0,0,0,0,160,달 뒷편에 있다고 전해지는 마계의 입구인 차원문을 지키는 수호자. 마계의 왕자가 차원문을 빠져나왔을 때 그를 막기 위해 큰 전투를 벌였으며 지금은 도망친 왕자를 쫓고 있다.,0
121065,마누스,어둠 마누스,manus,1,res/character/dragon/manus_all_#/manus_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/manus_@_#.png,,10,0,0,0,10,0,0,limited,legend,5,healer,yellow,dark,200000,210615,,210625,210635,210645,new,210655,hatch,1400,2107,179208,0,10,50,0,0,0,0,0,160,달 뒷편에 있다고 전해지는 마계의 입구인 차원문을 지키는 수호자. 마계의 왕자가 차원문을 빠져나왔을 때 그를 막기 위해 큰 전투를 벌였으며 지금은 도망친 왕자를 쫓고 있다.,0
121071,아가레스,땅 아가레스,agares,1,res/character/dragon/agares_all_#/agares_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/agares_@_#.png,,10,0,10,0,0,10,0,none,legend,5,tanker,yellow,earth,200000,210711,,210721,210731,210741,new,210751,hatch,1005,2109,172277,0,10,50,0,0,0,0,0,160,영원의 불이라 칭해지는 카르마를 자유자재로 사용하는 냉철한 드래곤. 아가레스를 키우려면 상당한 테이밍 지식이 필요하다,0
121073,아가레스,불 아가레스,agares,1,res/character/dragon/agares_all_#/agares_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/agares_@_#.png,,10,0,10,0,0,10,0,none,legend,5,tanker,yellow,fire,200000,210713,,210723,210733,210743,new,210753,hatch,995,2018,179028,0,10,50,0,0,0,0,0,160,영원의 불이라 칭해지는 카르마를 자유자재로 사용하는 냉철한 드래곤. 아가레스를 키우려면 상당한 테이밍 지식이 필요하다,0
121075,아가레스,어둠 아가레스,agares,1,res/character/dragon/agares_all_#/agares_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/agares_@_#.png,,10,0,10,0,0,10,0,none,legend,5,tanker,yellow,dark,200000,210715,,210725,210735,210745,new,210755,hatch,994,1908,185926,0,10,50,0,0,0,0,0,160,영원의 불이라 칭해지는 카르마를 자유자재로 사용하는 냉철한 드래곤. 아가레스를 키우려면 상당한 테이밍 지식이 필요하다,0
121081,루미네스,땅 루미네스,lumines,1,res/character/dragon/lumines_all_#/lumines_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/lumines_@_#.png,,10,0,10,0,0,10,0,none,legend,5,dealer,blue,earth,200000,210811,,210821,210831,210841,skill_active,,,2622,1489,114296,0,10,50,0,0,0,0,0,160,운명을 조율하는 신 다이즈의 수호 드래곤. 다리에서 뿜어져 나오는 푸른 빙결은 적을 일격에 얼려버릴 만큼 무시무시하고 강력하다.,0
121082,루미네스,물 루미네스,lumines,1,res/character/dragon/lumines_all_#/lumines_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/lumines_@_#.png,,10,0,10,0,0,10,0,none,legend,5,dealer,blue,water,200000,210812,,210822,210832,210842,skill_active,,,2605,1603,108605,0,10,50,0,0,0,0,0,160,운명을 조율하는 신 다이즈의 수호 드래곤. 다리에서 뿜어져 나오는 푸른 빙결은 적을 일격에 얼려버릴 만큼 무시무시하고 강력하다.,0
121085,루미네스,어둠 루미네스,lumines,1,res/character/dragon/lumines_all_#/lumines_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/lumines_@_#.png,,10,0,10,0,0,10,0,none,legend,5,dealer,blue,dark,200000,210815,,210825,210835,210845,skill_active,,,2638,1448,115117,0,10,50,0,0,0,0,0,160,운명을 조율하는 신 다이즈의 수호 드래곤. 다리에서 뿜어져 나오는 푸른 빙결은 적을 일격에 얼려버릴 만큼 무시무시하고 강력하다.,0
121092,가디언,물 가디언,guardian,1,res/character/dragon/guardian_all_#/guardian_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/guardian_@_#.png,,10,0,10,0,0,10,0,none,legend,5,dealer,red,water,200000,210912,,210922,210932,210942,skill_active,,,2773,1488,102765,0,10,50,0,0,0,0,0,160,고대 왕국의 수호 드래곤으로 알려져 있다. 심성이 올바르고 악한 것을 배척하는 정의로운 성격이다.,0
121093,가디언,불 가디언,guardian,1,res/character/dragon/guardian_all_#/guardian_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/guardian_@_#.png,,10,0,10,0,0,10,0,none,legend,5,dealer,red,fire,200000,210913,,210923,210933,210943,skill_active,,,2723,1501,108054,0,10,50,0,0,0,0,0,160,고대 왕국의 수호 드래곤으로 알려져 있다. 심성이 올바르고 악한 것을 배척하는 정의로운 성격이다.,0
121094,가디언,빛 가디언,guardian,1,res/character/dragon/guardian_all_#/guardian_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/guardian_@_#.png,,10,0,10,0,0,10,0,none,legend,5,dealer,red,light,200000,210914,,210924,210934,210944,skill_active,,,2706,1812,90324,0,10,50,0,0,0,0,0,160,고대 왕국의 수호 드래곤으로 알려져 있다. 심성이 올바르고 악한 것을 배척하는 정의로운 성격이다.,0
121101,다크베인,땅 다크베인,darkbane,1,res/character/dragon/darkbane_all_#/darkbane_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/darkbane_@_#.png,,10,0,10,0,0,10,0,none,legend,5,dealer,red,earth,200000,211011,,211021,211031,211041,skill_active,,,2474,1817,106040,0,10,50,0,0,0,0,0,160,유타칸 침공의 선봉장으로 검은 날개와 붉은 눈을 가진 무시무시한 드래곤. 성격은 매우 잔인하고 포악하며 아르하에서도 그 악명이 자자했다,0
121103,다크베인,불 다크베인,darkbane,1,res/character/dragon/darkbane_all_#/darkbane_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/darkbane_@_#.png,,10,0,10,0,0,10,0,none,legend,5,dealer,red,fire,200000,211013,,211023,211033,211043,skill_active,,,2460,1599,116930,0,10,50,0,0,0,0,0,160,유타칸 침공의 선봉장으로 검은 날개와 붉은 눈을 가진 무시무시한 드래곤. 성격은 매우 잔인하고 포악하며 아르하에서도 그 악명이 자자했다,0
121105,다크베인,어둠 다크베인,darkbane,1,res/character/dragon/darkbane_all_#/darkbane_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/darkbane_@_#.png,,10,0,10,0,0,10,0,none,legend,5,dealer,red,dark,200000,211015,,211025,211035,211045,skill_active,,,2737,1547,102235,0,10,50,0,0,0,0,0,160,유타칸 침공의 선봉장으로 검은 날개와 붉은 눈을 가진 무시무시한 드래곤. 성격은 매우 잔인하고 포악하며 아르하에서도 그 악명이 자자했다,0
121111,뱃도치드래곤,땅 뱃도치드래곤,hedgebat,2,res/character/dragon/hedgebat_@_#/hedgebat_@_#.spine,2,0,0,0.8,1.1,1.1,0.8,res/ui/icons/cha/hedgebat_@_#.png,,10,0,10,0,0,10,0,none,hero,4,dealer,red,earth,200000,211111,,211121,211131,211141,skill_active,,,2436,1650,83152,0,10,50,0,0,0,0,0,80,"등에는 강력한 가시가, 꼬리에는 무시무시한 철퇴가 달려있는 드래곤. 이 드래곤을 상대하려면 엄청 곤욕을 치뤄야 할 각오를 해야 한다.",0
121112,뱃도치드래곤,물 뱃도치드래곤,hedgebat,2,res/character/dragon/hedgebat_@_#/hedgebat_@_#.spine,2,0,0,0.8,1.1,1.1,0.8,res/ui/icons/cha/hedgebat_@_#.png,,10,0,10,0,0,10,0,none,hero,4,dealer,red,water,200000,211112,,211122,211132,211142,skill_active,,,2348,1397,103081,0,10,50,0,0,0,0,0,80,"등에는 강력한 가시가, 꼬리에는 무시무시한 철퇴가 달려있는 드래곤. 이 드래곤을 상대하려면 엄청 곤욕을 치뤄야 할 각오를 해야 한다.",0
121113,뱃도치드래곤,불 뱃도치드래곤,hedgebat,2,res/character/dragon/hedgebat_@_#/hedgebat_@_#.spine,2,0,0,0.8,1.1,1.1,0.8,res/ui/icons/cha/hedgebat_@_#.png,,10,0,10,0,0,10,0,none,hero,4,dealer,red,fire,200000,211113,,211123,211133,211143,skill_active,,,2551,1599,82984,0,10,50,0,0,0,0,0,80,"등에는 강력한 가시가, 꼬리에는 무시무시한 철퇴가 달려있는 드래곤. 이 드래곤을 상대하려면 엄청 곤욕을 치뤄야 할 각오를 해야 한다.",0
121115,뱃도치드래곤,어둠 뱃도치드래곤,hedgebat,2,res/character/dragon/hedgebat_@_#/hedgebat_@_#.spine,2,0,0,0.8,1.1,1.1,0.8,res/ui/icons/cha/hedgebat_@_#.png,,10,0,10,0,0,10,0,none,hero,4,dealer,red,dark,200000,211115,,211125,211135,211145,skill_active,,,2621,1422,87849,0,10,50,0,0,0,0,0,80,"등에는 강력한 가시가, 꼬리에는 무시무시한 철퇴가 달려있는 드래곤. 이 드래곤을 상대하려면 엄청 곤욕을 치뤄야 할 각오를 해야 한다.",0
121122,썬더볼트,물 썬더볼트,thunderbolt,1,res/character/dragon/thunderbolt_all_#/thunderbolt_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/thunderbolt_@_#.png,,0,0,0,0,0,0,0,cardpack,legend,5,dealer,red,water,200000,211212,,211222,211232,211242,skill_active,211252,hatch,2991,1727,109879,0,10,50,0,0,0,0,0,160,강력한 번개의 힘을 가진 드래곤. 온몸에 고압전기가 흐르기 때문에 썬더볼트를 무방비 상태로 만지는 건 자살행위나 다름없다.,0
121124,썬더볼트,빛 썬더볼트,thunderbolt,1,res/character/dragon/thunderbolt_all_#/thunderbolt_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/thunderbolt_@_#.png,,0,0,0,0,0,0,0,cardpack,legend,5,dealer,red,light,200000,211214,,211224,211234,211244,skill_active,211254,hatch,2949,1771,109882,0,10,50,0,0,0,0,0,160,강력한 번개의 힘을 가진 드래곤. 온몸에 고압전기가 흐르기 때문에 썬더볼트를 무방비 상태로 만지는 건 자살행위나 다름없다.,0
121131,프로스티,땅 프로스티,frosty,1,res/character/dragon/frosty_all_#/frosty_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/frosty_@_#.png,,10,0,10,0,0,10,0,none,legend,5,supporter,yellow,earth,200000,211311,,211321,211331,211341,new,,,1874,1631,150840,0,10,50,0,0,0,0,0,160,"고위도 추운지방에 분포하는 것으로 알려진 드래곤, 주로 집단을 이루어 생활하고 있고 추운 환경에 적응하기 위해 몸에 깃털이 둘러져 있다.",0
121132,프로스티,물 프로스티,frosty,1,res/character/dragon/frosty_all_#/frosty_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/frosty_@_#.png,,10,0,10,0,0,10,0,none,legend,5,supporter,yellow,water,200000,211312,,211322,211332,211342,new,,,1845,1665,145512,0,10,50,0,0,0,0,0,160,"고위도 추운지방에 분포하는 것으로 알려진 드래곤, 주로 집단을 이루어 생활하고 있고 추운 환경에 적응하기 위해 몸에 깃털이 둘러져 있다.",0
121133,프로스티,불 프로스티,frosty,1,res/character/dragon/frosty_all_#/frosty_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/frosty_@_#.png,,10,0,10,0,0,10,0,none,legend,5,supporter,yellow,fire,200000,211313,,211323,211333,211343,new,,,1945,1527,152662,0,10,50,0,0,0,0,0,160,"고위도 추운지방에 분포하는 것으로 알려진 드래곤, 주로 집단을 이루어 생활하고 있고 추운 환경에 적응하기 위해 몸에 깃털이 둘러져 있다.",0
121134,프로스티,빛 프로스티,frosty,1,res/character/dragon/frosty_all_#/frosty_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/frosty_@_#.png,,10,0,10,0,0,10,0,none,legend,5,supporter,yellow,light,200000,211314,,211324,211334,211344,new,,,1692,1691,158402,0,10,50,0,0,0,0,0,160,"고위도 추운지방에 분포하는 것으로 알려진 드래곤, 주로 집단을 이루어 생활하고 있고 추운 환경에 적응하기 위해 몸에 깃털이 둘러져 있다.",0
121141,미이라곤,땅 미이라곤,mummydragon,1,res/character/dragon/mummydragon_all_#/mummydragon_@_#.spine,2,0,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/mummydragon_@_#.png,,10,0,10,0,0,10,0,none,hero,4,dealer,red,earth,200003,211411,,211421,211431,211441,new,,,2416,1508,95088,0,10,50,0,0,0,0,0,80,지하 던전 깊은 곳에 서식하는 드래곤. 몬스터 친구 가릴 것 없이 싸우는 것을 좋아해 상처가 마를 날이 없다.,0
121142,미이라곤,물 미이라곤,mummydragon,1,res/character/dragon/mummydragon_all_#/mummydragon_@_#.spine,2,0,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/mummydragon_@_#.png,,10,0,10,0,0,10,0,none,hero,4,dealer,red,water,200003,211412,,211422,211432,211442,new,,,2305,1488,101882,0,10,50,0,0,0,0,0,80,지하 던전 깊은 곳에 서식하는 드래곤. 몬스터 친구 가릴 것 없이 싸우는 것을 좋아해 상처가 마를 날이 없다.,0
121143,미이라곤,불 미이라곤,mummydragon,1,res/character/dragon/mummydragon_all_#/mummydragon_@_#.spine,2,0,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/mummydragon_@_#.png,,10,0,10,0,0,10,0,none,hero,4,dealer,red,fire,200003,211413,,211423,211433,211443,new,,,2320,1484,101725,0,10,50,0,0,0,0,0,80,지하 던전 깊은 곳에 서식하는 드래곤. 몬스터 친구 가릴 것 없이 싸우는 것을 좋아해 상처가 마를 날이 없다.,0
121145,미이라곤,어둠 미이라곤,mummydragon,1,res/character/dragon/mummydragon_all_#/mummydragon_@_#.spine,2,0,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/mummydragon_@_#.png,,10,0,10,0,0,10,0,none,hero,4,dealer,red,dark,200003,211415,,211425,211435,211445,new,,,2440,1390,101021,0,10,50,0,0,0,0,0,80,지하 던전 깊은 곳에 서식하는 드래곤. 몬스터 친구 가릴 것 없이 싸우는 것을 좋아해 상처가 마를 날이 없다.,0
121153,테카누프,불 테카누프,tekanupe,1,res/character/dragon/tekanupe_all_#/tekanupe_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/tekanupe_@_#.png,,10,0,0,0,10,0,0,limited,legend,5,dealer,red,fire,200000,211513,,211523,211533,211543,skill_active,211553,hatch,3026,1569,113954,0,10,50,0,0,0,0,0,160,죽음과 삶 사이의 공허에서 탄생한 잔혹한 악령 드래곤. 영혼을 수확하며 방황하는 이 가면 쓴 악령의 모습을 보고 살아남은 자는 아무도 없다고 한다.,0
121155,테카누프,어둠 테카누프,tekanupe,1,res/character/dragon/tekanupe_all_#/tekanupe_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/tekanupe_@_#.png,,10,0,0,0,10,0,0,limited,legend,5,dealer,red,dark,200000,211515,,211525,211535,211545,skill_active,211555,hatch,3091,1751,99827,0,10,50,0,0,0,0,0,160,죽음과 삶 사이의 공허에서 탄생한 잔혹한 악령 드래곤. 영혼을 수확하며 방황하는 이 가면 쓴 악령의 모습을 보고 살아남은 자는 아무도 없다고 한다.,0
121162,트로페우스,물 트로페우스,tropheus,1,res/character/dragon/tropheus_all_#/tropheus_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/tropheus_@_#.png,,10,0,10,0,0,10,0,none,legend,5,tanker,orange,water,200000,211612,,211622,211632,211642,new,211652,hatch,1492,2851,101398,0,10,50,0,0,0,0,0,160,바다 깊은 곳에 서식하는 심해 드래곤. 지능이 상당히 높기 때문에 많은 테이머들이 즐겨 육성한다.,0
121163,트로페우스,불 트로페우스,tropheus,1,res/character/dragon/tropheus_all_#/tropheus_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/tropheus_@_#.png,,10,0,10,0,0,10,0,none,legend,5,tanker,orange,fire,200000,211613,,211623,211633,211643,new,211653,hatch,1417,2958,100082,0,10,50,0,0,0,0,0,160,바다 깊은 곳에 서식하는 심해 드래곤. 지능이 상당히 높기 때문에 많은 테이머들이 즐겨 육성한다.,0
121164,트로페우스,빛 트로페우스,tropheus,1,res/character/dragon/tropheus_all_#/tropheus_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/tropheus_@_#.png,,10,0,10,0,0,10,0,none,legend,5,tanker,orange,light,200000,211614,,211624,211634,211644,new,211654,hatch,1328,3077,101531,0,10,50,0,0,0,0,0,160,바다 깊은 곳에 서식하는 심해 드래곤. 지능이 상당히 높기 때문에 많은 테이머들이 즐겨 육성한다.,0
121171,미스틱티니,땅 미스틱티니,mystictiny,2,res/character/dragon/mystictiny_all_#/mystictiny_@_#.spine,2,0,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/mystictiny_@_#.png,,10,0,10,0,0,10,0,none,hero,4,supporter,yellow,earth,200000,211711,,211721,211731,211741,skill_active,211751,hatch,1382,1916,132132,0,10,50,0,0,0,0,0,80,오래된 집에 서식하는 작고 귀여운 마력형 드래곤. 기묘한 형태의 랜턴을 흔들며 다양한 마법을 사용한다. 다만 무작위로 엉터리 마법이 발동되는 탓에 가끔 큰 소동을 일으킨다,0
121172,미스틱티니,물 미스틱티니,mystictiny,2,res/character/dragon/mystictiny_all_#/mystictiny_@_#.spine,2,0,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/mystictiny_@_#.png,,10,0,10,0,0,10,0,none,hero,4,supporter,yellow,water,200000,211712,,211722,211732,211742,skill_active,211752,hatch,1282,2021,132370,0,10,50,0,0,0,0,0,80,오래된 집에 서식하는 작고 귀여운 마력형 드래곤. 기묘한 형태의 랜턴을 흔들며 다양한 마법을 사용한다. 다만 무작위로 엉터리 마법이 발동되는 탓에 가끔 큰 소동을 일으킨다,0
121173,미스틱티니,불 미스틱티니,mystictiny,2,res/character/dragon/mystictiny_all_#/mystictiny_@_#.spine,2,0,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/mystictiny_@_#.png,,10,0,10,0,0,10,0,none,hero,4,supporter,yellow,fire,200000,211713,,211723,211733,211743,skill_active,211753,hatch,1384,1848,136330,0,10,50,0,0,0,0,0,80,오래된 집에 서식하는 작고 귀여운 마력형 드래곤. 기묘한 형태의 랜턴을 흔들며 다양한 마법을 사용한다. 다만 무작위로 엉터리 마법이 발동되는 탓에 가끔 큰 소동을 일으킨다,0
121174,미스틱티니,빛 미스틱티니,mystictiny,2,res/character/dragon/mystictiny_all_#/mystictiny_@_#.spine,2,0,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/mystictiny_@_#.png,,10,0,10,0,0,10,0,none,hero,4,supporter,yellow,light,200000,211714,,211724,211734,211744,skill_active,211754,hatch,1224,1920,141912,0,10,50,0,0,0,0,0,80,오래된 집에 서식하는 작고 귀여운 마력형 드래곤. 기묘한 형태의 랜턴을 흔들며 다양한 마법을 사용한다. 다만 무작위로 엉터리 마법이 발동되는 탓에 가끔 큰 소동을 일으킨다,0
121181,마룡,땅 마룡,evildragon,1,res/character/dragon/evildragon_all_#/evildragon_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/evildragon_@_#.png,,10,0,10,0,0,10,0,none,legend,5,dealer,pink,earth,200000,211811,,211821,211831,211841,skill_active,211851,hatch,2608,1429,120552,0,10,50,0,0,0,0,0,160,어둠의 왕이란 별명을 지닌 드래곤. 어마어마한 악의 마력을 지니고 있다. 평소에 들고 다니는 구슬은 마력을 저장하고 조절하는 역할을 맡는다고 한다.,0
121182,마룡,물 마룡,evildragon,1,res/character/dragon/evildragon_all_#/evildragon_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/evildragon_@_#.png,,10,0,10,0,0,10,0,none,legend,5,dealer,pink,water,200000,211812,,211822,211832,211842,skill_active,211852,hatch,2593,1532,117272,0,10,50,0,0,0,0,0,160,어둠의 왕이란 별명을 지닌 드래곤. 어마어마한 악의 마력을 지니고 있다. 평소에 들고 다니는 구슬은 마력을 저장하고 조절하는 역할을 맡는다고 한다.,0
121183,마룡,불 마룡,evildragon,1,res/character/dragon/evildragon_all_#/evildragon_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/evildragon_@_#.png,,10,0,10,0,0,10,0,none,legend,5,dealer,pink,fire,200000,211813,,211823,211833,211843,skill_active,211853,hatch,2520,1685,108648,0,10,50,0,0,0,0,0,160,어둠의 왕이란 별명을 지닌 드래곤. 어마어마한 악의 마력을 지니고 있다. 평소에 들고 다니는 구슬은 마력을 저장하고 조절하는 역할을 맡는다고 한다.,0
121185,마룡,어둠 마룡,evildragon,1,res/character/dragon/evildragon_all_#/evildragon_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/evildragon_@_#.png,,10,0,10,0,0,10,0,none,legend,5,dealer,pink,dark,200000,211815,,211825,211835,211845,skill_active,211855,hatch,2630,1324,124690,0,10,50,0,0,0,0,0,160,어둠의 왕이란 별명을 지닌 드래곤. 어마어마한 악의 마력을 지니고 있다. 평소에 들고 다니는 구슬은 마력을 저장하고 조절하는 역할을 맡는다고 한다.,0
121191,로루스,땅 로루스,lorus,1,res/character/dragon/lorus_all_#/lorus_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/lorus_@_#.png,,10,0,10,0,0,10,0,none,legend,5,supporter,orange,earth,200000,211911,,211921,211931,211941,new,211951,hatch,1728,1928,143093,0,10,50,0,0,0,0,0,160,축복의 힘을 지닌 환상형 드래곤. 과거 많은 음유시인에게 노래를 통해 그 이름이 전해진 드래곤이다. 워낙 신비한 생김새 덕분에 행운을 가져다준다는 미신이 붙기도 했다.,0
121193,로루스,불 로루스,lorus,1,res/character/dragon/lorus_all_#/lorus_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/lorus_@_#.png,,10,0,10,0,0,10,0,none,legend,5,supporter,orange,fire,200000,211913,,211923,211933,211943,new,211953,hatch,1734,1832,146574,0,10,50,0,0,0,0,0,160,축복의 힘을 지닌 환상형 드래곤. 과거 많은 음유시인에게 노래를 통해 그 이름이 전해진 드래곤이다. 워낙 신비한 생김새 덕분에 행운을 가져다준다는 미신이 붙기도 했다.,0
121194,로루스,빛 로루스,lorus,1,res/character/dragon/lorus_all_#/lorus_@_#.spine,2,1,0,0.8,0.8,0.8,0.8,res/ui/icons/cha/lorus_@_#.png,,10,0,10,0,0,10,0,none,legend,5,supporter,orange,light,200000,211914,,211924,211934,211944,new,211954,hatch,1557,1848,149685,0,10,50,0,0,0,0,0,160,축복의 힘을 지닌 환상형 드래곤. 과거 많은 음유시인에게 노래를 통해 그 이름이 전해진 드래곤이다. 워낙 신비한 생김새 덕분에 행운을 가져다준다는 미신이 붙기도 했다.,0
121205,저네르,어둠 저네르,gerner,1,res/character/dragon/gerner_all_#/gerner_@_#.spine,2,1,0,0.8,0.8,0.9,0.8,res/ui/icons/cha/gerner_@_#.png,,0,0,0,0,0,0,0,cardpack,legend,5,dealer,blue,dark,200000,212015,,212025,212035,212045,new,212055,hatch,2809,1838,112609,0,10,50,0,0,0,0,0,160,파멸의 기억에 기록된 무시무시한 혼돈 드래곤. 세상의 흐름이 교차하여 공간의 균열이 생길 때 칠흑 같은 밤과 함께 그 모습을 드러낸다.,0
121301,제노스,땅 제노스,xenos,2,res/character/dragon/xenos_all_#/xenos_@_#.spine,2,1,0,0.8,0.8,0.9,0.8,res/ui/icons/cha/xenos_@_#.png,,10,0,10,0,0,10,0,none,legend,5,healer,red,earth,200000,213011,,213021,213031,213041,new,213051,hatch,2393,1612,120168,0,10,50,0,0,0,0,0,160,신비의 땅 아우롬에서만 발견되는 드래곤. 물에서 살고 있지만 비행에도 뛰어난 능력을 지녀 여러 방면으로 다양한 재주를 지녔다.,0
121302,제노스,물 제노스,xenos,2,res/character/dragon/xenos_all_#/xenos_@_#.spine,2,1,0,0.8,0.8,0.9,0.8,res/ui/icons/cha/xenos_@_#.png,,10,0,10,0,0,10,0,none,legend,5,healer,red,water,200000,213012,,213022,213032,213042,new,213052,hatch,2454,1875,101949,0,10,50,0,0,0,0,0,160,신비의 땅 아우롬에서만 발견되는 드래곤. 물에서 살고 있지만 비행에도 뛰어난 능력을 지녀 여러 방면으로 다양한 재주를 지녔다.,0
121304,제노스,빛 제노스,xenos,2,res/character/dragon/xenos_all_#/xenos_@_#.spine,2,1,0,0.8,0.8,0.9,0.8,res/ui/icons/cha/xenos_@_#.png,,10,0,10,0,0,10,0,none,legend,5,healer,red,light,200000,213014,,213024,213034,213044,new,213054,hatch,2588,1647,109825,0,10,50,0,0,0,0,0,160,신비의 땅 아우롬에서만 발견되는 드래곤. 물에서 살고 있지만 비행에도 뛰어난 능력을 지녀 여러 방면으로 다양한 재주를 지녔다.,0
121403,디멘션드래곤,불 디멘션드래곤,dimension,1,res/character/dragon/dimension_all_#/dimension_@_#.spine,2,1,0,0.7,0.7,0.7,0.7,res/ui/icons/cha/dimension_@_#.png,,10,0,10,0,0,10,0,none,legend,5,dealer,red,fire,200000,214013,,214023,214033,214043,skill_active,,,2607,1720,100103,0,10,50,0,0,0,0,0,160,"차원의 틈을 떠돌아다니는 존재. 보는 이마다 그 모습이 각기 다르게 보인다고 한다. 유타칸의 테이머들에겐 그 모습이 드래곤이었을 뿐, 원래 정체는 아무도 알 수 없다.",0
121404,디멘션드래곤,빛 디멘션드래곤,dimension,1,res/character/dragon/dimension_all_#/dimension_@_#.spine,2,1,0,0.7,0.7,0.7,0.7,res/ui/icons/cha/dimension_@_#.png,,10,0,10,0,0,10,0,none,legend,5,dealer,red,light,200000,214014,,214024,214034,214044,skill_active,,,2764,1489,104897,0,10,50,0,0,0,0,0,160,"차원의 틈을 떠돌아다니는 존재. 보는 이마다 그 모습이 각기 다르게 보인다고 한다. 유타칸의 테이머들에겐 그 모습이 드래곤이었을 뿐, 원래 정체는 아무도 알 수 없다.",0
