list_id,event_type,event_id,t_name,ui_priority,full_popup,user_lv,start_date,end_date,target_server,target_language,feature,icon,banner,lobby_banner,url,package_name,target_app_version
197,banner,,드래곤빌리지 Arena 사전예약,3,10,5,2021-11-11 00:00:00,2022-01-20 00:00:00,Korea,,,res/ui/event/list_cross_promotion_arena.png,event_cross_promotion_arena.ui,,https://app.adjust.com/r8a544p,,
198,banner,,일일 퀘스트 이벤트,,,5,2022-01-01 00:00:00,2022-01-05 00:00:00,,,,,event_relation.ui,,,,
199,banner,,업데이트 안내,,10,5,2023-10-24 00:00:00,2023-11-09 00:00:00,,,,,event_update_02.ui,,,,
200,banner,,드래곤빌리지 Arena 사전예약,1,0,5,2022-01-23 10:00:00,2022-03-31 00:00:00,Korea,,only_ios,res/ui/event/list_cross_promotion_arena_open.png,event_cross_promotion_arena_open.ui,lobby_banner_promotion_arena_open.ui,https://apps.apple.com/kr/app/id1595747263,,
201,banner,,카카오톡 플러스 친구,1,5,5,2022-02-01 00:00:00,2022-02-05 00:00:00,Korea,,,res/ui/event/list_kakao_plus.png,event_kakaotalk_plus.ui,,https://app.adjust.com/wo71zp9?redirect=http%3A%2F%2Fpf.kakao.com%2F_xoxbZsd%2F92783438,,
202,banner,,DVA 특별 이벤트,1,0,5,2022-02-21 00:00:00,2022-03-01 00:00:00,Korea,,only_aos,res/ui/event/list_cross_promotion_arena.png,event_cross_promotion_arena.ui,lobby_banner_promotion_arena.ui,https://app.adjust.com/k3hvav8,,
203,banner,,3월 스페셜 이벤트,1,0,5,2022-03-01 00:00:00,2022-03-12 00:00:00,Korea,,,res/ui/event/list_promotion_google_play.png,event_promotion_google_play.ui,,,,
204,banner,,3월 스페셜 이벤트,1,0,5,2022-03-14 00:00:00,2022-03-22 00:00:00,Korea,,,res/ui/event/list_promotion_google_play.png,event_promotion_google_play.ui,,,,
205,banner,,테이머 키우기\\niOS 출시!,10,95,5,2022-10-13 00:00:00,2022-10-24 00:00:00,Korea;Global,ko,only_ios,res/ui/event/list_cross_promotion_tamer.png,event_cross_promotion_tamer.ui,lobby_banner_promotion_tamer.ui,https://app.adjust.com/zf0tmae,,
206,banner,,하이브로 라운지,2,-10,5,2022-06-29 00:00:00,2022-07-14 00:00:00,,ko,,res/ui/event/list_new_hbrw.png,event_cross_promotion_hbrw.ui,lobby_banner_hbrw.ui,https://discord.gg/U9EkNktbMA,,
207,banner,,글로벌 서버 오픈,,-30,,2022-05-30 00:00:00,2022-06-09 00:00:00,,,,,event_update.ui,,,,
208,banner,,죄악의 화신 토벌작전,,40,,2022-05-30 00:00:00,2022-06-09 00:00:00,,,,res/ui/event/list_incarnation_of_sins.png,event_incarnation_of_sins_popup.ui,,,,
209,banner,,드빌 아레나\\n 테마파크 구경하기,12,5,5,2022-08-18 00:00:00,2022-08-29 00:00:00,Korea;Global,ko,,res/ui/event/list_cross_promotion_arena_open.png,event_cross_promotion_arena_open.ui,lobby_banner_promotion_arena_open.ui, https://bit.ly/3CbRury,,
210,banner,event_daily_quest,5주년\\n일일 퀘스트 이벤트,2,6,,2022-08-26 00:00:00,2022-09-08 00:00:00,,,,res/ui/event/list_event_anniversary.png,event_anniversary.ui,,https://cafe.naver.com/dragonvillagemobile/153057||https://discordapp.com/channels/766132205847969793/766135339722997791/1012284338018205727,,
211,banner,,드래곤 티어표 이벤트!,8,40,,2022-11-11 00:00:00,2022-11-21 00:00:00,,ko,,res/ui/event/list_notice_popup.png,notice_popup.ui,,https://cafe.naver.com/dragonvillagemobile/155294,,
212,banner,,드래곤 티어표 이벤트!,8,40,,2022-11-11 00:00:00,2022-11-21 00:00:00,,"ja, en, zh, th, es",,res/ui/event/list_notice_popup.png,notice_popup.ui,,https://discord.gg/URpDncuDPV,,
213,banner,,드래곤 밸런스 조정,9,-10,,2022-10-21 00:00:00,2022-10-31 00:00:00,,ko,,res/ui/event/list_notice_popup.png,notice_popup_02.ui,,https://cafe.naver.com/dragonvillagemobile/154805,,
214,banner,,드래곤 밸런스 조정,9,-10,,2022-10-21 00:00:00,2022-10-31 00:00:00,,"ja, en, zh, th, es",,res/ui/event/list_notice_popup.png,notice_popup_02.ui,,https://discord.gg/URpDncuDPV,,
215,event_crosspromotion,cross_rise,라이즈 크로스 프로모션,1,100,5,2021-12-16 00:00:00,2021-12-29 00:00:00,Korea,,only_aos,res/ui/event/list_cross_promotion_rise.png,event_cross_promotion_rise.ui,lobby_banner_promotion_rise.ui,https://app.adjust.com/b7oo8a9?redirect=https%3A%2F%2Fplay.google.com%2Fstore%2Fapps%2Fdetails%3Fid%3Dcom.bigstack.rise%26hl%3Dko,com.bigstack.rise,1003001
216,event_crosspromotion,cross_runemaster,룬마스터 키우기 프로모션,2,100,5,2022-01-29 00:00:00,2022-02-17 00:00:00,Korea,,only_aos,res/ui/event/list_cross_promotion_runemaster.png,event_cross_promotion_runemaster.ui,lobby_banner_promotion_runemaster.ui,https://app.adjust.com/pyb75z5?redirect=https%3A%2F%2Fplay.google.com%2Fstore%2Fapps%2Fdetails%3Fid%3Dcom.greenblatt.rune,com.greenblatt.rune,1003003
217,event_crosspromotion,cross_runemaster,룬마스터 키우기 프로모션,2,100,5,2022-02-20 00:00:00,2022-03-01 00:00:00,Korea,,only_aos,res/ui/event/list_cross_promotion_runemaster.png,event_cross_promotion_runemaster.ui,lobby_banner_promotion_runemaster.ui,https://app.adjust.com/pyb75z5?redirect=https%3A%2F%2Fplay.google.com%2Fstore%2Fapps%2Fdetails%3Fid%3Dcom.greenblatt.rune,com.greenblatt.rune,1003003
218,event_crosspromotion,cross_pangea,팡게아 프로모션,2,100,5,2022-03-10 00:00:00,2022-03-25 00:00:00,Korea,,only_aos,res/ui/event/list_cross_promotion_pangea.png,event_cross_promotion_pangea.ui,lobby_banner_promotion_pangea.ui,https://app.adjust.com/ah4ye24,com.TrueSoft.Pangea,1003004
219,event_crosspromotion,cross_elf,엘프키우기 프로모션,2,100,5,2022-04-08 16:00:00,2022-04-22 00:00:00,Korea,,only_aos,res/ui/event/list_cross_promotion_elf.png,event_cross_promotion_elf.ui,lobby_banner_promotion_elf.ui,https://play.google.com/store/apps/details?id=com.highbrow.games.elfidle&referrer=utm_source%3DDVM_2022.04.07_promotion%26utm_medium%3Dhighbrow%2BPromotion%26utm_campaign%3DDVM_2022.04.07_promotion,com.highbrow.games.elfidle,1003004
220,banner,,겨울 맞이 깜짝 선물 !,,40,,2022-11-11 00:00:00,2022-11-12 00:00:00,,,,,notice_popup_02.ui,,,,
221,banner,,삼국지 천하통일 출시!,10,100,5,2022-12-21 07:00:00,2023-01-01 00:00:00,Korea;Global,ko,,res/ui/event/list_cross_promotion.png,event_cross_promotion.ui,lobby_banner_promotion.ui,https://app.adjust.com/b3amsyf,,
222,banner,,소원을 말해봐!,10,40,5,2022-12-21 07:00:00,2023-01-10 00:00:00,,ko,,res/ui/event/list_notice_popup.png,notice_popup.ui,,https://cafe.naver.com/dragonvillagemobile/156234,,
223,banner,,소원을 말해봐!,10,40,5,2022-12-21 07:00:00,2023-01-10 00:00:00,,"ja, en, zh, th, es",,res/ui/event/list_notice_popup.png,notice_popup.ui,,https://discord.com/channels/766132205847969793/766135339722997791/1059273887835246623,,
224,banner,,드빌 아레나\\n1주년 보상,10,100,5,2023-01-11 07:00:00,2023-02-02 00:00:00,,,,res/ui/event/list_cross_promotion_arena_open.png,event_cross_promotion_arena_open.ui,lobby_banner_promotion_arena_open.ui,https://app.adjust.com/7w20nep,,
225,banner,,드빌 서바이벌\\n사전예약 마감 임박!,10,100,5,2023-01-20 09:00:00,2023-02-14 00:00:00,,ko,,res/ui/event/list_cross_promotion_dvs.png,event_cross_promotion_dvs.ui,lobby_banner_promotion_dvs.ui,http://bit.ly/3GqSW9V,,
226,package_step_04,,단계별 패키지,,55,5,2023-01-20 09:00:00,2023-02-14 00:00:00,,,,,,,,,
227,package_2000day_01,,새해 기념 패키지,,55,5,2023-01-20 09:00:00,2023-02-14 00:00:00,,,,,,,,,
228,attendance_event,50048,새해 기념 출석 이벤트,11,,5,2023-01-20 09:00:00,2023-02-14 00:00:00,,,,res/ui/event/list_attendence_01.png,,,,,
229,banner,,지금 드래곤 소환권\\n100개 받기!,10,100,5,2023-03-09 08:00:00,2023-03-31 15:00:00,,ko,only_aos,res/ui/event/list_cross_promotion_dvs.png,event_cross_promotion_dvs.ui,,https://app.adjust.com/u3ajwx8,,
230,dragon_skin,,신규 스킨 할인 이벤트,,55,5,2023-03-18 00:00:00,2023-05-27 00:00:00,,,,,event_dragon_skin.ui,,,,
231,banner,,2023 화이트데이 이벤트\\n한정 사탕 룬 마지막 획득 기회!,,55,5,2023-03-20 00:00:00,2023-03-28 00:00:00,,,,,event_update.ui,,,,
232,package_newbie_start,,초보자 스타터 패키지,,55,5,2023-03-09 00:00:00,2023-03-20 00:00:00,,,,,,,,,
233,package_dragon_jumping,,전설 드래곤 점핑 패키지,,55,5,2023-08-30 00:00:00,2023-09-15 00:00:00,,,,,,,,,
234,banner,,드래곤 도감북 출시,,,,2023-03-23 09:00:00,2023-04-08 15:00:00,,ko,,res/ui/event/list_cross_promotion_arena_open.png,event_cross_promotion_arena_open.ui,,https://bit.ly/3oRVEjF,,
235,banner,,,-1000,-1006,,2023-03-23 09:00:00,2023-05-02 15:00:00,,ko,,res/ui/event/list_cross_promotion_dvc.png,event_cross_promotion_dvc.ui,lobby_banner_promotion_dvc.ui,http://bit.ly/3ZhjmCw,,
236,story_dungeon_gacha,,태초의 고대신룡,-999,-1004,,2023-03-23 09:00:00,2023-05-02 15:00:00,,,,res/ui/event/list_story_dungeon.png,,lobby_banner_story_dungeon.ui,,,
237,package_ticket_event_origingoddragon,,태초의 빛 소환권 패키지,,55,5,2023-03-23 09:00:00,2023-05-02 15:00:00,,,,res/ui/event/package_ticket_event_origingoddragon.ui,,,,,
238,event_crosspromotion,pre_reservation_dvc,드빌 컬렉션\\n사전예약,-1001,-1007,,2023-03-18 00:00:00,2023-04-03 00:00:00,,ko,,res/ui/event/list_cross_promotion_dvc_02.png,event_cross_promotion_dvc_02.ui,lobby_banner_promotion_dvc_02.ui,http://bit.ly/3ZhjmCw,,
239,banner,,태초의 빛 이벤트,,-1005,5,2024-01-17 00:00:00,2024-02-07 00:00:00,,,,res/ui/event/lobby.ui,event_update.ui,,,,
240,banner,,최애 드래곤을 알려주세요.,,-1002,,2023-04-21 03:00:00,2023-05-02 00:00:00,,ko,,,event_community_dvc_01.ui,,http://bit.ly/3V113B2,,
241,banner,,나만의 드래곤 마을을 그려보자!,,-1003,,2023-04-14 03:00:00,2023-05-03 00:00:00,,ko,,,event_community_dvc_02.ui,,http://bit.ly/3KCh8br,,
242,banner,,드래곤을 찾아주세요,,-1001,,2023-04-21 03:00:00,2023-05-03 00:00:00,,ko,,,event_community_dvc_03.ui,,http://bit.ly/41sQoRT,,
243,banner,,복주머니,,-1000,5,2024-01-07 00:00:00,2024-02-14 00:00:00,,,,,event_update.ui,,,,
244,banner,,,-1009,-1009,,2023-04-28 00:00:00,2023-05-31 15:00:00,,ko,,res/ui/event/list_cross_promotion_dvc.png,event_cross_promotion_dvc.ui,lobby_banner_promotion_dvc.ui ,https://app.adjust.com/10lz2uko,,
245,banner,,DVC 리뷰 인증 이벤트,,-1002,,2023-05-03 00:00:00,2023-05-16 15:00:00,,ko,,,event_community_dvc_01.ui,,http://bit.ly/3Vpghjs,,
246,event_vote,limited,신화 드래곤 인기 투표,3,100,,2023-05-24 00:00:00,2023-05-31 00:00:00,,,,res/ui/event/list_event_vote_ticket.png,,,,,
247,event_popularity,limited,인기 신화 드래곤 소환 이벤트,4,100,,2023-06-07 00:00:00,2023-06-14 00:00:00,,,,res/ui/event/list_event_popularity.png,,lobby_banner_event_popularity.ui,,,
248,package_popularity,,인기 신화 드래곤 소환권 패키지,,55,5,2023-06-07 00:00:00,2023-06-14 00:00:00,,,,res/ui/event/package_popularity.ui,,,,,
249,banner,,DVC 자작룡 이벤트,,-1002,,2023-05-03 00:00:00,2023-07-01 00:00:00,,ko,,,event_community_dvc_01.ui,,http://bit.ly/3N5FAnV,,
250,package_dice,,주사위 패키지,,55,5,2023-11-07 00:00:00,2023-11-23 00:00:00,,,,,,,,,
251,banner,,DVC 길드명 계승 이벤트,,-1005,,2023-06-16 00:00:00,2023-06-28 00:00:00,,ko,,,event_community_dvc_03.ui,,https://cafe.naver.com/dragonvillagemobile/160855,,
252,package_ticket_event_origingoddragon,,태초의 빛 소환권 패키지,,55,5,2023-03-18 00:00:00,2023-04-26 00:00:00,,,,res/ui/event/package_ticket_event_origindarknix.ui,,,,,
253,banner,,,-1005,-1005,,2023-06-16 00:00:00,2023-07-16 13:00:00,,ko,,res/ui/event/list_cross_promotion_dvc.png,event_community_dvc_03.ui,lobby_banner_promotion_dvc.ui,https://bit.ly/43jONxS,,
254,story_dungeon_gacha,,파멸의 다크닉스,-999,-1004,,2023-03-18 00:00:00,2023-08-09 00:00:00,,,,res/ui/event/list_story_dungeon_origindarknix.png,,lobby_banner_story_dungeon_origindarknix.ui,,,
255,package_ticket_event_origindarknix,,파멸의 어둠 소환권 패키지,,55,5,2023-03-18 00:00:00,2023-08-09 00:00:00,,,,res/ui/event/package_ticket_event_origingoddragon.ui,,,,,
256,event_indiv_pass,,개인 패스,,55,,2023-03-18 00:00:00,2036-08-09 00:00:00,,,,,,,,,
257,package_6st_anniversary_01,,6주년 기념 특별 패키지,,55,5,2023-08-18 00:00:00,2023-09-06 00:00:00,,,,,,,,,
258,banner,,업데이트 안내,,-1005,5,2023-12-14 00:00:00,2024-01-03 00:00:00,,,,,event_update.ui,,,,
259,banner,,,-1005,-1005,,2023-09-08 00:00:00,2023-09-14 23:59:59,,ko,,res/ui/typo/ko/typo_list_cross_promotion_dvc.png,event_community_dvc_01.ui,lobby_banner_promotion_dvc.ui ,https://www.highbrow.com/collection?in=dvm&utm_source=dvm_23.08.25_dvc-1.5-pre&utm_medium=dvm_23.08.25_dvc-1.5-pre&utm_campaign=dvm_23.08.25_dvc-1.5-pre&utm_id=dvm_23.08.25_dvc-1.5-pre&utm_term=dvm_23.08.25_dvc-1.5-pre&utm_content=dvm_23.08.25_dvc-1.5-pre,,
260,banner,,,-1005,-1005,,2023-09-08 00:00:00,2023-09-14 23:59:59,,"ja, en, zh, th, es",,res/ui/typo/ko/typo_list_cross_promotion_dvc.png,event_community_dvc_01.ui,lobby_banner_promotion_dvc.ui ,https://www.highbrow.com/collection-en?utm_source=dvm_global_23.09.06_dvc-1.5-pre&utm_medium=dvm_global_23.09.06_dvc-1.5-pre&utm_campaign=dvm_global_23.09.06_dvc-1.5-pre&utm_id=dvm_global_23.09.06_dvc-1.5-pre&utm_term=dvm_global_23.09.06_dvc-1.5-,,
261,banner,,,,50,,2023-09-22 00:00:00,2023-09-29 00:00:00,,,,,event_community_dvc_01.ui,,https://app.adjust.com/14ra7by3,,
262,banner,,우파루 출시 홍보배너,,1,,2023-09-22 00:00:00,2023-10-12 00:00:00,,ko,,,event_community_dvc_01.ui,,https://app.adjust.com/15416cx7,,
263,story_dungeon_gacha,,전율의 번개고룡,-999,-1004,,2023-09-27 00:00:00,2023-11-02 00:00:00,,,,res/ui/event/list_story_dungeon_majesticlightningdragon.png,,lobby_banner_story_dungeon_majesticlightningdragon.ui,,,
264,package_ticket_event_majesticlightningdragon,,전율의 번개 소환권 패키지,,55,5,2023-09-27 00:00:00,2023-11-02 00:00:00,,,,res/ui/event/package_ticket_event_majesticlightningdragon.ui,,,,,
265,banner,,dvc 팝업 스토어 홍보(번역 필요 없음),,-1005,,2023-10-12 15:00:00,2023-10-15 13:00:00,,ko,,,event_community_dvc_01.ui,,https://cafe.naver.com/dragonvillagemobile/163970,,
266,event_dealking,limited,딜 킹 이벤트,2,55,,,,,,,res/ui/event/list_event_dealking.png,event_dealking_popup,,,,
267,lobby_deco,halloween,,,,,2023-11-02 00:00:00,2023-11-09 00:00:00,,,,,,,,,
268,banner,,지스타 홍보 배너(번역 필요 없음),,-1005,,2023-10-12 15:00:00,2023-11-19 11:00:00,,ko,,,event_community_dvc_01.ui,,https://cafe.naver.com/dragonvillagemobile/164767,,
269,banner,,달콤커피 콜라보 홍보(번역 필요 없음),,-1005,,2023-10-12 15:00:00,2023-12-31 15:00:00,,ko,,,event_community_dvc_01.ui,,https://cafe.naver.com/dragonvillagemobile/165200,,
270,banner,,이마트24 콜라보 홍보(번역 필요 없음),,-1006,,2023-12-12 15:00:00,2024-02-29 15:00:00,,ko,,,event_community_dvc_02.ui,,https://cafe.naver.com/dragonvillagemobile/165509,,
271,banner,,용의 해 홍보(번역 필요 없음),,-1006,,2024-01-01 15:00:00,2024-01-16 15:00:00,,ko,,,event_community_dvc_01.ui,,https://www.instagram.com/p/C1i1HbWSDsQ/?utm_source=ig_web_button_share_sheet,,
272,banner,,소울 웨폰 키우기 홍보 (번역 필요 없음),,-1006,,2024-01-09 15:00:00,2024-01-23 15:00:00,,ko,,,event_community_dvc_03.ui,,https://app.adjust.com/18btscop,,
273,story_dungeon_gacha,,무한의 파워드래곤,-999,-1004,,2024-01-17 00:00:00,2024-02-07 00:00:00,,,,res/ui/event/list_story_dungeon_infinitepowerdragon.png,,lobby_banner_story_dungeon_infinitepowerdragon.ui,,,
274,package_ticket_event_infinitepowerdragon,,무한의 땅 소환권 패키지,,55,5,2024-01-17 00:00:00,2024-02-07 00:00:00,,,,res/ui/event/package_ticket_event_infinitepowerdragon.ui,,,,,
275,banner,,이마트 콜라보 - 인증샷 이벤트 (번역 필요 없음),,-1006,,2024-01-09 15:00:00,2024-02-29 15:00:00,,ko,,,event_community_dvc_01.ui,,https://cafe.naver.com/dragonvillagemobile/165638,,
276,banner,,소울웨폰 키우기 출시 배너 (번역 필요 없음),,-1006,,2024-01-24 05:00:00,2024-02-02 15:00:00,,ko,,,event_community_dvc_03.ui,,https://app.adjust.com/18orpspc,,
