stage,difficult,chapter_info,stage_info,attr,level,cost_type,cost_value,time_limit,dragon_exp,tamer_exp,gold_unit,drop_display_0,drop_display_1,drop_display_2,drop_display_3,drop_display_4,drop_display_5,drop_display_6,drop_display_7,rate_s,rate_a,rate_b,rate_c,id_s1,value_s1,rate_s1,id_s2,value_s2,rate_s2,id_s3,value_s3,rate_s3,id_s4,value_s4,rate_s4,id_s5,value_s5,rate_s5,id_s6,value_s6,rate_s6,id_s7,value_s7,rate_s7,id_s8,value_s8,rate_s8,id_s9,value_s9,rate_s9,id_s10,value_s10,rate_s10,id_a1,value_a1,rate_a1,id_a2,value_a2,rate_a2,id_a3,value_a3,rate_a3,id_a4,value_a4,rate_a4,id_a5,value_a5,rate_a5,id_a6,value_a6,rate_a6,id_a7,value_a7,rate_a7,id_a8,value_a8,rate_a8,id_a9,value_a9,rate_a9,id_a10,value_a10,rate_a10,id_b1,value_b1,rate_b1,id_b2,value_b2,rate_b2,id_b3,value_b3,rate_b3,id_b4,value_b4,rate_b4,id_b5,value_b5,rate_b5,id_b6,value_b6,rate_b6,id_b7,value_b7,rate_b7,id_b8,value_b8,rate_b8,id_b9,value_b9,rate_b9,id_b10,value_b10,rate_b10,id_c1,value_c1,rate_c1,id_c2,value_c2,rate_c2,id_c3,value_c3,rate_c3,id_c4,value_c4,rate_c4,id_c5,value_c5,rate_c5,id_c6,value_c6,rate_c6,id_c7,value_c7,rate_c7,id_c8,value_c8,rate_c8,id_c9,value_c9,rate_c9,id_c10,value_c10,rate_c10
11055,easy,5,5,light,37,stamina,3,120,820,1025,5,701051,701011,701021,701031,701041,702011,700001,703001,1,60,420,9800,700001,8,300,701051,16,150,701051,24,100,701051,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702014,1,200,703001,8,1,700001,4,300,701051,8,150,701011,16,100,701051,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702013,1,200,703001,4,1,700001,2,300,700001,3,200,701051,4,100,701051,2,300,701011,2,50,701021,2,50,701031,2,50,701041,2,50,702012,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701051,1,300,701011,1,50,701021,1,50,701031,1,50,701041,1,50,702011,1,200,703001,1,1
11056,easy,5,6,light,38,stamina,3,120,840,1050,5,701051,701011,701021,701031,701041,702021,700001,703001,1,50,400,9750,700001,8,300,701051,16,150,701051,24,100,701051,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702024,1,200,703001,8,1,700001,4,300,701051,8,150,701011,16,100,701051,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702023,1,200,703001,4,1,700001,2,300,700001,3,200,701051,4,100,701051,2,300,701011,2,50,701021,2,50,701031,2,50,701041,2,50,702022,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701051,1,300,701011,1,50,701021,1,50,701031,1,50,701041,1,50,702021,1,200,703001,1,1
11057,easy,5,7,light,39,stamina,3,120,860,1075,5,701051,701011,701021,701031,701041,702031,700001,703001,1,40,380,9700,700001,8,300,701051,16,150,701051,24,100,701051,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702034,1,200,703001,8,1,700001,4,300,701051,8,150,701011,16,100,701051,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702033,1,200,703001,4,1,700001,2,300,700001,3,200,701051,4,100,701051,2,300,701011,2,50,701021,2,50,701031,2,50,701041,2,50,702032,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701051,1,300,701011,1,50,701021,1,50,701031,1,50,701041,1,50,702031,1,200,703001,1,1
11058,easy,5,8,light,40,stamina,3,120,880,1100,5,701051,701011,701021,701031,701041,702041,700001,703001,1,30,360,9650,700001,8,300,701051,16,150,701051,24,100,701051,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702044,1,200,703001,8,1,700001,4,300,701051,8,150,701011,16,100,701051,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702043,1,200,703001,4,1,700001,2,300,700001,3,200,701051,4,100,701051,2,300,701011,2,50,701021,2,50,701031,2,50,701041,2,50,702042,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701051,1,300,701011,1,50,701021,1,50,701031,1,50,701041,1,50,702041,1,200,703001,1,1
11061,easy,6,1,dark,41,stamina,4,120,900,1125,6,701061,701011,701021,701031,701041,702051,700001,703001,1,100,500,10000,700001,8,300,701061,16,150,701061,24,100,701061,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702054,1,200,703001,8,1,700001,4,300,701061,8,150,701011,16,100,701061,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702053,1,200,703001,4,1,700001,2,300,700001,3,200,701061,4,100,701061,2,300,701011,2,50,701021,2,50,701031,2,50,701041,2,50,702052,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701061,1,300,701011,1,50,701021,1,50,701031,1,50,701041,1,50,702051,1,200,703001,1,1
11062,easy,6,2,dark,42,stamina,4,120,920,1150,6,701061,701011,701021,701031,701041,702061,700001,703001,1,90,480,9950,700001,8,300,701061,16,150,701061,24,100,701061,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702064,1,200,703001,8,1,700001,4,300,701061,8,150,701011,16,100,701061,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702063,1,200,703001,4,1,700001,2,300,700001,3,200,701061,4,100,701061,2,300,701011,2,50,701021,2,50,701031,2,50,701041,2,50,702062,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701061,1,300,701011,1,50,701021,1,50,701031,1,50,701041,1,50,702061,1,200,703001,1,1
11063,easy,6,3,dark,43,stamina,4,120,940,1175,6,701061,701011,701021,701031,701041,702071,700001,703001,1,80,460,9900,700001,8,300,701061,16,150,701061,24,100,701061,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702074,1,200,703001,8,1,700001,4,300,701061,8,150,701011,16,100,701061,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702073,1,200,703001,4,1,700001,2,300,700001,3,200,701061,4,100,701061,2,300,701011,2,50,701021,2,50,701031,2,50,701041,2,50,702072,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701061,1,300,701011,1,50,701021,1,50,701031,1,50,701041,1,50,702071,1,200,703001,1,1
11064,easy,6,4,dark,44,stamina,4,120,960,1200,6,701061,701011,701021,701031,701041,702081,700001,703001,1,70,440,9850,700001,8,300,701061,16,150,701061,24,100,701061,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702084,1,200,703001,8,1,700001,4,300,701061,8,150,701011,16,100,701061,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702083,1,200,703001,4,1,700001,2,300,700001,3,200,701061,4,100,701061,2,300,701011,2,50,701021,2,50,701031,2,50,701041,2,50,702082,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701061,1,300,701011,1,50,701021,1,50,701031,1,50,701041,1,50,702081,1,200,703001,1,1
11065,easy,6,5,dark,45,stamina,4,120,980,1225,6,701061,701011,701021,701031,701041,702091,700001,703001,1,60,420,9800,700001,8,300,701061,16,150,701061,24,100,701061,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702094,1,200,703001,8,1,700001,4,300,701061,8,150,701011,16,100,701061,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702093,1,200,703001,4,1,700001,2,300,700001,3,200,701061,4,100,701061,2,300,701011,2,50,701021,2,50,701031,2,50,701041,2,50,702092,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701061,1,300,701011,1,50,701021,1,50,701031,1,50,701041,1,50,702091,1,200,703001,1,1
11066,easy,6,6,dark,46,stamina,4,120,1000,1250,6,701061,701011,701021,701031,701041,702011,700001,703001,1,50,400,9750,700001,8,300,701061,16,150,701061,24,100,701061,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702014,1,200,703001,8,1,700001,4,300,701061,8,150,701011,16,100,701061,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702013,1,200,703001,4,1,700001,2,300,700001,3,200,701061,4,100,701061,2,300,701011,2,50,701021,2,50,701031,2,50,701041,2,50,702012,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701061,1,300,701011,1,50,701021,1,50,701031,1,50,701041,1,50,702011,1,200,703001,1,1
11067,easy,6,7,dark,47,stamina,4,120,1020,1275,6,701061,701011,701021,701031,701041,702021,700001,703001,1,40,380,9700,700001,8,300,701061,16,150,701061,24,100,701061,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702024,1,200,703001,8,1,700001,4,300,701061,8,150,701011,16,100,701061,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702023,1,200,703001,4,1,700001,2,300,700001,3,200,701061,4,100,701061,2,300,701011,2,50,701021,2,50,701031,2,50,701041,2,50,702022,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701061,1,300,701011,1,50,701021,1,50,701031,1,50,701041,1,50,702021,1,200,703001,1,1
11068,easy,6,8,dark,48,stamina,4,120,1040,1300,6,701061,701011,701021,701031,701041,702031,700001,703001,1,30,360,9650,700001,8,300,701061,16,150,701061,24,100,701061,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702034,1,200,703001,8,1,700001,4,300,701061,8,150,701011,16,100,701061,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702033,1,200,703001,4,1,700001,2,300,700001,3,200,701061,4,100,701061,2,300,701011,2,50,701021,2,50,701031,2,50,701041,2,50,702032,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701061,1,300,701011,1,50,701021,1,50,701031,1,50,701041,1,50,702031,1,200,703001,1,1
12011,normal,1,1,earth,49,stamina,4,120,1060,1325,7,0,0,0,0,0,0,0,0,1,100,500,10000,700001,9,300,701011,16,150,701011,24,100,701011,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702044,1,200,703001,8,1,700001,4,300,701011,8,150,701011,16,100,701011,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702043,1,200,703001,4,1,700001,2,300,700001,3,200,701011,4,100,701011,2,300,701022,2,50,701042,2,50,701052,2,50,701062,2,50,702042,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701012,1,300,701022,1,50,701042,1,50,701052,1,50,701062,1,50,702041,1,200,703001,1,1
12012,normal,1,2,earth,50,stamina,4,120,1080,1350,7,0,0,0,0,0,0,0,0,1,90,480,9950,700001,8,300,701011,16,150,701011,24,100,701011,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702054,1,200,703001,8,1,700001,4,300,701011,8,150,701011,16,100,701011,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702053,1,200,703001,4,1,700001,2,300,700001,3,200,701011,4,100,701011,2,300,701022,2,50,701042,2,50,701052,2,50,701062,2,50,702052,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701012,1,300,701022,1,50,701042,1,50,701052,1,50,701062,1,50,702051,1,200,703001,1,1
12013,normal,1,3,earth,51,stamina,4,120,1100,1375,7,0,0,0,0,0,0,0,0,1,80,460,9900,700001,8,300,701011,16,150,701011,24,100,701011,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702064,1,200,703001,8,1,700001,4,300,701011,8,150,701011,16,100,701011,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702063,1,200,703001,4,1,700001,2,300,700001,3,200,701011,4,100,701011,2,300,701022,2,50,701042,2,50,701052,2,50,701062,2,50,702062,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701012,1,300,701022,1,50,701042,1,50,701052,1,50,701062,1,50,702061,1,200,703001,1,1
12014,normal,1,4,earth,52,stamina,4,120,1120,1400,7,0,0,0,0,0,0,0,0,1,70,440,9850,700001,8,300,701011,16,150,701011,24,100,701011,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702074,1,200,703001,8,1,700001,4,300,701011,8,150,701011,16,100,701011,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702073,1,200,703001,4,1,700001,2,300,700001,3,200,701011,4,100,701011,2,300,701022,2,50,701042,2,50,701052,2,50,701062,2,50,702072,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701012,1,300,701022,1,50,701042,1,50,701052,1,50,701062,1,50,702071,1,200,703001,1,1
12015,normal,1,5,earth,53,stamina,4,120,1140,1425,7,0,0,0,0,0,0,0,0,1,60,420,9800,700001,8,300,701011,16,150,701011,24,100,701011,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702084,1,200,703001,8,1,700001,4,300,701011,8,150,701011,16,100,701011,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702083,1,200,703001,4,1,700001,2,300,700001,3,200,701011,4,100,701011,2,300,701022,2,50,701042,2,50,701052,2,50,701062,2,50,702082,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701012,1,300,701022,1,50,701042,1,50,701052,1,50,701062,1,50,702081,1,200,703001,1,1
12016,normal,1,6,earth,54,stamina,4,120,1160,1450,7,0,0,0,0,0,0,0,0,1,50,400,9750,700001,8,300,701011,16,150,701011,24,100,701011,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702094,1,200,703001,8,1,700001,4,300,701011,8,150,701011,16,100,701011,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702093,1,200,703001,4,1,700001,2,300,700001,3,200,701011,4,100,701011,2,300,701022,2,50,701042,2,50,701052,2,50,701062,2,50,702092,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701012,1,300,701022,1,50,701042,1,50,701052,1,50,701062,1,50,702091,1,200,703001,1,1
12017,normal,1,7,earth,55,stamina,4,120,1180,1475,7,0,0,0,0,0,0,0,0,1,40,380,9700,700001,8,300,701011,16,150,701011,24,100,701011,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702014,1,200,703001,8,1,700001,4,300,701011,8,150,701011,16,100,701011,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702013,1,200,703001,4,1,700001,2,300,700001,3,200,701011,4,100,701011,2,300,701022,2,50,701042,2,50,701052,2,50,701062,2,50,702012,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701012,1,300,701022,1,50,701042,1,50,701052,1,50,701062,1,50,702011,1,200,703001,1,1
12018,normal,1,8,earth,56,stamina,5,120,1200,1500,7,0,0,0,0,0,0,0,0,1,30,360,9650,700001,8,300,701011,16,150,701011,24,100,701011,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702024,1,200,703001,8,1,700001,4,300,701011,8,150,701011,16,100,701011,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702023,1,200,703001,4,1,700001,2,300,700001,3,200,701011,4,100,701011,2,300,701022,2,50,701042,2,50,701052,2,50,701062,2,50,702022,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701012,1,300,701022,1,50,701042,1,50,701052,1,50,701062,1,50,702021,1,200,703001,1,1
12021,normal,2,1,water,57,stamina,5,120,1220,1525,8,0,0,0,0,0,0,0,0,1,100,500,10000,700001,8,300,701021,16,150,701021,24,100,701021,8,300,701031,8,50,701041,8,50,701051,8,50,701061,8,50,702034,1,200,703001,8,1,700001,4,300,701021,8,150,701011,16,100,701021,4,300,701031,4,50,701041,4,50,701051,4,50,701061,4,50,702033,1,200,703001,4,1,700001,2,300,700001,3,200,701021,4,100,701021,2,300,701032,2,50,701042,2,50,701052,2,50,701062,2,50,702032,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701022,1,300,701032,1,50,701042,1,50,701052,1,50,701062,1,50,702031,1,200,703001,1,1
12022,normal,2,2,water,58,stamina,5,120,1240,1550,8,0,0,0,0,0,0,0,0,1,90,480,9950,700001,8,300,701021,16,150,701021,24,100,701021,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702044,1,200,703001,8,1,700001,4,300,701021,8,150,701011,16,100,701021,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702043,1,200,703001,4,1,700001,2,300,700001,3,200,701021,4,100,701021,2,300,701032,2,50,701042,2,50,701052,2,50,701062,2,50,702042,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701022,1,300,701032,1,50,701042,1,50,701052,1,50,701062,1,50,702041,1,200,703001,1,1
12023,normal,2,3,water,59,stamina,5,120,1260,1575,8,0,0,0,0,0,0,0,0,1,80,460,9900,700001,8,300,701021,16,150,701021,24,100,701021,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702054,1,200,703001,8,1,700001,4,300,701021,8,150,701011,16,100,701021,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702053,1,200,703001,4,1,700001,2,300,700001,3,200,701021,4,100,701021,2,300,701032,2,50,701042,2,50,701052,2,50,701062,2,50,702052,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701022,1,300,701032,1,50,701042,1,50,701052,1,50,701062,1,50,702051,1,200,703001,1,1
12024,normal,2,4,water,60,stamina,5,120,1280,1600,8,0,0,0,0,0,0,0,0,1,70,440,9850,700001,8,300,701021,16,150,701021,24,100,701021,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702064,1,200,703001,8,1,700001,4,300,701021,8,150,701011,16,100,701021,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702063,1,200,703001,4,1,700001,2,300,700001,3,200,701021,4,100,701021,2,300,701032,2,50,701042,2,50,701052,2,50,701062,2,50,702062,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701022,1,300,701032,1,50,701042,1,50,701052,1,50,701062,1,50,702061,1,200,703001,1,1
12025,normal,2,5,water,61,stamina,5,120,1300,1625,8,0,0,0,0,0,0,0,0,1,60,420,9800,700001,8,300,701021,16,150,701021,24,100,701021,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702074,1,200,703001,8,1,700001,4,300,701021,8,150,701011,16,100,701021,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702073,1,200,703001,4,1,700001,2,300,700001,3,200,701021,4,100,701021,2,300,701032,2,50,701042,2,50,701052,2,50,701062,2,50,702072,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701022,1,300,701032,1,50,701042,1,50,701052,1,50,701062,1,50,702071,1,200,703001,1,1
12026,normal,2,6,water,62,stamina,5,120,1320,1650,8,0,0,0,0,0,0,0,0,1,50,400,9750,700001,8,300,701021,16,150,701021,24,100,701021,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702084,1,200,703001,8,1,700001,4,300,701021,8,150,701011,16,100,701021,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702083,1,200,703001,4,1,700001,2,300,700001,3,200,701021,4,100,701021,2,300,701032,2,50,701042,2,50,701052,2,50,701062,2,50,702082,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701022,1,300,701032,1,50,701042,1,50,701052,1,50,701062,1,50,702081,1,200,703001,1,1
12027,normal,2,7,water,63,stamina,5,120,1340,1675,8,0,0,0,0,0,0,0,0,1,40,380,9700,700001,8,300,701021,16,150,701021,24,100,701021,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702094,1,200,703001,8,1,700001,4,300,701021,8,150,701011,16,100,701021,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702093,1,200,703001,4,1,700001,2,300,700001,3,200,701021,4,100,701021,2,300,701032,2,50,701042,2,50,701052,2,50,701062,2,50,702092,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701022,1,300,701032,1,50,701042,1,50,701052,1,50,701062,1,50,702091,1,200,703001,1,1
12028,normal,2,8,water,64,stamina,5,120,1360,1700,8,0,0,0,0,0,0,0,0,1,30,360,9650,700001,8,300,701021,16,150,701021,24,100,701021,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702014,1,200,703001,8,1,700001,4,300,701021,8,150,701011,16,100,701021,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702013,1,200,703001,4,1,700001,2,300,700001,3,200,701021,4,100,701021,2,300,701032,2,50,701042,2,50,701052,2,50,701062,2,50,702012,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701022,1,300,701032,1,50,701042,1,50,701052,1,50,701062,1,50,702011,1,200,703001,1,1
12031,normal,3,1,wind,65,stamina,5,120,1380,1725,9,0,0,0,0,0,0,0,0,1,100,500,10000,700001,8,300,701031,16,150,701031,24,100,701031,8,300,701051,8,50,701061,8,50,701011,8,50,701021,8,50,702024,1,200,703001,8,1,700001,4,300,701031,8,150,701011,16,100,701031,4,300,701051,4,50,701061,4,50,701011,4,50,701021,4,50,702023,1,200,703001,4,1,700001,2,300,700001,3,200,701031,4,100,701031,2,300,701052,2,50,701062,2,50,701012,2,50,701022,2,50,702022,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701032,1,300,701052,1,50,701062,1,50,701012,1,50,701022,1,50,702021,1,200,703001,1,1
12032,normal,3,2,wind,66,stamina,5,120,1400,1750,9,0,0,0,0,0,0,0,0,1,90,480,9950,700001,8,300,701031,16,150,701031,24,100,701031,8,300,701051,8,50,701061,8,50,701011,8,50,701021,8,50,702034,1,200,703001,8,1,700001,4,300,701031,8,150,701011,16,100,701031,4,300,701051,4,50,701061,4,50,701011,4,50,701021,4,50,702033,1,200,703001,4,1,700001,2,300,700001,3,200,701031,4,100,701031,2,300,701052,2,50,701062,2,50,701012,2,50,701022,2,50,702032,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701032,1,300,701052,1,50,701062,1,50,701012,1,50,701022,1,50,702031,1,200,703001,1,1
12033,normal,3,3,wind,67,stamina,5,120,1420,1775,9,0,0,0,0,0,0,0,0,1,80,460,9900,700001,8,300,701031,16,150,701031,24,100,701031,8,300,701051,8,50,701061,8,50,701011,8,50,701021,8,50,702044,1,200,703001,8,1,700001,4,300,701031,8,150,701011,16,100,701031,4,300,701051,4,50,701061,4,50,701011,4,50,701021,4,50,702043,1,200,703001,4,1,700001,2,300,700001,3,200,701031,4,100,701031,2,300,701052,2,50,701062,2,50,701012,2,50,701022,2,50,702042,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701032,1,300,701052,1,50,701062,1,50,701012,1,50,701022,1,50,702041,1,200,703001,1,1
12034,normal,3,4,wind,68,stamina,5,120,1440,1800,9,0,0,0,0,0,0,0,0,1,70,440,9850,700001,8,300,701031,16,150,701031,24,100,701031,8,300,701051,8,50,701061,8,50,701011,8,50,701021,8,50,702054,1,200,703001,8,1,700001,4,300,701031,8,150,701011,16,100,701031,4,300,701051,4,50,701061,4,50,701011,4,50,701021,4,50,702053,1,200,703001,4,1,700001,2,300,700001,3,200,701031,4,100,701031,2,300,701052,2,50,701062,2,50,701012,2,50,701022,2,50,702052,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701032,1,300,701052,1,50,701062,1,50,701012,1,50,701022,1,50,702051,1,200,703001,1,1
12035,normal,3,5,wind,69,stamina,5,120,1460,1825,9,0,0,0,0,0,0,0,0,1,60,420,9800,700001,8,300,701031,16,150,701031,24,100,701031,8,300,701051,8,50,701061,8,50,701011,8,50,701021,8,50,702064,1,200,703001,8,1,700001,4,300,701031,8,150,701011,16,100,701031,4,300,701051,4,50,701061,4,50,701011,4,50,701021,4,50,702063,1,200,703001,4,1,700001,2,300,700001,3,200,701031,4,100,701031,2,300,701052,2,50,701062,2,50,701012,2,50,701022,2,50,702062,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701032,1,300,701052,1,50,701062,1,50,701012,1,50,701022,1,50,702061,1,200,703001,1,1
12036,normal,3,6,wind,70,stamina,5,120,1480,1850,9,0,0,0,0,0,0,0,0,1,50,400,9750,700001,8,300,701031,16,150,701031,24,100,701031,8,300,701051,8,50,701061,8,50,701011,8,50,701021,8,50,702074,1,200,703001,8,1,700001,4,300,701031,8,150,701011,16,100,701031,4,300,701051,4,50,701061,4,50,701011,4,50,701021,4,50,702073,1,200,703001,4,1,700001,2,300,700001,3,200,701031,4,100,701031,2,300,701052,2,50,701062,2,50,701012,2,50,701022,2,50,702072,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701032,1,300,701052,1,50,701062,1,50,701012,1,50,701022,1,50,702071,1,200,703001,1,1
12037,normal,3,7,wind,71,stamina,6,120,1500,1875,9,0,0,0,0,0,0,0,0,1,40,380,9700,700001,8,300,701031,16,150,701031,24,100,701031,8,300,701051,8,50,701061,8,50,701011,8,50,701021,8,50,702084,1,200,703001,8,1,700001,4,300,701031,8,150,701011,16,100,701031,4,300,701051,4,50,701061,4,50,701011,4,50,701021,4,50,702083,1,200,703001,4,1,700001,2,300,700001,3,200,701031,4,100,701031,2,300,701052,2,50,701062,2,50,701012,2,50,701022,2,50,702082,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701032,1,300,701052,1,50,701062,1,50,701012,1,50,701022,1,50,702081,1,200,703001,1,1
12038,normal,3,8,wind,72,stamina,6,120,1520,1900,9,0,0,0,0,0,0,0,0,1,30,360,9650,700001,8,300,701031,16,150,701031,24,100,701031,8,300,701051,8,50,701061,8,50,701011,8,50,701021,8,50,702094,1,200,703001,8,1,700001,4,300,701031,8,150,701011,16,100,701031,4,300,701051,4,50,701061,4,50,701011,4,50,701021,4,50,702093,1,200,703001,4,1,700001,2,300,700001,3,200,701031,4,100,701031,2,300,701052,2,50,701062,2,50,701012,2,50,701022,2,50,702092,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701032,1,300,701052,1,50,701062,1,50,701012,1,50,701022,1,50,702091,1,200,703001,1,1
12041,normal,4,1,fire,73,stamina,6,120,1540,1925,10,0,0,0,0,0,0,0,0,1,100,500,10000,700001,8,300,701041,16,150,701041,24,100,701041,8,300,701051,8,50,701061,8,50,701011,8,50,701031,8,50,702014,1,200,703001,8,1,700001,4,300,701041,8,150,701011,16,100,701041,4,300,701051,4,50,701061,4,50,701011,4,50,701031,4,50,702013,1,200,703001,4,1,700001,2,300,700001,3,200,701041,4,100,701041,2,300,701052,2,50,701062,2,50,701012,2,50,701032,2,50,702012,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701042,1,300,701052,1,50,701062,1,50,701012,1,50,701032,1,50,702011,1,200,703001,1,1
12042,normal,4,2,fire,74,stamina,6,120,1560,1950,10,0,0,0,0,0,0,0,0,1,90,480,9950,700001,8,300,701041,16,150,701041,24,100,701041,8,300,701051,8,50,701061,8,50,701011,8,50,701031,8,50,702024,1,200,703001,8,1,700001,4,300,701041,8,150,701011,16,100,701041,4,300,701051,4,50,701061,4,50,701011,4,50,701031,4,50,702023,1,200,703001,4,1,700001,2,300,700001,3,200,701041,4,100,701041,2,300,701052,2,50,701062,2,50,701012,2,50,701032,2,50,702022,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701042,1,300,701052,1,50,701062,1,50,701012,1,50,701032,1,50,702021,1,200,703001,1,1
12043,normal,4,3,fire,75,stamina,6,120,1580,1975,10,0,0,0,0,0,0,0,0,1,80,460,9900,700001,8,300,701041,16,150,701041,24,100,701041,8,300,701051,8,50,701061,8,50,701011,8,50,701031,8,50,702034,1,200,703001,8,1,700001,4,300,701041,8,150,701011,16,100,701041,4,300,701051,4,50,701061,4,50,701011,4,50,701031,4,50,702033,1,200,703001,4,1,700001,2,300,700001,3,200,701041,4,100,701041,2,300,701052,2,50,701062,2,50,701012,2,50,701032,2,50,702032,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701042,1,300,701052,1,50,701062,1,50,701012,1,50,701032,1,50,702031,1,200,703001,1,1
