id,skill_form,type,t_name,upgrade_num,res_icon,res_1,res_2,res_3,res_hit,animation,motion_type,dmg_type,dir,chance_type,chance_value,target_type,indicator_type,power_rate,cooldown,hit,val_1,val_2,val_3,status_effect_rate,status_effect_type,val_id,for_gd,desc,to_programmer
211011,code,skill_heal_target,대상 치유,01,res/ui/icon/skill/skill_heal_target_01.png,res/effect/skill_heal_target_@/skill_heal_target_@.spine,x,x,x,x,maintain,magical,-1,rate,0.4,ally_hp_low,x,20,0,10,3,1,0,0,x,0,240,[마법] 전방의 아군 3명의 생명력을 마력의 200% 만큼 회복 시킨다.,[예외적] 전방에 위치한 아군 중 val_2명에게 빨대를 꽂아 (틱 / hit)마다 자기 마법 공격력의 (power_rate / hit)%의 체력을 회복. 1틱간 유지 후 이펙트가 투명해지며 사라짐
211012,code,skill_cri_chance_up,공격력 증가,01,res/ui/icon/skill/skill_cri_chance_up_01.png,x,x,x,x,x,maintain,magical,-1,trigger,none,self,x,1,1,1,100,5,0,100,buff_atk_up_100,0,0,적 처치 시 {2}초 간 공격력 {1}% 증가,trigger (청룡 트리거 가져옴) 적 처치 시 발동
211014,code,skill_hit_rate_up,적중률 증가,01,res/ui/icon/skill/skill_hit_rate_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,self,x,1,1,1,25,1,0,100,passive_hit_rate_up_25,0,0,적중률 {1}% 증가,개인
211016,code,skill_atk_up_earth,고대신룡의 축복,01,res/ui/icon/skill/skill_atk_up_earth_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,ally_light_group,x,1,1,1,25,1,0,100,passive_atk_up_25,0,0,빛 속성 아군의 공격력 {1}% 증가,"광, 빛"
211022,code,skill_shield,실드,01,res/ui/icon/skill/skill_shield_01.png,effect_shield,x,x,x,x,instant,magical,-1,passive,none,self,x,1000,10,1,20,10,10,0,x,0,0,최대 생명력의 {1}%가 소진될 때 마다 {2}초 간 최대 체력의 {3}%의 실드를 생성,"해당 스킬의 발동은 턴이 아닌 자신의 체력 소진으로 조건 체크. 실드는 10초간 유지되며, 소진되기전에 실드가 한번 더 생기면 기존 실드는 소멸. 실드는 내구도가 10회에서 1회로 가면서 투명도가 0%에서 90%로 증가."
211024,code,skill_hp_up,전진,01,res/ui/icon/skill/skill_hp_up_01.png,x,x,x,x,x,instant,magical,-1,passive,none,self,x,0,0,0,20,0,0,100,passive_hp_up_20,0,0,전위 배치 시 생명력 {1}% 증가,
211026,code,skill_def_up,바위의 단단함,01,res/ui/icon/skill/skill_def_up_01.png,x,x,x,x,x,maintain,physical,-1,passive,none,ally_earth_group,x,0,0,0,20,0,0,100,passive_def_up_20,0,0,땅 속성 아군의 방어력 {1}% 증가,
211031,script,skill_bubble_guid,호밍 애로우,01,res/ui/icon/skill/skill_bubble_guid_01.png,shot_wedge,x,x,x,x,instant,physical,-1,basic_rate,0.3,enemy_distance_line,x,100,10,100,5,30,100,0,x,0,450000,기본 공격 시 {2}% 확률로 유도형 물방울 5개 발사하여 공격력의 {3}%의 피해를 줌,타겟을 향해 유도탄 val_1연사 (0.1초 주기).
211032,code,skill_regist_poison,중독 저항,01,res/ui/icon/skill/skill_regist_poison_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,self,x,1,0,1,30,1,0,100,passive_regist_poison_30,0,0,"중독 저항 {1}% 증가 ""미구현""",
211034,script,skill_bounce,포이즌 볼,01,res/ui/icon/skill/skill_bounce_01.png,shot_glave,x,x,x,x,instant,physical,-1,basic_rate,0.3,enemy_random,x,130,10,1,30,4,130,0,x,0,156,기본 공격 시 {1}% 확률로 {2}번 튕기는 공격을 하여 공격력의 {3}% 피해를 줌,타겟을 향해 바운스탄 1연사. 바운스탄은 맞는 대상에게 충돌 후 가까운 대상을 찾아 날아감. 총 val_2번의 충돌 발생(맞았던 타겟도 대상이 될 수 있음). 튕길 대상이 없으면 튕기지 않고 사라진다.
211036,code,skill_cri_dmg_up,악랄함,01,res/ui/icon/skill/skill_cri_dmg_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,ally_dark_group,x,1,0,1,15,1,0,100,passive_cri_dmg_up_15,0,0,암흑 속성 아군의 치명 피해 {1}% 증가,
211042,code,skill_hp_up,생명력 증가,01,res/ui/icon/skill/skill_hp_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,self,x,1,0,1,10,1,1,100,passive_hp_up_10,0,0,생명력 {1}% 증가,
211044,code,skill_def_up,방어력 증가,01,res/ui/icon/skill/skill_def_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,self,x,1,0,1,15,1,1,100,passive_def_up_15,0,0,방어력 {1}% 증가,
211046,code,skill_hp_up,생명력 증가,01,res/ui/icon/skill/skill_hp_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,ally_dark_group,x,1,0,1,10,1,1,100,passive_hp_up_10,0,0,암흑 속성 아군의 생명력 {1}% 증가,
211052,code,skill_def_up,방어력 증가,01,res/ui/icon/skill/skill_def_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,self,x,1,0,1,15,1,1,100,passive_def_up_15,0,0,방어력 {1}% 증가,
211054,code,skill_atk_up,공격력 증가,01,res/ui/icon/skill/skill_atk_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,self,x,1,0,1,20,1,1,100,passive_atk_up_20,0,0,공격력 {1}% 증가,
211056,code,skill_hp_up,생명력 증가,01,res/ui/icon/skill/skill_hp_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,ally_water_group,x,1,0,1,10,1,1,100,passive_hp_up_10,0,0,물 속성 아군의 생명력 {1}% 증가,
211051,code,skill_thunder,썬더 볼트,01,res/ui/icon/skill/skill_thunder_01.png,res/missile/shot_thunder_@/shot_thunder_@.spine,x,x,x,x,instant,magical,-1,basic_rate,0.3,enemy,x,125,10,1,4,1,125,0,x,0,150,번개를 발사하여 각각 공격력의 {3}%의 피해를 줌,자신의 앞에 생성된 번개구에서 정확히 타겟에게만 명중하는 번개를 존재하는 모든 적에게 val_1회 발사. enemy_all이므로 모든 적이 동시에 공격 대상이 됨.
211061,code,skill_counteratk,타오르는 갑옷,01,res/ui/icon/skill/skill_counteratk_01.png,res/effect/skill_counteratk_@/skill_counteratk_@.spine,res/effect/motion_streak/motion_streak_@.png,x,x,x,instant,magical,90,manual,1,enemy_random,x,33,10,3,6,1,33,0,x,0,99,{1}초 동안 피격 시 공격력의 {3}%로 무작위 적에게 반격의 불꽃 발사 ,val_1초+'화염 충돌 변수' 초 동안 피격 당할 때 마다 자신의 공격력의 100%로 적 중 무작위 1명에게 데미지를 주는 불꽃 발사(반격 불꽃은 0.1초에 1개만 발동한다)
211064,code,skill_def_up,단단함,01,res/ui/icon/skill/skill_def_up_01.png,x,x,x,x,x,maintain,physical,-1,passive,none,self,x,0,0,0,20,0,0,100,passive_def_up_20,0,0,전위 배치 시 방어력 {1}% 증가,
211066,code,skill_hp_up,화염 보호,01,res/ui/icon/skill/skill_hp_up_01.png,x,x,x,x,x,maintain,physical,-1,passive,none,ally_fire_group,x,0,0,0,20,0,0,100,passive_hp_up_20,0,0,불 속성 아군의 생명력 {1}% 증가,
211072,code,skill_atk_up,공격력 증가,01,res/ui/icon/skill/skill_atk_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,self,x,1,0,1,15,1,0,100,passive_atk_up_15,0,0,후위 배치 시 공격력 {1}% 증가,
211071,code,skill_heal_around,교감,01,res/ui/icon/skill/skill_heal_around_01.png,res/effect/shot_heal_around/shot_heal_around.spine,x,x,x,x,maintain,magical,-1,basic_rate,0.5,ally_random,x,5,10,5,350,5,50,0,x,0,62.5,기본 공격 시 {3}% 확률로 주위 아군의 생명력을 자기 공격력의 {2}%씩 회복,
211076,code,skill_hit_rate_up,적중 보너스,01,res/ui/icon/skill/skill_hit_rate_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,ally_wind_group,x,1,0,1,20,1,0,100,passive_hit_rate_up_20,0,0,풍 속성 아군의 적중률 {1}% 증가,
211081,code,skill_melee_attack,박치기,01,res/ui/icon/skill/skill_melee_attack_01.png,res/effect/skill_dash_earth/skill_dash_earth.spine,x,x,x,x,instant,physical,-1,rate,0.3,enemy_distance_line,x,200,0,1,100,1,0,0,x,0,60,근접 공격을 하여 공격력의 {1}%의 피해를 줌,
211084,code,skill_avoid_up,회피율 증가,01,res/ui/icon/skill/skill_avoid_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,self,x,0,0,0,10,0,0,100,passive_avoid_up_10,0,0,회피율 {1}% 증가,
211086,code,skill_aspd_up_wind,공격 속도 증가,01,res/ui/icon/skill/skill_aspd_up_wind_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,ally_earth_group,x,1,0,1,15,1,0,100,passive_aspd_up_15,0,0,땅 속성 아군의  공격 속도 {1}% 증가,지
211092,code,skill_cri_avoid_up,매끈한 피부,01,res/ui/icon/skill/skill_cri_avoid_up_01.png,res/effect/skill_electric_shork/skill_electric_shork.vrp,x,x,x,x,instant,magical,-1,passive,none,self,x,0,0,0,20,0,0,100,passive_cri_avoid_up_20,0,0,치명 방어 {1}% 증가,치명 방어 스탯이 20% 만큼 증가한다. (합연산)
211094,code,skill_spatter,퐁당퐁당,01,res/ui/icon/skill/skill_spatter_01.png,res/missile/missile_water/missile_water.vrp,res/missile/motion_streak/motion_streak_water.png,x,x,x,maintain,magical,-1,passive,none,self,x,5,0,1,350,2,5,100,passive_spatter,0,10,회피 시 반경 {1}px 범위 내 아군 {2}명의 생명력을 퍼플립스 드래곤의 체력 {3}%만큼 회복,"전이 대상은 {1}px  이내, 현재체력/전체체력 비율이 가장 낮은 대상 우선  (table_status_effect 참고)"
211096,code,skill_avoid_up,미끌 미끌,01,res/ui/icon/skill/skill_avoid_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,ally_water_group,x,10,0,1,10,1,0,100,passive_avoid_up_10,0,0,물 속성 아군의  회피율 {1}% 증가,
211112,code,skill_cri_chance_up_wind,장난꾸러기,01,res/ui/icon/skill/skill_cri_chance_up_wind_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,self,x,1,0,1,5,0,0,100,passive_cri_chance_up_10,0,0,후위 배치시 치명확률 {1}% 증가,
211114,code,skill_atk_up_wave,아침에 사과,01,res/ui/icon/skill/skill_atk_up_wave_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,self,x,1,0,1,10,0,0,100,buff_atk_up_wave_10,0,0,웨이브 시작 시 10초간 공격력 {1}% 증가,
211116,code,skill_hit_rate_up,명중 보정,01,res/ui/icon/skill/skill_hit_rate_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,ally_earth_group,x,1,0,1,1,0,0,100,passive_hit_rate_up_1,0,0,땅 속성 아군의 적중률 {1}% 증가,
211122,code,skill_regist_poison,부드러운 솜털,01,res/ui/icon/skill/skill_regist_poison_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,self,x,1,0,1,30,1,0,100,passive_regist_poison_30,0,0,"중독 저항 {1}% 증가 ""미구현""",
211124,code,skill_recovery,상쾌한 바람,01,res/ui/icon/skill/skill_recovery_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,ally_none,x,1,0,1,1,30,0,100,passive_recovery,0,0,{2}초 마다 리티오 전체 생명력의 {1}% 만큼 아군 전체의 생명력을 회복 ,밸런스를 고려하여 아군 전체 -> HP가 가장 낮은 대상으로 변경 고려.
211126,code,skill_def_up_wind,바람의 보호,01,res/ui/icon/skill/skill_def_up_wind_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,ally_wind_group,x,1,0,1,15,1,0,100,passive_def_up_15,0,0,바람 속성 아군의 방어력 {1}% 증가,
211132,code,skill_cri_dmg_up,후 청룡,01,res/ui/icon/skill/skill_cri_dmg_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,middle,self,x,1,0,1,60,1,0,100,passive_cri_dmg_up_60,0,0,후위 배치 시 적에게 입히는 치명 피해량 {1}% 증가,배치
211134,code,skill_cri_chance_up,풍운,01,res/ui/icon/skill/skill_cri_chance_up_01.png,x,x,x,x,x,maintain,magical,-1,trigger,none,self,x,1,0,1,20,5,0,100,buff_cri_chance_up_20,0,0,적 처치 시 {2}초 간 치명타율 {1}% 증가,trigger
211136,code,skill_aspd_up_wind,바람의 신,01,res/ui/icon/skill/skill_aspd_up_wind_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,ally_wind_group,x,1,0,1,15,1,0,100,passive_aspd_up_15,0,0,바람 속성 아군의  공격 속도 {1}% 증가,풍
211142,code,skill_aspd_up,허리 업,01,res/ui/icon/skill/skill_aspd_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,self,x,1,0,1,30,1,0,100,passive_aspd_up_30,0,0,공격 속도 {1}% 증가,개인
210143,code,skill_summon_gust,돌풍 소환,01,res/ui/icon/skill/skill_summon_gust_01.png,res/effect/skill_summon_gust/skill_summon_gust.vrp,x,x,x,x,instant,magical,-1,passive,none,self,x,50,0,1,100,200,10,10,passive_add_attack,0,0,{3}% 확률로 돌풍을 소환하여 공격력의 50% 피해,
211144,code,skill_all_weather,전천후,01,res/ui/icon/skill/skill_all_weather_01.png,x,x,x,x,x,maintain,magical,-1,passive,front,self,x,1,0,1,10,5,0,0,x,0,0,전위 배치 시 방어력 {2}% 증가,배치 위치에 따라 다름.
211146,code,skill_cri_chance_up_wind,날카로운 바람,01,res/ui/icon/skill/skill_cri_chance_up_wind_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,ally_wind_group,x,1,0,1,15,1,0,100,passive_cri_chance_up_15,0,0,바람 속성 아군의  치명확률 {1}% 증가,풍
211152,code,skill_atk_up,후방 지원,01,res/ui/icon/skill/skill_atk_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,middle,self,x,1,0,1,20,1,0,100,passive_atk_up_20,0,0,후위 배치 시 공격력 {1}% 증가,개인
211154,code,skill_hit_rate_up,정교함,01,res/ui/icon/skill/skill_hit_rate_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,self,x,1,0,1,20,1,0,100,passive_hit_rate_up_20,0,0,적중률 {1}% 증가,개인
211156,code,skill_atk_up_earth,녹색 연합,01,res/ui/icon/skill/skill_atk_up_earth_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,ally_earth_group,x,1,0,1,15,1,0,100,passive_atk_up_15,0,0,땅 속성 아군의 공격력 {1}% 증가,지
211162,code,skill_rage,가시의 격노,01,res/ui/icon/skill/skill_rage_01.png,x,x,x,x,x,maintain,magical,-1,trigger,none,self,x,1,0,1,20,1,1,100,buff_rage_atk,0,0,기본 공격 시 10초간 공격력이 {3}% 상승 ,10회 누적 가능. 액티브 스킬을 사용하면 버프가 소비 됨
211164,code,skill_poison,맹독 가시,01,res/ui/icon/skill/skill_poison_01.png,x,x,x,x,x,maintain,magical,-1,trigger,none,enemy,x,1,0,1,6,1,0,6,poison,0,0,모든 공격에 중독 확률 {1}% 추가,
211166,code,skill_cri_dmg_up,날카로운 가시,01,res/ui/icon/skill/skill_cri_dmg_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,ally_earth_group,x,1,0,1,10,1,0,100,passive_cri_dmg_up_10,0,0,땅 속성 아군의 치명피해 {1}% 증가,
211212,code,skill_def_up,굳은 심지,01,res/ui/icon/skill/skill_def_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,self,x,1,0,1,10,1,0,100,passive_def_up_10,0,0,방어력 {1}% 증가,개인
211214,code,skill_def_up_overlab,도화선,01,res/ui/icon/skill/skill_def_up_overlab_01.png,x,x,x,x,x,maintain,magical,-1,trigger,none,self,x,1,0,1,10,20,0,20,buff_def_up_overlab_10,0,0,피격 시 20%의 확률로 {2}초간 방어력 {1}% 증가 ,개인 trigger 피격 시 20%의 확률
211216,code,skill_cri_avoid_up,억제력,01,res/ui/icon/skill/skill_cri_avoid_up_01.png,x,x,x,x,x,maintain,magical,-1,passive,none,ally_fire_group,x,1,0,1,5,1,0,100,passive_cri_avoid_up_1,0,0,불 속성 아군의 치명방어 {1}% 증가,화
220000,code,skill_condition_freeze,빙결,x,res/ui/icon/skill/skill_condition_freeze.png,res/effect/skill_condition_freeze/skill_condition_freeze.spine,x,x,x,x,x,x,0,x,x,x,x,0,10,0,0,0,0,0,x,0,0,x,x
