sid,r_d_name,r_rarity,r_s_name,skill_form,skill_type,t_name,res_icon,res_1,res_scale,res_2,res_3,res_hit,camera_work,animation,motion_type,dir,game_mode,casting_time,pre_delay,power_add,critical_damage_add,ignore,metamorphosis,val_1,val_2,val_3,r_gd,add_option_type_1,add_option_target_1,add_option_target_count_1,add_option_trigger_1,add_option_time_1,add_option_rate_1,add_option_source_1,add_option_value_1,add_option_type_2,add_option_target_2,add_option_target_count_2,add_option_trigger_2,add_option_time_2,add_option_rate_2,add_option_source_2,add_option_value_2,add_option_type_3,add_option_target_3,add_option_target_count_3,add_option_trigger_3,add_option_time_3,add_option_rate_3,add_option_source_3,add_option_value_3,add_option_type_4,add_option_target_4,add_option_target_count_4,add_option_trigger_4,add_option_time_4,add_option_rate_4,add_option_source_4,add_option_value_4,add_option_type_5,add_option_target_5,add_option_target_count_5,add_option_trigger_5,add_option_time_5,add_option_rate_5,add_option_source_5,add_option_value_5,ai_division,desc_1,desc_2,desc_3,desc_4,desc_5,ai_type,t_desc,speech_option,r_내부 정보,r_스킬 레벨업 정보,r_birth,chance_type,chance_value,target_formation,target_type,target_count,power_source,cooldown,r_check,req_mana,hit,power_rate,indicator,skill_size,r_d_role,r_총 DPS,r_스킬 구분(power_rate 입력용)
202211,땅 번개고룡,legend,드래그 스킬,code,skill_laser,뇌룡포,res/ui/icons/skill/202211.png,res/effect/skill_electriclaser/skill_electriclaser_@.vrp,,,,,close_up,,instant,-1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,power_rate,,,,,,응축된 번개로 적에게 피해를 줍니다.\n자신의 치명 피해에 따라 위력이 크게 증가합니다.,,지피,스킬 피해 +50%까지 증가,5,active,,,enemy_random,4,atk * cri_dmg * 0.012,32,FALSE,3,3,486,bar,3,dealer,,딜_액티브
202213,불 번개고룡,legend,드래그 스킬,code,skill_laser,뇌룡포,res/ui/icons/skill/202213.png,res/effect/skill_electriclaser/skill_electriclaser_@.vrp,,,,,close_up,,instant,-1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,power_rate,,,,,,응축된 번개로 적에게 피해를 줍니다.\n자신의 공격 속도에 따라 위력이 크게 증가합니다.,,공속딜러,스킬 피해 +50%까지 증가,5,active,,,enemy_random,4,atk * aspd * 0.012,32,FALSE,3,3,486,bar,3,dealer,,딜_액티브
202214,빛 번개고룡,legend,드래그 스킬,code,skill_laser,뇌룡포,res/ui/icons/skill/202214.png,res/effect/skill_electriclaser/skill_electriclaser_@.vrp,,,,,close_up,,instant,-1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,power_rate,,,,,,응축된 번개로 적에게 피해를 줍니다.\n자신의 치명 피해에 따라 위력이 크게 증가합니다.,,치피 딜러,스킬 피해 +50%까지 증가,5,active,,,enemy_random,4,atk * cri_dmg * 0.012,32,FALSE,3,3,486,bar,3,dealer,,딜_액티브
202215,어둠 번개고룡,legend,드래그 스킬,code,skill_laser,뇌룡포,res/ui/icons/skill/202215.png,res/effect/skill_electriclaser/skill_electriclaser_@.vrp,,,,,close_up,,instant,-1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,power_rate,,,,,,응축된 번개로 적에게 피해를 줍니다.\n이 공격은 자신의 공격력에 55% 보너스를 받습니다.,,공격딜러,스킬 피해 +50%까지 증가,5,active,,,enemy_random,4,atk * 1.55,32,FALSE,3,3,486,bar,3,dealer,,딜_액티브
202221,땅 번개고룡,legend,패시브 1,code,skill_lightning,고룡의 권능,res/ui/icons/skill/202221.png,res/effect/skill_electricattack/skill_electricattack_@.vrp,,,,,,,instant,-1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 전방의 적에게 피해를 줍니다.\n자신의 치명 피해에 따라 위력이 증가합니다.,,"2명, 쿨 5초",스킬 피해 +50%까지 증가,5,indie_time,5,front,enemy_random,2,atk * cri_dmg * 0.012,0,FALSE,,1,180,,,dealer,,딜_패시브
202223,불 번개고룡,legend,패시브 1,code,skill_lightning,고룡의 권능,res/ui/icons/skill/202223.png,res/effect/skill_electricattack/skill_electricattack_@.vrp,,,,,,,instant,-1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,공격 시 20% 확률로 전방의 적에게 피해를 줍니다.\n생명력이 50% 이상인 적에게는 1.5배의 피해를 줍니다.,,3명,스킬 피해 +50%까지 증가,5,basic_rate,20,front,enemy_random,3,atk + atk * 0.5 * CON((target_hp_rate) >= 0.5),0,FALSE,,1,360,,,dealer,,딜_패시브
202224,빛 번개고룡,legend,패시브 1,code,skill_lightning,고룡의 권능,res/ui/icons/skill/202224.png,res/effect/skill_electricattack/skill_electricattack_@.vrp,,,,,,,instant,-1,,0,0,0,,,,,,,,stun,target,,skill_hit,4,70,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 후방의 적에게 피해를 줍니다.\n70% 확률로 대상을 4초간 기절시킵니다.,,"5명, 쿨 15초",스킬 피해 +50%까지 증가,5,indie_time,15,back,enemy_random,5,atk,0,FALSE,,1,216,,,dealer,,딜_패시브
202225,어둠 번개고룡,legend,패시브 1,code,skill_lightning,고룡의 권능,res/ui/icons/skill/202225.png,res/effect/skill_electricattack/skill_electricattack_@.vrp,,,,,,,instant,-1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 가장 생명력이 낮은 적에게 피해를 줍니다.\n생명력이 50% 미만인 적에게는 1.5배의 피해를 줍니다.,,"1명, 쿨 7초",스킬 피해 +50%까지 증가,5,indie_time,7,,enemy_hp_low,1,atk + atk * 0.5 * CON((target_hp_rate) < 0.5),0,FALSE,,1,504,,,dealer,,딜_패시브
202231,땅 번개고룡,legend,패시브 2,code,status_effect,전광석화,res/ui/icons/skill/200931.png,,,,,,,,instant,-1,,0,0,,,,,,,,,passive_avoid_up,self,1,skill_start,-1,100,,20,passive_cri_chance_up,self,1,skill_start,-1,100,,10,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,자신의 회피가 20 증가하고 치명 확률이 10% 증가합니다.,,패시브(쿨없음),회피 40%까지 증가,5,passive,,,self,1,,0,FALSE,,1,,,,dealer,,스텟
202233,불 번개고룡,legend,패시브 2,code,status_effect,가속화,res/ui/icons/skill/202233.png,,,,,,,,instant,-1,,0,0,,,,,,,,,aspd_up,self,1,skill_start,10,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,공격 시 10% 확률로 자신의 공격속도를 10초간 증가시킵니다.,,버프,확률 15%까지 증가,5,basic_rate,10,,self,1,,0,FALSE,,1,,,,dealer,,특수
202234,빛 번개고룡,legend,패시브 2,code,status_effect,전광석화,res/ui/icons/skill/205441.png,,,,,,,,instant,-1,,0,0,,,,,,,,,passive_avoid_up,self,1,skill_start,-1,100,,20,passive_cri_chance_up,self,1,skill_start,-1,100,,10,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,자신의 회피가 20 증가하고 치명 확률이 10% 증가합니다.,,패시브(쿨없음),회피 40%까지 증가,5,passive,,,self,1,,0,FALSE,,1,,,,dealer,,스텟
202235,어둠 번개고룡,legend,패시브 2,code,status_effect,정기 흡수,res/ui/icons/skill/202235.png,,,,,,,,instant,-1,,0,0,,,,,,,,,atk_up,self,1,skill_start,15,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,적군이 사망할 때 마다 자신의 공격력을 15초간 증가시킵니다.,,15초 쿨,쿨타임 10초까지 감소,5,enemy_dead,100,,self,1,,15,FALSE,,1,,,,dealer,,특수
202241,땅 번개고룡,legend,드래그 강화,code,skill_laser,뇌룡포+,res/ui/icons/skill/202241.png,res/effect/skill_electriclaser/skill_electriclaser_@.vrp,,res/effect/skill_electricattack/skill_electricattack_fire.vrp,,,close_up,,instant,-1,,0,0,,,,,,,,,stun,target,,skill_end,5,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,debuff,power_rate,,,,,,뇌룡포가 대상을 100% 확률로 5초간 기절시킵니다.,,,x,5,active,,,enemy_random,4,atk * cri_dmg * 0.012,32,FALSE,3,3,486,bar,3,dealer,,딜_액티브
202243,불 번개고룡,legend,드래그 강화,code,skill_laser,뇌룡포+,res/ui/icons/skill/202243.png,res/effect/skill_electriclaser/skill_electriclaser_@.vrp,,res/effect/skill_electricattack/skill_electricattack_fire.vrp,,,close_up,,instant,-1,,0,0,,,,,,,,,aspd_up,self,1,skill_end,20,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buff,power_rate,,,,,,뇌룡포가 발동된 후 자신의 공격 속도를 20초간 증가시킵니다.,,,x,5,active,,,enemy_random,4,atk * aspd * 0.012,32,FALSE,3,3,486,bar,3,dealer,,딜_액티브
202244,빛 번개고룡,legend,드래그 강화,code,skill_laser,뇌룡포+,res/ui/icons/skill/202244.png,res/effect/skill_electriclaser/skill_electriclaser_@.vrp,,,,,close_up,,instant,-1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,power_rate,,,,,,뇌룡포가 기절한 적에게는 1.2배의 피해를 줍니다.,,,x,5,active,,,enemy_random,4,"(atk * cri_dmg * 0.012) * (1 + 0.2 * math_max(TARGET_STATUSEFFECT('stun' , 'name'),TARGET_STATUSEFFECT('stun_none' , 'name')))",32,FALSE,3,3,486,bar,3,dealer,,딜_액티브
202245,어둠 번개고룡,legend,드래그 강화,code,skill_laser,뇌룡포+,res/ui/icons/skill/202245.png,res/effect/skill_electriclaser/skill_electriclaser_@.vrp,,,,,close_up,,instant,-1,,0,0,,,,,,,,,atk_up,self,ㅎ,skill_end,20,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buff,power_rate,,,,,,뇌룡포가 발동된 후 자신의 공격력을 20초간 증가시킵니다.,,,x,5,active,,,enemy_random,4,atk * 1.55,32,FALSE,3,3,486,bar,3,dealer,,딜_액티브
202311,땅 자룡,rare,드래그 스킬,code,skill_aoe_wedge,일기당천,res/ui/icons/skill/202311.png,res/effect/skill_sector_20_01/skill_sector_20_01_@.vrp,,,,,close_up,,instant,-1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,power_rate,,,,,,용맹한 포효로 적들에게 피해를 줍니다.\n자신의 방어력에 따라 피해량이 증가합니다.,,,스킬 피해 +50%까지 증가,3,active,,,enemy_random,3,(atk * 0.5) + (def * 0.75),20,FALSE,2,3,352,wedge,1,tanker,,딜_액티브
202312,물 자룡,rare,드래그 스킬,code,skill_aoe_wedge,일기당천,res/ui/icons/skill/202312.png,res/effect/skill_sector_20_01/skill_sector_20_01_@.vrp,,,,,close_up,,instant,-1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,power_rate,,,,,,용맹한 포효로 적들에게 피해를 줍니다.\n자신의 최대 생명력에 따라 피해량이 증가합니다.,,,스킬 피해 +50%까지 증가,3,active,,,enemy_random,3,(atk * 0.5) + (max_hp * 0.0125),20,FALSE,2,3,352,wedge,1,tanker,,딜_액티브
202313,불 자룡,rare,드래그 스킬,code,skill_aoe_wedge,일기당천,res/ui/icons/skill/202313.png,res/effect/skill_sector_20_01/skill_sector_20_01_@.vrp,,,,,close_up,,instant,-1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,power_rate,,,,,,용맹한 포효로 적들에게 피해를 줍니다.\n자신의 방어력에 따라 피해량이 증가합니다.,,,스킬 피해 +50%까지 증가,3,active,,,enemy_random,3,(atk * 0.5) + (def * 0.75),20,FALSE,2,3,352,wedge,1,tanker,,딜_액티브
202314,빛 자룡,rare,드래그 스킬,code,skill_aoe_wedge,일기당천,res/ui/icons/skill/202314.png,res/effect/skill_sector_20_01/skill_sector_20_01_@.vrp,,,,,close_up,,instant,-1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,power_rate,,,,,,용맹한 포효로 적들에게 피해를 줍니다.\n자신의 방어력에 따라 피해량이 증가합니다.,,,스킬 피해 +50%까지 증가,3,active,,,enemy_random,3,(atk * 0.5) + (def * 0.75),20,FALSE,2,3,352,wedge,1,tanker,,딜_액티브
202315,어둠 자룡,rare,드래그 스킬,code,skill_aoe_wedge,일기당천,res/ui/icons/skill/202315.png,res/effect/skill_sector_20_01/skill_sector_20_01_@.vrp,,,,,close_up,,instant,-1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,power_rate,,,,,,용맹한 포효로 적들에게 피해를 줍니다.\n자신의 최대 생명력에 따라 피해량이 증가합니다.,,,스킬 피해 +50%까지 증가,3,active,,,enemy_random,3,(atk * 0.5) + (max_hp * 0.0125),20,FALSE,2,3,352,wedge,1,tanker,,딜_액티브
202321,땅 자룡,rare,패시브 1,code,skill_enumrate_curve,구름의 창술,res/ui/icons/skill/202321.png,res/missile/missile_jaryong/missile_jaryong.vrp,,,,,,,instant,-1,,0,0,,,,,polygons,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,"흐르는 듯한 움직임의 창이 적을 꿰뚫습니다.\n물 속성 적을 우선 공격하며, 자신의 방어력에 따라 피해량이 증가합니다.",,"12초 쿨, 타겟 1",스킬 피해 +50%까지 증가,3,indie_time,12,,enemy_water,1,(atk * 0.5) + (def * 0.75),0,FALSE,,1,792,,,tanker,,딜_패시브
202322,물 자룡,rare,패시브 1,code,skill_enumrate_curve,구름의 창술,res/ui/icons/skill/202322.png,res/missile/missile_jaryong/missile_jaryong.vrp,,,,,,,instant,-1,,0,0,,,,,polygons,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,"흐르는 듯한 움직임의 창이 적을 꿰뚫습니다.\n불 속성 적을 우선 공격하며, 자신의 최대 생명력에 따라 피해량이 증가합니다.",,"12초 쿨, 타겟 1",스킬 피해 +50%까지 증가,3,indie_time,12,,enemy_fire,1,(atk * 0.5) + (max_hp * 0.0125),0,FALSE,,1,792,,,tanker,,딜_패시브
202323,불 자룡,rare,패시브 1,code,skill_enumrate_curve,구름의 창술,res/ui/icons/skill/202323.png,res/missile/missile_jaryong/missile_jaryong.vrp,,,,,,,instant,-1,,0,0,,,,,polygons,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,"흐르는 듯한 움직임의 창이 적을 꿰뚫습니다.\n땅 속성 적을 우선 공격하며, 자신의 방어력에 따라 피해량이 증가합니다.",,"12초 쿨, 타겟 1",스킬 피해 +50%까지 증가,3,indie_time,12,,enemy_earth,1,(atk * 0.5) + (def * 0.75),0,FALSE,,1,792,,,tanker,,딜_패시브
202324,빛 자룡,rare,패시브 1,code,skill_enumrate_curve,구름의 창술,res/ui/icons/skill/202323.png,res/missile/missile_jaryong/missile_jaryong.vrp,,,,,,,instant,-1,,0,0,,,,,polygons,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,"흐르는 듯한 움직임의 창이 적을 꿰뚫습니다.\n어둠 속성 적을 우선 공격하며, 자신의 방어력에 따라 피해량이 증가합니다.",,"12초 쿨, 타겟 1",스킬 피해 +50%까지 증가,3,indie_time,12,,enemy_dark,1,(atk * 0.5) + (def * 0.75),0,FALSE,,1,792,,,tanker,,딜_패시브
202325,어둠 자룡,rare,패시브 1,code,skill_enumrate_curve,구름의 창술,res/ui/icons/skill/202323.png,res/missile/missile_jaryong/missile_jaryong.vrp,,,,,,,instant,-1,,0,0,,,,,polygons,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,"흐르는 듯한 움직임의 창이 적을 꿰뚫습니다.\n빛 속성 적을 우선 공격하며, 자신의 최대 생명력에 따라 피해량이 증가합니다.",,"12초 쿨, 타겟 1",스킬 피해 +50%까지 증가,3,indie_time,12,,enemy_light,1,(atk * 0.5) + (max_hp * 0.0125),0,FALSE,,1,792,,,tanker,,딜_패시브
202331,땅 자룡,rare,패시브 2,code,skill_heal_single,지키는 자,res/ui/icons/skill/202331.png,res/effect/skill_heal_monster/skill_heal_monster.vrp,,,,,,,instant,-1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 자신의 생명력을 10% 회복합니다.,,21초 쿨,쿨타임 14초까지 감소,3,indie_time_short,21,,self,1,max_hp,0,FALSE,,1,10,,,tanker,,힐_패시브_체퍼
202332,물 자룡,rare,패시브 2,code,skill_guardian,지키는 자,res/ui/icons/skill/202332.png,res/effect/skill_protection_new/skill_protection_new.spine,,,,,,,instant,-1,,0,0,,,,,10,,,,resist,self,1,skill_start,10,100,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 아군 2명을 보호해 피해를 10초간 대신 받습니다.\n보호 도중 받는 피해량이 30% 감소합니다.,,"20초 쿨, 피가 적은 전방 아군 우선",쿨타임 13초까지 감소,3,indie_time_short,20,,teammate_hp_low,2,,0,FALSE,,1,,,,tanker,,특수
202333,불 자룡,rare,패시브 2,code,skill_heal_single,지키는 자,res/ui/icons/skill/202333.png,res/effect/skill_heal_monster/skill_heal_monster.vrp,,,,,,,instant,-1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 자신의 생명력을 10% 회복합니다.,,21초 쿨,쿨타임 14초까지 감소,3,indie_time_short,21,,self,1,max_hp,0,FALSE,,1,10,,,tanker,,힐_패시브_체퍼
202334,빛 자룡,rare,패시브 2,code,skill_guardian,지키는 자,res/ui/icons/skill/202333.png,res/effect/skill_protection_new/skill_protection_new.spine,,,,,,,instant,-1,,0,0,,,,,10,,,,resist,self,1,skill_start,10,100,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 아군 2명을 보호해 피해를 10초간 대신 받습니다.\n보호 도중 받는 피해량이 30% 감소합니다.,,"20초 쿨, 피가 적은 전방 아군 우선",쿨타임 13초까지 감소,3,indie_time_short,20,,teammate_hp_low,2,,0,FALSE,,1,,,,tanker,,특수
202335,어둠 자룡,rare,패시브 2,code,skill_guardian,지키는 자,res/ui/icons/skill/202333.png,res/effect/skill_protection_new/skill_protection_new.spine,,,,,,,instant,-1,,0,0,,,,,10,,,,resist,self,1,skill_start,10,100,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 아군 2명을 보호해 피해를 10초간 대신 받습니다.\n보호 도중 받는 피해량이 30% 감소합니다.,,"20초 쿨, 피가 적은 전방 아군 우선",쿨타임 13초까지 감소,3,indie_time_short,20,,teammate_hp_low,2,,0,FALSE,,1,,,,tanker,,특수
202341,땅 자룡,rare,스탯 강화,code,status_effect,용맹무쌍,res/ui/icons/skill/202341.png,,,,,,,,instant,-1,,0,0,,,,,,,,,attr_strengthen,self,1,skill_start,-1,100,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,"물 속성 적에게 주는 피해가 30% 증가하고, 받는 피해는 30% 감소합니다.",,항시적용 패시브. attr_strengthen,x,3,passive,,,self,1,,0,FALSE,,1,,,,tanker,,특수
202342,물 자룡,rare,스탯 강화,code,status_effect,용맹무쌍,res/ui/icons/skill/202342.png,,,,,,,,instant,-1,,0,0,,,,,,,,,attr_strengthen,self,1,skill_start,-1,100,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,"불 속성 적에게 주는 피해가 30% 증가하고, 받는 피해는 30% 감소합니다.",,항시적용 패시브. attr_strengthen,x,3,passive,,,self,1,,0,FALSE,,1,,,,tanker,,특수
202343,불 자룡,rare,스탯 강화,code,status_effect,용맹무쌍,res/ui/icons/skill/202343.png,,,,,,,,instant,-1,,0,0,,,,,,,,,attr_strengthen,self,1,skill_start,-1,100,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,"땅 속성 적에게 주는 피해가 30% 증가하고, 받는 피해는 30% 감소합니다.",,항시적용 패시브. attr_strengthen,x,3,passive,,,self,1,,0,FALSE,,1,,,,tanker,,특수
202344,빛 자룡,rare,스탯 강화,code,status_effect,용맹무쌍,res/ui/icons/skill/202344.png,,,,,,,,instant,-1,,0,0,,,,,,,,,attr_strengthen,self,1,skill_start,-1,100,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,"어둠 속성 적에게 주는 피해가 30% 증가하고, 받는 피해는 30% 감소합니다.",,항시적용 패시브. attr_strengthen,x,3,passive,,,self,1,,0,FALSE,,1,,,,tanker,,특수
202345,어둠 자룡,rare,스탯 강화,code,status_effect,용맹무쌍,res/ui/icons/skill/202345.png,,,,,,,,instant,-1,,0,0,,,,,,,,,attr_strengthen,self,1,skill_start,-1,100,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,"빛 속성 적에게 주는 피해가 30% 증가하고, 받는 피해는 30% 감소합니다.",,항시적용 패시브. attr_strengthen,x,3,passive,,,self,1,,0,FALSE,,1,,,,tanker,,특수
202411,땅 파이거,hero,드래그 스킬,code,skill_aoe_cone_crash,버스트 클로,res/ui/icons/skill/202411.png,res/effect/skill_shockwave_fire/skill_shockwave_fire.spine,,res/effect/skill_dash_fire/skill_dash_fire.spine,,,tracking,,instant,-1,,0,0,,,,,,,,,add_heal,self,1,skill_end,0,100,max_hp * hit_target_count,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,power_rate,,,,,,"해당 위치로 돌진해, 충격파로 적들에게 피해를 줍니다.\n적중한 대상 당 자신의 생명력을 10% 회복합니다.",,,스킬 피해 +50%까지 증가,4,active,,,enemy_random,3,atk,20,FALSE,2,1,1104,target_cone,3,dealer,,딜_액티브
202412,물 파이거,hero,드래그 스킬,code,skill_aoe_cone_crash,버스트 클로,res/ui/icons/skill/202412.png,res/effect/skill_shockwave_fire/skill_shockwave_fire.spine,,res/effect/skill_dash_fire/skill_dash_fire.spine,,,tracking,,instant,-1,,0,0,,,,,,,,,add_heal,self,1,skill_end,0,100,max_hp * hit_target_count,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,power_rate,,,,,,"해당 위치로 돌진해, 충격파로 적들에게 피해를 줍니다.\n적중한 대상 당 자신의 생명력을 10% 회복합니다.",,,스킬 피해 +50%까지 증가,4,active,,,enemy_random,3,atk,20,FALSE,2,1,1104,target_cone,3,dealer,,딜_액티브
202413,불 파이거,hero,드래그 스킬,code,skill_aoe_cone_crash,버스트 클로,res/ui/icons/skill/202413.png,res/effect/skill_shockwave_fire/skill_shockwave_fire.spine,,res/effect/skill_dash_fire/skill_dash_fire.spine,,,tracking,,instant,-1,,0,0,,,,,,,,,add_heal,self,1,skill_end,0,100,max_hp * hit_target_count,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,power_rate,,,,,,"해당 위치로 돌진해, 충격파로 적들에게 피해를 줍니다.\n적중한 대상 당 자신의 생명력을 10% 회복합니다.",,,스킬 피해 +50%까지 증가,4,active,,,enemy_random,3,atk,20,FALSE,2,1,1104,target_cone,3,dealer,,딜_액티브
202414,빛 파이거,hero,드래그 스킬,code,skill_aoe_cone_crash,버스트 클로,res/ui/icons/skill/202414.png,res/effect/skill_shockwave_fire/skill_shockwave_fire.spine,,res/effect/skill_dash_fire/skill_dash_fire.spine,,,tracking,,instant,-1,,0,0,,,,,,,,,add_heal,self,1,skill_end,0,100,max_hp * hit_target_count,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attack,power_rate,,,,,,"해당 위치로 돌진해, 충격파로 적들에게 피해를 줍니다.\n적중한 대상 당 자신의 생명력을 10% 회복합니다.",,,스킬 피해 +50%까지 증가,4,active,,,enemy_random,3,atk,20,FALSE,2,1,1104,target_cone,3,dealer,,딜_액티브
202421,땅 파이거,hero,패시브 1,code,skill_enumrate_curve,맹호 광살포,res/ui/icons/skill/202421.png,res/missile/missile_wonder/missile_wonder_dark.vrp,2,,,,,,instant,-1,,0,0,,,,,polygons,random,,,cri_chance_up,self,1,skill_kill,10,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 후방의 적에게 피해를 줍니다.\n이 공격으로 대상이 죽으면 자신의 치명 확률을 10초간 증가시킵니다.,,쿨 30초 타겟2,스킬 피해 +50%까지 증가,4,indie_time,30,back,enemy_random,2,atk,0,FALSE,,2,1035,,,dealer,,딜_패시브
202422,물 파이거,hero,패시브 1,code,skill_enumrate_curve,맹호 광살포,res/ui/icons/skill/202422.png,res/missile/missile_wonder/missile_wonder_dark.vrp,2,,,,,,instant,-1,,0,0,,,,,polygons,random,,,atk_up,self,1,skill_kill,10,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 전방의 적에게 피해를 줍니다.\n이 공격으로 대상이 죽으면 자신의 공격력을 10초간 증가시킵니다.,,쿨 30초 타겟2,스킬 피해 +50%까지 증가,4,indie_time,30,front,enemy_random,2,atk,0,FALSE,,2,1035,,,dealer,,딜_패시브
202423,불 파이거,hero,패시브 1,code,skill_enumrate_curve,맹호 광살포,res/ui/icons/skill/202423.png,res/missile/missile_wonder/missile_wonder_dark.vrp,2,,,,,,instant,-1,,0,0,,,,,polygons,random,,,add_heal,self,1,skill_kill,0,100,max_hp,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 전방의 적에게 피해를 줍니다.\n이 공격으로 대상이 죽으면 자신의 생명력을 10% 회복합니다.,,쿨 30초 타겟2,스킬 피해 +50%까지 증가,4,indie_time,30,front,enemy_random,2,atk,0,FALSE,,2,1035,,,dealer,,딜_패시브
202424,빛 파이거,hero,패시브 1,code,skill_enumrate_curve,맹호 광살포,res/ui/icons/skill/202424.png,res/missile/missile_wonder/missile_wonder_dark.vrp,2,,,,,,instant,-1,,0,0,,,,,polygons,random,,,add_heal,self,1,skill_kill,0,100,max_hp,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 후방의 적에게 피해를 줍니다.\n이 공격으로 대상이 죽으면 자신의 생명력을 10% 회복합니다.,,쿨 30초 타겟2,스킬 피해 +50%까지 증가,4,indie_time,30,back,enemy_random,2,atk,0,FALSE,,2,1035,,,dealer,,딜_패시브
202431,땅 파이거,hero,패시브 2,code,status_effect,맹공,res/ui/icons/skill/202431.png,,,,,,,,instant,-1,,0,0,,,,,,,,,non_debuff_atk_up,self,1,skill_start,-1,100,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,해로운 효과가 걸리지 않은 상태일 때 자신의 공격력이 34% 증가합니다.,,"패시브. 아이콘 없고, 버프 해제로 지워지지 않음.",공격력 증가량 50%까지 증가,4,passive,,,self,1,,0,FALSE,,1,,,,dealer,,특수
