qid,type,t_desc,start_date,end_date,key,clear_value,r_reward_1,r_grade,r_val_1,r_reward_2,r_val_2,reward,product_content,mail_content,pass_exp,clan_exp,r_title,title,default,score
11209,challenge,콜로세움 {1}회 플레이,,,ply_clsm,3000,명예,,900,,,700005;900,700005;900,,,,,,,200
11210,challenge,콜로세움 {1}회 플레이,,,ply_clsm,5000,명예,,1000,,,700005;1000,700005;1000,,,,글래디에이터,10049,,300
11401,challenge,인연던전 {1}회 플레이,,,ply_rel,50,미지의 알,,3,,,703017;3,703017;3,,,,,,1,100
11402,challenge,인연던전 {1}회 플레이,,,ply_rel,100,미지의 알,,3,,,703017;3,703017;3,,,,,,,100
11403,challenge,인연던전 {1}회 플레이,,,ply_rel,200,미지의 알,,3,,,703017;3,703017;3,,,,심심한,10054,,100
11404,challenge,인연던전 {1}회 플레이,,,ply_rel,500,미지의 알,,4,,,703017;4,703017;4,,,,,,,100
11405,challenge,인연던전 {1}회 플레이,,,ply_rel,800,미지의 알,,4,,,703017;4,703017;4,,,,,,,200
11406,challenge,인연던전 {1}회 플레이,,,ply_rel,1200,미지의 알,,4,,,703017;4,703017;4,,,,만남을 원하는,10055,,200
11407,challenge,인연던전 {1}회 플레이,,,ply_rel,1500,미지의 알,,5,,,703017;5,703017;5,,,,,,,200
11408,challenge,인연던전 {1}회 플레이,,,ply_rel,2000,미지의 알,,5,,,703017;5,703017;5,,,,,,,200
11409,challenge,인연던전 {1}회 플레이,,,ply_rel,3000,미지의 알,,5,,,703017;5,703017;5,,,,,,,200
11410,challenge,인연던전 {1}회 플레이,,,ply_rel,5000,미지의 알,,10,,,703017;10,703017;10,,,,소울 메이트,10056,,300
11501,challenge,인연던전 {1}회 발견,,,fnd_rel,10,신비의 알,,1,,,703016;1,703016;1,,,,눈을 부릅뜬,10057,1,100
11502,challenge,인연던전 {1}회 발견,,,fnd_rel,30,신비의 알,,1,,,703016;1,703016;1,,,,,,,100
11503,challenge,인연던전 {1}회 발견,,,fnd_rel,50,신비의 알,,1,,,703016;1,703016;1,,,,,,,100
11504,challenge,인연던전 {1}회 발견,,,fnd_rel,100,신비의 알,,1,,,703016;1,703016;1,,,,시력이 좋은,10058,,100
11505,challenge,인연던전 {1}회 발견,,,fnd_rel,200,신비의 알,,1,,,703016;1,703016;1,,,,,,,200
11506,challenge,인연던전 {1}회 발견,,,fnd_rel,500,신비의 알,,1,,,703016;1,703016;1,,,,이글아이,10059,,200
11601,challenge,드래곤 레벨업 {1}회 진행,,,d_use_mtrl,50,드래곤 경험치,,30000,,,700017;30000,700017;30000,,,,성장하는,10060,1,100
11602,challenge,드래곤 레벨업 {1}회 진행,,,d_use_mtrl,100,드래곤 경험치,,30000,,,700017;30000,700017;30000,,,,,,,100
11603,challenge,드래곤 레벨업 {1}회 진행,,,d_use_mtrl,200,드래곤 경험치,,30000,,,700017;30000,700017;30000,,,,,,,100
11604,challenge,드래곤 레벨업 {1}회 진행,,,d_use_mtrl,500,드래곤 경험치,,30000,,,700017;30000,700017;30000,,,,꾸준한,10061,,100
11605,challenge,드래곤 레벨업 {1}회 진행,,,d_use_mtrl,800,드래곤 경험치,,30000,,,700017;30000,700017;30000,,,,,,,200
11606,challenge,드래곤 레벨업 {1}회 진행,,,d_use_mtrl,1200,드래곤 경험치,,60000,,,700017;60000,700017;60000,,,,,,,200
11607,challenge,드래곤 레벨업 {1}회 진행,,,d_use_mtrl,1500,드래곤 경험치,,60000,,,700017;60000,700017;60000,,,,멈추지 않는,10062,,200
11608,challenge,드래곤 레벨업 {1}회 진행,,,d_use_mtrl,2000,드래곤 경험치,,60000,,,700017;60000,700017;60000,,,,,,,200
11609,challenge,드래곤 레벨업 {1}회 진행,,,d_use_mtrl,3000,드래곤 경험치,,60000,,,700017;60000,700017;60000,,,,,,,200
11610,challenge,드래곤 레벨업 {1}회 진행,,,d_use_mtrl,5000,드래곤 경험치,,60000,,,700017;60000,700017;60000,,,,최종병기,10063,,300
11701,challenge,승급으로 4성 드래곤 {1}개 획득,,,d_grup_4,5,★3 슈퍼 슬라임,3,1,,,779134;1,779134;1,,,,,,1,100
11702,challenge,승급으로 4성 드래곤 {1}개 획득,,,d_grup_4,10,★3 슈퍼 슬라임,3,1,,,779134;1,779134;1,,,,,,,100
11703,challenge,승급으로 4성 드래곤 {1}개 획득,,,d_grup_4,20,★3 슈퍼 슬라임,3,1,,,779134;1,779134;1,,,,,,,100
11704,challenge,승급으로 4성 드래곤 {1}개 획득,,,d_grup_4,30,★3 슈퍼 슬라임,3,1,,,779134;1,779134;1,,,,,,,100
11705,challenge,승급으로 4성 드래곤 {1}개 획득,,,d_grup_4,40,★3 슈퍼 슬라임,3,1,,,779134;1,779134;1,,,,,,,200
11706,challenge,승급으로 4성 드래곤 {1}개 획득,,,d_grup_4,50,★3 슈퍼 슬라임,3,2,,,779134;2,779134;2,,,,,,,200
11707,challenge,승급으로 4성 드래곤 {1}개 획득,,,d_grup_4,60,★3 슈퍼 슬라임,3,2,,,779134;2,779134;2,,,,,,,200
11708,challenge,승급으로 4성 드래곤 {1}개 획득,,,d_grup_4,70,★3 슈퍼 슬라임,3,2,,,779134;2,779134;2,,,,,,,200
11709,challenge,승급으로 4성 드래곤 {1}개 획득,,,d_grup_4,80,★3 슈퍼 슬라임,3,2,,,779134;2,779134;2,,,,,,,200
11710,challenge,승급으로 4성 드래곤 {1}개 획득,,,d_grup_4,100,★3 슈퍼 슬라임,3,3,,,779134;3,779134;3,,,,,,,300
11801,challenge,승급으로 5성 드래곤 {1}개 획득,,,d_grup_5,5,★4 슈퍼 슬라임,4,1,,,779144;1,779144;1,,,,견습용병,10064,1,200
11802,challenge,승급으로 5성 드래곤 {1}개 획득,,,d_grup_5,10,★4 슈퍼 슬라임,4,1,,,779144;1,779144;1,,,,,,,200
11803,challenge,승급으로 5성 드래곤 {1}개 획득,,,d_grup_5,20,★4 슈퍼 슬라임,4,1,,,779144;1,779144;1,,,,,,,200
11804,challenge,승급으로 5성 드래곤 {1}개 획득,,,d_grup_5,30,★4 슈퍼 슬라임,4,1,,,779144;1,779144;1,,,,용병,10065,,200
11805,challenge,승급으로 5성 드래곤 {1}개 획득,,,d_grup_5,40,★4 슈퍼 슬라임,4,1,,,779144;1,779144;1,,,,,,,300
11806,challenge,승급으로 5성 드래곤 {1}개 획득,,,d_grup_5,50,★4 슈퍼 슬라임,4,2,,,779144;2,779144;2,,,,,,,300
11807,challenge,승급으로 5성 드래곤 {1}개 획득,,,d_grup_5,60,★4 슈퍼 슬라임,4,2,,,779144;2,779144;2,,,,용병단장,10066,,300
11808,challenge,승급으로 5성 드래곤 {1}개 획득,,,d_grup_5,70,★4 슈퍼 슬라임,4,2,,,779144;2,779144;2,,,,,,,300
11809,challenge,승급으로 5성 드래곤 {1}개 획득,,,d_grup_5,80,★4 슈퍼 슬라임,4,2,,,779144;2,779144;2,,,,,,,300
11810,challenge,승급으로 5성 드래곤 {1}개 획득,,,d_grup_5,100,★4 슈퍼 슬라임,4,3,,,779144;3,779144;3,,,,용병왕,10067,,400
11901,challenge,승급으로 6성 드래곤 {1}개 획득,,,d_grup_6,5,★5 슈퍼 슬라임,5,1,,,779154;1,779154;1,,,,견습기사,10068,1,300
11902,challenge,승급으로 6성 드래곤 {1}개 획득,,,d_grup_6,10,★5 슈퍼 슬라임,5,1,,,779154;1,779154;1,,,,,,,300
11903,challenge,승급으로 6성 드래곤 {1}개 획득,,,d_grup_6,20,★5 슈퍼 슬라임,5,1,,,779154;1,779154;1,,,,,,,300
11904,challenge,승급으로 6성 드래곤 {1}개 획득,,,d_grup_6,30,★5 슈퍼 슬라임,5,1,,,779154;1,779154;1,,,,기사,10069,,300
11905,challenge,승급으로 6성 드래곤 {1}개 획득,,,d_grup_6,40,★5 슈퍼 슬라임,5,1,,,779154;1,779154;1,,,,,,,400
11906,challenge,승급으로 6성 드래곤 {1}개 획득,,,d_grup_6,50,★5 슈퍼 슬라임,5,2,,,779154;2,779154;2,,,,,,,400
11907,challenge,승급으로 6성 드래곤 {1}개 획득,,,d_grup_6,60,★5 슈퍼 슬라임,5,2,,,779154;2,779154;2,,,,기사단장,10070,,400
11908,challenge,승급으로 6성 드래곤 {1}개 획득,,,d_grup_6,70,★5 슈퍼 슬라임,5,2,,,779154;2,779154;2,,,,,,,400
11909,challenge,승급으로 6성 드래곤 {1}개 획득,,,d_grup_6,80,★5 슈퍼 슬라임,5,2,,,779154;2,779154;2,,,,,,,400
11910,challenge,승급으로 6성 드래곤 {1}개 획득,,,d_grup_6,100,★5 슈퍼 슬라임,5,3,,,779154;3,779154;3,,,,총사령관,10071,,500
12001,challenge,진화로 해츨링 {1}개 획득,,,d_evol2,5,중급 땅의 정기,,10,,,701112;10,701112;10,,,,꼬맹이,10072,1,100
12002,challenge,진화로 해츨링 {1}개 획득,,,d_evol2,10,중급 물의 정기,,10,,,701122;10,701122;10,,,,,,,100
12003,challenge,진화로 해츨링 {1}개 획득,,,d_evol2,20,중급 불의 정기,,10,,,701132;10,701132;10,,,,,,,100
12004,challenge,진화로 해츨링 {1}개 획득,,,d_evol2,30,중급 빛의 정기,,10,,,701142;10,701142;10,,,,땅꼬마,10073,,100
12005,challenge,진화로 해츨링 {1}개 획득,,,d_evol2,40,중급 어둠의 정기,,10,,,701152;10,701152;10,,,,,,,200
12006,challenge,진화로 해츨링 {1}개 획득,,,d_evol2,50,중급 땅의 정기,,20,,,701112;20,701112;20,,,,,,,200
12007,challenge,진화로 해츨링 {1}개 획득,,,d_evol2,60,중급 물의 정기,,20,,,701122;20,701122;20,,,,키가 작은,10074,,200
12008,challenge,진화로 해츨링 {1}개 획득,,,d_evol2,70,중급 불의 정기,,20,,,701132;20,701132;20,,,,,,,200
12009,challenge,진화로 해츨링 {1}개 획득,,,d_evol2,80,중급 빛의 정기,,20,,,701142;20,701142;20,,,,,,,200
12010,challenge,진화로 해츨링 {1}개 획득,,,d_evol2,100,중급 어둠의 정기,,20,,,701152;20,701152;20,,,,꼬꼬마,10075,,300
12101,challenge,진화로 성룡 {1}개 획득,,,d_evol3,5,상급 땅의 정기,,10,,,701113;10,701113;10,,,,성숙한,10076,1,200
12102,challenge,진화로 성룡 {1}개 획득,,,d_evol3,10,상급 물의 정기,,10,,,701123;10,701123;10,,,,,,,200
12103,challenge,진화로 성룡 {1}개 획득,,,d_evol3,20,상급 불의 정기,,10,,,701133;10,701133;10,,,,,,,200
12104,challenge,진화로 성룡 {1}개 획득,,,d_evol3,30,상급 빛의 정기,,10,,,701143;10,701143;10,,,,키가 큰,10077,,200
12105,challenge,진화로 성룡 {1}개 획득,,,d_evol3,40,상급 어둠의 정기,,10,,,701153;10,701153;10,,,,,,,300
12106,challenge,진화로 성룡 {1}개 획득,,,d_evol3,50,상급 땅의 정기,,20,,,701113;20,701113;20,,,,,,,300
12107,challenge,진화로 성룡 {1}개 획득,,,d_evol3,60,상급 물의 정기,,20,,,701123;20,701123;20,,,,정변의 아이콘,10078,,300
12108,challenge,진화로 성룡 {1}개 획득,,,d_evol3,70,상급 불의 정기,,20,,,701133;20,701133;20,,,,,,,300
12109,challenge,진화로 성룡 {1}개 획득,,,d_evol3,80,상급 빛의 정기,,20,,,701143;20,701143;20,,,,,,,300
12110,challenge,진화로 성룡 {1}개 획득,,,d_evol3,100,상급 어둠의 정기,,20,,,701153;20,701153;20,,,,폭풍성장,10079,,400
12201,challenge,희귀 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_r,5,골드,,10000,,,700002;10000,700002;10000,,,,,,1,100
12202,challenge,희귀 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_r,10,골드,,15000,,,700002;15000,700002;15000,,,,,,,100
12203,challenge,희귀 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_r,20,골드,,20000,,,700002;20000,700002;20000,,,,,,,100
12204,challenge,희귀 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_r,30,골드,,25000,,,700002;25000,700002;25000,,,,,,,100
12205,challenge,희귀 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_r,40,골드,,30000,,,700002;30000,700002;30000,,,,,,,200
12206,challenge,희귀 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_r,50,골드,,35000,,,700002;35000,700002;35000,,,,,,,200
12207,challenge,희귀 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_r,60,골드,,40000,,,700002;40000,700002;40000,,,,,,,200
12208,challenge,희귀 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_r,70,골드,,45000,,,700002;45000,700002;45000,,,,,,,200
12209,challenge,희귀 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_r,80,골드,,50000,,,700002;50000,700002;50000,,,,희귀한,10080,,200
12210,challenge,희귀 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_r,100,전설 스킬 슬라임,5,1,,,779255;1,779255;1,,,,,,,300
12301,challenge,영웅 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_h,5,골드,,10000,,,700002;10000,700002;10000,,,,,,1,200
12302,challenge,영웅 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_h,10,골드,,15000,,,700002;15000,700002;15000,,,,,,,200
12303,challenge,영웅 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_h,20,골드,,20000,,,700002;20000,700002;20000,,,,,,,200
12304,challenge,영웅 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_h,30,골드,,25000,,,700002;25000,700002;25000,,,,,,,200
12305,challenge,영웅 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_h,40,골드,,30000,,,700002;30000,700002;30000,,,,,,,300
12306,challenge,영웅 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_h,50,골드,,35000,,,700002;35000,700002;35000,,,,,,,300
12307,challenge,영웅 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_h,60,골드,,40000,,,700002;40000,700002;40000,,,,,,,300
12308,challenge,영웅 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_h,70,골드,,45000,,,700002;45000,700002;45000,,,,,,,300
12309,challenge,영웅 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_h,80,골드,,50000,,,700002;50000,700002;50000,,,,,,,300
12310,challenge,영웅 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_h,100,전설 스킬 슬라임,5,2,,,779255;2,779255;2,,,,영웅,10081,,400
12401,challenge,전설 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_l,5,골드,,10000,,,700002;10000,700002;10000,,,,,,1,300
12402,challenge,전설 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_l,10,골드,,15000,,,700002;15000,700002;15000,,,,,,,300
12403,challenge,전설 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_l,20,골드,,20000,,,700002;20000,700002;20000,,,,,,,300
12404,challenge,전설 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_l,30,골드,,25000,,,700002;25000,700002;25000,,,,,,,300
12405,challenge,전설 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_l,40,골드,,30000,,,700002;30000,700002;30000,,,,,,,400
12406,challenge,전설 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_l,50,골드,,35000,,,700002;35000,700002;35000,,,,,,,400
12407,challenge,전설 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_l,60,골드,,40000,,,700002;40000,700002;40000,,,,,,,400
12408,challenge,전설 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_l,70,골드,,45000,,,700002;45000,700002;45000,,,,,,,400
12409,challenge,전설 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_l,80,골드,,50000,,,700002;50000,700002;50000,,,,,,,400
12410,challenge,전설 드래곤 스킬 레벨업 {1}회 진행,,,d_sklvup_l,100,전설 스킬 슬라임,5,3,,,779255;3,779255;3,,,,전설의,10082,,500
12501,challenge,열매 {1}회 주기,,,feed,50,하급 열매,,10,,,702091;10,702091;10,,,,꿀꿀,10083,1,100
12502,challenge,열매 {1}회 주기,,,feed,100,하급 열매,,10,,,702091;10,702091;10,,,,,,,100
12503,challenge,열매 {1}회 주기,,,feed,200,하급 열매,,10,,,702091;10,702091;10,,,,배고픈,10084,,100
12504,challenge,열매 {1}회 주기,,,feed,500,중급 열매,,10,,,702092;10,702092;10,,,,,,,100
12505,challenge,열매 {1}회 주기,,,feed,800,중급 열매,,10,,,702092;10,702092;10,,,,,,,200
12506,challenge,열매 {1}회 주기,,,feed,1200,중급 열매,,10,,,702092;10,702092;10,,,,돼지,10085,,200
12507,challenge,열매 {1}회 주기,,,feed,1500,상급 열매,,10,,,702093;10,702093;10,,,,,,,200
12508,challenge,열매 {1}회 주기,,,feed,2000,상급 열매,,10,,,702093;10,702093;10,,,,돼지보스,10086,,200
12509,challenge,열매 {1}회 주기,,,feed,3000,상급 열매,,10,,,702093;10,702093;10,,,,,,,200
12510,challenge,열매 {1}회 주기,,,feed,5000,최상급 열매,,10,,,702094;10,702094;10,,,,미식가,10087,,300
12601,challenge,드래곤 {1}종의 친밀도를 일심동체로 만들기,,,d_flv_9,5,신비의 알,,1,,,703016;1,703016;1,,,,무관심한,10088,1,100
12602,challenge,드래곤 {1}종의 친밀도를 일심동체로 만들기,,,d_flv_9,10,신비의 알,,1,,,703016;1,703016;1,,,,존재감 없는,10089,,100
12603,challenge,드래곤 {1}종의 친밀도를 일심동체로 만들기,,,d_flv_9,20,신비의 알,,1,,,703016;1,703016;1,,,,관심가는,10090,,100
12604,challenge,드래곤 {1}종의 친밀도를 일심동체로 만들기,,,d_flv_9,30,신비의 알,,1,,,703016;1,703016;1,,,,소통의 아이콘,10091,,100
12605,challenge,드래곤 {1}종의 친밀도를 일심동체로 만들기,,,d_flv_9,40,신비의 알,,1,,,703016;1,703016;1,,,,호감가는,10092,,200
12606,challenge,드래곤 {1}종의 친밀도를 일심동체로 만들기,,,d_flv_9,50,신비의 알,,1,,,703016;1,703016;1,,,,친구,10093,,200
12607,challenge,드래곤 {1}종의 친밀도를 일심동체로 만들기,,,d_flv_9,60,신비의 알,,1,,,703016;1,703016;1,,,,다정한,10094,,200
12608,challenge,드래곤 {1}종의 친밀도를 일심동체로 만들기,,,d_flv_9,70,신비의 알,,1,,,703016;1,703016;1,,,,단짝 친구,10095,,200
12609,challenge,드래곤 {1}종의 친밀도를 일심동체로 만들기,,,d_flv_9,80,신비의 알,,1,,,703016;1,703016;1,,,,행복한,10096,,200
12610,challenge,드래곤 {1}종의 친밀도를 일심동체로 만들기,,,d_flv_9,100,신비의 알,,2,,,703016;2,703016;2,,,,일심동체,10097,,300
12701,challenge,드래곤과 {1}회 작별하기,,,goodbye,10,골드,,5000,,,700002;5000,700002;5000,,,,,,1,100
12702,challenge,드래곤과 {1}회 작별하기,,,goodbye,30,골드,,10000,,,700002;10000,700002;10000,,,,,,,100
12703,challenge,드래곤과 {1}회 작별하기,,,goodbye,50,골드,,15000,,,700002;15000,700002;15000,,,,,,,100
12704,challenge,드래곤과 {1}회 작별하기,,,goodbye,100,골드,,20000,,,700002;20000,700002;20000,,,,,,,100
12705,challenge,드래곤과 {1}회 작별하기,,,goodbye,200,골드,,25000,,,700002;25000,700002;25000,,,,,,,200
12706,challenge,드래곤과 {1}회 작별하기,,,goodbye,500,골드,,30000,,,700002;30000,700002;30000,,,,눈물 흘리는,10098,,200
12801,challenge,드래곤 알 {1}회 부화하기,,,egg,50,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,알을 품는,10099,1,100
12802,challenge,드래곤 알 {1}회 부화하기,,,egg,100,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,100
12803,challenge,드래곤 알 {1}회 부화하기,,,egg,200,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,100
12804,challenge,드래곤 알 {1}회 부화하기,,,egg,500,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,100
12805,challenge,드래곤 알 {1}회 부화하기,,,egg,800,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,200
12806,challenge,드래곤 알 {1}회 부화하기,,,egg,1200,드래곤 경험치,,21000,,,700017;21000,700017;21000,,,,,,,200
12807,challenge,드래곤 알 {1}회 부화하기,,,egg,1500,드래곤 경험치,,21000,,,700017;21000,700017;21000,,,,따뜻한 마음,10100,,200
12808,challenge,드래곤 알 {1}회 부화하기,,,egg,2000,드래곤 경험치,,21000,,,700017;21000,700017;21000,,,,,,,200
12809,challenge,드래곤 알 {1}회 부화하기,,,egg,3000,드래곤 경험치,,21000,,,700017;21000,700017;21000,,,,,,,200
12810,challenge,드래곤 알 {1}회 부화하기,,,egg,5000,드래곤 경험치,,21000,,,700017;21000,700017;21000,,,,드래곤 브리더,10101,,300
12901,challenge,드래곤 {1}회 소환,,,smn,50,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,1,200
12902,challenge,드래곤 {1}회 소환,,,smn,100,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,초보 소환사,10102,,200
12903,challenge,드래곤 {1}회 소환,,,smn,150,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,200
12904,challenge,드래곤 {1}회 소환,,,smn,200,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,200
12905,challenge,드래곤 {1}회 소환,,,smn,250,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,전문 소환사,10103,,300
12906,challenge,드래곤 {1}회 소환,,,smn,300,드래곤 경험치,,28000,,,700017;28000,700017;28000,,,,,,,300
12907,challenge,드래곤 {1}회 소환,,,smn,350,드래곤 경험치,,28000,,,700017;28000,700017;28000,,,,,,,300
12908,challenge,드래곤 {1}회 소환,,,smn,400,드래곤 경험치,,28000,,,700017;28000,700017;28000,,,,전설의 소환사,10104,,300
12909,challenge,드래곤 {1}회 소환,,,smn,450,드래곤 경험치,,28000,,,700017;28000,700017;28000,,,,,,,300
12910,challenge,드래곤 {1}회 소환,,,smn,500,드래곤 경험치,,28000,,,700017;28000,700017;28000,,,,마스터 소환사,10105,,400
13001,challenge,드래곤 우정 소환 {1}회,,,smn_fp,50,우정의 징표,,100,,,700003;100,700003;100,,,,마음을 연,10106,1,100
13002,challenge,드래곤 우정 소환 {1}회,,,smn_fp,100,우정의 징표,,100,,,700003;100,700003;100,,,,,,,100
13003,challenge,드래곤 우정 소환 {1}회,,,smn_fp,150,우정의 징표,,100,,,700003;100,700003;100,,,,,,,100
13004,challenge,드래곤 우정 소환 {1}회,,,smn_fp,200,우정의 징표,,100,,,700003;100,700003;100,,,,,,,100
13005,challenge,드래곤 우정 소환 {1}회,,,smn_fp,250,우정의 징표,,100,,,700003;100,700003;100,,,,,,,200
13006,challenge,드래곤 우정 소환 {1}회,,,smn_fp,300,우정의 징표,,100,,,700003;100,700003;100,,,,돈독한,10107,,200
13007,challenge,드래곤 우정 소환 {1}회,,,smn_fp,350,우정의 징표,,100,,,700003;100,700003;100,,,,,,,200
13008,challenge,드래곤 우정 소환 {1}회,,,smn_fp,400,우정의 징표,,100,,,700003;100,700003;100,,,,,,,200
13009,challenge,드래곤 우정 소환 {1}회,,,smn_fp,450,우정의 징표,,100,,,700003;100,700003;100,,,,,,,200
13010,challenge,드래곤 우정 소환 {1}회,,,smn_fp,500,우정의 징표,,100,,,700003;100,700003;100,,,,우정의 동반자,10108,,300
13101,challenge,인연 {1} 회 소환,,,smn_rel,5,날개,,30,,,700101;30,700101;30,,,,,,1,100
13102,challenge,인연 {1} 회 소환,,,smn_rel,10,날개,,30,,,700101;30,700101;30,,,,,,,100
13103,challenge,인연 {1} 회 소환,,,smn_rel,20,날개,,30,,,700101;30,700101;30,,,,,,,100
13104,challenge,인연 {1} 회 소환,,,smn_rel,30,날개,,50,,,700101;50,700101;50,,,,,,,100
13105,challenge,인연 {1} 회 소환,,,smn_rel,40,날개,,50,,,700101;50,700101;50,,,,,,,200
13106,challenge,인연 {1} 회 소환,,,smn_rel,50,날개,,50,,,700101;50,700101;50,,,,플래그 왕,10109,,200
13107,challenge,인연 {1} 회 소환,,,smn_rel,60,날개,,75,,,700101;75,700101;75,,,,,,,200
13108,challenge,인연 {1} 회 소환,,,smn_rel,70,날개,,75,,,700101;75,700101;75,,,,,,,200
13109,challenge,인연 {1} 회 소환,,,smn_rel,80,날개,,75,,,700101;75,700101;75,,,,,,,200
13110,challenge,인연 {1} 회 소환,,,smn_rel,100,날개,,100,,,700101;100,700101;100,,,,백의 인연,10110,,300
13111,challenge,조합 {1} 회 하기,,,comb,1,다이아,,100,,,700001;100,700001;100,,,,,,,300
13112,challenge,조합 {1} 회 하기,,,comb,3,다이아,,200,,,700001;200,700001;200,,,,연구원,10111,,300
13113,challenge,조합 {1} 회 하기,,,comb,5,다이아,,300,,,700001;300,700001;300,,,,,,,300
13114,challenge,조합 {1} 회 하기,,,comb,7,다이아,,400,,,700001;400,700001;400,,,,,,,300
13115,challenge,조합 {1} 회 하기,,,comb,10,다이아,,500,,,700001;500,700001;500,,,,창조자,10112,,400
13201,challenge,빙하고룡 (땅) 조합하기,,,comb_120101,1,전설 스킬 슬라임,5,1,,,779255;1,779255;1,,,,차가운,10113,1,1000
13301,challenge,다크닉스 (암) 조합하기,,,comb_120345,1,전설 스킬 슬라임,5,1,,,779255;1,779255;1,,,,다크,10114,1,1000
13401,challenge,흑룡 (빛) 조합하기,,,comb_120404,1,전설 스킬 슬라임,5,1,,,779255;1,779255;1,,,,눈부신,10115,1,1000
13501,challenge,룬 강화 {1}회 성공,,,r_enc_scs,10,1등급 룬,,1,,,704021;1,,704021;1,,,럭키가이,10116,1,100
13502,challenge,룬 강화 {1}회 성공,,,r_enc_scs,20,2등급 룬,,1,,,704022;1,,704022;1,,,,,,100
13503,challenge,룬 강화 {1}회 성공,,,r_enc_scs,30,3등급 룬,,1,,,704023;1,,704023;1,,,럭키 걸,10117,,100
13504,challenge,룬 강화 {1}회 성공,,,r_enc_scs,50,3등급 룬,,1,,,704023;1,,704023;1,,,,,,100
13505,challenge,룬 강화 {1}회 성공,,,r_enc_scs,100,3등급 룬,,1,,,704023;1,,704023;1,,,,,,200
13506,challenge,룬 강화 {1}회 성공,,,r_enc_scs,150,4등급 룬,,1,,,704024;1,,704024;1,,,행운의,10118,,200
13507,challenge,룬 강화 {1}회 성공,,,r_enc_scs,200,4등급 룬,,1,,,704024;1,,704024;1,,,,,,200
13508,challenge,룬 강화 {1}회 성공,,,r_enc_scs,250,4등급 룬,,1,,,704024;1,,704024;1,,,강화 전문가,10119,,200
13509,challenge,룬 강화 {1}회 성공,,,r_enc_scs,300,5등급 룬,,1,,,704025;1,,704025;1,,,,,,200
13510,challenge,룬 강화 {1}회 성공,,,r_enc_scs,400,5등급 룬,,1,,,704025;1,,704025;1,,,마이더스의 손,10120,,300
13601,challenge,룬 강화 {1}회 실패,,,r_enc_fail,10,1등급 룬,,1,,,704021;1,,704021;1,,,어이쿠,10121,1,100
13602,challenge,룬 강화 {1}회 실패,,,r_enc_fail,20,2등급 룬,,1,,,704022;1,,704022;1,,,,,,100
13603,challenge,룬 강화 {1}회 실패,,,r_enc_fail,30,3등급 룬,,1,,,704023;1,,704023;1,,,,,,100
13604,challenge,룬 강화 {1}회 실패,,,r_enc_fail,50,3등급 룬,,1,,,704023;1,,704023;1,,,손이 미끄러운,10122,,100
13605,challenge,룬 강화 {1}회 실패,,,r_enc_fail,100,3등급 룬,,1,,,704023;1,,704023;1,,,,,,200
13606,challenge,룬 강화 {1}회 실패,,,r_enc_fail,150,4등급 룬,,1,,,704024;1,,704024;1,,,칠전팔기,10123,,200
13607,challenge,룬 강화 {1}회 실패,,,r_enc_fail,200,4등급 룬,,1,,,704024;1,,704024;1,,,,,,200
