sid,r_d_name,r_rarity,r_신규입력 여부,r_s_name,skill_form,skill_type,t_name,res_icon,r_res_icon,res_1,res_scale,res_2,res_3,res_hit,camera_work,indicator,skill_size,animation,motion_type,dir,chance_type,chance_value,game_mode,target_formation,target_type,target_count,casting_time,req_mana,pre_delay,power_source,power_rate,power_add,ignore,cooldown,hit,val_1,val_2,val_3,status_effect_type,status_effect_target,status_effect_duration,status_effect_rate,status_effect_value,r_gd,add_option_type_1,add_option_target_1,add_option_target_count_1,add_option_trigger_1,add_option_time_1,add_option_rate_1,add_option_source_1,add_option_value_1,add_option_type_2,add_option_target_2,add_option_target_count_2,add_option_trigger_2,add_option_time_2,add_option_rate_2,add_option_source_2,add_option_value_2,ai_division,desc_1,desc_2,desc_3,desc_4,desc_5,r_condition1,r_condition2,r_feedback1,r_feedback2,t_desc
201733,불 에일리언 드래곤,hero,e,패시브 2,code,skill_enumrate_normal,우주먼지,res/ui/icon/skill/201733.png,,res/missile/missile_beam_plus/missile_beam_plus_@.png,,,,,,,,,instant,-1,indie_time,10,,,enemy_random,1,,,,"atk + atk * 0.5 * TARGET_STATUSEFFECT('dot_dmg' , 'type')",150,,,10,1,linear,random,,,,,,,,,,,,,,,,,,,,,,,,,chance_value ,target_count,power_rate,add_option_value_1,,,,,,"{1}초마다 무작위 적 {2}명에게 공격력의 {3}% 피해, 적이 지속피해 상태인 경우 피해량 1.5배"
201734,빛 에일리언드래곤,hero,e,패시브 2,code,status_effect,우주먼지,res/ui/icon/skill/201734.png,,,,,,,,,,,instant,-1,indie_time,10,,,enemy_random,1,0,,0,,,,,5,1,,,,,,,,,,atk_down,target,,skill_hit,5,100,,40,,,,,,,,,,chance_value ,target_count,add_option_time_1,add_option_value_1,,,,,,{1}초마다 무작위 적 {2}명에게 {3}초간 공격력 {4}% 감소
201735,어둠 에일리언드래곤,hero,e,패시브 2,code,status_effect,우주먼지,res/ui/icon/skill/201735.png,,,,,,,,,,,instant,-1,indie_time,10,,,enemy_random,1,0,,0,,,,,5,1,,,,,,,,,,atk_down,target,,skill_start,5,100,,40,,,,,,,,,,chance_value ,target_count,add_option_time_1,add_option_value_1,,,,,,{1}초마다 무작위 적 {2}명에게 {3}초간 공격력 {4}% 감소
201742,물 에일리언 드래곤,hero,e,드래그 강화,code,skill_aoe_round,우주의 신비,res/ui/icon/skill/201742.png,,res/effect/skill_unknown_flight_object/skill_unknown_flight_object.vrp,,,,,close_up,round,2,,instant,-1,active,,,,enemy_random,4,0,3,0,atk + atk * TARGET_STATUSEFFECT('atk_down'),350,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,target_count,,,,,,,,,"드래그 스킬의 타겟 범위가 {1}명으로 증가, 공격력 감소 상태의 적에 대한 피해 2배"
201743,불 에일리언 드래곤,hero,e,드래그 강화,code,skill_aoe_round,우주의 신비,res/ui/icon/skill/201743.png,,res/effect/skill_unknown_flight_object/skill_unknown_flight_object.vrp,,,,,full,round,3,,instant,-1,active,,,,enemy_random,4,0,3,0,atk,350,,,5,1,,,,,,,,,,burn,target,4,skill_hit,20,100,,15,,,,,,,,,,target_count,,,,,,,,,"드래그 스킬의 적용 범위 증가, 타겟 범위가 {1}명으로 증가"
201744,빛 에일리언드래곤,hero,e,드래그 강화,code,skill_aoe_round,우주의 신비,res/ui/icon/skill/201744.png,res/ui/icon/skill/200331.png,res/effect/skill_unknown_flight_object/skill_unknown_flight_object.vrp,,,,,close_up,round,2,,instant,-1,active,,,,enemy_random,4,0,3,0,atk * 1.5,350,,,5,1,,,,x,x,0,0,0,,remove,target,,skill_hit,1,100,,1,,,,,,,,,,target_count,,,,,#N/A,#N/A,#N/A,#N/A,"드래그 스킬의 타겟 범위가 {1}명으로 증가, 피해량 1.5배"
201745,어둠 에일리언드래곤,hero,e,드래그 강화,code,skill_aoe_round,우주의 신비,res/ui/icon/skill/201745.png,res/ui/icon/skill/200331.png,res/effect/skill_unknown_flight_object/skill_unknown_flight_object.vrp,,,,,close_up,round,2,,instant,-1,active,,,,enemy_random,4,0,3,0,atk * 1.5,350,,,5,1,,,,x,x,0,0,0,,stun,target,,skill_hit,7,100,,100,,,,,,,,,,target_count,,,,,#N/A,#N/A,#N/A,#N/A,"드래그 스킬의 타겟 범위가 {1}명으로 증가, 피해량 1.5배"
201811,땅 청룡,common,e,드래그 스킬,code,skill_aoe_round,번개 구름,res/ui/icon/skill/201811.png,res/ui/icon/skill/200151.png,res/effect/skill_thunder_cloud/skill_thunder_cloud_@.vrp,,,,,close_up,round,2,,instant,-1,active,,,,enemy_random,4,0,3,0,atk,60,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,attack,target_count,power_rate * hit,,,,4,6,공격력15%증가,공격력20%증가,원형 범위의 적 {1}명에게 공격력의 {2}% 피해
201812,물 청룡,common,e,드래그 스킬,code,skill_aoe_round,번개 구름,res/ui/icon/skill/201812.png,res/ui/icon/skill/200151.png,res/effect/skill_thunder_cloud/skill_thunder_cloud_@.vrp,,,,,close_up,round,2,,instant,-1,active,,,,enemy_random,4,0,3,0,atk,60,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,attack,target_count,power_rate * hit,,,,#N/A,#N/A,#N/A,#N/A,원형 범위의 적 {1}명에게 공격력의 {2}% 피해
201813,불 청룡,common,e,드래그 스킬,code,skill_aoe_round,번개 구름,res/ui/icon/skill/201813.png,res/ui/icon/skill/200151.png,res/effect/skill_thunder_cloud/skill_thunder_cloud_@.vrp,,,,,close_up,round,2,,instant,-1,active,,,,enemy_random,4,0,3,0,atk,60,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,attack,target_count,power_rate * hit,,,,4,6,공격력15%증가,공격력20%증가,원형 범위의 적 {1}명에게 공격력의 {2}% 피해
201814,빛 청룡,common,e,드래그 스킬,code,skill_aoe_round,번개 구름,res/ui/icon/skill/201814.png,res/ui/icon/skill/200151.png,res/effect/skill_thunder_cloud/skill_thunder_cloud_@.vrp,,,,,close_up,round,2,,instant,-1,active,,,,enemy_random,4,0,3,0,atk,60,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,attack,target_count,power_rate * hit,,,,4,6,공격력15%증가,공격력20%증가,원형 범위의 적 {1}명에게 공격력의 {2}% 피해
201815,어둠 청룡,common,e,드래그 스킬,code,skill_aoe_round,번개 구름,res/ui/icon/skill/201815.png,res/ui/icon/skill/200151.png,res/effect/skill_thunder_cloud/skill_thunder_cloud_@.vrp,,,,,close_up,round,2,,instant,-1,active,,,,enemy_random,4,0,3,0,atk,60,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,attack,target_count,power_rate * hit,,,,4,6,공격력15%증가,공격력20%증가,원형 범위의 적 {1}명에게 공격력의 {2}% 피해
201821,땅 청룡,common,e,패시브 1,code,missile_move_release,청룡의 힘,res/ui/icon/skill/201821.png,res/ui/icon/skill/220281.png ,res/missile/missile_ball/missile_ball_@.vrp,0.7,,,,,,,,instant,-1,indie_time,10,,,enemy_tanker,1,0,,0,atk,50,,,5,1,,,800,,,,,,,def_down,target,,skill_hit,10,100,,20,,,,,,,,,,chance_value,hit,power_rate,add_option_time_1,add_option_value_1,,,,,{1}초마다 방어형 우선 적 {2}명에게 공격력의 {3}% 피해 및 {4}초간 방어력 {5}% 감소
201822,물 청룡,common,e,패시브 1,code,missile_move_release,청룡의 힘,res/ui/icon/skill/201822.png,res/ui/icon/skill/220281.png ,res/missile/missile_ball/missile_ball_@.vrp,0.7,,,,,,,,instant,-1,indie_time,10,,,enemy_tanker,1,0,,0,atk,50,,,5,1,,,800,,,,,,,atk_down,target,,skill_hit,10,100,,20,,,,,,,,,,chance_value,hit,power_rate,add_option_time_1,add_option_value_1,,,,,{1}초마다 방어형 우선 적 {2}명에게 공격력의 {3}% 피해 및 {4}초간 공격력 {5}% 감소
201823,불 청룡,common,e,패시브 1,code,missile_move_release,청룡의 힘,res/ui/icon/skill/201823.png,,res/missile/missile_ball/missile_ball_@.vrp,0.7,,,,,,,,instant,-1,indie_time,10,,,enemy_tanker,1,0,,0,atk,50,,,5,1,,,800,,,,,,,aspd_down,target,,skill_hit,10,100,,20,,,,,,,,,,chance_value,hit,power_rate,add_option_time_1,add_option_value_1,,,,,{1}초마다 방어형 우선 적 {2}명에게 공격력의 {3}% 피해 및 {4}초간 공격속도 {5}% 감소
201824,빛 청룡,common,e,패시브 1,code,missile_move_release,청룡의 힘,res/ui/icon/skill/201824.png,,res/missile/missile_ball/missile_ball_@.vrp,0.7,,,,,,,,instant,-1,indie_time,10,,,enemy_tanker,1,0,,0,atk,50,,,5,1,,,800,,,,,,,hit_rate_down,target,,skill_hit,10,100,,20,,,,,,,,,,chance_value,hit,power_rate,add_option_time_1,add_option_value_1,,,,,{1}초마다 방어형 우선 적 {2}명에게 공격력의 {3}% 피해 및 {4}초간 적중 {4}% 감소
201825,어둠 청룡,common,e,패시브 1,code,missile_move_release,청룡의 힘,res/ui/icon/skill/201825.png,,res/missile/missile_ball/missile_ball_@.vrp,0.7,,,,,,,,instant,-1,indie_time,10,,,enemy_tanker,1,0,,0,atk,50,,,5,1,,,800,,,,,,,avoid_down,target,,skill_hit,10,100,,20,,,,,,,,,,chance_value,hit,power_rate,add_option_time_1,add_option_value_1,,,,,{1}초마다 방어형 우선 적 {2}명에게 공격력의 {3}% 피해 및 {4}초간 회피 {4}% 감소
201831,땅 청룡,common,e,패시브 2,code,status_effect,공격 속도 증가,res/ui/icon/skill/201831.png,,,,,,,,,,,instant,-1,indie_turn,7,,,ally_dealer,3,0,,0,,,,,5,1,,,,,,,,,,aspd_up,target,,skill_start,10,100,,20,,,,,,,,,,chance_value,target_count,add_option_time_1,add_option_value_1,,,,,,{1}회 공격마다 공격형 우선 아군 {2}명에게 {3}초간 공격속도 {4}% 증가
201832,물 청룡,common,e,패시브 2,code,status_effect,회피 증가,res/ui/icon/skill/201832.png,,,,,,,,,,,instant,-1,indie_turn,7,,,ally_dealer,3,0,,0,,,,,5,1,,,,,,,,,,avoid_up,target,,skill_start,10,100,,20,,,,,,,,,,chance_value,target_count,add_option_time_1,add_option_value_1,,,,,,{1}회 공격마다 공격형 우선 아군 {2}명에게 {3}초간 회피 {4}% 증가
201833,불 청룡,common,e,패시브 2,code,status_effect,치명 확률 증가,res/ui/icon/skill/201833.png,,,,,,,,,,,instant,-1,indie_turn,7,,,ally_dealer,3,0,,0,,,,,5,1,,,,,,,,,,cri_chance_up,target,,skill_start,10,100,,20,,,,,,,,,,chance_value,target_count,add_option_time_1,add_option_value_1,,,,,,{1}회 공격마다 공격형 우선 아군 {2}명에게 {3}초간 치명확률 {4}% 증가
201834,빛 청룡,common,e,패시브 2,code,status_effect,치명 피해 증가,res/ui/icon/skill/201834.png,,,,,,,,,,,instant,-1,indie_turn,7,,,ally_dealer,3,0,,0,,,,,5,1,,,,,,,,,,cri_dmg_up,target,,skill_start,10,100,,20,,,,,,,,,,chance_value,target_count,add_option_time_1,add_option_value_1,,,,,,{1}회 공격마다 공격형 우선 아군 {2}명에게 {3}초간 치명피해 {4}% 증가
201835,어둠 청룡,common,e,패시브 2,code,status_effect,공격력 증가,res/ui/icon/skill/201835.png,,,,,,,,,,,instant,-1,indie_turn,7,,,ally_dealer,3,0,,0,,,,,5,1,,,,,,,,,,atk_up,target,,skill_start,10,100,,20,,,,,,,,,,chance_value,target_count,add_option_time_1,add_option_value_1,,,,,,{1}회 공격마다 공격형 우선 아군 {2}명에게 {3}초간 공격력 {4}% 증가
201841,땅 청룡,common,e,드래그 강화,code,skill_aoe_round,번개 구름 강화,res/ui/icon/skill/201841.png,res/ui/icon/skill/200151.png,res/effect/skill_thunder_cloud/skill_thunder_cloud_@.vrp,,,,,close_up,round,3,,instant,-1,active,,,,enemy_random,4,0,3,0,atk,60,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,드래그 스킬의 적용 범위 증가
201842,물 청룡,common,e,드래그 강화,code,skill_aoe_round,번개 구름 강화,res/ui/icon/skill/201842.png,res/ui/icon/skill/200151.png,res/effect/skill_thunder_cloud/skill_thunder_cloud_@.vrp,,,,,close_up,round,3,,instant,-1,active,,,,enemy_random,4,0,3,0,atk,60,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,드래그 스킬의 적용 범위 증가
201843,불 청룡,common,e,드래그 강화,code,skill_aoe_round,번개 구름 강화,res/ui/icon/skill/201843.png,res/ui/icon/skill/200151.png,res/effect/skill_thunder_cloud/skill_thunder_cloud_@.vrp,,,,,close_up,round,3,,instant,-1,active,,,,enemy_random,4,0,3,0,atk,60,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,드래그 스킬의 적용 범위 증가
201844,빛 청룡,common,e,드래그 강화,code,skill_aoe_round,번개 구름 강화,res/ui/icon/skill/201844.png,res/ui/icon/skill/200151.png,res/effect/skill_thunder_cloud/skill_thunder_cloud_@.vrp,,,,,close_up,round,3,,instant,-1,active,,,,enemy_random,4,0,3,0,atk,60,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,드래그 스킬의 적용 범위 증가
201845,어둠 청룡,common,e,드래그 강화,code,skill_aoe_round,번개 구름 강화,res/ui/icon/skill/201845.png,res/ui/icon/skill/200151.png,res/effect/skill_thunder_cloud/skill_thunder_cloud_@.vrp,,,,,close_up,round,3,,instant,-1,active,,,,enemy_random,4,0,3,0,atk,60,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,드래그 스킬의 적용 범위 증가
201911,땅 리티오,rare,cc,드래그 스킬,code,skill_heal_aoe_square_width,백야의 태양,res/ui/icon/skill/201911.png,,res/effect/skill_width_heal/skill_width_heal.vrp,,,,,full,square_width,2,,instant,-1,active,,,,ally_random,2,0,2,0,atk,325,,,4,1,,,,x,x,0,0,0,,,,,,,,,,,,,,,,,,heal,target_count,power_rate * hit,,,,4,6,체력10%회복,체력20%회복,가로 1열 범위의 아군 {1}명에게 공격력의 {2}% 만큼 생명력 회복
201912,물 리티오,rare,cc,드래그 스킬,code,skill_heal_aoe_square_width,백야의 태양,res/ui/icon/skill/201912.png,,res/effect/skill_width_heal/skill_width_heal.vrp,,,,,full,square_width,2,,instant,-1,active,,,,ally_random,2,0,2,0,atk,325,,,4,1,,,,x,x,0,0,0,,cure,target,,skill_hit,1,100,,1,,,,,,,,,dispell,target_count,power_rate * hit,add_option_value_1,,,4,6,체력10%회복,체력20%회복,가로 1열 범위의 아군 {1}명에게 공격력의 {2}% 만큼 생명력 회복 및 대상에게 걸려있는 해로운 효과 {3}개 제거
201913,불 리티오,rare,cc,드래그 스킬,code,skill_heal_aoe_square_width,백야의 태양,res/ui/icon/skill/201913.png,,res/effect/skill_width_heal/skill_width_heal.vrp,,,,,full,square_width,2,,instant,-1,active,,,,ally_random,2,0,2,0,atk,325,,,4,1,,,,x,x,0,0,0,,cure,target,,skill_hit,1,100,,1,,,,,,,,,dispell,target_count,power_rate * hit,add_option_value_1,,,4,6,체력10%회복,체력20%회복,가로 1열 범위의 아군 {1}명에게 공격력의 {2}% 만큼 생명력 회복 및 대상에게 걸려있는 해로운 효과 {3}개 제거
201914,빛 리티오,rare,cc,드래그 스킬,code,skill_heal_aoe_square_width,백야의 태양,res/ui/icon/skill/201914.png,,res/effect/skill_width_heal/skill_width_heal.vrp,,,,,full,square_width,2,,instant,-1,active,,,,ally_random,2,0,2,0,atk,325,,,4,1,,,,x,x,0,0,0,,,,,,,,,,,,,,,,,,heal,target_count,power_rate * hit,add_option_value_1,,,4,6,체력10%회복,체력20%회복,가로 1열 범위의 아군 {1}명에게 공격력의 {2}% 만큼 생명력 회복
201915,어둠 리티오,rare,cc,드래그 스킬,code,skill_heal_aoe_square_width,백야의 태양,res/ui/icon/skill/201915.png,,res/effect/skill_width_heal/skill_width_heal.vrp,,,,,full,square_width,2,,instant,-1,active,,,,ally_random,2,0,2,0,atk,325,,,4,1,,,,x,x,0,0,0,,cure,target,,skill_hit,1,100,,1,,,,,,,,,dispell,target_count,power_rate * hit,add_option_value_1,,,4,6,체력10%회복,체력20%회복,가로 1열 범위의 아군 {1}명에게 공격력의 {2}% 만큼 생명력 회복 및 대상에게 걸려있는 해로운 효과 {3}개 제거
201921,땅 리티오,rare,cc,패시브 1,code,status_effect,의료용 솜털,res/ui/icon/skill/201921.png,,res/effect/skill_heal_monster/skill_heal_monster.vrp,,,,,,,,,instant,-1,teammate_dead,,,,ally_none,1,0,,0,,,,,999,1,,,,,,,,,,resurrect,self,1,skill_start,1,100,,25,,,,,,,,,,target_count,add_option_value_1,,,,,,,,아군이 사망할 때 대상 {1}명을 부활시키고 생명력 {2}% 회복 (1회만 발동)
201922,물 리티오,rare,cc,패시브 1,code,skill_heal_single,의료용 솜털,res/ui/icon/skill/201922.png,,res/effect/skill_heal_monster/skill_heal_monster.vrp,,,,,,,,,instant,-1,indie_time,20,,,ally_hp_low,2,0,,0,atk,30,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,chance_value,target_count,power_rate,,,,,,,{1}초마다 생명력이 가장 낮은 아군 {2}명에게 공격력의 {3}% 만큼 생명력 회복
201923,불 리티오,rare,cc,패시브 1,code,skill_heal_single,의료용 솜털,res/ui/icon/skill/201923.png,,res/effect/skill_heal_monster/skill_heal_monster.vrp,,,,,,,,,instant,-1,indie_time,20,,,ally_hp_low,1,0,,0,atk,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,chance_value,target_count,power_rate,,,,,,,{1}초마다 생명력이 가장 낮은 아군 {2}명에게 공격력의 {3}% 만큼 생명력 회복
201924,빛 리티오,rare,cc,패시브 1,code,status_effect,의료용 솜털,res/ui/icon/skill/201924.png,,res/effect/skill_heal_monster/skill_heal_monster.vrp,,,,,,,,,instant,-1,teammate_dead,,,,ally_none,1,0,,0,,,,,999,1,,,,,,,,,,resurrect,self,1,skill_start,1,100,,25,,,,,,,,,,target_count,add_option_value_1,,,,,,,,아군이 사망할 때 대상 {1}명을 부활시키고 생명력 {2}% 회복 (1회만 발동)
201925,어둠 리티오,rare,cc,패시브 1,code,skill_heal_single,의료용 솜털,res/ui/icon/skill/201925.png,,res/effect/skill_heal_monster/skill_heal_monster.vrp,,,,,,,,,instant,-1,indie_time,20,,,ally_random,2,0,,0,atk,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,chance_value,target_count,power_rate,,,,,,,{1}초마다 무작위 아군 {2}명에게 공격력의 {3}% 만큼 생명력 회복
201931,땅 리티오,rare,cc,패시브 2,code,skill_heal_single,먼지털기,res/ui/icon/skill/201931.png,,res/effect/skill_heal_monster/skill_heal_monster.vrp,,,,,,,,,instant,-1,indie_time,15,,,ally_random,2,0,,0,atk,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,chance_value ,target_count,power_rate,,,,,,,{1}초마다 무작위 아군 {2}명에게 공격력의 {3}% 만큼 생명력 회복
201932,물 리티오,rare,cc,패시브 2,code,skill_heal_single,먼지털기,res/ui/icon/skill/201932.png,,res/effect/skill_heal_monster/skill_heal_monster.vrp,,,,,,,,,instant,-1,under_atk_rate,10,,,self,1,0,,0,atk,20,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,chance_value ,power_rate,,,,,,,,피격시 {1}% 확률로 자신에게 공격력의 {2}% 만큼 생명력 회복
201933,불 리티오,rare,cc,패시브 2,code,skill_heal_single,먼지털기,res/ui/icon/skill/201933.png,,res/effect/skill_heal_monster/skill_heal_monster.vrp,,,,,,,,,instant,-1,under_self_hp,25,,,self,1,0,,0,atk,200,,,999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,chance_value ,power_rate,,,,,,,,자신의 생명력이 {1}% 미만일 때 자신에게 공격력의 {2}% 만큼 생명력 회복 (1회만 발동)
201934,빛 리티오,rare,cc,패시브 2,code,skill_heal_single,먼지털기,res/ui/icon/skill/201934.png,,res/effect/skill_heal_monster/skill_heal_monster.vrp,,,,,,,,,instant,-1,indie_time,15,,,ally_hp_low,1,0,,0,atk,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,chance_value ,target_count,power_rate,,,,,,,{1}초마다 생명력이 가장 낮은 아군 {2}명에게 공격력의 {3}% 만큼 생명력 회복
201935,어둠 리티오,rare,cc,패시브 2,code,skill_heal_single,먼지털기,res/ui/icon/skill/201935.png,,res/effect/skill_heal_monster/skill_heal_monster.vrp,,,,,,,,,instant,-1,basic_rate,10,,,self,1,0,,0,atk,20,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,chance_value ,power_rate,,,,,,,,공격시 {1}% 확률로 자신에게 공격력의 {2}% 만큼 생명력 회복
201941,땅 리티오,rare,cc,스탯 강화,code,status_effect,지지 않는 태양,res/ui/icon/skill/201941.png,,,,,,,,,,,instant,-1,passive,,,,self,1,,,0,,,,,,1,,,,x,x,0,0,0,,passive_aspd_up,self,1,skill_start,-1,100,,15,,,,,,,,,,add_option_value_1,,,,,,,,,자신의 공격속도 {1}% 증가
201942,물 리티오,rare,cc,스탯 강화,code,status_effect,지지 않는 태양,res/ui/icon/skill/201942.png,,,,,,,,,,,instant,-1,passive,,,,self,1,,,0,,,,,,1,,,,x,x,0,0,0,,passive_aspd_up,self,1,skill_start,-1,100,,15,,,,,,,,,,add_option_value_1,,,,,,,,,자신의 공격속도 {1}% 증가
201943,불 리티오,rare,cc,스탯 강화,code,status_effect,지지 않는 태양,res/ui/icon/skill/201943.png,,,,,,,,,,,instant,-1,passive,,,,self,1,,,0,,,,,,1,,,,x,x,0,0,0,,passive_aspd_up,self,1,skill_start,-1,100,,15,,,,,,,,,,add_option_value_1,,,,,,,,,자신의 공격속도 {1}% 증가
201944,빛 리티오,rare,cc,스탯 강화,code,status_effect,지지 않는 태양,res/ui/icon/skill/201944.png,,,,,,,,,,,instant,-1,passive,,,,self,1,,,0,,,,,,1,,,,x,x,0,0,0,,passive_aspd_up,self,1,skill_start,-1,100,,15,,,,,,,,,,add_option_value_1,,,,,,,,,자신의 공격속도 {1}% 증가
201945,어둠 리티오,rare,cc,스탯 강화,code,status_effect,지지 않는 태양,res/ui/icon/skill/201945.png,,,,,,,,,,,instant,-1,passive,,,,self,1,,,0,,,,,,1,,,,x,x,0,0,0,,passive_aspd_up,self,1,skill_start,-1,100,,15,,,,,,,,,,add_option_value_1,,,,,,,,,자신의 공격속도 {1}% 증가
202011,땅 허리케인,hero,e,드래그 스킬,code,skill_aoe_wedge,허리케인,res/ui/icon/skill/202011.png,,res/effect/skill_breath_gust/skill_breath_gust_@.vrp,,,,,close_up,wedge,1,,instant,-1,active,,,,enemy_random,3,0,2,0,atk,88,,,4,4,,,,x,x,0,0,0,,silence,target,,skill_hit,7,100,,100,,,,,,,,,debuff,target_count,power_rate * hit,add_option_time_1,,,3,5,스킬게이지10%추가,스킬게이지20%추가,확산형 범위의 적 {1}명에게 공격력의 {2}% 피해 및 {3}초간 침묵 유발
202012,물 허리케인,hero,e,드래그 스킬,code,skill_aoe_wedge,허리케인,res/ui/icon/skill/202012.png,,res/effect/skill_breath_gust/skill_breath_gust_@.vrp,,,,,close_up,wedge,1,,instant,-1,active,,,,enemy_random,3,0,2,0,atk,88,,,4,4,,,,x,x,0,0,0,,remove,target,,skill_hit,0.5,100,,1,,,,,,,,,debuff,target_count,power_rate * hit,add_option_value_1,,,3,5,스킬게이지10%추가,스킬게이지20%추가,확산형 범위의 적 {1}명에게 공격력의 {2}% 피해 및 대상에게 걸려있는 이로운 효과 {3}개 제거
202013,불 허리케인,hero,e,드래그 스킬,code,skill_aoe_wedge,허리케인,res/ui/icon/skill/202013.png,,res/effect/skill_breath_gust/skill_breath_gust_@.vrp,,,,,close_up,wedge,1,,instant,-1,active,,,,enemy_random,3,0,2,0,atk + atk * 0.5 * CON(target_role == 'dealer'),88,,,4,4,,,,x,x,0,0,0,,,,,,,,,,,,,,,,,,attack,target_count,power_rate * hit,,,,3,5,스킬게이지10%추가,스킬게이지20%추가,"확산형 범위의 적 {1}명에게 공격력의 {2}% 피해, 적이 공격형인 경우 피해량 1.5배"
202014,빛 허리케인,hero,e,드래그 스킬,code,skill_aoe_wedge,허리케인,res/ui/icon/skill/202014.png,,res/effect/skill_breath_gust/skill_breath_gust_@.vrp,,,,,close_up,wedge,1,,instant,-1,active,,,,enemy_random,3,0,2,0,atk,88,,,4,4,,,,x,x,0,0,0,,aspd_up,self,1,skill_hit_target3,10,100,,20,,,,,,,,,buff,target_count,power_rate * hit,add_option_time_1,add_option_value_1,,3,5,스킬게이지10%추가,스킬게이지20%추가,"확산형 범위의 적 {1}명에게 공격력의 {2}% 피해, 3명 이상 타격시 자신에게 {3}초간 공격속도 {4}% 증가"
202021,땅 허리케인,hero,e,패시브 1,code,skill_enumrate_curve,태풍의 눈,res/ui/icon/skill/202021.png,,res/missile/missile_ball/missile_ball_@.vrp,,,,,,,,,instant,-1,basic_turn,5,,,enemy_distance_x,1,0,,0,atk,100,,,1,1,polygons,random,,,,,,,,,,,,,,,,,,,,,,,,,chance_value,target_count,power_rate,,,,,,,일반공격 {1}회마다 가장 가까운 적 {2}명에게 공격력의 {3}% 피해
202022,물 허리케인,hero,e,패시브 1,code,skill_enumrate_curve,태풍의 눈,res/ui/icon/skill/202022.png,,res/missile/missile_ball/missile_ball_@.vrp,,,,,,,,,instant,-1,basic_turn,5,,,enemy_distance_x,1,0,,0,atk,100,,,1,1,polygons,random,,,,,,,,,,,,,,,,,,,,,,,,,chance_value,target_count,power_rate,,,,,,,일반공격 {1}회마다 가장 가까운 적 {2}명에게 공격력의 {3}% 피해
202023,불 허리케인,hero,e,패시브 1,code,status_effect,공방 증가,res/ui/icon/skill/202023.png,,,,,,,,,,,instant,-1,ally_dead,,,,ally_none,5,0,,0,,,,,1,1,,,,,,,,,,atk_up_overlab5,ally_none,5,skill_start,-1,100,,30,def_up_overlab5,ally_none,5,skill_start,-1,100,,30,,add_option_value_1,,,,,,,,,아군이 사망할 때 마다 아군 전체의 공격력 및 방어력 {1}% 씩 증가
202024,빛 허리케인,hero,e,패시브 1,code,status_effect,공격 속도 증가,res/ui/icon/skill/202024.png,,,,,,,,,,,instant,-1,indie_turn,5,,,ally_none,5,0,,0,,,,,1,1,,,,,,,,,,aspd_up,ally_none,5,skill_start,7,100,,30,,,,,,,,,,chance_value,target_count,add_option_time_1,add_option_value_1,,,,,,일반공격 {1}회마다 아군 {2}명에게 {3}초간 공격속도 {4}% 증가
202031,땅 허리케인,hero,e,패시브 2,code,status_effect,침묵,res/ui/icon/skill/202031.png,,,,,,,,,,,instant,-1,indie_rate,15,,,enemy_atk_high,3,0,,0,,,,,1,1,,,,,,,,,,silence,enemy_random,3,skill_start,5,100,,100,,,,,,,,,,chance_value ,target_count,add_option_time_1,,,,,,,공격시 {1}% 확률로 공격력이 가장 높은 적 {2}명에게 {3}초간 침묵 유발
202032,물 허리케인,hero,e,패시브 2,code,status_effect,이로운 효과 제거,res/ui/icon/skill/202032.png,,,,,,,,,,,instant,-1,indie_rate,15,,,enemy_buff,3,0,,0,,,,,1,1,,,,,,,,,,remove,enemy_buff,3,skill_start,1,100,,2,,,,,,,,,,chance_value ,target_count,add_option_value_1,,,,,,,공격시 {1}% 확률로 이로운 효과 상태인 적 {2}명의 이로운 효과 {3}개 제거
202033,불 허리케인,hero,e,패시브 2,code,status_effect,태풍의 눈,res/ui/icon/skill/202033.png,,,,,,,,,,,instant,-1,indie_rate,10,,,ally_random,1,0,,0,,,,,1,1,,,,,,,,,,pierce,target,,skill_start,7,100,,30,,,,,,,,,,chance_value ,target_count,add_option_time_1,add_option_value_1,,,,,,공격시 {1}% 확률로 무작위 아군 {2}명에게 {3}초간 방어관통 {4}% 증가
