mid,t_name,type,res,dark_mode,scale,pattern,rarity,attr,role,size_type,icon,coin,skill_basic,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,atk_max,def_max,hp_max,aspd,cri_chance,cri_dmg,cri_avoid,hit_rate,avoid
133051,정예 그리핀,griffin,res/character/monster/subboss_griffin2_earth/subboss_griffin2_earth.spine,0,1,use,subboss,earth,dealer,l,res/ui/icon/mon/griffin_@.png,8,230001,232031,232032,232033,,,,,,,1575,630,100000,30,20,75,5,0,5
133061,정예 전차 풍뎅이(돌격),chariot_scarab_01,res/character/monster/subboss_chariot_scarab2_01_earth/subboss_chariot_scarab2_01_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icon/mon/chariot_scarab_01_@.png,8,232040,232041,232042,232043,,,,,,,1575,630,100000,30,20,75,5,0,5
133012,상어 제독,sharkadmiral,res/character/monster/subboss_sharkadmiral_water/subboss_sharkadmiral_water.spine,0,1,use,subboss,water,dealer,l,res/ui/icon/mon/sharkadmiral_@.png,8,230001,232021,232022,232023,,,,,,,1575,525,120000,30,20,75,5,0,5
133022,전차 풍뎅이(포격),chariot_scarab_02,res/character/monster/subboss_chariot_scarab_02_water/subboss_chariot_scarab_02_water.spine,0,1,ignore,subboss,water,dealer,l,res/ui/icon/mon/chariot_scarab_02_@.png,8,232050,232051,232052,232053,,,,,,,1575,525,120000,30,20,75,5,0,5
133032,심해 상어 제독,sharkadmiral,res/character/monster/subboss_sharkadmiral2_water/subboss_sharkadmiral2_water.spine,0,1,use,subboss,water,dealer,l,res/ui/icon/mon/sharkadmiral_@.png,8,230001,232021,232022,232023,,,,,,,1575,525,120000,30,20,75,5,0,5
133042,정예 전차 풍뎅이(포격),chariot_scarab_02,res/character/monster/subboss_chariot_scarab2_02_water/subboss_chariot_scarab2_02_water.spine,0,1,ignore,subboss,water,dealer,l,res/ui/icon/mon/chariot_scarab_02_@.png,8,232050,232051,232052,232053,,,,,,,1575,525,120000,30,20,75,5,0,5
133014,타천사,fallen_angel,res/character/monster/subboss_fallen_angel_light/subboss_fallen_angel_light.spine,0,1,use,subboss,light,dealer,l,res/ui/icon/mon/fallen_angel_@.png,8,230000,232055,232056,232057,,,,,,,1575,525,100000,30,20,75,15,0,15
133024,정예 타천사,fallen_angel,res/character/monster/subboss_fallen_angel2_light/subboss_fallen_angel2_light.spine,0,1,use,subboss,light,dealer,l,res/ui/icon/mon/fallen_angel_@.png,8,230000,232055,232056,232057,,,,,,,1575,525,100000,30,20,75,15,0,15
133015,듀라한,dullahan,res/character/monster/subboss_dullahan_dark/subboss_dullahan_dark.spine,0,0.8,use,subboss,dark,dealer,l,res/ui/icon/mon/dullahan_@.png,8,232070,232071,232072,232073,,,,,,,1575,525,100000,45,35,75,5,0,5
133025,정예 듀라한,dullahan,res/character/monster/subboss_dullahan2_dark/subboss_dullahan2_dark.spine,0,0.8,use,subboss,dark,dealer,l,res/ui/icon/mon/dullahan_@.png,8,232070,232071,232072,232073,,,,,,,1575,525,100000,45,35,75,5,0,5
134011,퀸즈 스네이크,queenssnake,res/character/monster/boss_queenssnake_earth/boss_queenssnake_earth.spine,0,1,use,boss,earth,dealer,xl,res/ui/icon/mon/queenssnake_@.png,10,233100,233101,233102,233103,,,,,,,1650,660,200000,35,25,75,5,0,5
134021,퀸즈 라미아,queenssnake,res/character/monster/boss_queenssnake2_earth/boss_queenssnake2_earth.spine,0,1,use,boss,earth,dealer,xl,res/ui/icon/mon/queenssnake_@.png,10,233100,233101,233102,233103,,,,,,,1650,660,200000,35,25,75,5,0,5
134012,드레이크,drake,res/character/monster/boss_drake_water/boss_drake_water.spine,0,1,use,boss,water,dealer,xl,res/ui/icon/mon/drake_@.png,10,230001,233201,233202,233203,233204,233205,,,,,1650,550,240000,35,25,75,5,0,5
134022,심연의 군주,drake,res/character/monster/boss_drake2_water/boss_drake2_water.spine,0,1,use,boss,water,dealer,xl,res/ui/icon/mon/drake_@.png,10,230001,233201,233202,233203,233204,233205,,,,,1650,550,240000,35,25,75,5,0,5
134013,코카트리스,cockatrice,res/character/monster/boss_cockatrice_fire/boss_cockatrice_fire.spine,0,1,use,boss,fire,dealer,xl,res/ui/icon/mon/cockatrice_@.png,10,233300,233301,233302,233303,233304,233305,,,,,1980,550,200000,35,25,75,5,0,5
134023,용암거미 여왕,spider_queen,res/character/monster/boss_spider_queen_fire/boss_spider_queen_fire.spine,0,1,use,boss,fire,dealer,xl,res/ui/icon/mon/spider_queen_@.png,10,233400,233401,233402,233403,233404,233405,,,,,1980,550,200000,35,25,75,5,0,5
134033,밤사냥꾼,cockatrice,res/character/monster/boss_cockatrice2_fire/boss_cockatrice2_fire.spine,0,1,use,boss,fire,dealer,xl,res/ui/icon/mon/cockatrice_@.png,10,233300,233301,233302,233303,233304,233305,,,,,1980,550,200000,35,25,75,5,0,5
134043,맹독거미여왕,spider_queen,res/character/monster/boss_spider_queen2_fire/boss_spider_queen2_fire.spine,0,1,use,boss,fire,dealer,xl,res/ui/icon/mon/spider_queen_@.png,10,233400,233401,233402,233403,233404,233405,,,,,1980,550,200000,35,25,75,5,0,5
134014,질서 유지장치,world_order_machine,res/character/monster/boss_world_order_machine_light/boss_world_order_machine_light_1.spine,0,1,use,boss,light,dealer,xl,res/ui/icon/mon/world_order_machine_@.png,10,233500,233501,233502,233503,233504,233505,,,,,1650,550,200000,35,25,75,15,0,15
134024,종말예언장치,world_order_machine,res/character/monster/boss_world_order_machine2_light/boss_world_order_machine2_light_1.spine,0,1,use,boss,light,dealer,xl,res/ui/icon/mon/world_order_machine_@.png,10,233500,233501,233502,233503,233504,233505,,,,,1650,550,200000,35,25,75,15,0,15
134015,다크닉스,darknix,res/character/monster/boss_darknix_dark/boss_darknix_dark.spine,0,1,use,boss,dark,dealer,xl,res/ui/icon/mon/darknix_@.png,10,233600,233601,233602,233603,233604,233605,,,,,1650,550,200000,50,40,75,5,0,5
134025,부활한 다크닉스,darknix,res/character/monster/boss_darknix2_dark/boss_darknix2_dark.spine,0,1,use,boss,dark,dealer,xl,res/ui/icon/mon/darknix_@.png,10,233600,233601,233602,233603,233604,233605,,,,,1650,550,200000,50,40,75,5,0,5
135011,땅의 거대용,giantdragon,res/character/monster/boss_gdragon_@/boss_gdragon_head_@.spine,0,2,use,boss,earth,tanker,xl,res/ui/icon/mon/giantdragon_@.png,15,235000,235001,235002,235111,235112,,,,,,1100,2640,300000,30,20,50,10,0,10
135012,물의 거대용,giantdragon,res/character/monster/boss_gdragon_@/boss_gdragon_head_@.spine,0,2,use,boss,water,healer,xl,res/ui/icon/mon/giantdragon_@.png,15,235000,235001,235002,235121,235122,,,,,,1650,880,168000,35,25,50,5,10,5
135013,불의 거대용,giantdragon,res/character/monster/boss_gdragon_@/boss_gdragon_head_@.spine,0,2,use,boss,fire,dealer,xl,res/ui/icon/mon/giantdragon_@.png,15,235000,235001,235002,235131,235132,,,,,,1980,550,200000,35,25,75,5,0,5
135014,빛의 거대용,giantdragon,res/character/monster/boss_gdragon_@/boss_gdragon_head_@.spine,0,2,use,boss,light,supporter,xl,res/ui/icon/mon/giantdragon_@.png,15,235000,235001,235002,235141,235142,,,,,,1100,1100,200000,40,23,65,15,5,20
135015,어둠의 거대용,giantdragon,res/character/monster/boss_gdragon_@/boss_gdragon_head_@.spine,0,2,use,boss,dark,dealer,xl,res/ui/icon/mon/giantdragon_@.png,15,235000,235001,235002,235151,235152,,,,,,1650,550,200000,50,40,75,5,0,5
135021,땅의 거목,treant,res/character/monster/boss_treant_@/boss_treant_@.spine,0,1.2,use,boss,earth,supporter,xl,res/ui/icon/mon/treant_@.png,10,236000,236001,236002,,,,,,,,1100,1320,200000,40,23,65,5,5,10
135022,물의 거목,treant,res/character/monster/boss_treant_@/boss_treant_@.spine,0,1.2,use,boss,water,supporter,xl,res/ui/icon/mon/treant_@.png,10,236000,236001,236002,,,,,,,,1100,1100,240000,40,23,65,5,5,10
135023,불의 거목,treant,res/character/monster/boss_treant_@/boss_treant_@.spine,0,1.2,use,boss,fire,supporter,xl,res/ui/icon/mon/treant_@.png,10,236000,236001,236002,,,,,,,,1320,1100,200000,40,23,65,5,5,10
135024, 빛의 거목,treant,res/character/monster/boss_treant_@/boss_treant_@.spine,0,1.2,use,boss,light,supporter,xl,res/ui/icon/mon/treant_@.png,10,236000,236001,236002,,,,,,,,1100,1100,200000,40,23,65,15,5,20
135025,어둠의 거목,treant,res/character/monster/boss_treant_@/boss_treant_@.spine,0,1.2,use,boss,dark,supporter,xl,res/ui/icon/mon/treant_@.png,10,236000,236001,236002,,,,,,,,1100,1100,200000,55,38,65,5,5,10
135031,보석 거대용,golddragon,res/character/monster/boss_golddragon_fire/boss_golddragon_fire.spine,0,1,use,boss,light,dealer,xl,res/ui/icon/mon/test_fire.png,10,237000,237001,237002,237003,237004,237005,237006,,,,1650,550,200000,35,25,75,15,0,15
135111,땅의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,earth,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235211,,,,,,,,,700,840,10000,25,8,65,5,5,10
135121,땅의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,earth,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235221,,,,,,,,,700,840,10000,25,8,65,5,5,10
135131,땅의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,earth,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235231,,,,,,,,,700,840,10000,25,8,65,5,5,10
135141,땅의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,earth,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235241,,,,,,,,,700,840,10000,25,8,65,5,5,10
135151,땅의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,earth,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235251,,,,,,,,,700,840,10000,25,8,65,5,5,10
135161,땅의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,earth,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235261,,,,,,,,,700,840,10000,25,8,65,5,5,10
135112,물의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,water,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235212,,,,,,,,,700,700,12000,25,8,65,5,5,10
135122,물의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,water,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235222,,,,,,,,,700,700,12000,25,8,65,5,5,10
135132,물의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,water,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235232,,,,,,,,,700,700,12000,25,8,65,5,5,10
135142,물의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,water,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235242,,,,,,,,,700,700,12000,25,8,65,5,5,10
135152,물의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,water,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235252,,,,,,,,,700,700,12000,25,8,65,5,5,10
135162,물의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,water,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235262,,,,,,,,,700,700,12000,25,8,65,5,5,10
135113,불의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,fire,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235213,,,,,,,,,840,700,10000,25,8,65,5,5,10
135123,불의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,fire,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235223,,,,,,,,,840,700,10000,25,8,65,5,5,10
135133,불의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,fire,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235233,,,,,,,,,840,700,10000,25,8,65,5,5,10
135143,불의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,fire,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235243,,,,,,,,,840,700,10000,25,8,65,5,5,10
135153,불의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,fire,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235253,,,,,,,,,840,700,10000,25,8,65,5,5,10
135163,불의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,fire,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235263,,,,,,,,,840,700,10000,25,8,65,5,5,10
135114,빛의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,light,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235214,,,,,,,,,700,700,10000,25,8,65,15,5,20
135124,빛의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,light,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235224,,,,,,,,,700,700,10000,25,8,65,15,5,20
135134,빛의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,light,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235234,,,,,,,,,700,700,10000,25,8,65,15,5,20
135144,빛의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,light,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235244,,,,,,,,,700,700,10000,25,8,65,15,5,20
135154,빛의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,light,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235254,,,,,,,,,700,700,10000,25,8,65,15,5,20
135164,빛의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,light,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235264,,,,,,,,,700,700,10000,25,8,65,15,5,20
135115,어둠의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,dark,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235215,,,,,,,,,700,700,10000,40,23,65,5,5,10
135125,어둠의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,dark,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235225,,,,,,,,,700,700,10000,40,23,65,5,5,10
135135,어둠의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,dark,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235235,,,,,,,,,700,700,10000,40,23,65,5,5,10
135145,어둠의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,dark,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235245,,,,,,,,,700,700,10000,40,23,65,5,5,10
135155,어둠의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,dark,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235255,,,,,,,,,700,700,10000,40,23,65,5,5,10
135165,어둠의 크리스탈(상),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,dark,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235265,,,,,,,,,700,700,10000,40,23,65,5,5,10
135211,땅의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,earth,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235311,,,,,,,,,700,840,10000,25,8,65,5,5,10
135221,땅의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,earth,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235321,,,,,,,,,700,840,10000,25,8,65,5,5,10
135231,땅의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,earth,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235331,,,,,,,,,700,840,10000,25,8,65,5,5,10
135241,땅의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,earth,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235341,,,,,,,,,700,840,10000,25,8,65,5,5,10
135251,땅의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,earth,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235351,,,,,,,,,700,840,10000,25,8,65,5,5,10
135261,땅의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,earth,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235361,,,,,,,,,700,840,10000,25,8,65,5,5,10
135212,물의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,water,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235312,,,,,,,,,700,700,12000,25,8,65,5,5,10
135222,물의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,water,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235322,,,,,,,,,700,700,12000,25,8,65,5,5,10
135232,물의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,water,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235332,,,,,,,,,700,700,12000,25,8,65,5,5,10
135242,물의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,water,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235342,,,,,,,,,700,700,12000,25,8,65,5,5,10
135252,물의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,water,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235352,,,,,,,,,700,700,12000,25,8,65,5,5,10
135262,물의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,water,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235362,,,,,,,,,700,700,12000,25,8,65,5,5,10
135213,불의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,fire,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235313,,,,,,,,,840,700,10000,25,8,65,5,5,10
135223,불의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,fire,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235323,,,,,,,,,840,700,10000,25,8,65,5,5,10
135233,불의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,fire,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235333,,,,,,,,,840,700,10000,25,8,65,5,5,10
135243,불의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,fire,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235343,,,,,,,,,840,700,10000,25,8,65,5,5,10
135253,불의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,fire,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235353,,,,,,,,,840,700,10000,25,8,65,5,5,10
135263,불의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,fire,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235363,,,,,,,,,840,700,10000,25,8,65,5,5,10
135214,빛의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,light,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235314,,,,,,,,,700,700,10000,25,8,65,15,5,20
135224,빛의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,light,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235324,,,,,,,,,700,700,10000,25,8,65,15,5,20
135234,빛의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,light,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235334,,,,,,,,,700,700,10000,25,8,65,15,5,20
135244,빛의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,light,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235344,,,,,,,,,700,700,10000,25,8,65,15,5,20
135254,빛의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,light,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235354,,,,,,,,,700,700,10000,25,8,65,15,5,20
135264,빛의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,light,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235364,,,,,,,,,700,700,10000,25,8,65,15,5,20
135215,어둠의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,dark,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235315,,,,,,,,,700,700,10000,40,23,65,5,5,10
135225,어둠의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,dark,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235325,,,,,,,,,700,700,10000,40,23,65,5,5,10
135235,어둠의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,dark,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235335,,,,,,,,,700,700,10000,40,23,65,5,5,10
135245,어둠의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,dark,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235345,,,,,,,,,700,700,10000,40,23,65,5,5,10
135255,어둠의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,dark,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235355,,,,,,,,,700,700,10000,40,23,65,5,5,10
135265,어둠의 크리스탈(하),crystal,res/character/monster/common_crystal_@/common_crystal_@.spine,0,1,ignore,common,dark,supporter,s,res/ui/icon/mon/crystal_@.png,15,230000,235365,,,,,,,,,700,700,10000,40,23,65,5,5,10
139021,테스트,test,res/character/monster/elite_skeleton_knight2_water/elite_skeleton_knight2_water.spine,0,1,use,boss,earth,dealer,xl,res/ui/icon/mon/test_fire.png,10,230000,231143,,,,,,,,,1650,660,200000,35,25,75,5,0,5
139031,드래곤 몬스터 테스트,godaeshinryong,res/character/dragon/godaeshinryong_@_#/godaeshinryong_@_#.spine,1,0.5,ignore,elite,light,dealer,xl,res/ui/icon/cha/godaeshinryong_@_#.png,10,230000,,,,,,,,,,1500,500,75000,25,15,75,15,0,15
140081,리프 드래곤(땅),leafdragon,res/character/dragon/leafdragon_@_03/leafdragon_@_03.spine,1,0.6,ignore,elite,earth,dealer,xl,res/ui/icon/mon/leafdragon_@.png,4,230000,240001,231001,,,,,,,,1500,600,75000,25,15,75,5,0,5
140051,애플칙(땅),applecheek,res/character/dragon/applecheek_@_03/applecheek_@_03.spine,1,0.6,ignore,elite,earth,dealer,xl,res/ui/icon/mon/applecheek_@.png,4,230000,240002,231002,,,,,,,,1500,600,75000,25,15,75,5,0,5
140092,테일드래곤(물),taildragon,res/character/dragon/taildragon_@_03/taildragon_@_03.spine,1,0.6,ignore,elite,water,dealer,xl,res/ui/icon/mon/taildragon_@.png,4,230000,240003,231003,,,,,,,,1500,500,90000,25,15,75,5,0,5
140142,퍼플립스(물),purplelipsdragon,res/character/dragon/purplelipsdragon_@_03/purplelipsdragon_@_03.spine,1,0.6,ignore,elite,water,dealer,xl,res/ui/icon/mon/purplelipsdragon_@.png,4,230000,240004,231004,,,,,,,,1500,500,90000,25,15,75,5,0,5
140191,리티오(땅),littio,res/character/dragon/littio_@_03/littio_@_03.spine,1,0.6,ignore,elite,earth,dealer,xl,res/ui/icon/mon/littio_@.png,4,230000,240005,231005,,,,,,,,1500,600,75000,25,15,75,5,0,5
140273,붐버(불),boomba,res/character/dragon/boomba_@_03/boomba_@_03.spine,1,0.6,ignore,elite,fire,dealer,xl,res/ui/icon/mon/boomba_@.png,4,230000,240006,231001,,,,,,,,1800,500,75000,25,15,75,5,0,5
140043,오르페우스(불),orpheusdragon,res/character/dragon/orpheusdragon_@_03/orpheusdragon_@_03.spine,1,0.6,ignore,elite,fire,dealer,xl,res/ui/icon/mon/orpheusdragon_@.png,4,230000,240007,231002,,,,,,,,1800,500,75000,25,15,75,5,0,5
140423,수라드래곤(불),suradragon,res/character/dragon/suradragon_@_03/suradragon_@_03.spine,1,0.6,ignore,elite,fire,dealer,xl,res/ui/icon/mon/suradragon_@.png,4,230000,240008,231003,,,,,,,,1800,500,75000,25,15,75,5,0,5
140112,페어리 드래곤(빛),fairydragon,res/character/dragon/fairydragon_@_03/fairydragon_@_03.spine,1,0.6,ignore,elite,light,dealer,xl,res/ui/icon/mon/fairydragon_@.png,4,230000,240009,231004,,,,,,,,1500,500,75000,25,15,75,15,0,15
140204,허리케인(빛),hurricane,res/character/dragon/hurricane_@_03/hurricane_@_03.spine,1,0.6,ignore,elite,light,dealer,xl,res/ui/icon/mon/hurricane_@.png,4,230000,240010,231005,,,,,,,,1500,500,75000,25,15,75,15,0,15
140325,크레센트(어둠),crescentdragon,res/character/dragon/crescentdragon_@_03/crescentdragon_@_03.spine,1,0.6,ignore,elite,dark,dealer,xl,res/ui/icon/mon/crescentdragon_@.png,4,230000,240011,231001,,,,,,,,1500,500,75000,40,30,75,5,0,5
140395,원더드래곤(어둠),wonderdragon,res/character/dragon/wonderdragon_@_03/wonderdragon_@_03.spine,1,0.6,ignore,elite,dark,dealer,xl,res/ui/icon/mon/wonderdragon_@.png,4,230000,240012,231002,,,,,,,,1500,500,75000,40,30,75,5,0,5
140371,레이디드래곤(땅),ladydragon,res/character/dragon/ladydragon_@_03/ladydragon_@_03.spine,1,0.6,ignore,elite,earth,dealer,xl,res/ui/icon/mon/ladydragon_@.png,4,230000,240013,231003,,,,,,,,1500,600,75000,25,15,75,5,0,5
140091,테일드래곤(땅),taildragon,res/character/dragon/taildragon_@_03/taildragon_@_03.spine,1,0.6,ignore,elite,earth,dealer,xl,res/ui/icon/mon/taildragon_@.png,4,230000,240014,231004,,,,,,,,1500,600,75000,25,15,75,5,0,5
140041,오르페우스(땅),orpheusdragon,res/character/dragon/orpheusdragon_@_03/orpheusdragon_@_03.spine,1,0.6,ignore,elite,earth,dealer,xl,res/ui/icon/mon/orpheusdragon_@.png,4,230000,240015,231005,,,,,,,,1500,600,75000,25,15,75,5,0,5
140021,램곤(땅),lambgon,res/character/dragon/lambgon_@_03/lambgon_@_03.spine,1,0.6,ignore,elite,earth,dealer,xl,res/ui/icon/mon/lambgon_@.png,4,230000,240016,231001,,,,,,,,1500,600,75000,25,15,75,5,0,5
