name,category,type,t_name,res,res_icon,symbol,groggy,overlab,overlab_option,duration,atk,def,hp,aspd,cri_chance,cri_dmg,cri_avoid,hit_rate,avoid,hp_drain,heal_power,recovery_power,dmg_adj_rate,attr_adj_rate,reflex_normal,reflex_skill,debuff_time,resistance,pierce,dot_interval,abs_switch,val_1,val_2,val_3,val_4,desc_1,desc_2,desc_3,desc_4,t_desc,to_programmer
passive_hit_rate_up,good,buff,적중률 증가,,,x,false,1,0,15,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,x,
passive_cri_dmg_up,good,buff,치명 피해 증가,,,x,false,1,0,15,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,x,
passive_atk_down,bad,debuff,공격력 감소,res/effect/effect_combat_down/effect_combat_down.vrp,res/ui/icon/status_effect/atk_down.png,x,false,3,0,15,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,15,x,x,x,{1}초 동안 {2}만큼 공격력 감소,정수x퍼센트 (곱연산)
passive_aspd_down,bad,debuff,공격 속도 감소,res/effect/effect_combat_down/effect_combat_down.vrp,res/ui/icon/status_effect/aspd_down.png,x,false,3,0,15,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,15,,x,x,{1}초 동안 {2}만큼 공격 속도 감소,퍼센트+퍼센트 (합연산)
passive_cri_chance_down,bad,debuff,치명 확률 감소,res/effect/effect_combat_down/effect_combat_down.vrp,res/ui/icon/status_effect/cri_chance_down.png,x,false,3,0,15,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,{1}초 동안 {2}만큼 치명 확률 감소,퍼센트+퍼센트 (합연산)
passive_def_down,bad,debuff,방어력 감소,res/effect/effect_defense_down/effect_defense_down.vrp,res/ui/icon/status_effect/def_down.png,x,false,3,0,15,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,{1}초 동안 {2}만큼 방어력 감소,정수x퍼센트 (곱연산)
passive_hp_down,bad,debuff,생명력 감소,res/effect/effect_defense_down/effect_defense_down.vrp,res/ui/icon/status_effect/hp_down.png,x,false,3,0,15,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,{1}초 동안 {2}만큼 생명력 감소,정수x퍼센트 (곱연산)
passive_cri_avoid_down,bad,debuff,치명 방어율 감소,res/effect/effect_defense_down/effect_defense_down.vrp,res/ui/icon/status_effect/cri_avoid_down.png,x,false,3,0,15,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,{1}초 동안 {2}만큼 치명 방어 감소,퍼센트+퍼센트 (합연산)
passive_avoid_down,bad,debuff,회피율 감소,res/effect/effect_tactics_down/effect_tactics_down.vrp,res/ui/icon/status_effect/avoid_down.png,x,false,3,0,15,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,{1}초 동안 {2}만큼 회피 감소,퍼센트+퍼센트 (합연산)
passive_hit_rate_down,bad,debuff,적중률 감소,res/effect/effect_tactics_down/effect_tactics_down.vrp,res/ui/icon/status_effect/hit_rate_down.png,x,false,3,0,15,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,{1}초 동안 {2}만큼 적중 감소,퍼센트+퍼센트 (합연산)
passive_cri_dmg_down,bad,debuff,치명 피해 감소,res/effect/effect_tactics_down/effect_tactics_down.vrp,res/ui/icon/status_effect/cri_chance_down.png,x,false,3,0,15,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,{1}초 동안 {2}만큼 치명 피해 감소,퍼센트+퍼센트 (합연산)
passive_recovery_add,bad,buff,받는 회복량 증가,,,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,,,,x,x,x,x,,
passive_recovery_dec,bad,debuff,받는 회복량 감소,,,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,,,,,,,x,x,x,x,,
passive_resistance_effect,good,buff,효과 저항,,,x,false,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,0,,,,,x,x,x,x,,
passive_debuff_time_decrease,good,buff,디버프 시간 감소,,,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,,0,,,,,x,x,x,x,x,
tamer_passive_atk_up,good,buff,곤퓨,,,x,false,1,0,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,x,
tamer_passive_hp_up_abs,good,buff,라이브라,,,x,false,1,0,-1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,x,x,x,x,x,
tamer_add_dmg,bad,add_dmg,추가 피해,res/effect/skill_lightning/skill_lightning_@.vrp,,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,x,x,x,x,,
