sid,skill_form,skill_type,t_name,r_comment,res_icon,res_1,res_scale,res_2,res_3,res_hit,skill_size,animation,motion_type,dmg_type,pos,dir,start_cooldown,chance_type,chance_value,target_formation,target_type,target_count,casting_time,cooldown,power_source,r_note,r_group,r_power_rate,power_rate,ignore,hit,val_1,val_2,val_3,for_gd,add_option_type_1,add_option_target_1,add_option_target_count_1,add_option_trigger_1,add_option_time_1,add_option_rate_1,add_option_source_1,add_option_value_1,add_option_type_2,add_option_target_2,add_option_target_count_2,add_option_trigger_2,add_option_time_2,add_option_rate_2,add_option_source_2,add_option_value_2,add_option_type_3,add_option_target_3,add_option_target_count_3,add_option_trigger_3,add_option_time_3,add_option_rate_3,add_option_source_3,add_option_value_3,add_option_type_4,add_option_target_4,add_option_target_count_4,add_option_trigger_4,add_option_time_4,add_option_rate_4,add_option_source_4,add_option_value_4,desc_1,desc_2,desc_3,desc_4,desc_5,t_desc,to_programmer,t_speech,speech_option
233404,script,skill_boss_spider_queen_4,맹독결계,용암거미 여왕 : 맹독결계,res/ui/icons/skill/203321.png,,1,,,,,skill_1,instant,magical,RM14,0,,indie_turn,15,,enemy_distance_line,1,2,1,atk,탄막,보스_광역_스킬,50,600,,1,,,,,dot_damage,target,,skill_end,10,30,target_max_hp,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주고 지속피해 효과를 부여합니다.,,,
233405,script,skill_boss_spider_queen_6,거미의 속박,거미줄,res/ui/icons/skill/205645.png,,1,,,,,skill_2,instant,magical,,0,,indie_time,0,,enemy_distance_line,1,0,20,atk,,보스_광역_스킬,0,600,,1,,,,,aspd_down,target,,skill_end,10,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방위 적 모두에게 공격속도 감소 효과를 부여합니다.,,,
233500,script,skill_boss_world_order_machine_0,일반 공격,질서 유지장치 : 일반 공격,,,1,,,,,skill_2,instant,physical,,-1,,basic,1,,enemy_distance_line,1,0,1,atk,,보스_단일_일반,50,450,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,대상에게 보통의 피해를 줍니다.,,,
233501,script,skill_boss_world_order_machine_1,세계질서,질서 유지장치 : 스위치 패턴,res/ui/icons/skill/800223.png,,1,,,,,skill_2,instant,physical,RM14,0,,,,,enemy_distance_line,1,0,1,atk,,미분류,100,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"상태에 따라 다른 효과를 내는 기계 장치 입니다. (녹색: 지속피해, 청색: 기절, 적색: 단일피해)",,,
233502,script,skill_boss_world_order_machine_2,기어 브레이크,질서 유지장치 : 기어 브레이크,res/ui/icons/skill/206335.png,,1,,,,,skill_2,instant,physical,RM14,-2,,hp_rate,80 - (20 * skill_used_count),,enemy_distance_line,1,2,15,atk,탄막,보스_광역_스킬,50,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방으로 톱니바퀴를 소환해 큰 피해를 줍니다.,,,
233503,script,skill_boss_world_order_machine_3,시간 제어,질서 유지장치 : 시간 제어,res/ui/icons/skill/205624.png,,1,,,,,skill_2,instant,physical,RM14,-1,,indie_time,20,,enemy_distance_line,1,2,1,atk,탄막,보스_광역_스킬,60,600,,1,,,,,aspd_down,target,,skill_end,10,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,영향 받은 모두에게 공격속도 감소 효과를 부여합니다.,,,
233504,script,skill_boss_world_order_machine_4,기어 웨이브,질서 유지장치 : 광역 공격1,res/ui/icons/skill/202112.png,,1,,,,,skill_2,instant,physical,RM14,-1,,indie_turn,10,,enemy_distance_line,1,2,1,atk,탄막,보스_광역_스킬,20,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방위에 보통의 피해를 줍니다.,,,
233505,script,skill_boss_world_order_machine_5,빛무리,질서 유지장치 : 광역 공격2,res/ui/icons/skill/202142.png,,1,,,,,skill_2,instant,physical,RM14,-1,,indie_turn,5,,enemy_distance_line,1,2,1,atk,탄막,보스_광역_스킬,30,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방위에 보통의 피해를 줍니다.,,,
233600,script,skill_boss_darknix_0,일반 공격,다크닉스,,,1,,,,,attack,instant,physical,,-1,,basic,1,,enemy_distance_line,1,0,1,atk,,보스_단일_일반,75,450,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,대상에게 보통의 피해를 줍니다.,,,
233601,code,skill_heart_of_ruin,파멸의 고동,다크닉스,res/ui/icons/skill/201941.png,res/effect/effect_aura_dark/effect_aura_dark.vrp,1,,,,,skill_1,instant,magical,,0,,indie_time,60,,self,1,0,0,atk,,미분류,100,0,,1,,,,,passive_fury,self,1,skill_end,-1,100,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60초마다 피해량이 증가합니다. 이 효과는 무한히 중첩되며 해제할 수 없습니다.,,,
233602,code,status_effect,경질화,다크닉스,res/ui/icons/skill/200121.png,,1,,,,,skill_2,instant,physical,,-1,,under_atk_turn,30,,self,1,0,10,atk,,미분류,100,0,,1,,,,,barrier_protection_darknix,self,1,skill_start,5,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30회 피격시 받는 모든 피해를 흡수하는 보호막을 전개합니다.,,,
233603,script,skill_boss_darknix_3,살의의 파동,다크닉스,res/ui/icons/skill/203414.png,,1,,,,,skill_3,instant,physical,,-2,,indie_turn,5,,enemy_distance_y,1,2,1,atk,탄막,보스_광역_스킬,100,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,직선으로 관통하는 레이저를 쏘아 큰 피해를 줍니다.,,,
233604,script,skill_boss_darknix_4,차원 가르기,다크닉스,res/ui/icons/skill/203425.png,,1,,,,,skill_4,instant,physical,,-2,,indie_rate,20,,enemy_random,1,1,15,atk,,보스_광역_스킬,200,600,,1,,,,,def_down,target,,skill_end,10,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전체에게 큰 피해를 줍니다.,,,
233605,script,skill_boss_darknix_5,종말,다크닉스,res/ui/icons/skill/203434.png,,1,,,,,skill_2,instant,physical,,-1,,indie_turn,15,,enemy_distance_line,1,0,1,atk,탄막,보스_광역_스킬,20,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,세상을 붕괴시킵니다.,,,
234002,script,skill_boss_spider_queen_5,새끼거미 소환,새끼거미 소환,res/ui/icons/skill/205611.png,,1,,,,,skill_1,instant,magical,,0,,basic,1,,enemy_random,1,0,1,atk,,보스_단일_스킬,50,900,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,거미알에서 새끼 거미를 소환해 보통의 피해를 줍니다.,,,
235000,script,skill_boss_gdragon_0,일반공격,거대용 공통: 일반공격,,,1,,,,,attack,instant,physical,RB22;NEST;RB26,-2,,basic,1,,enemy_distance_line,1,0,1,atk,,보스_광역_일반,50,300,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방에 보통의 피해를 줍니다.,,,
235001,script,skill_boss_gdragon_1,불똥,거대용 공통: 불똥,res/ui/icons/skill/202112.png,,1,,,,,skill_1,instant,magical,RB22;NEST;RB26,-2,,indie_turn,2,,enemy_distance_line,1,0,6,atk,탄막,보스_광역_스킬,75,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방위에 보통의 피해를 줍니다.,,,
235002,script,skill_boss_gdragon_2,용의 분노,거대용 공통: 용의 분노,res/ui/icons/skill/202223.png,,1,,,,,skill_1,instant,physical,RB22;NEST;RB26,-2,,indie_turn,3,,enemy_distance_line,1,0,3,atk,관통,보스_광역_스킬,300,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,직선으로 관통하는 레이저를 쏘아 큰 피해를 줍니다.,,,
235111,script,skill_boss_gdragon_breath,브레스,땅의 거대용: 브레스(skill_1),res/ui/icons/skill/202213.png,res/missile/missile_flame/missile_flame_@.vrp,1,res/effect/effect_breath_charge/effect_breath_charge_fire.vrp,,,,skill_3,maintain,magical,NEST,-2,,hp_rate,80 - (20 * skill_used_count),,enemy_distance_line,1,0,10,atk + atk * 3 * CON(target_attr == 'water'),,보스_광역_스킬,20,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,적 전체에 피해를 줍니다. 유리한 속성의 대상에게는 피해량이 3배로 증가합니다.,,,
235112,code,status_effect,잠재우기,땅의 거대용: 잠재우기(skill_2),res/ui/icons/skill/202722.png,,1,,,,,skill_2,maintain,magical,NEST,-2,,indie_time,20,,enemy_random,3,0,1,,,미분류,,0,,1,,,,,sleep,target,,skill_start,20,80,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,적 3명을 잠재웁니다.,,,
235121,script,skill_boss_gdragon_breath,브레스,물의 거대용: 브레스(skill_1),res/ui/icons/skill/202213.png,res/missile/missile_flame/missile_flame_@.vrp,1,res/effect/effect_breath_charge/effect_breath_charge_fire.vrp,,,,skill_3,maintain,magical,NEST,-2,,hp_rate,80 - (20 * skill_used_count),,enemy_distance_line,1,0,10,atk + atk * 3 * CON(target_attr == 'fire'),,보스_광역_스킬,20,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,적 전체에 피해를 줍니다. 유리한 속성의 대상에게는 피해량이 3배로 증가합니다.,,,
235122,code,skill_heal_single,생명의 근원,물의 거대용: 생명의 근원(skill_2),res/ui/icons/skill/200132.png,res/effect/skill_heal_monster/skill_heal_monster.vrp,1,,,,,skill_2,maintain,magical,NEST,-1,,indie_time,20,,self,1,0,1,max_hp,,미분류,500,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,자신의 생명력을 회복합니다.,,,
235131,script,skill_boss_gdragon_breath,브레스,불의 거대용: 브레스(skill_1),res/ui/icons/skill/202213.png,res/missile/missile_flame/missile_flame_@.vrp,1,res/effect/effect_breath_charge/effect_breath_charge_fire.vrp,,,,skill_3,maintain,magical,NEST,-2,,hp_rate,80 - (20 * skill_used_count),,enemy_distance_line,1,0,10,atk + atk * 3 * CON(target_attr == 'earth'),,보스_광역_스킬,20,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,적 전체에 피해를 줍니다. 유리한 속성의 대상에게는 피해량이 3배로 증가합니다.,,,
235132,code,status_effect,영원한 고통,불의 거대용: 영원한 고통(skill_2),res/ui/icons/skill/203935.png,,1,,,,,skill_2,maintain,magical,NEST,-2,,indie_time,20,,self,1,0,1,,,미분류,,0,,1,,,,,cri_chance_up,target,,skill_start,10,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,자신의 치명확률을 증가시킵니다.,,,
235141,script,skill_boss_gdragon_breath,브레스,빛의 거대용: 브레스(skill_1),res/ui/icons/skill/202213.png,res/missile/missile_flame/missile_flame_@.vrp,1,res/effect/effect_breath_charge/effect_breath_charge_fire.vrp,,,,skill_3,maintain,magical,NEST,-2,,hp_rate,80 - (20 * skill_used_count),,enemy_distance_line,1,0,10,atk + atk * 3 * CON(target_attr == 'dark'),,보스_광역_스킬,50,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,적 전체에 피해를 줍니다. 유리한 속성의 대상에게는 피해량이 3배로 증가합니다.,,,
235142,code,status_effect,빛의 가호,빛의 거대용: 눈부신 광명(skill_2),res/ui/icons/skill/200234.png,,1,,,,,skill_2,maintain,magical,NEST,-2,,indie_time,20,,self,1,0,1,,,미분류,,0,,1,,,,,barrier_protection_l,target,,skill_start,10,100,max_hp,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,자신에게 생명력에 비례한 보호막을 두릅니다.,,,
235151,script,skill_boss_gdragon_breath,브레스,어둠의 거대용: 브레스(skill_1),res/ui/icons/skill/202213.png,res/missile/missile_flame/missile_flame_@.vrp,1,res/effect/effect_breath_charge/effect_breath_charge_fire.vrp,,,,skill_3,maintain,magical,NEST,-2,,hp_rate,80 - (20 * skill_used_count),,enemy_distance_line,1,0,10,atk + atk * 3 * CON(target_attr == 'light'),,보스_광역_스킬,20,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,적 전체에 피해를 줍니다. 유리한 속성의 대상에게는 피해량이 3배로 증가합니다.,,,
235152,code,status_effect,보복,어둠의 거대용: 보복(skill_2),res/ui/icons/skill/202223.png,,1,,,,,skill_2,maintain,magical,NEST,-2,,indie_time,20,,self,1,0,1,,,미분류,,0,,1,,,,,reflect,self,,skill_start,15,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,받은 피해를 일부 반사하는 보호막을 두릅니다.,,,
236000,script,skill_boss_treant_0,덩쿨 채찍,거목: 일반공격,res/ui/icons/skill/800121.png,,1,,,,,attack,instant,physical,,-2,,basic,1,,enemy_random,5,0,1,atk,,보스_광역_일반,100,300,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,모든 적에게 피해를 줍니다.,,,
236001,script,skill_boss_treant_1,나뭇잎 방출,거목:나뭇잎 탄막,res/ui/icons/skill/200811.png,,1,,,,,skill_3,instant,physical,,-1,,indie_turn,5,,enemy_random,5,0,10,atk,탄막,보스_광역_스킬,100,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,나뭇잎을 쏘아내 피해를 줍니다,,,
236002,script,skill_boss_treant_2,나무의 분노,거목: 마무리 일격(땅),res/ui/icons/skill/204652.png,,1,,,,,skill_1,instant,magical,,-2,,hp_rate,80 - (20 * skill_used_count),,enemy_random,1,0,10,atk + atk * 4 * CON(target_attr == 'water'),,보스_광역_스킬,500,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,물속성 대상에게는 4배의 피해를 주는 매우 강력한 공격입니다.,,,
236003,script,skill_boss_treant_2,나무의 분노,거목: 마무리 일격(물),res/ui/icons/skill/204652.png,,1,,,,,skill_1,instant,magical,,-2,,hp_rate,80 - (20 * skill_used_count),,enemy_random,1,0,10,atk + atk * 4 * CON(target_attr == 'fire'),,보스_광역_스킬,500,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,불속성 대상에게는 4배의 피해를 주는 매우 강력한 공격입니다.,,,
236004,script,skill_boss_treant_2,나무의 분노,거목: 마무리 일격(불),res/ui/icons/skill/204652.png,,1,,,,,skill_1,instant,magical,,-2,,hp_rate,80 - (20 * skill_used_count),,enemy_random,1,0,10,atk + atk * 4 * CON(target_attr == 'earth'),,보스_광역_스킬,500,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,땅속성 대상에게는 4배의 피해를 주는 매우 강력한 공격입니다.,,,
236005,script,skill_boss_treant_2,나무의 분노,거목: 마무리 일격(빛),res/ui/icons/skill/204652.png,,1,,,,,skill_1,instant,magical,,-2,,hp_rate,80 - (20 * skill_used_count),,enemy_random,1,0,10,atk + atk * 4 * CON(target_attr == 'dark'),,보스_광역_스킬,500,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,어둠속성 대상에게는 4배의 피해를 주는 매우 강력한 공격입니다.,,,
236006,script,skill_boss_treant_2,나무의 분노,거목: 마무리 일격(어둠),res/ui/icons/skill/204652.png,,1,,,,,skill_1,instant,magical,,-2,,hp_rate,80 - (20 * skill_used_count),,enemy_random,1,0,10,atk + atk * 4 * CON(target_attr == 'light'),,보스_광역_스킬,500,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,빛속성 대상에게는 4배의 피해를 주는 매우 강력한 공격입니다.,,,
237000,script,skill_boss_golddragon_0,일반 공격,골드 드래곤: 일반 공격,,,1,,,,,attack,instant,physical,,-1,,basic,1,,enemy_distance_line,1,0,1,atk,,보스_광역_일반,100,300,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보석을 던져 보통의 피해를 줍니다.,,,
237001,code,missile_move_bounce,상자 던지기,골드 드래곤: 스킬 공격,res/ui/icons/skill/204723.png,res/missile/missile_chest/missile_chest.vrp,1,res/missile/motion_streak/motion_streak_blade.png,,,,skill_1,instant,physical,,-1,,indie_turn,5,,enemy_distance_line,1,2,1,atk,,보스_광역_스킬,100,600,,1,150,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,적에게 튕기며 피해를 주는 상자를 던집니다.,,,
237002,code,status_effect,보석 섭취(빨강),골드 드래곤: 스킬,res/ui/icons/skill/200843.png,,1,,,,,skill_2,instant,magical,,0,,indie_rate,7,,self,1,2,10,atk,,미분류,100,0,,1,,,,,atk_up,target,,skill_start,10,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,자신의 공격력을 증가 시킵니다.,,,
237003,code,status_effect,보석 섭취(파랑),골드 드래곤: 스킬,res/ui/icons/skill/200932.png,,1,,,,,skill_3,instant,magical,,0,,indie_rate,7,,self,1,2,10,atk,,미분류,100,0,,1,,,,,def_up,target,,skill_start,10,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,자신의 방어력을 증가 시킵니다.,,,
237004,code,skill_heal_single,보석 섭취(녹색),골드 드래곤: 스킬,res/ui/icons/skill/800421.png,res/effect/skill_heal_monster/skill_heal_monster.vrp,1,,,,,skill_4,instant,magical,,-1,,indie_rate,7,,self,1,2,10,max_hp,,보스_단일_스킬,400,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,자신의 생명력을 회복 시킵니다.,공격력의 400% 회복,,
237005,script,skill_boss_golddragon_5,재채기,골드 드래곤: 스킬 공격,res/ui/icons/skill/243401.png,,1,,,,,skill_5,instant,physical,,-1,,indie_rate,15,,enemy_distance_line,1,2,20,atk,탄막,보스_광역_스킬,75,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,넓은 범위에 보통의 피해를 줍니다.,,,
237006,script,skill_boss_golddragon_6,보석의 분노,골드 드래곤: 광역 공격,res/ui/icons/skill/241401.png,,1,,,,,skill_6,instant,physical,,-2,,hp_rate,70 - (30 * skill_used_count),,enemy_distance_line,1,0,10,atk,탄막,보스_광역_스킬,30,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,하늘에서 떨어지는 수많은 보석으로 다소 큰 피해를 줍니다.,,,
237007,code,skill_summon,소환,,res/ui/icons/skill/205611.png,,1,,,,,skill_7,instant,,,0,,basic_turn,5,,self,1,0,1,,,미분류,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,몬스터를 소환합니다.,,,
237008,code,skill_summon,소환,,res/ui/icons/skill/205611.png,,1,,,,,skill_7,instant,,,0,,basic_turn,5,,self,1,0,1,,,미분류,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,몬스터를 소환합니다.,,,
237009,code,skill_summon,소환,,res/ui/icons/skill/205611.png,,1,,,,,skill_7,instant,,,0,,basic_turn,5,,self,1,0,1,,,미분류,0,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,몬스터를 소환합니다.,,,
238001,script,skill_boss_nightmare_dragon_0,일반 공격,악몽 드래곤: 기본 공격,,,1,,,,,attack,instant,physical,,-1,,basic,1,,enemy_distance_line,5,0,0,(atk*0.5)+def,,보스_광역_일반,100,300,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238002,script,skill_boss_nightmare_dragon_0,일반 공격,악몽 드래곤: 기본 공격,,,1,,,,,attack,instant,physical,,-1,,basic,1,,enemy_distance_line,5,0,0,atk,,보스_광역_일반,200,300,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238003,script,skill_boss_nightmare_dragon_0,일반 공격,악몽 드래곤: 기본 공격,,,1,,,,,attack,instant,physical,,-1,,basic,1,,enemy_distance_line,5,0,0,atk,,보스_광역_일반,200,300,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238004,code,missile_move_high_angle	,일반 공격,악몽 드래곤: 기본 공격,res/ui/icons/skill/203311.png,res/missile/missile_flame/missile_flame_@.vrp,1.5,,res/effect/effect_hit_bomb_@/effect_hit_bomb_@.spine,,,attack,instant,physical,,-1,,basic,1,,enemy_distance_line,1,0,1,atk,,보스_광역_일반,100,300,,1,0,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238005,code,missile_move_high_angle	,일반 공격,악몽 드래곤: 기본 공격,res/ui/icons/skill/203311.png,res/missile/missile_flame/missile_flame_@.vrp,1.5,,res/effect/effect_hit_bomb_@/effect_hit_bomb_@.spine,,,attack,instant,physical,,-1,,basic,1,,enemy_distance_line,1,0,1,atk,,보스_광역_일반,100,300,,1,0,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238011,script,skill_boss_nightmare_dragon_1,강타,악몽 드래곤: 조건부 타겟 스킬,res/ui/icons/skill/202411.png,,1,,,,,skill_3,instant,physical,,0,,indie_turn,4,,enemy_random,1,0,0,(atk*0.5)+def,,보스_단일_스킬,350,900,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무작위 대상에게 강력한 피해를 줍니다.,,,
238012,script,skill_boss_nightmare_dragon_1,강타,악몽 드래곤: 조건부 타겟 스킬,res/ui/icons/skill/202412.png,,1,,,,,skill_3,instant,physical,,0,,indie_turn,4,,enemy_random,1,0,0,atk,,보스_단일_스킬,850,900,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무작위 대상에게 강력한 피해를 줍니다.,,,
238013,script,skill_boss_nightmare_dragon_1,강타,악몽 드래곤: 조건부 타겟 스킬,res/ui/icons/skill/202413.png,,1,,,,,skill_3,instant,physical,,0,,indie_turn,4,,enemy_random,1,0,0,atk,,보스_단일_스킬,850,900,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무작위 대상에게 강력한 피해를 줍니다.,,,
238014,script,skill_boss_nightmare_dragon_1,강타,악몽 드래곤: 조건부 타겟 스킬,res/ui/icons/skill/202414.png,,1,,,,,skill_3,instant,physical,,0,,indie_turn,4,,enemy_healer,1,0,0,atk,,보스_단일_스킬,850,900,,1,,,,,stun,target,1,skill_end,10,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,회복형 우선 대상에게 강력한 피해를 주고 기절시킵니다.,,,
238015,script,skill_boss_nightmare_dragon_1,강타,악몽 드래곤: 조건부 타겟 스킬,res/ui/icons/skill/202245.png,,1,,,,,skill_3,instant,physical,,0,,indie_turn,4,,enemy_supporter,1,0,0,atk,,보스_단일_스킬,800,900,,1,,,,,silence,target,1,skill_end,15,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,지원형 우선 대상에게 강력한 피해를 주고 침묵시킵니다.,,,
238021,script,skill_boss_nightmare_dragon_2,운석 강타,악몽 드래곤: 조건부 광역 스킬,res/ui/icons/skill/203311.png,,1,,,,,skill_1,instant,physical,,0,,hp_rate,80 - (20 * skill_used_count),,enemy_random,1,0,0,(atk*0.5)+def,,보스_광역_스킬,120,600,,1,,,,,dot_damage,target,1,skill_end,20,80,target_max_hp,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,모든 대상에게 큰 피해를 주고 일정 확률로 지속피해를 줍니다.,,,
238022,script,skill_boss_nightmare_dragon_2,운석 강타,악몽 드래곤: 조건부 광역 스킬,res/ui/icons/skill/203311.png,,1,,,,,skill_1,instant,physical,,0,,hp_rate,80 - (20 * skill_used_count),,enemy_random,1,0,0,atk,,보스_광역_스킬,400,600,,1,,,,,def_down,target,,skill_end,10,80,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,모든 대상에게 큰 피해를 주고 일정 확률로 방어력 감소 효과를 부여합니다.,,,
238023,script,skill_boss_nightmare_dragon_2,운석 강타,악몽 드래곤: 조건부 광역 스킬,res/ui/icons/skill/203311.png,,1,,,,,skill_1,instant,physical,,0,,hp_rate,80 - (20 * skill_used_count),,enemy_random,1,0,0,atk,,보스_광역_스킬,400,600,,1,,,,,aspd_down,target,,skill_end,10,80,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,모든 대상에게 큰 피해를 주고 일정 확률로 공격속도 감소 효과를 부여합니다.,,,
238024,script,skill_boss_nightmare_dragon_2,운석 강타,악몽 드래곤: 조건부 광역 스킬,res/ui/icons/skill/203311.png,,1,,,,,skill_1,instant,physical,,0,,hp_rate,80 - (20 * skill_used_count),,enemy_random,1,0,0,atk,,보스_광역_스킬,400,600,,1,,,,,recovery_dec,target,,skill_end,10,80,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,모든 대상에게 큰 피해를 주고 일정 확률로 회복량 감소 효과를 부여합니다.,,,
238025,script,skill_boss_nightmare_dragon_2,운석 강타,악몽 드래곤: 조건부 광역 스킬,res/ui/icons/skill/203311.png,,1,,,,,skill_1,instant,physical,,0,,hp_rate,80 - (20 * skill_used_count),,enemy_random,1,0,0,atk,,보스_광역_스킬,350,600,,1,,,,,silence,target,1,skill_end,15,80,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,모든 대상에게 큰 피해를 주고 침묵시킵니다.,,,
238031,code,status_effect,광폭화,악몽 드래곤: 고난이도 패시브 스킬,res/ui/icons/skill/200221.png,,1,,,,,skill_2,instant,physical,,-1,,indie_time,30,,self,1,0,0,,,미분류,,0,,1,,,,,passive_fury,self,,skill_start,-1,100,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30초마다 피해량이 증가합니다. 이 효과는 무한히 중첩되며 해제할 수 없습니다.,,,
238032,code,status_effect,광폭화,악몽 드래곤: 고난이도 패시브 스킬,res/ui/icons/skill/200221.png,,1,,,,,skill_2,instant,physical,,-1,,indie_time,30,,self,1,0,0,,,미분류,,0,,1,,,,,passive_fury,self,,skill_start,-1,100,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30초마다 피해량이 증가합니다. 이 효과는 무한히 중첩되며 해제할 수 없습니다.,,,
238033,code,status_effect,광폭화,악몽 드래곤: 고난이도 패시브 스킬,res/ui/icons/skill/200221.png,,1,,,,,skill_2,instant,physical,,-1,,indie_time,30,,self,1,0,0,,,미분류,,0,,1,,,,,passive_fury,self,,skill_start,-1,100,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30초마다 피해량이 증가합니다. 이 효과는 무한히 중첩되며 해제할 수 없습니다.,,,
238034,code,status_effect,광폭화,악몽 드래곤: 고난이도 패시브 스킬,res/ui/icons/skill/200221.png,,1,,,,,skill_2,instant,physical,,-1,,indie_time,30,,self,1,0,0,,,미분류,,0,,1,,,,,passive_fury,self,,skill_start,-1,100,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30초마다 피해량이 증가합니다. 이 효과는 무한히 중첩되며 해제할 수 없습니다.,,,
238035,code,status_effect,광폭화,악몽 드래곤: 고난이도 패시브 스킬,res/ui/icons/skill/200221.png,,1,,,,,skill_2,instant,physical,,-1,,indie_time,30,,self,1,0,0,,,미분류,,0,,1,,,,,passive_fury,self,,skill_start,-1,100,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30초마다 피해량이 증가합니다. 이 효과는 무한히 중첩되며 해제할 수 없습니다.,,,
