item,category,t_name,t_desc,icon,type,full_type,attr,role,color,rarity,grade,evolution,did,count,sale_price,get_region,package
710551,object,저항 5번 룬,1등급 저항 5번 룬,,rune,rune_slot5_set5_01,,,,,1,,,1,100,1220001,
710552,object,저항 5번 룬,2등급 저항 5번 룬,,rune,rune_slot5_set5_02,,,,,2,,,1,400,1220002,
710553,object,저항 5번 룬,3등급 저항 5번 룬,,rune,rune_slot5_set5_03,,,,,3,,,1,800,1220003,
710554,object,저항 5번 룬,4등급 저항 5번 룬,,rune,rune_slot5_set5_04,,,,,4,,,1,1300,1220004,
710555,object,저항 5번 룬,5등급 저항 5번 룬,,rune,rune_slot5_set5_05,,,,,5,,,1,1700,1220005,
710556,object,저항 5번 룬,6등급 저항 5번 룬,,rune,rune_slot5_set5_06,,,,,6,,,1,2700,1220006,
710561,object,저항 6번 룬,1등급 저항 6번 룬,,rune,rune_slot6_set5_01,,,,,1,,,1,100,1220001,
710562,object,저항 6번 룬,2등급 저항 6번 룬,,rune,rune_slot6_set5_02,,,,,2,,,1,400,1220002,
710563,object,저항 6번 룬,3등급 저항 6번 룬,,rune,rune_slot6_set5_03,,,,,3,,,1,800,1220003,
710564,object,저항 6번 룬,4등급 저항 6번 룬,,rune,rune_slot6_set5_04,,,,,4,,,1,1300,1220004,
710565,object,저항 6번 룬,5등급 저항 6번 룬,,rune,rune_slot6_set5_05,,,,,5,,,1,1700,1220005,
710566,object,저항 6번 룬,6등급 저항 6번 룬,,rune,rune_slot6_set5_06,,,,,6,,,1,2700,1220006,
710611,object,강렬 1번 룬,1등급 강렬 1번 룬,,rune,rune_slot1_set6_01,,,,,1,,,1,100,1220001;1110512;1110501,
710612,object,강렬 1번 룬,2등급 강렬 1번 룬,,rune,rune_slot1_set6_02,,,,,2,,,1,400,1220002;1111112;1111101,
710613,object,강렬 1번 룬,3등급 강렬 1번 룬,,rune,rune_slot1_set6_03,,,,,3,,,1,800,1220003;1120512;1120501,
710614,object,강렬 1번 룬,4등급 강렬 1번 룬,,rune,rune_slot1_set6_04,,,,,4,,,1,1300,1220004;1121112;1121101,
710615,object,강렬 1번 룬,5등급 강렬 1번 룬,,rune,rune_slot1_set6_05,,,,,5,,,1,1700,1220005,
710616,object,강렬 1번 룬,6등급 강렬 1번 룬,,rune,rune_slot1_set6_06,,,,,6,,,1,2700,1220006,
710621,object,강렬 2번 룬,1등급 강렬 2번 룬,,rune,rune_slot2_set6_01,,,,,1,,,1,100,1220001;1110512;1110502,
710622,object,강렬 2번 룬,2등급 강렬 2번 룬,,rune,rune_slot2_set6_02,,,,,2,,,1,400,1220002;1111112;1111102,
710623,object,강렬 2번 룬,3등급 강렬 2번 룬,,rune,rune_slot2_set6_03,,,,,3,,,1,800,1220003;1120512;1120502,
710624,object,강렬 2번 룬,4등급 강렬 2번 룬,,rune,rune_slot2_set6_04,,,,,4,,,1,1300,1220004;1121112;1121102,
710625,object,강렬 2번 룬,5등급 강렬 2번 룬,,rune,rune_slot2_set6_05,,,,,5,,,1,1700,1220005,
710626,object,강렬 2번 룬,6등급 강렬 2번 룬,,rune,rune_slot2_set6_06,,,,,6,,,1,2700,1220006,
710631,object,강렬 3번 룬,1등급 강렬 3번 룬,,rune,rune_slot3_set6_01,,,,,1,,,1,100,1220001;1110512;1110503,
710632,object,강렬 3번 룬,2등급 강렬 3번 룬,,rune,rune_slot3_set6_02,,,,,2,,,1,400,1220002;1111112;1111103,
710633,object,강렬 3번 룬,3등급 강렬 3번 룬,,rune,rune_slot3_set6_03,,,,,3,,,1,800,1220003;1120512;1120503,
710634,object,강렬 3번 룬,4등급 강렬 3번 룬,,rune,rune_slot3_set6_04,,,,,4,,,1,1300,1220004;1121112;1121103,
710635,object,강렬 3번 룬,5등급 강렬 3번 룬,,rune,rune_slot3_set6_05,,,,,5,,,1,1700,1220005,
710636,object,강렬 3번 룬,6등급 강렬 3번 룬,,rune,rune_slot3_set6_06,,,,,6,,,1,2700,1220006,
710641,object,강렬 4번 룬,1등급 강렬 4번 룬,,rune,rune_slot4_set6_01,,,,,1,,,1,100,1220001;1110512;1110504,
710642,object,강렬 4번 룬,2등급 강렬 4번 룬,,rune,rune_slot4_set6_02,,,,,2,,,1,400,1220002;1111112;1111104,
710643,object,강렬 4번 룬,3등급 강렬 4번 룬,,rune,rune_slot4_set6_03,,,,,3,,,1,800,1220003;1120512;1120504,
710644,object,강렬 4번 룬,4등급 강렬 4번 룬,,rune,rune_slot4_set6_04,,,,,4,,,1,1300,1220004;1121112;1121104,
710645,object,강렬 4번 룬,5등급 강렬 4번 룬,,rune,rune_slot4_set6_05,,,,,5,,,1,1700,1220005,
710646,object,강렬 4번 룬,6등급 강렬 4번 룬,,rune,rune_slot4_set6_06,,,,,6,,,1,2700,1220006,
710651,object,강렬 5번 룬,1등급 강렬 5번 룬,,rune,rune_slot5_set6_01,,,,,1,,,1,100,1220001;1110512;1110505,
710652,object,강렬 5번 룬,2등급 강렬 5번 룬,,rune,rune_slot5_set6_02,,,,,2,,,1,400,1220002;1111112;1111105,
710653,object,강렬 5번 룬,3등급 강렬 5번 룬,,rune,rune_slot5_set6_03,,,,,3,,,1,800,1220003;1120512;1120505,
710654,object,강렬 5번 룬,4등급 강렬 5번 룬,,rune,rune_slot5_set6_04,,,,,4,,,1,1300,1220004;1121112;1121105,
710655,object,강렬 5번 룬,5등급 강렬 5번 룬,,rune,rune_slot5_set6_05,,,,,5,,,1,1700,1220005,
710656,object,강렬 5번 룬,6등급 강렬 5번 룬,,rune,rune_slot5_set6_06,,,,,6,,,1,2700,1220006,
710661,object,강렬 6번 룬,1등급 강렬 6번 룬,,rune,rune_slot6_set6_01,,,,,1,,,1,100,1220001;1110512;1110506,
710662,object,강렬 6번 룬,2등급 강렬 6번 룬,,rune,rune_slot6_set6_02,,,,,2,,,1,400,1220002;1111112;1111106,
710663,object,강렬 6번 룬,3등급 강렬 6번 룬,,rune,rune_slot6_set6_03,,,,,3,,,1,800,1220003;1120512;1120506,
710664,object,강렬 6번 룬,4등급 강렬 6번 룬,,rune,rune_slot6_set6_04,,,,,4,,,1,1300,1220004;1121112;1121106,
710665,object,강렬 6번 룬,5등급 강렬 6번 룬,,rune,rune_slot6_set6_05,,,,,5,,,1,1700,1220005,
710666,object,강렬 6번 룬,6등급 강렬 6번 룬,,rune,rune_slot6_set6_06,,,,,6,,,1,2700,1220006,
710711,object,피해 1번 룬,1등급 피해 1번 룬,,rune,rune_slot1_set7_01,,,,,1,,,1,100,1220001;1110312;1110301,
710712,object,피해 1번 룬,2등급 피해 1번 룬,,rune,rune_slot1_set7_02,,,,,2,,,1,400,1220002;1110912;1110901,
710713,object,피해 1번 룬,3등급 피해 1번 룬,,rune,rune_slot1_set7_03,,,,,3,,,1,800,1220003;1120312;1120301,
710714,object,피해 1번 룬,4등급 피해 1번 룬,,rune,rune_slot1_set7_04,,,,,4,,,1,1300,1220004;1120912;1120901,
710715,object,피해 1번 룬,5등급 피해 1번 룬,,rune,rune_slot1_set7_05,,,,,5,,,1,1700,1220005,
710716,object,피해 1번 룬,6등급 피해 1번 룬,,rune,rune_slot1_set7_06,,,,,6,,,1,2700,1220006,
710721,object,피해 2번 룬,1등급 피해 2번 룬,,rune,rune_slot2_set7_01,,,,,1,,,1,100,1220001;1110312;1110302,
710722,object,피해 2번 룬,2등급 피해 2번 룬,,rune,rune_slot2_set7_02,,,,,2,,,1,400,1220002;1110912;1110902,
710723,object,피해 2번 룬,3등급 피해 2번 룬,,rune,rune_slot2_set7_03,,,,,3,,,1,800,1220003;1120312;1120302,
710724,object,피해 2번 룬,4등급 피해 2번 룬,,rune,rune_slot2_set7_04,,,,,4,,,1,1300,1220004;1120912;1120902,
710725,object,피해 2번 룬,5등급 피해 2번 룬,,rune,rune_slot2_set7_05,,,,,5,,,1,1700,1220005,
710726,object,피해 2번 룬,6등급 피해 2번 룬,,rune,rune_slot2_set7_06,,,,,6,,,1,2700,1220006,
710731,object,피해 3번 룬,1등급 피해 3번 룬,,rune,rune_slot3_set7_01,,,,,1,,,1,100,1220001;1110312;1110303,
710732,object,피해 3번 룬,2등급 피해 3번 룬,,rune,rune_slot3_set7_02,,,,,2,,,1,400,1220002;1110912;1110903,
710733,object,피해 3번 룬,3등급 피해 3번 룬,,rune,rune_slot3_set7_03,,,,,3,,,1,800,1220003;1120312;1120303,
710734,object,피해 3번 룬,4등급 피해 3번 룬,,rune,rune_slot3_set7_04,,,,,4,,,1,1300,1220004;1120912;1120903,
710735,object,피해 3번 룬,5등급 피해 3번 룬,,rune,rune_slot3_set7_05,,,,,5,,,1,1700,1220005,
710736,object,피해 3번 룬,6등급 피해 3번 룬,,rune,rune_slot3_set7_06,,,,,6,,,1,2700,1220006,
710741,object,피해 4번 룬,1등급 피해 4번 룬,,rune,rune_slot4_set7_01,,,,,1,,,1,100,1220001;1110312;1110304,
710742,object,피해 4번 룬,2등급 피해 4번 룬,,rune,rune_slot4_set7_02,,,,,2,,,1,400,1220002;1110912;1110904,
710743,object,피해 4번 룬,3등급 피해 4번 룬,,rune,rune_slot4_set7_03,,,,,3,,,1,800,1220003;1120312;1120304,
710744,object,피해 4번 룬,4등급 피해 4번 룬,,rune,rune_slot4_set7_04,,,,,4,,,1,1300,1220004;1120912;1120904,
710745,object,피해 4번 룬,5등급 피해 4번 룬,,rune,rune_slot4_set7_05,,,,,5,,,1,1700,1220005,
710746,object,피해 4번 룬,6등급 피해 4번 룬,,rune,rune_slot4_set7_06,,,,,6,,,1,2700,1220006,
710751,object,피해 5번 룬,1등급 피해 5번 룬,,rune,rune_slot5_set7_01,,,,,1,,,1,100,1220001;1110312;1110305,
710752,object,피해 5번 룬,2등급 피해 5번 룬,,rune,rune_slot5_set7_02,,,,,2,,,1,400,1220002;1110912;1110905,
710753,object,피해 5번 룬,3등급 피해 5번 룬,,rune,rune_slot5_set7_03,,,,,3,,,1,800,1220003;1120312;1120305,
710754,object,피해 5번 룬,4등급 피해 5번 룬,,rune,rune_slot5_set7_04,,,,,4,,,1,1300,1220004;1120912;1120905,
710755,object,피해 5번 룬,5등급 피해 5번 룬,,rune,rune_slot5_set7_05,,,,,5,,,1,1700,1220005,
710756,object,피해 5번 룬,6등급 피해 5번 룬,,rune,rune_slot5_set7_06,,,,,6,,,1,2700,1220006,
710761,object,피해 6번 룬,1등급 피해 6번 룬,,rune,rune_slot6_set7_01,,,,,1,,,1,100,1220001;1110312;1110306,
710762,object,피해 6번 룬,2등급 피해 6번 룬,,rune,rune_slot6_set7_02,,,,,2,,,1,400,1220002;1110912;1110906,
710763,object,피해 6번 룬,3등급 피해 6번 룬,,rune,rune_slot6_set7_03,,,,,3,,,1,800,1220003;1120312;1120306,
710764,object,피해 6번 룬,4등급 피해 6번 룬,,rune,rune_slot6_set7_04,,,,,4,,,1,1300,1220004;1120912;1120906,
710765,object,피해 6번 룬,5등급 피해 6번 룬,,rune,rune_slot6_set7_05,,,,,5,,,1,1700,1220005,
710766,object,피해 6번 룬,6등급 피해 6번 룬,,rune,rune_slot6_set7_06,,,,,6,,,1,2700,1220006,
710811,object,쾌속 1번 룬,1등급 쾌속 1번 룬,,rune,rune_slot1_set8_01,,,,,1,,,1,100,1220001;1110412;1110401,
710812,object,쾌속 1번 룬,2등급 쾌속 1번 룬,,rune,rune_slot1_set8_02,,,,,2,,,1,400,1220002;1111012;1111001,
710813,object,쾌속 1번 룬,3등급 쾌속 1번 룬,,rune,rune_slot1_set8_03,,,,,3,,,1,800,1220003;1120412;1120401,
710814,object,쾌속 1번 룬,4등급 쾌속 1번 룬,,rune,rune_slot1_set8_04,,,,,4,,,1,1300,1220004;1121012;1121001,
710815,object,쾌속 1번 룬,5등급 쾌속 1번 룬,,rune,rune_slot1_set8_05,,,,,5,,,1,1700,1220005,
710816,object,쾌속 1번 룬,6등급 쾌속 1번 룬,,rune,rune_slot1_set8_06,,,,,6,,,1,2700,1220006,
710821,object,쾌속 2번 룬,1등급 쾌속 2번 룬,,rune,rune_slot2_set8_01,,,,,1,,,1,100,1220001;1110412;1110402,
710822,object,쾌속 2번 룬,2등급 쾌속 2번 룬,,rune,rune_slot2_set8_02,,,,,2,,,1,400,1220002;1111012;1111002,
710823,object,쾌속 2번 룬,3등급 쾌속 2번 룬,,rune,rune_slot2_set8_03,,,,,3,,,1,800,1220003;1120412;1120402,
710824,object,쾌속 2번 룬,4등급 쾌속 2번 룬,,rune,rune_slot2_set8_04,,,,,4,,,1,1300,1220004;1121012;1121002,
710825,object,쾌속 2번 룬,5등급 쾌속 2번 룬,,rune,rune_slot2_set8_05,,,,,5,,,1,1700,1220005,
710826,object,쾌속 2번 룬,6등급 쾌속 2번 룬,,rune,rune_slot2_set8_06,,,,,6,,,1,2700,1220006,
710831,object,쾌속 3번 룬,1등급 쾌속 3번 룬,,rune,rune_slot3_set8_01,,,,,1,,,1,100,1220001;1110412;1110403,
710832,object,쾌속 3번 룬,2등급 쾌속 3번 룬,,rune,rune_slot3_set8_02,,,,,2,,,1,400,1220002;1111012;1111003,
710833,object,쾌속 3번 룬,3등급 쾌속 3번 룬,,rune,rune_slot3_set8_03,,,,,3,,,1,800,1220003;1120412;1120403,
710834,object,쾌속 3번 룬,4등급 쾌속 3번 룬,,rune,rune_slot3_set8_04,,,,,4,,,1,1300,1220004;1121012;1121003,
710835,object,쾌속 3번 룬,5등급 쾌속 3번 룬,,rune,rune_slot3_set8_05,,,,,5,,,1,1700,1220005,
710836,object,쾌속 3번 룬,6등급 쾌속 3번 룬,,rune,rune_slot3_set8_06,,,,,6,,,1,2700,1220006,
710841,object,쾌속 4번 룬,1등급 쾌속 4번 룬,,rune,rune_slot4_set8_01,,,,,1,,,1,100,1220001;1110412;1110404,
710842,object,쾌속 4번 룬,2등급 쾌속 4번 룬,,rune,rune_slot4_set8_02,,,,,2,,,1,400,1220002;1111012;1111004,
710843,object,쾌속 4번 룬,3등급 쾌속 4번 룬,,rune,rune_slot4_set8_03,,,,,3,,,1,800,1220003;1120412;1120404,
710844,object,쾌속 4번 룬,4등급 쾌속 4번 룬,,rune,rune_slot4_set8_04,,,,,4,,,1,1300,1220004;1121012;1121004,
710845,object,쾌속 4번 룬,5등급 쾌속 4번 룬,,rune,rune_slot4_set8_05,,,,,5,,,1,1700,1220005,
710846,object,쾌속 4번 룬,6등급 쾌속 4번 룬,,rune,rune_slot4_set8_06,,,,,6,,,1,2700,1220006,
710851,object,쾌속 5번 룬,1등급 쾌속 5번 룬,,rune,rune_slot5_set8_01,,,,,1,,,1,100,1220001;1110412;1110405,
710852,object,쾌속 5번 룬,2등급 쾌속 5번 룬,,rune,rune_slot5_set8_02,,,,,2,,,1,400,1220002;1111012;1111005,
710853,object,쾌속 5번 룬,3등급 쾌속 5번 룬,,rune,rune_slot5_set8_03,,,,,3,,,1,800,1220003;1120412;1120405,
710854,object,쾌속 5번 룬,4등급 쾌속 5번 룬,,rune,rune_slot5_set8_04,,,,,4,,,1,1300,1220004;1121012;1121005,
710855,object,쾌속 5번 룬,5등급 쾌속 5번 룬,,rune,rune_slot5_set8_05,,,,,5,,,1,1700,1220005,
710856,object,쾌속 5번 룬,6등급 쾌속 5번 룬,,rune,rune_slot5_set8_06,,,,,6,,,1,2700,1220006,
710861,object,쾌속 6번 룬,1등급 쾌속 6번 룬,,rune,rune_slot6_set8_01,,,,,1,,,1,100,1220001;1110412;1110406,
710862,object,쾌속 6번 룬,2등급 쾌속 6번 룬,,rune,rune_slot6_set8_02,,,,,2,,,1,400,1220002;1111012;1111006,
710863,object,쾌속 6번 룬,3등급 쾌속 6번 룬,,rune,rune_slot6_set8_03,,,,,3,,,1,800,1220003;1120412;1120406,
710864,object,쾌속 6번 룬,4등급 쾌속 6번 룬,,rune,rune_slot6_set8_04,,,,,4,,,1,1300,1220004;1121012;1121006,
710865,object,쾌속 6번 룬,5등급 쾌속 6번 룬,,rune,rune_slot6_set8_05,,,,,5,,,1,1700,1220005,
710866,object,쾌속 6번 룬,6등급 쾌속 6번 룬,,rune,rune_slot6_set8_06,,,,,6,,,1,2700,1220006,
720111,object,1등급 체력 룬,모든 슬롯의 1등급 체력 룬이 드랍됩니다,,rand,rune_rand1_set1_01,,,,,1,,,1,1000,,
720121,object,"1등급 1,2,3번 체력 룬","1등급 1,2,3번 체력 룬이 드랍됩니다.",,rand,rune_rand1_set1_02,,,,,1,,,1,1000,,
720131,object,"1등급 4,5,6번 체력 룬","1등급 4,5,6번 체력 룬이 드랍됩니다.",,rand,rune_rand1_set1_03,,,,,1,,,1,1000,,
720211,object,1등급 기회 룬,모든 슬롯의 1등급 기회 룬이 드랍됩니다,,rand,rune_rand1_set2_01,,,,,1,,,1,1000,,
720221,object,"1등급 1,2,3번 기회 룬","1등급 1,2,3번 기회 룬이 드랍됩니다.",,rand,rune_rand1_set2_02,,,,,1,,,1,1000,,
720231,object,"1등급 4,5,6번 기회 룬","1등급 4,5,6번 기회 룬이 드랍됩니다.",,rand,rune_rand1_set2_03,,,,,1,,,1,1000,,
720711,object,1등급 피해 룬,모든 슬롯의 1등급 피해 룬이 드랍됩니다,,rand,rune_rand1_set7_01,,,,,1,,,1,1000,,
720721,object,"1등급 1,2,3번 피해 룬","1등급 1,2,3번 피해 룬이 드랍됩니다.",,rand,rune_rand1_set7_02,,,,,1,,,1,1000,,
720731,object,"1등급 4,5,6번 피해 룬","1등급 4,5,6번 피해 룬이 드랍됩니다.",,rand,rune_rand1_set7_03,,,,,1,,,1,1000,,
720311,object,1등급 적중 룬,모든 슬롯의 1등급 적중 룬이 드랍됩니다,,rand,rune_rand1_set8_01,,,,,1,,,1,1000,,
720321,object,"1등급 1,2,3번 적중 룬","1등급 1,2,3번 적중 룬이 드랍됩니다.",,rand,rune_rand1_set8_02,,,,,1,,,1,1000,,
720331,object,"1등급 4,5,6번 적중 룬","1등급 4,5,6번 적중 룬이 드랍됩니다.",,rand,rune_rand1_set8_03,,,,,1,,,1,1000,,
720611,object,1등급 강렬 룬,모든 슬롯의 1등급 강렬 룬이 드랍됩니다,,rand,rune_rand1_set6_01,,,,,1,,,1,1000,,
720621,object,"1등급 1,2,3번 강렬 룬","1등급 1,2,3번 강렬 룬이 드랍됩니다.",,rand,rune_rand1_set6_02,,,,,1,,,1,1000,,
720631,object,"1등급 4,5,6번 강렬 룬","1등급 4,5,6번 강렬 룬이 드랍됩니다.",,rand,rune_rand1_set6_03,,,,,1,,,1,1000,,
720411,object,1등급 견고 룬,모든 슬롯의 1등급 견고 룬이 드랍됩니다,,rand,rune_rand1_set4_01,,,,,1,,,1,1000,,
720421,object,"1등급 1,2,3번 견고 룬","1등급 1,2,3번 견고 룬이 드랍됩니다.",,rand,rune_rand1_set4_02,,,,,1,,,1,1000,,
720431,object,"1등급 4,5,6번 견고 룬","1등급 4,5,6번 견고 룬이 드랍됩니다.",,rand,rune_rand1_set4_03,,,,,1,,,1,1000,,
720112,object,2등급 체력 룬,모든 슬롯의 2등급 체력 룬이 드랍됩니다,,rand,rune_rand2_set1_01,,,,,2,,,1,1000,,
720122,object,"2등급 1,2,3번 체력 룬","2등급 1,2,3번 체력 룬이 드랍됩니다.",,rand,rune_rand2_set1_02,,,,,2,,,1,1000,,
720132,object,"2등급 4,5,6번 체력 룬","2등급 4,5,6번 체력 룬이 드랍됩니다.",,rand,rune_rand2_set1_03,,,,,2,,,1,1000,,
720212,object,2등급 기회 룬,모든 슬롯의 2등급 기회 룬이 드랍됩니다,,rand,rune_rand2_set2_01,,,,,2,,,1,1000,,
720222,object,"2등급 1,2,3번 기회 룬","2등급 1,2,3번 기회 룬이 드랍됩니다.",,rand,rune_rand2_set2_02,,,,,2,,,1,1000,,
720232,object,"2등급 4,5,6번 기회 룬","2등급 4,5,6번 기회 룬이 드랍됩니다.",,rand,rune_rand2_set2_03,,,,,2,,,1,1000,,
720712,object,2등급 피해 룬,모든 슬롯의 2등급 피해 룬이 드랍됩니다,,rand,rune_rand2_set7_01,,,,,2,,,1,1000,,
720722,object,"2등급 1,2,3번 피해 룬","2등급 1,2,3번 피해 룬이 드랍됩니다.",,rand,rune_rand2_set7_02,,,,,2,,,1,1000,,
720732,object,"2등급 4,5,6번 피해 룬","2등급 4,5,6번 피해 룬이 드랍됩니다.",,rand,rune_rand2_set7_03,,,,,2,,,1,1000,,
720312,object,2등급 적중 룬,모든 슬롯의 2등급 적중 룬이 드랍됩니다,,rand,rune_rand2_set8_01,,,,,2,,,1,1000,,
720322,object,"2등급 1,2,3번 적중 룬","2등급 1,2,3번 적중 룬이 드랍됩니다.",,rand,rune_rand2_set8_02,,,,,2,,,1,1000,,
720332,object,"2등급 4,5,6번 적중 룬","2등급 4,5,6번 적중 룬이 드랍됩니다.",,rand,rune_rand2_set8_03,,,,,2,,,1,1000,,
720612,object,2등급 강렬 룬,모든 슬롯의 2등급 강렬 룬이 드랍됩니다,,rand,rune_rand2_set6_01,,,,,2,,,1,1000,,
720622,object,"2등급 1,2,3번 강렬 룬","2등급 1,2,3번 강렬 룬이 드랍됩니다.",,rand,rune_rand2_set6_02,,,,,2,,,1,1000,,
720632,object,"2등급 4,5,6번 강렬 룬","2등급 4,5,6번 강렬 룬이 드랍됩니다.",,rand,rune_rand2_set6_03,,,,,2,,,1,1000,,
720412,object,2등급 견고 룬,모든 슬롯의 2등급 견고 룬이 드랍됩니다,,rand,rune_rand2_set4_01,,,,,2,,,1,1000,,
720422,object,"2등급 1,2,3번 견고 룬","2등급 1,2,3번 견고 룬이 드랍됩니다.",,rand,rune_rand2_set4_02,,,,,2,,,1,1000,,
720432,object,"2등급 4,5,6번 견고 룬","2등급 4,5,6번 견고 룬이 드랍됩니다.",,rand,rune_rand2_set4_03,,,,,2,,,1,1000,,
720113,object,3등급 체력 룬,모든 슬롯의 3등급 체력 룬이 드랍됩니다,,rand,rune_rand3_set1_01,,,,,3,,,1,1000,,
720123,object,"3등급 1,2,3번 체력 룬","3등급 1,2,3번 체력 룬이 드랍됩니다.",,rand,rune_rand3_set1_02,,,,,3,,,1,1000,,
720133,object,"3등급 4,5,6번 체력 룬","3등급 4,5,6번 체력 룬이 드랍됩니다.",,rand,rune_rand3_set1_03,,,,,3,,,1,1000,,
720213,object,3등급 기회 룬,모든 슬롯의 3등급 기회 룬이 드랍됩니다,,rand,rune_rand3_set2_01,,,,,3,,,1,1000,,
720223,object,"3등급 1,2,3번 기회 룬","3등급 1,2,3번 기회 룬이 드랍됩니다.",,rand,rune_rand3_set2_02,,,,,3,,,1,1000,,
720233,object,"3등급 4,5,6번 기회 룬","3등급 4,5,6번 기회 룬이 드랍됩니다.",,rand,rune_rand3_set2_03,,,,,3,,,1,1000,,
720713,object,3등급 피해 룬,모든 슬롯의 3등급 피해 룬이 드랍됩니다,,rand,rune_rand3_set7_01,,,,,3,,,1,1000,,
720723,object,"3등급 1,2,3번 피해 룬","3등급 1,2,3번 피해 룬이 드랍됩니다.",,rand,rune_rand3_set7_02,,,,,3,,,1,1000,,
720733,object,"3등급 4,5,6번 피해 룬","3등급 4,5,6번 피해 룬이 드랍됩니다.",,rand,rune_rand3_set7_03,,,,,3,,,1,1000,,
720313,object,3등급 적중 룬,모든 슬롯의 3등급 적중 룬이 드랍됩니다,,rand,rune_rand3_set8_01,,,,,3,,,1,1000,,
720323,object,"3등급 1,2,3번 적중 룬","3등급 1,2,3번 적중 룬이 드랍됩니다.",,rand,rune_rand3_set8_02,,,,,3,,,1,1000,,
720333,object,"3등급 4,5,6번 적중 룬","3등급 4,5,6번 적중 룬이 드랍됩니다.",,rand,rune_rand3_set8_03,,,,,3,,,1,1000,,
720613,object,3등급 강렬 룬,모든 슬롯의 3등급 강렬 룬이 드랍됩니다,,rand,rune_rand3_set6_01,,,,,3,,,1,1000,,
720623,object,"3등급 1,2,3번 강렬 룬","3등급 1,2,3번 강렬 룬이 드랍됩니다.",,rand,rune_rand3_set6_02,,,,,3,,,1,1000,,
720633,object,"3등급 4,5,6번 강렬 룬","3등급 4,5,6번 강렬 룬이 드랍됩니다.",,rand,rune_rand3_set6_03,,,,,3,,,1,1000,,
720413,object,3등급 견고 룬,모든 슬롯의 3등급 견고 룬이 드랍됩니다,,rand,rune_rand3_set4_01,,,,,3,,,1,1000,,
720423,object,"3등급 1,2,3번 견고 룬","3등급 1,2,3번 견고 룬이 드랍됩니다.",,rand,rune_rand3_set4_02,,,,,3,,,1,1000,,
720433,object,"3등급 4,5,6번 견고 룬","3등급 4,5,6번 견고 룬이 드랍됩니다.",,rand,rune_rand3_set4_03,,,,,3,,,1,1000,,
720114,object,4등급 체력 룬,모든 슬롯의 4등급 체력 룬이 드랍됩니다,,rand,rune_rand4_set1_01,,,,,4,,,1,1000,,
720124,object,"4등급 1,2,3번 체력 룬","4등급 1,2,3번 체력 룬이 드랍됩니다.",,rand,rune_rand4_set1_02,,,,,4,,,1,1000,,
720134,object,"4등급 4,5,6번 체력 룬","4등급 4,5,6번 체력 룬이 드랍됩니다.",,rand,rune_rand4_set1_03,,,,,4,,,1,1000,,
720214,object,4등급 기회 룬,모든 슬롯의 4등급 기회 룬이 드랍됩니다,,rand,rune_rand4_set2_01,,,,,4,,,1,1000,,
720224,object,"4등급 1,2,3번 기회 룬","4등급 1,2,3번 기회 룬이 드랍됩니다.",,rand,rune_rand4_set2_02,,,,,4,,,1,1000,,
720234,object,"4등급 4,5,6번 기회 룬","4등급 4,5,6번 기회 룬이 드랍됩니다.",,rand,rune_rand4_set2_03,,,,,4,,,1,1000,,
720714,object,4등급 피해 룬,모든 슬롯의 4등급 피해 룬이 드랍됩니다,,rand,rune_rand4_set7_01,,,,,4,,,1,1000,,
720724,object,"4등급 1,2,3번 피해 룬","4등급 1,2,3번 피해 룬이 드랍됩니다.",,rand,rune_rand4_set7_02,,,,,4,,,1,1000,,
720734,object,"4등급 4,5,6번 피해 룬","4등급 4,5,6번 피해 룬이 드랍됩니다.",,rand,rune_rand4_set7_03,,,,,4,,,1,1000,,
720314,object,4등급 적중 룬,모든 슬롯의 4등급 적중 룬이 드랍됩니다,,rand,rune_rand4_set8_01,,,,,4,,,1,1000,,
720324,object,"4등급 1,2,3번 적중 룬","4등급 1,2,3번 적중 룬이 드랍됩니다.",,rand,rune_rand4_set8_02,,,,,4,,,1,1000,,
720334,object,"4등급 4,5,6번 적중 룬","4등급 4,5,6번 적중 룬이 드랍됩니다.",,rand,rune_rand4_set8_03,,,,,4,,,1,1000,,
720614,object,4등급 강렬 룬,모든 슬롯의 4등급 강렬 룬이 드랍됩니다,,rand,rune_rand4_set6_01,,,,,4,,,1,1000,,
720624,object,"4등급 1,2,3번 강렬 룬","4등급 1,2,3번 강렬 룬이 드랍됩니다.",,rand,rune_rand4_set6_02,,,,,4,,,1,1000,,
720634,object,"4등급 4,5,6번 강렬 룬","4등급 4,5,6번 강렬 룬이 드랍됩니다.",,rand,rune_rand4_set6_03,,,,,4,,,1,1000,,
720414,object,4등급 견고 룬,모든 슬롯의 4등급 견고 룬이 드랍됩니다,,rand,rune_rand4_set4_01,,,,,4,,,1,1000,,
720424,object,"4등급 1,2,3번 견고 룬","4등급 1,2,3번 견고 룬이 드랍됩니다.",,rand,rune_rand4_set4_02,,,,,4,,,1,1000,,
720434,object,"4등급 4,5,6번 견고 룬","4등급 4,5,6번 견고 룬이 드랍됩니다.",,rand,rune_rand4_set4_03,,,,,4,,,1,1000,,
720011,object,1등급 룬,모든 세트의 1등급 룬이 드랍됩니다.,res/ui/icon/rune/rune_all_01.png,rand,rune_rand_01,,,,,1,,,1,1000,,
720012,object,2등급 룬,모든 세트의 2등급 룬이 드랍됩니다.,res/ui/icon/rune/rune_all_02.png,rand,rune_rand_02,,,,,2,,,1,1000,,
