list_id,r_shop_num,ui_priority,tab_category,product_id,r_price,r_product,dependency,start_date,end_date,week_filter
1900122,90,120,package,123311,55000,만우절 패키지,,2022-04-01 00:00:00,2022-04-11 00:00:00,
1900123,90,120,package,123312,110000,만우절 패키지,,2022-04-01 00:00:00,2022-04-11 00:00:00,
1900124,90,120,package,122401,5500,바이델 축제 패키지,122402,2022-04-29 00:00:00,2022-05-09 00:00:00,
1900125,90,120,package,122402,55000,바이델 축제 패키지,,2022-04-29 00:00:00,2022-05-09 00:00:00,
1900126,90,120,package,123003,33000,바이델 축제 기념 대박기원 알 패키지,,2022-04-29 00:00:00,2022-05-04 00:00:00,
1900127,90,120,package,123004,110000,바이델 축제 기념 대박기원 알 패키지,,2022-04-29 00:00:00,2022-05-04 00:00:00,
1900128,90,5,pass,121701,33000,육성 패스,,2022-05-12 00:00:00,2022-05-15 00:00:00,
1900129,90,5,pass,121702,55000,고급 육성 패스,,2022-05-12 00:00:00,2022-05-15 00:00:00,
1900130,90,129,package,90170,33000,한정 진화 패키지(땅),,2022-05-30 00:00:00,2022-06-13 00:00:00,
1900131,90,129,package,90171,33000,한정 진화 패키지(물),,2022-05-30 00:00:00,2022-06-13 00:00:00,
1900132,90,129,package,90172,33000,한정 진화 패키지(불),,2022-05-30 00:00:00,2022-06-13 00:00:00,
1900133,90,129,package,90173,33000,한정 진화 패키지(빛),,2022-05-30 00:00:00,2022-06-13 00:00:00,
1900134,90,129,package,90174,33000,한정 진화 패키지(어둠),,2022-05-30 00:00:00,2022-06-13 00:00:00,
1900135,90,121,etc,120208,5500,초보자 혜택 선물,,,,
1900136,90,122,etc,120209,11000,초보자 고급 선물,,,,
1900137,90,123,etc,120210,33000,초보자 호화 선물,,,,
1900138,90,124,etc,120206,110000,초보자 특급 선물,,,,
1900139,90,120,package,123003,33000,글로벌 서버 오픈 기념 대박기원 알 패키지,,2022-06-01 00:00:00,2022-06-04 00:00:00,
1900140,90,120,package,123004,110000,글로벌 서버 오픈 기념 대박기원 알 패키지,,2022-06-01 00:00:00,2022-06-04 00:00:00,
1900141,90,130,package,123401,5500,구글 피처드 선정 기념 패키지,,2022-06-04 00:00:00,2022-06-16 00:00:00,
1900142,90,131,package,123402,33000,구글 피처드 선정 기념 패키지,,2022-06-04 00:00:00,2022-06-16 00:00:00,
1900143,90,132,package,123403,110000,구글 피처드 선정 기념 패키지,,2022-06-04 00:00:00,2022-06-16 00:00:00,
1900144,90,120,package,123003,33000,신화기원 알 패키지,,2022-07-27 00:00:00,2022-08-04 00:00:00,
1900145,90,120,package,123004,110000,신화기원 알 패키지,,2022-07-27 00:00:00,2022-08-04 00:00:00,
