day,r_date,r_day,start_date,end_date,hidden_open_date,noti,r_start,r_end,r_1번 드래곤,r_2번 드래곤,r_3번 드래곤,r_1번 드래곤,r_2번 드래곤,r_3번 드래곤,r_확률업_1,r_확률업_2,first_1,first_2,first_3,second_1,second_2,second_3,chance_up_1,chance_up_1_pos,chance_up_2,chance_up_2_pos,t_first_name,t_second_name,badge_first,badge_second,badge_first_1,badge_first_2,badge_first_3,badge_second_1,badge_second_2,badge_second_3
20211120,2021/11/20,토,2021-11-11 0:00:00,2021-11-25 0:00:00,20211119,global_anniversary,0,0,빛 타나토스,절대적인 전설의 알,빛나는 전설의 알,초월의 알,고대의 알,고대의 알,,,771474,703025,703001,703003,703019,703019,,-10;10;0.7,,0;0;1,이벤트,,,,event,event,event,,,
20211121,2021/11/21,일,2021-11-11 0:00:00,2021-11-25 0:00:00,20211119,global_anniversary,0,0,빛 타나토스,절대적인 전설의 알,빛나는 전설의 알,초월의 알,고대의 알,고대의 알,,,771474,703025,703001,703003,703019,703019,,-10;10;0.7,,0;0;1,이벤트,,,,event,event,event,,,
20211122,2021/11/22,월,2021-11-11 0:00:00,2021-11-25 0:00:00,,,0,0,어둠 게일드래곤,어둠 게일드래곤,어둠 게일드래곤,물 원더드래곤,불 미스틱티니,어둠 페어리드래곤,,,771045,771045,771045,770392,771173,770115,,-10;10;0.7,,0;0;1,게일드래곤,,,,,,,,,
20211123,2021/11/23,화,2021-11-11 0:00:00,2021-11-25 0:00:00,,,0,0,빛 멜로우드래곤,빛 멜로우드래곤,빛 멜로우드래곤,빛 삐에로드래곤,빛 미스틱티니,빛 순둥곤,,,771024,771024,771024,770304,771174,770534,,-10;10;0.7,,0;0;1,멜로우드래곤,,,,,,,,,
20211124,2021/11/24,수,2021-11-11 0:00:00,2021-11-25 0:00:00,,,0,0,빛 멜로우드래곤,빛 멜로우드래곤,빛 멜로우드래곤,빛 삐에로드래곤,빛 미스틱티니,빛 순둥곤,,,771024,771024,771024,770304,771174,770534,,-10;10;0.7,,0;0;1,멜로우드래곤,,,,,,,,,
20211125,2021/11/25,목,2021-11-11 0:00:00,2021-12-09 0:00:00,,,0,14,어둠 일란,어둠 일란,어둠 일란,물 오르페우스,어둠 오르페우스,불 오르페우스,,,771415,771415,771415,770042,770045,770043,,-10;10;0.7,,0;0;1,일란,,,,,,,,,
20211126,2021/11/26,금,2021-11-11 0:00:00,2021-12-09 0:00:00,,,0,0,어둠 일란,어둠 일란,어둠 일란,물 오르페우스,어둠 오르페우스,불 오르페우스,,,771415,771415,771415,770042,770045,770043,,-10;10;0.7,,0;0;1,일란,,,,,,,,,
20211127,2021/11/27,토,2021-11-25 0:00:00,2021-12-09 0:00:00,,,14,0,빛 합라,빛 합라,빛 합라,빛 에일리언드래곤,물 파이거,불 파라오드래곤,,,771654,771654,771654,770174,770242,770313,,-10;10;0.7,,0;0;1,합라,,,,,,,,,
20211128,2021/11/28,일,2021-11-25 0:00:00,2021-12-09 0:00:00,,,0,0,빛 합라,빛 합라,빛 합라,빛 에일리언드래곤,물 파이거,불 파라오드래곤,,,771654,771654,771654,770174,770242,770313,,-10;10;0.7,,0;0;1,합라,,,,,,,,,
20211129,2021/11/29,월,2021-11-25 0:00:00,2021-12-09 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설의 알,,,,,,,,,
20211130,2021/11/30,화,2021-11-25 0:00:00,2021-12-09 0:00:00,,,0,0,어둠 포포모,어둠 포포모,어둠 포포모,물 원더드래곤,빛 베네지드래곤,땅 허리케인,,,771575,771575,771575,770392,770634,770201,,-10;10;0.7,,0;0;1,포포모,,,,,,,,,
20211201,2021/12/01,수,2021-11-25 0:00:00,2021-12-09 0:00:00,,,0,0,어둠 포포모,어둠 포포모,어둠 포포모,물 원더드래곤,빛 베네지드래곤,땅 허리케인,,,771575,771575,771575,770392,770634,770201,,-10;10;0.7,,0;0;1,포포모,,,,,,,,,
20211202,2021/12/02,목,2021-11-25 0:00:00,2021-12-09 0:00:00,,,0,0,빛 오르도,빛 오르도,빛 오르도,물 미스틱티니,불 고디움,어둠 뱃도치드래곤,,,771624,771624,771624,771172,770593,771115,,-10;10;0.7,,0;0;1,오르도,,,,,,,,,
20211203,2021/12/03,금,2021-11-25 0:00:00,2021-12-09 0:00:00,,,0,0,빛 오르도,빛 오르도,빛 오르도,물 미스틱티니,불 고디움,어둠 뱃도치드래곤,,,771624,771624,771624,771172,770593,771115,,-10;10;0.7,,0;0;1,오르도,,,,,,,,,
20211204,2021/12/04,토,2021-11-25 0:00:00,2021-12-09 0:00:00,,,0,0,어둠 블랙아머,어둠 블랙아머,어둠 블랙아머,어둠 블랙찡또,빛 블랙찡또,물 블랙찡또,,,770685,770685,770685,770585,770584,770582,,-10;10;0.7,,0;0;1,블랙아머,,,,,,,,,
20211205,2021/12/05,일,2021-11-25 0:00:00,2021-12-09 0:00:00,,,0,0,어둠 블랙아머,어둠 블랙아머,어둠 블랙아머,어둠 블랙찡또,빛 블랙찡또,물 블랙찡또,,,770685,770685,770685,770585,770584,770582,,-10;10;0.7,,0;0;1,블랙아머,,,,,,,,,
20211206,2021/12/06,월,2021-11-25 0:00:00,2021-12-09 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설의 알,,,,,,,,,
20211207,2021/12/07,화,2021-11-25 0:00:00,2021-12-09 0:00:00,,,0,0,빛 틸키,빛 틸키,빛 틸키,어둠 오르페우스,불 오르페우스,물 오르페우스,,,771504,771504,771504,770045,770043,770042,,-10;10;0.7,,0;0;1,틸키,,,,,,,,,
20211208,2021/12/08,수,2021-11-25 0:00:00,2021-12-09 0:00:00,,,0,0,빛 틸키,빛 틸키,빛 틸키,어둠 오르페우스,불 오르페우스,물 오르페우스,,,771504,771504,771504,770045,770043,770042,,-10;10;0.7,,0;0;1,틸키,,,,,,,,,
20211209,2021/12/09,목,2021-11-25 0:00:00,2021-12-23 0:00:00,,,0,14,어둠 다크베인,어둠 다크베인,어둠 다크베인,빛 페어리드래곤,빛 스트라,빛 베네지드래곤,,,771105,771105,771105,770114,771534,770634,,-10;10;0.7,,0;0;1,다크베인,,,,,,,,,
20211210,2021/12/10,금,2021-11-25 0:00:00,2021-12-23 0:00:00,,,0,0,어둠 다크베인,어둠 다크베인,어둠 다크베인,빛 페어리드래곤,빛 스트라,빛 베네지드래곤,,,771105,771105,771105,770114,771534,770634,,-10;10;0.7,,0;0;1,다크베인,,,,,,,,,
20211211,2021/12/11,토,2021-12-09 0:00:00,2021-12-23 0:00:00,,,14,0,빛 프로스티,빛 프로스티,빛 프로스티,불 가루다,물 가루다,어둠 가루다,,,771134,771134,771134,770213,770212,770215,,-10;10;0.7,,0;0;1,프로스티,,,,,,,,,
20211212,2021/12/12,일,2021-12-09 0:00:00,2021-12-23 0:00:00,,,0,0,빛 프로스티,빛 프로스티,빛 프로스티,불 가루다,물 가루다,어둠 가루다,,,771134,771134,771134,770213,770212,770215,,-10;10;0.7,,0;0;1,프로스티,,,,,,,,,
20211213,2021/12/13,월,2021-12-09 0:00:00,2021-12-23 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설의 알,,,,,,,,,
20211214,2021/12/14,화,2021-12-09 0:00:00,2021-12-23 0:00:00,,,0,0,어둠 큐피트,어둠 큐피트,어둠 큐피트,불 허리케인,불 원더드래곤,불 사이커드래곤,,,770725,770725,770725,770203,770393,770123,,-10;10;0.7,,0;0;1,큐피트,,,,,,,,,
20211215,2021/12/15,수,2021-12-09 0:00:00,2021-12-23 0:00:00,,,0,0,어둠 큐피트,어둠 큐피트,어둠 큐피트,불 허리케인,불 원더드래곤,불 사이커드래곤,,,770725,770725,770725,770203,770393,770123,,-10;10;0.7,,0;0;1,큐피트,,,,,,,,,
20211216,2021/12/16,목,2021-12-09 0:00:00,2021-12-23 0:00:00,,,0,0,빛 코스모,빛 코스모,빛 코스모,물 수라드래곤,땅 수라드래곤,어둠 수라드래곤,,,771484,771484,771484,770422,770421,770425,,-10;10;0.7,,0;0;1,코스모,,,,,,,,,
20211217,2021/12/17,금,2021-12-09 0:00:00,2021-12-23 0:00:00,,,0,0,빛 코스모,빛 코스모,빛 코스모,물 수라드래곤,땅 수라드래곤,어둠 수라드래곤,,,771484,771484,771484,770422,770421,770425,,-10;10;0.7,,0;0;1,코스모,,,,,,,,,
20211218,2021/12/18,토,2021-12-09 0:00:00,2021-12-23 0:00:00,,,0,0,어둠 파티드래곤,어둠 파티드래곤,어둠 파티드래곤,어둠 원더드래곤,땅 삐에로드래곤,물 오르페우스,,,770755,770755,770755,770395,770301,770042,,-10;10;0.7,,0;0;1,파티드래곤,,,,,,,,,
20211219,2021/12/19,일,2021-12-09 0:00:00,2021-12-23 0:00:00,,,0,0,어둠 파티드래곤,어둠 파티드래곤,어둠 파티드래곤,어둠 원더드래곤,땅 삐에로드래곤,물 오르페우스,,,770755,770755,770755,770395,770301,770042,,-10;10;0.7,,0;0;1,파티드래곤,,,,,,,,,
20211220,2021/12/20,월,2021-12-09 0:00:00,2021-12-23 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설의 알,,,,,,,,,
20211221,2021/12/21,화,2021-12-09 0:00:00,2021-12-23 0:00:00,,,0,0,빛 트로페우스,빛 트로페우스,빛 트로페우스,물 페어리드래곤,물 미스틱티니,물 오르페우스,,,771164,771164,771164,770112,771172,770042,,-10;10;0.7,,0;0;1,트로페우스,,,,,,,,,
20211222,2021/12/22,수,2021-12-09 0:00:00,2021-12-23 0:00:00,,,0,0,빛 트로페우스,빛 트로페우스,빛 트로페우스,물 페어리드래곤,물 미스틱티니,물 오르페우스,,,771164,771164,771164,770112,771172,770042,,-10;10;0.7,,0;0;1,트로페우스,,,,,,,,,
20211223,2021/12/23,목,2021-12-09 0:00:00,2022-01-06 0:00:00,,,0,14,어둠 틸키,어둠 틸키,어둠 틸키,불 허리케인,불 원더드래곤,불 사이커드래곤,,,771505,771505,771505,770203,770393,770123,,-10;10;0.7,,0;0;1,틸키,,,,,,,,,
20211224,2021/12/24,금,2021-12-23 0:00:00,2022-01-06 0:00:00,20211223,global_anniversary,14,0,어둠 마누스,절대적인 전설의 알,빛나는 전설의 알,크리마용의 알,크리마용의 알,크리마용의 알,,,771065,703025,703001,703026,703026,703026,,-10;10;0.7,,0;0;1,이벤트,,,,event,event,event,,,
20211225,2021/12/25,토,2021-12-23 0:00:00,2022-01-06 0:00:00,20211223,global_anniversary,0,0,어둠 마누스,절대적인 전설의 알,빛나는 전설의 알,크리마용의 알,크리마용의 알,크리마용의 알,,,771065,703025,703001,703026,703026,703026,,-10;10;0.7,,0;0;1,이벤트,,,,event,event,event,,,
20211226,2021/12/26,일,2021-12-23 0:00:00,2022-01-06 0:00:00,,,0,0,빛 다르누스,빛 다르누스,빛 다르누스,어둠 오르페우스,불 오르페우스,물 오르페우스,,,771714,771714,771714,770045,770043,770042,,-10;10;0.7,,0;0;1,다르누스,,,,,,,,,
20211227,2021/12/27,월,2021-12-23 0:00:00,2022-01-06 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설의 알,,,,,,,,,
20211228,2021/12/28,화,2021-12-23 0:00:00,2022-01-06 0:00:00,,,0,0,어둠 아르테미스드래곤,어둠 아르테미스드래곤,어둠 아르테미스드래곤,땅 테디드래곤,땅 삐에로드래곤,땅 순둥곤,,,771705,771705,771705,770511,770301,770531,,-10;10;0.7,,0;0;1,아르테미스드래곤,,,,,,,,,
20211229,2021/12/29,수,2021-12-23 0:00:00,2022-01-06 0:00:00,,,0,0,어둠 아르테미스드래곤,어둠 아르테미스드래곤,어둠 아르테미스드래곤,땅 테디드래곤,땅 삐에로드래곤,땅 순둥곤,,,771705,771705,771705,770511,770301,770531,,-10;10;0.7,,0;0;1,아르테미스드래곤,,,,,,,,,
20211230,2021/12/30,목,2021-12-23 0:00:00,2022-01-06 0:00:00,,,0,0,빛 화이트 디스트로이어,빛 화이트 디스트로이어,빛 화이트 디스트로이어,빛 리소드래곤,땅 리소드래곤,물 리소드래곤,,,771664,771664,771664,770604,770601,770602,,-10;10;0.7,,0;0;1,화이트 디스트로이어,,,,,,,,,
20211231,2021/12/31,금,2021-12-23 0:00:00,2022-01-06 0:00:00,,,0,0,빛 화이트 디스트로이어,빛 화이트 디스트로이어,빛 화이트 디스트로이어,빛 리소드래곤,땅 리소드래곤,물 리소드래곤,,,771664,771664,771664,770604,770601,770602,,-10;10;0.7,,0;0;1,화이트 디스트로이어,,,,,,,,,
20220101,2022/01/01,토,2021-12-23 0:00:00,2022-01-06 0:00:00,,,0,0,어둠 포세이돈,어둠 포세이돈,어둠 포세이돈,땅 뱃도치드래곤,땅 미스틱티니,땅 말덱,,,771565,771565,771565,771111,771171,770641,,-10;10;0.7,,0;0;1,포세이돈,,,,,,,,,
20220102,2022/01/02,일,2021-12-23 0:00:00,2022-01-06 0:00:00,,,0,0,어둠 포세이돈,어둠 포세이돈,어둠 포세이돈,땅 뱃도치드래곤,땅 미스틱티니,땅 말덱,,,771565,771565,771565,771111,771171,770641,,-10;10;0.7,,0;0;1,포세이돈,,,,,,,,,
20220103,2022/01/03,월,2021-12-23 0:00:00,2022-01-06 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설의 알,,,,,,,,,
20220104,2022/01/04,화,2021-12-23 0:00:00,2022-01-06 0:00:00,,,0,0,빛 혼,빛 혼,빛 혼,물 스트라,물 미이라곤,물 원더드래곤,,,771524,771524,771524,771532,771142,770392,,-10;10;0.7,,0;0;1,혼,,,,,,,,,
20220105,2022/01/05,수,2021-12-23 0:00:00,2022-01-06 0:00:00,,,0,0,빛 혼,빛 혼,빛 혼,물 스트라,물 미이라곤,물 원더드래곤,,,771524,771524,771524,771532,771142,770392,,-10;10;0.7,,0;0;1,혼,,,,,,,,,
20220106,2022/01/06,목,2021-12-23 0:00:00,2022-01-20 0:00:00,,,0,14,어둠 토템드래곤,어둠 토템드래곤,어둠 토템드래곤,어둠 고디움,불 허리케인,땅 스트라,,,770655,770655,770655,770595,770203,771531,,-10;10;0.7,,0;0;1,토템드래곤,,,,,,,,,
20220107,2022/01/07,금,2021-12-23 0:00:00,2022-01-20 0:00:00,,,0,0,어둠 토템드래곤,어둠 토템드래곤,어둠 토템드래곤,어둠 고디움,불 허리케인,땅 스트라,,,770655,770655,770655,770595,770203,771531,,-10;10;0.7,,0;0;1,토템드래곤,,,,,,,,,
20220108,2022/01/08,토,2022-01-06 0:00:00,2022-01-20 0:00:00,,,14,0,빛 다르누스,빛 다르누스,빛 다르누스,빛 에일리언드래곤,물 파이거,불 파라오드래곤,,,771714,771714,771714,770174,770242,770313,,-10;10;0.7,,0;0;1,다르누스,,,,,,,,,
20220109,2022/01/09,일,2022-01-06 0:00:00,2022-01-20 0:00:00,,,0,0,빛 다르누스,빛 다르누스,빛 다르누스,빛 에일리언드래곤,물 파이거,불 파라오드래곤,,,771714,771714,771714,770174,770242,770313,,-10;10;0.7,,0;0;1,다르누스,,,,,,,,,
20220110,2022/01/10,월,2022-01-06 0:00:00,2022-01-20 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20220111,2022/01/11,화,2022-01-06 0:00:00,2022-01-20 0:00:00,,,0,0,어둠 다크베인,어둠 다크베인,어둠 다크베인,불 허리케인,불 원더드래곤,불 사이커드래곤,,,771105,771105,771105,770203,770393,770123,,-10;10;0.7,,0;0;1,다크베인,,,,,,,,,
20220112,2022/01/12,수,2022-01-06 0:00:00,2022-01-20 0:00:00,,,0,0,어둠 다크베인,어둠 다크베인,어둠 다크베인,불 허리케인,불 원더드래곤,불 사이커드래곤,,,771105,771105,771105,770203,770393,770123,,-10;10;0.7,,0;0;1,다크베인,,,,,,,,,
20220113,2022/01/13,목,2022-01-06 0:00:00,2022-01-20 0:00:00,,,0,0,빛 프로스티,빛 프로스티,빛 프로스티,물 수라드래곤,땅 수라드래곤,어둠 수라드래곤,,,771134,771134,771134,770422,770421,770425,,-10;10;0.7,,0;0;1,프로스티,,,,,,,,,
20220114,2022/01/14,금,2022-01-06 0:00:00,2022-01-20 0:00:00,,,0,0,빛 프로스티,빛 프로스티,빛 프로스티,물 수라드래곤,땅 수라드래곤,어둠 수라드래곤,,,771134,771134,771134,770422,770421,770425,,-10;10;0.7,,0;0;1,프로스티,,,,,,,,,
20220115,2022/01/15,토,2022-01-06 0:00:00,2022-01-20 0:00:00,,,0,0,어둠 포포모,어둠 포포모,어둠 포포모,어둠 원더드래곤,땅 삐에로드래곤,물 오르페우스,,,771575,771575,771575,770395,770301,770042,,-10;10;0.7,,0;0;1,포포모,,,,,,,,,
20220116,2022/01/16,일,2022-01-06 0:00:00,2022-01-20 0:00:00,,,0,0,어둠 포포모,어둠 포포모,어둠 포포모,어둠 원더드래곤,땅 삐에로드래곤,물 오르페우스,,,771575,771575,771575,770395,770301,770042,,-10;10;0.7,,0;0;1,포포모,,,,,,,,,
20220117,2022/01/17,월,2022-01-06 0:00:00,2022-01-20 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20220118,2022/01/18,화,2022-01-06 0:00:00,2022-01-20 0:00:00,,,0,0,빛 미니드래곤,빛 미니드래곤,빛 미니드래곤,땅 테디드래곤,땅 원더드래곤,땅 순둥곤,,,770784,770784,770784,770511,770391,770531,,-10;10;0.7,,0;0;1,미니드래곤,,,,,,,,,
20220119,2022/01/19,수,2022-01-06 0:00:00,2022-01-20 0:00:00,,,0,0,빛 미니드래곤,빛 미니드래곤,빛 미니드래곤,땅 테디드래곤,땅 원더드래곤,땅 순둥곤,,,770784,770784,770784,770511,770391,770531,,-10;10;0.7,,0;0;1,미니드래곤,,,,,,,,,
20220120,2022/01/20,목,2022-01-06 0:00:00,2022-02-03 0:00:00,,,0,14,어둠 멜로우드래곤,어둠 멜로우드래곤,어둠 멜로우드래곤,물 페어리드래곤,어둠 페어리드래곤,불 페어리드래곤,,,771025,771025,771025,770112,770115,770113,,-10;10;0.7,,0;0;1,멜로우드래곤,,,,,,,,,
20220121,2022/01/21,금,2022-01-06 0:00:00,2022-02-03 0:00:00,,,0,0,어둠 멜로우드래곤,어둠 멜로우드래곤,어둠 멜로우드래곤,물 페어리드래곤,어둠 페어리드래곤,불 페어리드래곤,,,771025,771025,771025,770112,770115,770113,,-10;10;0.7,,0;0;1,멜로우드래곤,,,,,,,,,
20220122,2022/01/22,토,2022-01-20 0:00:00,2022-02-03 0:00:00,,,14,0,빛 오르도,빛 오르도,빛 오르도,빛 에일리언드래곤,물 파이거,불 파라오드래곤,,,771624,771624,771624,770174,770242,770313,,-10;10;0.7,,0;0;1,오르도,,,,,,,,,
20220123,2022/01/23,일,2022-01-20 0:00:00,2022-02-03 0:00:00,,,0,0,빛 오르도,빛 오르도,빛 오르도,빛 에일리언드래곤,물 파이거,불 파라오드래곤,,,771624,771624,771624,770174,770242,770313,,-10;10;0.7,,0;0;1,오르도,,,,,,,,,
20220124,2022/01/24,월,2022-01-20 0:00:00,2022-02-03 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20220125,2022/01/25,화,2022-01-20 0:00:00,2022-02-03 0:00:00,,,0,0,어둠 포세이돈,어둠 포세이돈,어둠 포세이돈,물 원더드래곤,빛 베네지드래곤,땅 허리케인,,,771565,771565,771565,770392,770634,770201,,-10;10;0.7,,0;0;1,포세이돈,,,,,,,,,
20220126,2022/01/26,수,2022-01-20 0:00:00,2022-02-03 0:00:00,,,0,0,어둠 포세이돈,어둠 포세이돈,어둠 포세이돈,물 원더드래곤,빛 베네지드래곤,땅 허리케인,,,771565,771565,771565,770392,770634,770201,,-10;10;0.7,,0;0;1,포세이돈,,,,,,,,,
20220127,2022/01/27,목,2022-01-20 0:00:00,2022-02-03 0:00:00,,,0,0,빛 트로페우스,빛 트로페우스,빛 트로페우스,물 미스틱티니,불 고디움,어둠 뱃도치드래곤,,,771164,771164,771164,771172,770593,771115,,-10;10;0.7,,0;0;1,트로페우스,,,,,,,,,
20220128,2022/01/28,금,2022-01-20 0:00:00,2022-02-03 0:00:00,,,0,0,빛 트로페우스,빛 트로페우스,빛 트로페우스,물 미스틱티니,불 고디움,어둠 뱃도치드래곤,,,771164,771164,771164,771172,770593,771115,,-10;10;0.7,,0;0;1,트로페우스,,,,,,,,,
20220129,2022/01/29,토,2022-01-20 0:00:00,2022-02-03 0:00:00,,,0,0,어둠 일란,어둠 일란,어둠 일란,어둠 블랙찡또,빛 블랙찡또,물 블랙찡또,,,771415,771415,771415,770585,770584,770582,,-10;10;0.7,,0;0;1,일란,,,,,,,,,
20220130,2022/01/30,일,2022-01-20 0:00:00,2022-02-03 0:00:00,,,0,0,어둠 일란,어둠 일란,어둠 일란,어둠 블랙찡또,빛 블랙찡또,물 블랙찡또,,,771415,771415,771415,770585,770584,770582,,-10;10;0.7,,0;0;1,일란,,,,,,,,,
20220131,2022/01/31,월,2022-01-20 0:00:00,2022-02-03 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20220201,2022/02/01,화,2022-01-20 0:00:00,2022-02-03 0:00:00,,,0,0,빛 합라,빛 합라,빛 합라,어둠 오르페우스,불 오르페우스,물 오르페우스,,,771654,771654,771654,770045,770043,770042,,-10;10;0.7,,0;0;1,합라,,,,,,,,,
20220202,2022/02/02,수,2022-01-20 0:00:00,2022-02-03 0:00:00,,,0,0,빛 합라,빛 합라,빛 합라,어둠 오르페우스,불 오르페우스,물 오르페우스,,,771654,771654,771654,770045,770043,770042,,-10;10;0.7,,0;0;1,합라,,,,,,,,,
20220203,2022/02/03,목,2022-01-20 0:00:00,2022-02-17 0:00:00,,,0,14,어둠 토템드래곤,어둠 토템드래곤,어둠 토템드래곤,빛 페어리드래곤,빛 스트라,빛 베네지드래곤,,,770655,770655,770655,770114,771534,770634,,-10;10;0.7,,0;0;1,토템드래곤,,,,,,,,,
20220204,2022/02/04,금,2022-01-20 0:00:00,2022-02-17 0:00:00,,,0,0,어둠 토템드래곤,어둠 토템드래곤,어둠 토템드래곤,빛 페어리드래곤,빛 스트라,빛 베네지드래곤,,,770655,770655,770655,770114,771534,770634,,-10;10;0.7,,0;0;1,토템드래곤,,,,,,,,,
20220205,2022/02/05,토,2022-02-03 0:00:00,2022-02-17 0:00:00,20220205,global_anniversary,14,0,물 애니마라,절대적인 전설의 알,빛나는 전설의 알,초월의 알,고대의 알,고대의 알,,,771742,703025,703001,703003,703019,703019,,-10;10;0.7,,0;0;1,이벤트,,,,event,event,event,,,
20220206,2022/02/06,일,2022-02-03 0:00:00,2022-02-17 0:00:00,20220205,global_anniversary,0,0,물 애니마라,절대적인 전설의 알,빛나는 전설의 알,초월의 알,고대의 알,고대의 알,,,771742,703025,703001,703003,703019,703019,,-10;10;0.7,,0;0;1,이벤트,,,,event,event,event,,,
20220207,2022/02/07,월,2022-02-03 0:00:00,2022-02-17 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20220208,2022/02/08,화,2022-02-03 0:00:00,2022-02-17 0:00:00,,,0,0,어둠 포포모,어둠 포포모,어둠 포포모,물 수라드래곤,땅 수라드래곤,어둠 수라드래곤,,,771575,771575,771575,770422,770421,770425,,-10;10;0.7,,0;0;1,포포모,,,,,,,,,
20220209,2022/02/09,수,2022-02-03 0:00:00,2022-02-17 0:00:00,,,0,0,어둠 포포모,어둠 포포모,어둠 포포모,물 수라드래곤,땅 수라드래곤,어둠 수라드래곤,,,771575,771575,771575,770422,770421,770425,,-10;10;0.7,,0;0;1,포포모,,,,,,,,,
20220210,2022/02/10,목,2022-02-03 0:00:00,2022-02-17 0:00:00,,,0,0,빛 제노스,빛 제노스,빛 제노스,땅 수라드래곤,물 파이거,불 말덱,,,771304,771304,771304,770421,770242,770643,,-10;10;0.7,,0;0;1,제노스,,,,,,,,,
20220211,2022/02/11,금,2022-02-03 0:00:00,2022-02-17 0:00:00,,,0,0,빛 제노스,빛 제노스,빛 제노스,땅 수라드래곤,물 파이거,불 말덱,,,771304,771304,771304,770421,770242,770643,,-10;10;0.7,,0;0;1,제노스,,,,,,,,,
20220212,2022/02/12,토,2022-02-03 0:00:00,2022-02-17 0:00:00,,,0,0,어둠 가이안,어둠 가이안,어둠 가이안,물 페어리드래곤,어둠 페어리드래곤,불 페어리드래곤,,,771455,771455,771455,770112,770115,770113,,-10;10;0.7,,0;0;1,가이안,,,,,,,,,
20220213,2022/02/13,일,2022-02-03 0:00:00,2022-02-17 0:00:00,,,0,0,어둠 가이안,어둠 가이안,어둠 가이안,물 페어리드래곤,어둠 페어리드래곤,불 페어리드래곤,,,771455,771455,771455,770112,770115,770113,,-10;10;0.7,,0;0;1,가이안,,,,,,,,,
20220214,2022/02/14,월,2022-02-03 0:00:00,2022-02-17 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20220215,2022/02/15,화,2022-02-03 0:00:00,2022-02-17 0:00:00,,,0,0,어둠 큐피트,어둠 큐피트,어둠 큐피트,빛 스트라,빛 베네지드래곤,빛 고디움,,,770725,770725,770725,771534,770634,770594,,-10;10;0.7,,0;0;1,큐피트,,,,,,,,,
20220216,2022/02/16,수,2022-02-03 0:00:00,2022-02-17 0:00:00,,,0,0,어둠 큐피트,어둠 큐피트,어둠 큐피트,빛 스트라,빛 베네지드래곤,빛 고디움,,,770725,770725,770725,771534,770634,770594,,-10;10;0.7,,0;0;1,큐피트,,,,,,,,,
20220217,2022/02/17,목,2022-02-03 0:00:00,2022-03-03 0:00:00,,,0,14,빛 프로스티,빛 프로스티,빛 프로스티,불 허리케인,불 원더드래곤,불 사이커드래곤,,,771134,771134,771134,770203,770393,770123,,-10;10;0.7,,0;0;1,프로스티,,,,,,,,,
20220218,2022/02/18,금,2022-02-03 0:00:00,2022-03-03 0:00:00,,,0,0,빛 프로스티,빛 프로스티,빛 프로스티,불 허리케인,불 원더드래곤,불 사이커드래곤,,,771134,771134,771134,770203,770393,770123,,-10;10;0.7,,0;0;1,프로스티,,,,,,,,,
20220219,2022/02/19,토,2022-02-17 0:00:00,2022-03-03 0:00:00,,,14,0,어둠 다크베인,어둠 다크베인,어둠 다크베인,불 허리케인,불 원더드래곤,불 사이커드래곤,,,771105,771105,771105,770203,770393,770123,,-10;10;0.7,,0;0;1,다크베인,,,,,,,,,
