product_id,sku,token,t_name,r_group,t_desc,use_desc,price_type,price,price_dollar,xsolla_price_dollar,purchase_point,product_content,mail_content,subscription,icon,banner_res,package_frame_type,package_class,package_res,package_res_2,max_buy_count,max_buy_term,max_buy_display,r_attr,badge
90095,dvm_eventpack01_30k,icmfmx,5등급 강화 포인트 패키지,강화 포인트 패키지,blank,,money,33000,32.99,29.99,30000,,"760005;45,700002;500000",,res/ui/package/icon_capsule_coin.png,,1,,package_reinforce_point_2.ui,,3,permanent,,,hot
90096,dvm_eventpack02_50k,h8gyok,5등급 강화 포인트 패키지,강화 포인트 패키지,blank,,money,55000,54.99,49.99,50000,,"760005;80,700002;1000000",,res/ui/package/icon_capsule_coin.png,,1,,package_reinforce_point_2.ui,,3,permanent,,,hot
90097,dvm_eventpack03_100k,d5zjva,5등급 강화 포인트 패키지,강화 포인트 패키지,blank,,money,110000,109.99,99.99,100000,,"760005;160,700002;2000000",,res/ui/package/icon_capsule_coin.png,,1,,package_reinforce_point_2.ui,,3,permanent,,,hot
90098,dvm_eventpack02_50k,h8gyok,4등급 강화 포인트 패키지,강화 포인트 패키지,blank,,money,55000,54.99,49.99,50000,,"760004;320,700002;2000000",,res/ui/package/icon_capsule_coin.png,,1,,package_reinforce_point_2.ui,,6,permanent,,,hot
90099,dvm_giftpack01_10k,만원의 행복,만원의 행복을 느껴봐!,만원의 행복,blank,,money,9900,8.79,9.99,9000,luckybox;1,,,res/ui/package/icon_lucky_box.png,,,,package_lucky_box.ui,,5,permanent,,,period
90100,dvm_monthlypack01_30k,72f1aw,월간 환상 패키지,월간 환상 패키지,blank,,money,33000,32.99,29.99,30000,,"703003;2,703004;10,700009;9",,,,1,,package_monthly_02.ui,,3,monthly,,,
90101,dvm_monthlypack02_50k,o95o3z,월간 환상 패키지,월간 환상 패키지,blank,,money,55000,54.99,49.99,50000,,"703003;3,703004;25,700009;15",,,,1,,package_monthly_02.ui,,3,monthly,,,
90102,dvm_monthlypack03_100k,96ap42,월간 환상 패키지,월간 환상 패키지,blank,,money,110000,109.99,99.99,100000,,"703003;7,703004;50,700009;30",,,,1,,package_monthly_02.ui,,3,monthly,,,
90103,dvm_weekendpack01_10k,5tw6vs,주말 패키지,주말,주말 기념 한정 드래곤 뽑기,,money,11000,10.99,9.99,10000,,"703004;5,700001;3300,700101;500",,res/ui/package/icon_weekly.png,res/ui/package/popup_dark.png,1,,package_weekly_02.ui,,2,weekly,,,week
90104,dvm_weekendpack02_20k,atqjsa,주말 패키지,주말,주말 기념 한정 드래곤 뽑기,,money,22000,21.99,19.99,20000,,"703003;1,700001;6600,700101;1000",,res/ui/package/icon_weekly.png,res/ui/package/popup_dark.png,1,,package_weekly_02.ui,,2,weekly,,,week
90105,dvm_goldpack_10k,njuo8n,단계별 패키지(1회차),단계별 패키지,blank,,money,11000,10.99,9.99,10000,,"700001;3000,703016;3,700101;200,700101;200,700101;200,700101;200,700101;200,700101;200,700101;200,700101;200,700101;200,700101;200",,,,1,,package_step.ui,,1,permanent,,,limit_finish
90106,dvm_eventpack01_30k,icmfmx,단계별 패키지(2회차),단계별 패키지,blank,,money,33000,32.99,29.99,30000,,"700001;5000,703010;3,703011;3,700009;9",,,,1,,package_step.ui,,1,permanent,,,limit_finish
90107,dvm_eventpack02_50k,h8gyok,단계별 패키지(3회차),단계별 패키지,blank,,money,55000,54.99,49.99,50000,,"700001;10000,703019;1,703003;1,703006;1,700009;15",,,,1,,package_step.ui,,1,permanent,,,limit_finish
90108,dvm_eventpack03_100k,d5zjva,단계별 패키지(4회차),단계별 패키지,blank,,money,110000,109.99,99.99,100000,,"700001;20000,700304;1,700009;30",,,,1,,package_step.ui,,1,permanent,,,limit_finish
90109,dvm_eventpack03_100k,d5zjva,스트라이커 패키지,스트라이커 패키지,blank,,money,110000,109.99,99.99,100000,,"700002;3000000,700012;60,700009;30,703016;10,703005;1",,,,1,,package_worldcup.ui,,3,permanent,,,limit_finish
90110,dvm_2weekpack13_5k,,전설 강화 포인트 15개,강화 포인트,blank,,money,5500,5.49,4.99,5000,,760005;15,,,,,,,,2,monthly,,,
90111,dvm_2weekpack12_10k,,전설 강화 포인트 30개,강화 포인트,blank,,money,11000,10.99,9.99,10000,,760005;30,,,,,,,,2,monthly,,,
90112,dvm_eventpack01_30k,,전설 강화 포인트 90개,강화 포인트,blank,,money,33000,32.99,29.99,30000,,760005;90,,,,,,,,2,monthly,,,
90113,dvm_eventpack02_50k,,전설 강화 포인트 160개,강화 포인트,blank,,money,55000,54.99,49.99,50000,,760005;160,,,,,,,,2,monthly,,,
90114,dvm_eventpack03_100k,,전설 강화 포인트 320개,강화 포인트,blank,,money,110000,109.99,99.99,100000,,760005;320,,,,,,,,2,monthly,,,
90115,dvm_starterpack_30k,,스타터 지원 패키지,스타터 지원 패키지,blank,,money,33000,32.99,29.99,30000,,"703028;1,700402;7,779051;1,779052;1,779053;1,779054;1,779055;1",,res/ui/package/icon_starter.png,res/ui/package/popup_dark.png,1,,package_starter_2.ui,,1,permanent,,,begginer
90116,dvm_starterpack_30k,,스타터 지원 패키지,스타터 지원 패키지,blank,,money,33000,32.99,29.99,30000,,"703029;1,700402;7,779051;1,779052;1,779053;1,779054;1,779055;1",,res/ui/package/icon_starter.png,res/ui/package/popup_dark.png,1,,package_starter_2.ui,,1,permanent,,,begginer
90117,dvm_starterpack_30k,,스타터 지원 패키지,스타터 지원 패키지,blank,,money,33000,32.99,29.99,30000,,"703030;1,700402;7,779051;1,779052;1,779053;1,779054;1,779055;1",,res/ui/package/icon_starter.png,res/ui/package/popup_dark.png,1,,package_starter_2.ui,,1,permanent,,,begginer
90118,dvm_starterpack_30k,,스타터 지원 패키지,스타터 지원 패키지,blank,,money,33000,32.99,29.99,30000,,"703031;1,700402;7,779051;1,779052;1,779053;1,779054;1,779055;1",,res/ui/package/icon_starter.png,res/ui/package/popup_dark.png,1,,package_starter_2.ui,,1,permanent,,,begginer
90119,dvm_giftpack01_10k,,유리아의 랜덤 박스,유리아의 랜덤 박스,blank,,money,9900,8.79,9.99,9000,luckybox;1,,,,,,,,,5,monthly,permanent,,period
90120,dvm_2weekpack12_10k,,골드 몽땅 패키지,골드 몽땅 패키지,blank,,money,11000,10.99,9.99,10000,,"700002;5000000,703016;2,700009;3",,,,,,,,2,monthly,permanent,,period
90121,dvm_eventpack01_30k,,골드 몽땅 패키지,골드 몽땅 패키지,blank,,money,33000,32.99,29.99,30000,,"700002;15500000,703019;1,700009;9",,,,,,,,2,monthly,permanent,,period
90122,dvm_eventpack02_50k,,골드 몽땅 패키지,골드 몽땅 패키지,blank,,money,55000,54.99,49.99,50000,,"700002;26000000,703003;1,700009;15",,,,,,,,2,monthly,permanent,,period
90123,dvm_2weekpack12_10k,,다이아 몽땅 패키지,다이아 몽땅 패키지,blank,,money,11000,10.99,9.99,10000,,"700001;5000,703016;2,700009;3",,,,,,,,2,monthly,permanent,,period
90124,dvm_eventpack01_30k,,다이아 몽땅 패키지,다이아 몽땅 패키지,blank,,money,33000,32.99,29.99,30000,,"700001;15500,703019;1,700009;9",,,,,,,,2,monthly,permanent,,period
90125,dvm_eventpack02_50k,,다이아 몽땅 패키지,다이아 몽땅 패키지,blank,,money,55000,54.99,49.99,50000,,"700001;26000,703003;1,700009;15",,,,,,,,2,monthly,permanent,,period
90126,dvm_eventpack01_30k,,스킬 슬라임 2개,스킬 슬라임,blank,,money,33000,32.99,29.99,30000,,779255;2,,,,,,,,1,monthly,,,
90127,dvm_eventpack02_50k,,스킬 슬라임 4개,스킬 슬라임,blank,,money,55000,54.99,49.99,50000,,779255;4,,,,,,,,1,monthly,,,
90128,dvm_eventpack03_100k,,스킬 슬라임 10개,스킬 슬라임,blank,,money,110000,109.99,99.99,100000,,779255;10,,,,,,,,1,monthly,,,
90201,dvm_2weekpack13_5k,,일일 퀘스트 보상 2배,일퀘 2배 구독,14일간 일일 퀘스트의 모든 보상 2배 (클랜 경험치 제외),,money,5500,5.49,4.99,5000,,,2,,,,,,,,,,,
90202,dvm_eventpack03_100k,,1주년 스페셜 패키지,1주년 스페셜 패키지,,,money,110000,109.99,99.99,100000,,"700001;20000,700009;30,703025;1",,,,1,,package_1st_anniversary.ui,,2,permanent,,,period
90211,dvm_eventpack01_30k,,고급소환권 패키지,고급소환권 패키지,"고대의 알 5개
10+1 고급소환권 3개
토파즈 9개",,money,33000,32.99,29.99,30000,,"703019;5,700305;1,700305;1,700305;1,700009;9",,,,,,package_advanced_ticket.ui,,3,monthly,permanent,,period
90212,dvm_eventpack02_50k,,고급소환권 패키지,고급소환권 패키지,"전설의 알 1개
10+1 고급소환권 5개
토파즈 15개",,money,55000,54.99,49.99,50000,,"703005;1,700305;1,700305;1,700305;1,700305;1,700305;1,700009;15",,,,,,package_advanced_ticket.ui,,3,monthly,permanent,,period
90213,dvm_eventpack03_100k,,고급소환권 패키지,고급소환권 패키지,"전설의 알 2개
10+1 고급소환권 10개
토파즈 30개",,money,110000,109.99,99.99,100000,,"703005;2,700305;1,700305;1,700305;1,700305;1,700305;1,700305;1,700305;1,700305;1,700305;1,700305;1,700009;30",,,,,,package_advanced_ticket.ui,,3,monthly,permanent,,period
110011,dvm_eventpack01_30k,,슈퍼 슬라임 슈퍼세일 패키지,슈퍼 슬라임 슈퍼세일 패키지,"5성 슈퍼 슬라임 3개
경험치+100% 부스터 (24시간) 4개
토파즈 9개",,money,33000,32.99,29.99,30000,,"779154;3,700402;1,700402;1,700402;1,700402;1,700009;9",,,,,,package_supersale_super.ui,,1,monthly,permanent,,period
110012,dvm_eventpack02_50k,,슈퍼 슬라임 슈퍼세일 패키지,슈퍼 슬라임 슈퍼세일 패키지,"5성 슈퍼 슬라임 5개
4성 슈퍼 슬라임 5개
경험치+100% 부스터 (24시간) 7개
토파즈 15개",,money,55000,54.99,49.99,50000,,"779154;5,779144;5,700402;1,700402;1,700402;1,700402;1,700402;1,700402;1,700402;1,700009;15",,,,,,package_supersale_super.ui,,1,monthly,permanent,,period
110013,dvm_eventpack03_100k,,슈퍼 슬라임 슈퍼세일 패키지,슈퍼 슬라임 슈퍼세일 패키지,"5성 슈퍼 슬라임 10개
4성 슈퍼 슬라임 12개
경험치+100% 부스터 (24시간) 15개
토파즈 30개",,money,110000,109.99,99.99,100000,,"779154;10,779144;12,700402;1,700402;1,700402;1,700402;1,700402;1,700402;1,700402;1,700402;1,700402;1,700402;1,700402;1,700402;1,700402;1,700402;1,700402;1,700009;30",,,,,,package_supersale_super.ui,,1,monthly,permanent,,period
110021,dvm_eventpack01_30k,,스킬 슬라임 패키지,스킬 슬라임 패키지,"전설 스킬 슬라임 2 + 1개
토파즈 9개",,money,33000,32.99,29.99,30000,,"779255;3,700009;9",,,,,,package_supersale_skill.ui,,1,monthly,permanent,,period
110022,dvm_eventpack02_50k,,스킬 슬라임 패키지,스킬 슬라임 패키지,"전설 스킬 슬라임 4 + 2개
토파즈 15개",,money,55000,54.99,49.99,50000,,"779255;6,700009;15",,,,,,package_supersale_skill.ui,,1,monthly,permanent,,period
110023,dvm_eventpack03_100k,,스킬 슬라임 패키지,스킬 슬라임 패키지,"전설 스킬 슬라임 10 + 5개
토파즈 30개",,money,110000,109.99,99.99,100000,,"779255;15,700009;30",,,,,,package_supersale_skill.ui,,1,monthly,permanent,,period
110031,dvm_giftpack01_10k,,해피 할로윈 랜덤 박스,랜덤 박스(9900),blank,,money,9900,8.79,9.99,9000,luckybox;1,,,,,,,package_lucky_box.ui,,5,permanent,permanent,,period
110032,dvm_giftpack01_10k,,크리스마스 선물 꾸러미,랜덤 박스(9900),blank,,money,9900,8.79,9.99,9000,luckybox;1,,,,,,,package_lucky_box.ui,,10,permanent,permanent,,period
110033,dvm_giftpack01_10k,,발렌타인 기념 랜덤박스,랜덤 박스(9900),blank,,money,9900,8.79,9.99,9000,luckybox;1,,,,,,,package_lucky_box.ui,,5,permanent,permanent,,period
110034,dvm_giftpack01_10k,,화이트데이 기념 랜덤박스,랜덤 박스(9900),blank,,money,9900,8.79,9.99,9000,luckybox;1,,,,,,,package_lucky_box.ui,,5,permanent,permanent,,period
110035,dvm_giftpack01_10k,,화염 기사 랜덤 박스,랜덤 박스(9900),blank,,money,9900,8.79,9.99,9000,luckybox;1,,,,,,,package_lucky_box.ui,,10,permanent,permanent,,period
110036,dvm_giftpack01_10k,,Summer Special 랜덤 박스,랜덤 박스(9900),blank,,money,9900,8.79,9.99,9000,luckybox;1,,,,,,,package_lucky_box.ui,,5,permanent,permanent,,period
110037,dvm_shopitem_5k,,글로벌 2주년 기념 랜덤 박스,랜덤 박스(5500),blank,,money,5500,5.49,4.99,5000,luckybox;1,,,,,,,package_lucky_box.ui,,10,permanent,permanent,,period
110038,dvm_shopitem_5k,,해피 할로윈 랜덤 박스,랜덤 박스(5500),blank,,money,5500,5.49,4.99,5000,luckybox;1,,,,,,,package_lucky_box.ui,,10,permanent,permanent,,period
110039,dvm_shopitem_5k,,크리스마스 선물 꾸러미,랜덤 박스(5500),blank,,money,5500,5.49,4.99,5000,luckybox;1,,,,,,,package_lucky_box.ui,,10,permanent,permanent,,period
110041,dvm_eventpack01_30k,,강화 포인트 패키지,강화 포인트 패키지,"전설 강화 포인트 90 + 20개
토파즈 9개",,money,33000,32.99,29.99,30000,,"760005;110,700009;9",,,,,,package_supersale_reinforce.ui,,3,monthly,permanent,,period
110042,dvm_eventpack02_50k,,강화 포인트 패키지,강화 포인트 패키지,"전설 강화 포인트 160 + 40개
토파즈 15개",,money,55000,54.99,49.99,50000,,"760005;200,700009;15",,,,,,package_supersale_reinforce.ui,,3,monthly,permanent,,period
110043,dvm_eventpack03_100k,,강화 포인트 패키지,강화 포인트 패키지,"전설 강화 포인트 320 + 160개
토파즈 30개",,money,110000,109.99,99.99,100000,,"760005;480,700009;30",,,,,,package_supersale_reinforce.ui,,3,monthly,permanent,,period
110051,dvm_shopitem_5k,,다이아 깜짝 할인 상품,깜짝 할인 상품,"다이아 1,900 + 1,900개",,money,5500,5.49,4.99,5000,,700001;3800,,,,,,package_spot_sale_01.ui,,1,,,,
110052,dvm_shopitem_5k,,골드 깜짝 할인 상품,깜짝 할인 상품,"골드 1,900,000 + 1,900,000개",,money,5500,5.49,4.99,5000,,700002;3800000,,,,,,package_spot_sale_02.ui,,1,,,,
110053,dvm_shopitem_1k,,날개 깜짝 할인 상품,깜짝 할인 상품,날개 600 + 600개,,money,1100,1.09,0.99,1000,,"700101;600,700101;600",,,,,,package_spot_sale_03.ui,,1,,,,
110054,dvm_shopitem_10k,,다이아 깜짝 할인 상품,깜짝 할인 상품,"다이아 10,000개",,money,11000,10.99,9.99,10000,,700001;10000,,,,,,package_spot_sale_01.ui,,1,,,,
110055,dvm_shopitem_10k,,골드 깜짝 할인 상품,깜짝 할인 상품,"골드 15,000,000개",,money,11000,10.99,9.99,10000,,700002;15000000,,,,,,package_spot_sale_02.ui,,1,,,,
110056,dvm_eventpack1_3k,,날개 깜짝 할인 상품,깜짝 할인 상품,"날개 3,000개",,money,3300,3.29,2.99,3000,,700101;3000,,,,,,package_spot_sale_03.ui,,1,,,,
110057,dvm_shopitem_10k,,다이아 깜짝 할인 상품,깜짝 할인 상품,"다이아 30,000개",,money,11000,10.99,9.99,10000,,700001;30000,,,,,,package_spot_sale_01.ui,,1,,,,
110058,dvm_shopitem_5k,,골드 깜짝 할인 상품,깜짝 할인 상품,"골드 16,000,000개",,money,5500,5.49,4.99,5000,,700002;16000000,,,,,,package_spot_sale_02.ui,,1,,,,
110059,dvm_shopitem_3k,,날개 깜짝 할인 상품,깜짝 할인 상품,찬란한 날개 150개,,money,3300,3.29,2.99,3000,,700711;150,,,,,,package_spot_sale_03.ui,,1,,,,
110061,dvm_eventpack02_50k,,신화의 알 패키지,신화의 알 패키지,blank,,money,55000,54.99,49.99,50000,,"703001;1,700001;2000,700002;1000000,700009;15",,,,,,package_mythical.ui,,3,monthly,permanent,,period
110062,dvm_eventpack03_100k,,신화의 알 패키지,신화의 알 패키지,blank,,money,110000,109.99,99.99,100000,,"703001;2,700001;5000,700002;3000000,700009;30",,,,,,package_mythical.ui,,3,monthly,permanent,,period
110071,dvm_eventpack02_50k,,신화의 알 부화소,신화의 알 부화소,blank,,money,55000,54.99,49.99,50000,,,,,,,,package_mythical_incubation.ui,,5,monthly,permanent,,period
110072,dvm_shopitem_5k,,다시 부화,부화소 다시 부화,blank,,money,5500,5.49,4.99,5000,,,,,,,,,,,,,,
110081,dvm_eventpack02_50k,,새해맞이 패키지,새해맞이 패키지,blank,,money,55000,54.99,49.99,50000,,"703005;1,760005;80,700001;1000,700009;15",,,,,,package_new_year_02.ui,,3,monthly,permanent,,period
110082,dvm_eventpack03_100k,,새해맞이 패키지,새해맞이 패키지,blank,,money,110000,109.99,99.99,100000,,"703005;2,760005;180,700001;2500,700009;30",,,,,,package_new_year_02.ui,,3,monthly,permanent,,period
110091,dvm_eventpack03_100k,,새해맞이 특별 패키지,새해맞이 특별 패키지,,,money,110000,109.99,99.99,100000,,"700001;20000,700009;30,703025;1",,,,1,,package_new_year_03.ui,,1,permanent,,,period
110101,dvm_eventpack01_30k,,땅 전설의 알 패키지,속성 전설의 알 패키지,blank,,money,33000,32.99,29.99,30000,,"703032;3,700001;3000,700009;9",,,,1,,package_attr_legend_earth.ui,,5,monthly,permanent,,period
110102,dvm_eventpack01_30k,,물 전설의 알 패키지,속성 전설의 알 패키지,blank,,money,33000,32.99,29.99,30000,,"703033;3,700001;3000,700009;9",,,,1,,package_attr_legend_water.ui,,5,monthly,permanent,,period
110103,dvm_eventpack01_30k,,불 전설의 알 패키지,속성 전설의 알 패키지,blank,,money,33000,32.99,29.99,30000,,"703034;3,700001;3000,700009;9",,,,1,,package_attr_legend_fire.ui,,5,monthly,permanent,,period
110104,dvm_eventpack03_100k,,빛 전설의 알 패키지,속성 전설의 알 패키지,blank,,money,110000,109.99,99.99,100000,,"703035;4,700001;6000,700009;30",,,,1,,package_attr_legend_light.ui,,3,monthly,permanent,,period
110105,dvm_eventpack03_100k,,어둠 전설의 알 패키지,속성 전설의 알 패키지,blank,,money,110000,109.99,99.99,100000,,"703036;4,700001;6000,700009;30",,,,1,,package_attr_legend_dark.ui,,3,monthly,permanent,,period
110111,dvm_eventpack01_30k,,승급 패키지,승급 패키지,blank,,money,33000,32.99,29.99,30000,,"779154;5,779144;4,779041;14",,,,1,,package_upgrade_earth.ui,,,,,,begginer
110112,dvm_eventpack01_30k,,승급 패키지,승급 패키지,blank,,money,33000,32.99,29.99,30000,,"779154;5,779144;4,779042;14",,,,1,,package_upgrade_water.ui,,,,,,begginer
110113,dvm_eventpack01_30k,,승급 패키지,승급 패키지,blank,,money,33000,32.99,29.99,30000,,"779154;5,779144;4,779043;14",,,,1,,package_upgrade_fire.ui,,,,,,begginer
110114,dvm_eventpack01_30k,,승급 패키지,승급 패키지,blank,,money,33000,32.99,29.99,30000,,"779154;5,779144;4,779044;14",,,,1,,package_upgrade_light.ui,,,,,,begginer
110115,dvm_eventpack01_30k,,승급 패키지,승급 패키지,blank,,money,33000,32.99,29.99,30000,,"779154;5,779144;4,779045;14",,,,1,,package_upgrade_dark.ui,,,,,,begginer
110116,dvm_eventpack01_30k,,승급 패키지,승급 패키지(경험치),blank,,money,33000,32.99,29.99,30000,,"779154;5,779144;4,700017;700000",,,,,,package_s_upgrade.ui,package_upgrade_02.ui,,,,,begginer
110121,dvm_eventpack03_100k,,글로벌 1주년 기념 패키지,글로벌 1주년 기념 패키지,,,money,110000,109.99,99.99,100000,,"700601;1,700001;20000",,,,,,package_global_anniversary.ui,,2,permanent,permanent,,period
110131,dvm_eventpack01_30k,,룬 연마 패키지,룬 연마 패키지,blank,,money,33000,32.99,29.99,30000,,"704900;50,704901;10,700001;5000,700002;500000,700009;9",,,,1,,package_rune_grind.ui,,1,weekly,weekly,,
110132,dvm_eventpack01_30k,,룬 연마 패키지,룬 연마 패키지,blank,,money,33000,32.99,29.99,30000,,"704900;50,704902;40,700001;5000,700002;500000,700009;9",,,,1,,package_rune_grind.ui,,1,weekly,weekly,,
110133,dvm_weekendpack01_10k,,룬 연마 패키지,룬 연마 패키지,blank,,money,11000,10.99,9.99,10000,,704900;160,,,,,,package_rune_grind_pack.ui,,,,,,
110134,dvm_weekendpack02_20k,,룬 연마 패키지,룬 연마 패키지,blank,,money,22000,21.99,19.99,20000,,704900;330,,,,,,package_rune_grind_pack.ui,,,,,,
110135,dvm_eventpack01_30k,,룬 연마 패키지,룬 연마 패키지,blank,,money,33000,32.99,29.99,30000,,704900;500,,,,,,package_rune_grind_pack.ui,,,,,,
110136,dvm_eventpack02_50k,,룬 연마 패키지,룬 연마 패키지,blank,,money,55000,54.99,49.99,50000,,704900;830,,,,,,package_rune_grind_pack.ui,,,,,,
110141,dvm_shopitem_10k,,특성 재료 패키지,특성 재료 패키지,blank,,money,11000,10.99,9.99,10000,,"700014;100,700015;1,700009;3",,,,,,package_mastery_material.ui,,5,monthly,permanent,,period
110142,dvm_eventpack01_30k,,특성 재료 패키지,특성 재료 패키지,"영웅 특성 재료 5 + 3개
골드 1,500,000개
토파즈 9개",,money,33000,32.99,29.99,30000,,"741031;8,700002;1500000,700009;9",,,,,,package_mastery_material.ui,,3,monthly,permanent,,period
110143,dvm_eventpack03_100k,,특성 재료 패키지,특성 재료 패키지,"전설 특성 재료 5 + 5개
골드 5,000,000개
토파즈 30개",1,money,110000,109.99,99.99,100000,,"741041;10,700002;5000000,700009;30",,,,,,package_mastery_material.ui,,3,monthly,permanent,,period
110151,dvm_giftpack01_10k,,뱃도치드래곤 패키지,뱃도치드래곤 패키지,blank,,money,9900,8.79,9.99,9000,,700603;1,,,,,,package_new_dragon.ui,,5,monthly,permanent,,period
110152,dvm_eventpack01_30k,,뱃도치드래곤 패키지,뱃도치드래곤 패키지,blank,,money,33000,32.99,29.99,30000,,"771115;1,700002;1000000,700001;3000,700009;9",,,,,,package_new_dragon.ui,,1,monthly,permanent,,period
110161,dvm_giftpack01_10k,,블랙찡또 패키지,블랙찡또 패키지,blank,,money,9900,8.79,9.99,9000,,700605;1,,,,,,package_new_dragon.ui,,5,monthly,permanent,,period
110162,dvm_eventpack01_30k,,블랙찡또 패키지,블랙찡또 패키지,blank,,money,33000,32.99,29.99,30000,,"770584;1,700002;1000000,700001;3000,700009;9",,,,,,package_new_dragon.ui,,1,monthly,permanent,,period
110163,dvm_eventpack01_30k,,블랙찡또 패키지,블랙찡또 패키지,blank,,money,33000,32.99,29.99,30000,,"770585;1,700002;1000000,700001;3000,700009;9",,,,,,package_new_dragon.ui,,1,monthly,permanent,,period
110171,dvm_eventpack03_100k,,절대적인 전설의 알 패키지,절대적인 전설의 알 패키지,blank,,money,110000,109.99,99.99,100000,,"700001;20000,700009;30,703025;1",,,,,,package_absolute.ui,,1,monthly,permanent,,period
110172,dvm_eventpack03_100k,,절대적인 전설의 알 패키지,절대적인 전설의 알 패키지,blank,,money,110000,109.99,99.99,100000,,"700001;20000,700009;30,703025;1",,,,,,package_absolute.ui,,3,monthly,permanent,,period
110173,dvm_eventpack03_100k,,절대적인 전설의 알 패키지,절대적인 전설의 알 패키지,blank,,money,110000,109.99,99.99,100000,,"703025;1,700001;20000,700009;30",,,,,,package_absolute.ui,,3,permanent,permanent,,period
110181,dvm_giftpack01_10k,,미이라곤 패키지,미이라곤 패키지,blank,,money,9900,8.79,9.99,9000,,700606;1,,,,,,package_new_dragon.ui,,5,monthly,permanent,,period
110182,dvm_eventpack01_30k,,미이라곤 패키지,미이라곤 패키지,blank,,money,33000,32.99,29.99,30000,,"771145;1,700002;1000000,700001;3000,700009;9",,,,,,package_new_dragon.ui,,1,monthly,permanent,,period
110191,dvm_giftpack01_10k,,말덱 패키지,말덱 패키지,blank,,money,9900,8.79,9.99,9000,,700607;1,,,,,,package_new_dragon.ui,,5,monthly,permanent,,period
110192,dvm_eventpack01_30k,,말덱 패키지,말덱 패키지,blank,,money,33000,32.99,29.99,30000,,"770644;1,700002;1000000,700001;3000,700009;9",,,,,,package_new_dragon.ui,,1,monthly,permanent,,period
110201,dvm_eventpack01_30k,,단계별 패키지(1회차),단계별 패키지,blank,,money,33000,32.99,29.99,30000,,"703005;1,700001;3000,700009;9",,,,1,,package_step_02.ui,,1,permanent,,,limit_finish
110202,dvm_eventpack02_50k,,단계별 패키지(2회차),단계별 패키지,blank,,money,55000,54.99,49.99,50000,,"703001;1,700001;6000,700009;15",,,,1,,package_step_02.ui,,1,permanent,,,limit_finish
110203,dvm_eventpack03_100k,,단계별 패키지(3회차),단계별 패키지,blank,,money,110000,109.99,99.99,100000,,"703025;1,700001;9000,700009;30",,,,1,,package_step_02.ui,,1,permanent,,,limit_finish
110204,dvm_eventpack03_100k,,단계별 패키지(4회차),단계별 패키지,blank,,money,110000,109.99,99.99,100000,,"700304;1,700001;10000,700009;30",,,,1,,package_step_02.ui,,1,permanent,,,limit_finish
110211,dvm_eventpack01_30k,,육성 지원 패키지,육성 지원 패키지,"날개 15,000개
골드 10,000,000개
룬 축복서 6개
4성 슈퍼 슬라임 8개
슬라임 알(모든 속성) 각각 30개
토파즈 9개",,money,33000,32.99,29.99,30000,,"700101;1000,700101;1000,700101;1000,700101;1000,700101;1000,700101;1000,700101;1000,700101;1000,700101;1000,700101;1000,700101;1000,700101;1000,700101;1000,700101;1000,700101;1000,700002;10000000,704903;6,779144;8,703020;30,703021;30,703022;30,703023;30,703024;30,700009;9",,,,,,package_nurture.ui,,5,monthly,permanent,,period
110212,dvm_eventpack02_50k,,육성 지원 패키지,육성 지원 패키지,"날개 30,000개
골드 20,000,000개
룬 축복서 15개
4성 슈퍼 슬라임 20개
슬라임 알(모든 속성) 각각 50개
토파즈 15개",,money,55000,54.99,49.99,50000,,"700101;2000,700101;2000,700101;2000,700101;2000,700101;2000,700101;2000,700101;2000,700101;2000,700101;2000,700101;2000,700101;2000,700101;2000,700101;2000,700101;2000,700101;2000,700002;20000000,704903;15,779144;20,703020;50,703021;50,703022;50,703023;50,703024;50,700009;15",,,,,,package_nurture.ui,,1,monthly,permanent,,period
110213,dvm_eventpack02_50k,,육성 지원 패키지,육성 지원 패키지,"영웅 드래곤 선택권 1개
다이아 5,000개
5성 슈퍼 슬라임 5개
4성 슈퍼 슬라임 4개
속성별 슬라임 알 40개
토파즈 15개",,money,55000,54.99,49.99,50000,,"700306;1,700001;5000,779154;5,779144;4,703020;40,703021;40,703022;40,703023;40,703024;40,700009;15",,,,,,package_nurture.ui,,2,monthly,permanent,,period
110221,dvm_giftpack01_10k,,미스틱티니 패키지,미스틱티니 패키지,blank,,money,9900,8.79,9.99,9000,,700610;1,,,,,,package_new_dragon.ui,,5,monthly,permanent,,period
110222,dvm_eventpack01_30k,,미스틱티니 패키지,미스틱티니 패키지,blank,,money,33000,32.99,29.99,30000,,"771174;1,700002;1000000,700001;3000,700009;9",,,,,,package_new_dragon.ui,,1,monthly,permanent,,period
110231,dvm_eventpack03_100k,,2주년 스페셜 패키지,2주년 스페셜 패키지,blank,,money,110000,109.99,99.99,100000,,"700001;20000,700009;30,703025;1",,,,1,,package_absolute.ui,,2,permanent,permanent,,period
110241,dvm_eventpack02_50k,,할로윈 패키지,할로윈 패키지,blank,,money,55000,54.99,49.99,50000,,"703001;1,700001;3000,779154;5,700016;110,700009;15",,,,,,package_nurture.ui,,3,monthly,permanent,,period
110251,dvm_shopitem_10k,,아모르의 서 패키지,아모르의 서 패키지,blank,,money,11000,10.99,9.99,10000,,700014;300,,,,,,package_amor.ui,,,,,,
110261,dvm_eventpack02_50k,,전설 드래곤 육성 패키지,전설 드래곤 육성 패키지,blank,,money,55000,54.99,49.99,50000,,"779255;12,700009;15",,,,,,package_clan_war.ui,,3,monthly,permanent,,period
